tract_id,borough,tract_lat,tract_lon,zone_type,tract_lot_count,amenity_count_total,amenity_count_food_drink,amenity_count_retail,amenity_count_services,amenity_count_office,amenity_count_hotel,amenity_count_entertainment,amenity_count_education,amenity_count_healthcare,amenity_ratio_food_drink,amenity_ratio_retail,amenity_ratio_services,amenity_ratio_office,amenity_ratio_hotel,amenity_ratio_entertainment,amenity_ratio_education,amenity_ratio_healthcare,amenity_density,avg_floors,avg_yearbuilt,lot_area_mean,total_bldg_area,building_count,landuse_entropy,landuse_hhi,dist_subway_mean,dist_bus_mean,transit_stop_count,intersection_density,hotel_count,tourism_poi_count,tourism_density,tourism_ratio,pedestrian_rank_mean,pedestrian_rank_max,pct_high_traffic_segments,shop_count,shop_density_km2,shop_type_entropy,brand_ratio
1006500,MN,40.7295595,-74.0002777,Mixed-Use,282,182,146,8,12,0,0,11,5,0,0.8022,0.044,0.0659,0.0,0.0,0.0604,0.0275,0.0,231.73,5.0,1887,5423.0,4865775.0,321,2.4218,0.2271,551.6,560.2,129,1019.9,0,3,3.82,0.0165,3,2,49.5,36,45.84,4.4058,0.0278
1006600,MN,40.7403384,-73.9801306,Residential,155,98,39,20,34,1,0,1,2,1,0.398,0.2041,0.3469,0.0102,0.0,0.0102,0.0204,0.0102,124.78,7.2,1931,7968.0,7102530.0,182,2.1167,0.2767,591.4,499.7,112,846.7,0,7,8.91,0.0714,3,2,15.2,66,84.03,4.0515,0.0909
1006700,MN,40.7307193,-74.0038953,Residential,383,122,92,10,6,0,0,8,4,2,0.7541,0.082,0.0492,0.0,0.0,0.0656,0.0328,0.0164,155.34,4.1,1877,2998.0,3758766.0,420,2.704,0.1884,394.8,506.5,87,925.6,0,2,2.55,0.0164,3,2,5.9,32,40.74,4.1167,0.0625
1006800,MN,40.7407097,-73.9836895,Mixed-Use,193,128,71,13,16,10,7,6,2,3,0.5547,0.1016,0.125,0.0781,0.0547,0.0469,0.0156,0.0234,162.97,8.0,1929,6106.0,9581928.0,199,2.2617,0.2291,467.3,496.2,135,1030.1,7,16,20.37,0.125,3,2,37.5,34,43.29,3.9957,0.0294
1006900,MN,40.7310863,-74.0082028,Mixed-Use,69,14,9,4,0,0,0,1,0,0,0.6429,0.2857,0.0,0.0,0.0,0.0714,0.0,0.0,17.83,6.1,1919,38931.0,5352447.0,93,1.6801,0.5131,524.9,503.7,67,1170.1,0,8,10.19,0.5714,3,2,7.0,5,6.37,1.9219,0.0
1007001,MN,40.7426992,-73.9758748,Mixed-Use,55,33,15,3,6,0,0,1,2,6,0.4545,0.0909,0.1818,0.0,0.0,0.0303,0.0606,0.1818,42.02,6.7,1933,12144.0,2780842.0,55,1.494,0.532,670.8,537.7,77,1028.8,0,2,2.55,0.0606,3,3,0.0,13,16.55,3.0851,0.0769
1007002,MN,40.7435664,-73.9781317,Residential,174,81,39,13,15,1,0,1,1,11,0.4815,0.1605,0.1852,0.0123,0.0,0.0123,0.0123,0.1358,103.13,5.2,1916,3532.0,3287086.0,189,2.4321,0.2216,555.5,553.3,105,1047.9,0,2,2.55,0.0247,3,2,25.0,36,45.84,3.6513,0.1944
1007100,MN,40.735143,-74.0000725,Residential,321,85,46,16,10,0,0,4,4,5,0.5412,0.1882,0.1176,0.0,0.0,0.0471,0.0471,0.0588,108.23,4.4,1871,3475.0,4855894.0,360,2.5587,0.2074,480.9,482.5,134,1073.3,0,2,2.55,0.0235,3,2,32.7,29,36.92,4.0994,0.1034
1007200,MN,40.7444833,-73.9810919,Mixed-Use,242,126,53,19,26,5,4,5,3,11,0.4206,0.1508,0.2063,0.0397,0.0317,0.0397,0.0238,0.0873,160.43,7.7,1925,4788.0,9998393.0,245,2.5205,0.2155,534.9,549.6,142,1027.5,4,8,10.19,0.0635,3,2,18.2,53,67.48,4.2113,0.0377
1007300,MN,40.734206,-74.0041342,Residential,440,90,62,18,4,0,0,2,1,3,0.6889,0.2,0.0444,0.0,0.0,0.0222,0.0111,0.0333,114.59,4.0,1874,2598.0,3916429.0,502,2.3276,0.2336,552.9,468.5,119,1252.9,0,3,3.82,0.0333,3,2,19.7,32,40.74,3.6258,0.1562
1007400,MN,40.7460221,-73.9841557,Commercial,164,159,73,29,18,10,11,7,5,6,0.4591,0.1824,0.1132,0.0629,0.0692,0.044,0.0314,0.0377,202.45,13.5,1931,7094.0,14431232.0,170,1.5768,0.4416,545.5,529.5,174,1022.4,11,19,24.19,0.1195,2,1,92.3,54,68.75,4.1178,0.1481
1007500,MN,40.7345815,-74.0078343,Mixed-Use,209,43,33,3,3,1,0,2,1,0,0.7674,0.0698,0.0698,0.0233,0.0,0.0465,0.0233,0.0,54.75,4.5,1902,8982.0,3610839.0,263,2.5205,0.2252,646.9,500.2,84,1240.1,0,1,1.27,0.0233,3,2,10.0,8,10.19,3.0,0.0
1007600,MN,40.7471819,-73.9876496,Commercial,177,210,99,62,17,10,13,4,0,5,0.4714,0.2952,0.081,0.0476,0.0619,0.019,0.0,0.0238,267.38,10.7,1923,6755.0,13531294.0,182,1.4754,0.5353,547.3,511.7,199,1032.6,13,26,33.1,0.1238,1,1,100.0,97,123.5,4.9146,0.0928
1007700,MN,40.7377951,-74.0032839,Residential,361,53,34,9,3,0,0,4,0,3,0.6415,0.1698,0.0566,0.0,0.0,0.0755,0.0,0.0566,67.48,4.4,1876,3160.0,4498360.0,396,2.6368,0.1893,479.2,476.0,120,1215.9,0,4,5.09,0.0755,3,1,9.4,19,24.19,3.5111,0.0526
1007800,MN,40.7464719,-73.9754386,Mixed-Use,157,80,30,17,22,0,0,1,3,7,0.375,0.2125,0.275,0.0,0.0,0.0125,0.0375,0.0875,101.86,8.7,1932,7971.0,7223552.0,149,2.7044,0.1864,623.5,510.0,101,1311.4,0,0,0.0,0.0,3,2,11.8,44,56.02,3.5704,0.0909
1007900,MN,40.7384809,-74.0072621,Mixed-Use,248,51,27,16,1,1,2,3,0,1,0.5294,0.3137,0.0196,0.0196,0.0392,0.0588,0.0,0.0196,64.94,4.4,1892,12094.0,6265450.0,276,2.8522,0.1634,564.4,516.0,74,1386.6,2,15,19.1,0.2941,3,1,24.1,23,29.28,3.969,0.5217
1008000,MN,40.7485897,-73.9780975,Commercial,260,114,51,11,27,7,5,3,2,8,0.4474,0.0965,0.2368,0.0614,0.0439,0.0263,0.0175,0.0702,145.15,7.8,1905,4482.0,12501640.0,266,2.2617,0.2519,540.0,528.3,145,1498.6,5,16,20.37,0.1404,3,2,22.9,39,49.66,3.4583,0.1026
1008100,MN,40.7398025,-73.9989138,Mixed-Use,261,51,28,10,4,0,0,5,2,2,0.549,0.1961,0.0784,0.0,0.0,0.098,0.0392,0.0392,64.94,5.8,1919,4813.0,6979217.0,299,2.0781,0.3015,462.4,563.2,148,735.9,0,3,3.82,0.0588,2,1,100.0,15,19.1,3.5899,0.2
1008200,MN,40.7504896,-73.9810622,Commercial,139,127,52,25,12,13,10,4,3,8,0.4094,0.1969,0.0945,0.1024,0.0787,0.0315,0.0236,0.063,161.7,13.6,1932,8435.0,15657447.0,142,1.6429,0.4471,553.5,520.0,196,2542.7,10,18,22.92,0.1417,2,1,75.0,35,44.56,4.5007,0.2286
1008300,MN,40.7418729,-74.0037554,Commercial,122,129,66,22,14,3,6,8,6,4,0.5116,0.1705,0.1085,0.0233,0.0465,0.062,0.0465,0.031,164.25,5.3,1917,10240.0,7256061.0,134,2.254,0.2919,553.6,501.6,103,1300.0,6,15,19.1,0.1163,2,1,95.5,31,39.47,3.8331,0.4516
1008400,MN,40.7513443,-73.9847557,Commercial,161,157,82,27,13,2,22,4,3,4,0.5223,0.172,0.0828,0.0127,0.1401,0.0255,0.0191,0.0255,199.9,11.9,1935,8313.0,11103413.0,171,1.9392,0.3469,557.9,533.4,230,2442.1,22,31,39.47,0.1975,1,1,100.0,52,66.21,4.2287,0.4038
1008601,MN,40.7457568,-73.970481,Mixed-Use,21,9,2,4,0,0,0,0,1,2,0.2222,0.4444,0.0,0.0,0.0,0.0,0.1111,0.2222,11.46,16.2,1967,38233.0,3077755.0,20,2.4704,0.2235,749.7,552.9,45,1008.4,0,1,1.27,0.1111,3,2,6.2,5,6.37,1.371,0.0
1008602,MN,40.7500696,-73.966839,Institutional,2,9,3,2,2,0,1,0,1,0,0.3333,0.2222,0.2222,0.0,0.1111,0.0,0.1111,0.0,11.46,39.0,1952,399888.0,2400000.0,8,0.6702,0.7105,770.1,586.3,46,1004.6,1,29,36.92,3.2222,2,2,93.8,2,2.55,1.0,0.0
1008603,MN,40.753992,-73.9646395,Residential,91,13,7,1,4,0,1,0,0,0,0.5385,0.0769,0.3077,0.0,0.0769,0.0,0.0,0.0,16.55,9.5,1927,8656.0,5324570.0,89,2.4838,0.2536,668.9,593.8,66,746.1,1,5,6.37,0.3846,3,2,35.7,5,6.37,2.3219,0.0
1008700,MN,40.742625,-73.9976704,Mixed-Use,256,80,44,14,11,0,1,6,0,4,0.55,0.175,0.1375,0.0,0.0125,0.075,0.0,0.05,101.86,5.9,1921,4699.0,6468466.0,287,2.4898,0.2132,476.3,574.7,144,417.6,1,6,7.64,0.075,3,2,36.7,37,47.11,4.1753,0.1351
1008800,MN,40.7495761,-73.9721118,Mixed-Use,84,52,26,6,12,0,3,0,3,2,0.5,0.1154,0.2308,0.0,0.0577,0.0,0.0577,0.0385,66.21,16.6,1942,14598.0,14616919.0,83,2.3014,0.2472,558.9,522.9,101,1505.0,3,7,8.91,0.1346,2,1,64.4,13,16.55,3.3927,0.2308
1008900,MN,40.7446339,-74.0023638,Residential,319,41,20,6,2,0,2,3,6,2,0.4878,0.1463,0.0488,0.0,0.0488,0.0732,0.1463,0.0488,52.2,4.4,1887,3763.0,4153219.0,349,2.5515,0.1914,542.0,518.0,93,674.8,2,3,3.82,0.0732,2,2,51.4,13,16.55,3.3347,0.0
1009000,MN,40.7529759,-73.9701892,Mixed-Use,164,53,31,8,6,1,2,1,1,3,0.5849,0.1509,0.1132,0.0189,0.0377,0.0189,0.0189,0.0566,67.48,12.1,1934,7541.0,14151087.0,171,2.3463,0.2458,567.6,513.6,119,1345.8,2,4,5.09,0.0755,2,1,82.6,17,21.65,3.2928,0.1765
1009100,MN,40.7446796,-73.995374,Mixed-Use,215,99,41,16,16,4,9,8,2,3,0.4141,0.1616,0.1616,0.0404,0.0909,0.0808,0.0202,0.0303,126.05,7.9,1925,5923.0,9765969.0,226,2.1931,0.2539,520.3,571.7,152,445.6,9,11,14.01,0.1111,2,1,89.5,44,56.02,4.5077,0.1818
1009200,MN,40.7534312,-73.9739689,Commercial,77,162,95,20,16,14,12,1,0,4,0.5864,0.1235,0.0988,0.0864,0.0741,0.0062,0.0,0.0247,206.26,16.6,1942,20993.0,18274971.0,78,1.3522,0.4995,431.3,490.9,149,1485.9,12,19,24.19,0.1173,2,1,81.8,37,47.11,3.8482,0.3243
1009300,MN,40.7469351,-74.0018847,Residential,176,30,18,5,2,0,1,2,0,2,0.6,0.1667,0.0667,0.0,0.0333,0.0667,0.0,0.0667,38.2,5.5,1890,7067.0,6232635.0,208,1.7609,0.4124,604.6,493.9,83,672.3,1,2,2.55,0.0667,2,2,60.7,12,15.28,3.585,0.0
1009400,MN,40.7556338,-73.9779282,Commercial,92,141,58,47,20,8,1,0,0,7,0.4113,0.3333,0.1418,0.0567,0.0071,0.0,0.0,0.0496,179.53,16.6,1940,11105.0,17641535.0,87,0.7296,0.791,537.1,491.1,214,1856.4,1,3,3.82,0.0213,2,1,97.1,61,77.67,3.2736,0.6393
1009500,MN,40.7471591,-73.9930536,Commercial,205,100,42,24,10,5,9,5,2,3,0.42,0.24,0.1,0.05,0.09,0.05,0.02,0.03,127.32,9.7,1930,6164.0,11880103.0,219,2.0129,0.3093,487.7,552.7,173,1031.3,9,11,14.01,0.11,2,1,92.6,48,61.12,4.2764,0.0417
1009600,MN,40.7565918,-73.9806039,Commercial,156,203,82,65,23,11,10,3,1,8,0.4039,0.3202,0.1133,0.0542,0.0493,0.0148,0.0049,0.0394,258.47,12.9,1932,8307.0,17422227.0,143,0.8977,0.7082,548.0,521.2,231,2438.3,10,25,31.83,0.1232,1,1,100.0,78,99.31,3.9857,0.2436
1009700,MN,40.7498565,-73.9976084,Residential,62,34,18,9,2,1,1,1,1,1,0.5294,0.2647,0.0588,0.0294,0.0294,0.0294,0.0294,0.0294,43.29,6.0,1910,21457.0,5632419.0,73,1.9378,0.312,540.4,556.5,120,1306.3,1,11,14.01,0.3235,2,1,54.2,14,17.83,2.9502,0.1429
1009800,MN,40.7556701,-73.9676874,Mixed-Use,306,55,37,5,5,1,2,0,1,4,0.6727,0.0909,0.0909,0.0182,0.0364,0.0,0.0182,0.0727,70.03,6.8,1922,4138.0,9196873.0,324,2.2731,0.2554,564.1,557.1,119,918.0,2,2,2.55,0.0364,2,1,52.6,14,17.83,2.9852,0.1429
1009901,MN,40.7480345,-74.0057753,Mixed-Use,145,97,12,2,3,0,2,76,1,1,0.1237,0.0206,0.0309,0.0,0.0206,0.7835,0.0103,0.0103,123.5,6.5,1952,33864.0,10840412.0,141,2.0676,0.3581,700.0,429.9,39,1123.0,2,80,101.86,0.8247,3,2,35.5,4,5.09,1.5,0.25
1009902,MN,40.7514862,-74.0036568,Mixed-Use,70,96,20,17,1,3,1,53,1,0,0.2083,0.1771,0.0104,0.0312,0.0104,0.5521,0.0104,0.0,122.23,9.8,1954,25683.0,8209488.0,73,2.6135,0.1789,697.0,539.8,53,1643.8,1,52,66.21,0.5417,3,2,15.9,22,28.01,3.4753,0.4545
1009903,MN,40.7564402,-74.0009113,Mixed-Use,60,29,12,4,2,3,3,4,0,1,0.4138,0.1379,0.069,0.1034,0.1034,0.1379,0.0,0.0345,36.92,21.9,1970,73682.0,21010172.0,55,2.5234,0.2051,600.5,505.7,48,2475.2,3,12,15.28,0.4138,3,2,46.5,8,10.19,2.75,0.25
1010000,MN,40.7585779,-73.970487,Commercial,88,70,42,3,3,3,9,1,3,6,0.6,0.0429,0.0429,0.0429,0.1286,0.0143,0.0429,0.0857,89.13,17.3,1945,13129.0,17249657.0,84,1.354,0.516,454.6,485.9,150,806.0,9,12,15.28,0.1714,2,1,51.6,10,12.73,3.1219,0.2
1010100,MN,40.7494818,-73.9914794,Commercial,86,118,57,39,10,5,3,1,2,1,0.4831,0.3305,0.0847,0.0424,0.0254,0.0085,0.0169,0.0085,150.24,10.1,1935,18049.0,12172176.0,89,2.0448,0.2961,478.5,528.6,180,1154.8,3,10,12.73,0.0847,2,1,100.0,51,64.94,3.9641,0.5686
1010200,MN,40.7597953,-73.9743752,Commercial,101,94,32,40,6,7,4,4,1,0,0.3404,0.4255,0.0638,0.0745,0.0426,0.0426,0.0106,0.0,119.68,16.7,1941,11496.0,17648277.0,103,0.93,0.6905,552.8,521.6,197,844.2,4,10,12.73,0.1064,2,1,84.7,51,64.94,4.0991,0.6078
1010300,MN,40.7516543,-73.9970597,Commercial,71,73,45,9,3,6,2,3,1,4,0.6164,0.1233,0.0411,0.0822,0.0274,0.0411,0.0137,0.0548,92.95,11.4,1939,24178.0,13342774.0,65,2.1984,0.3048,548.6,554.3,120,1600.5,2,6,7.64,0.0822,3,1,62.8,13,16.55,3.3927,0.1538
1010400,MN,40.7618233,-73.9769692,Commercial,99,77,36,16,8,3,7,4,1,2,0.4675,0.2078,0.1039,0.039,0.0909,0.0519,0.013,0.026,98.04,13.8,1937,13085.0,17852582.0,110,1.3989,0.5191,552.9,522.3,196,873.4,7,16,20.37,0.2078,2,1,100.0,21,26.74,3.1776,0.381
1010601,MN,40.7577645,-73.9609689,Residential,106,3,1,1,0,0,0,1,0,0,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,3.82,11.8,1929,7897.0,8752181.0,96,1.7588,0.4649,718.8,564.1,75,723.2,0,2,2.55,0.6667,3,2,10.0,1,1.27,-0.0,1.0
1010602,MN,40.7610942,-73.9595586,Mixed-Use,55,43,23,7,7,0,0,2,0,4,0.5349,0.1628,0.1628,0.0,0.0,0.0465,0.0,0.093,54.75,9.5,1935,13897.0,4479564.0,65,2.4445,0.2157,651.2,563.8,94,730.8,0,1,1.27,0.0233,3,2,35.7,23,29.28,3.7081,0.1304
1010801,MN,40.7576184,-73.9657218,Mixed-Use,60,38,19,4,6,0,1,5,1,2,0.5,0.1053,0.1579,0.0,0.0263,0.1316,0.0263,0.0526,48.38,9.2,1932,8442.0,5465057.0,70,2.3624,0.2265,550.2,496.2,108,812.3,1,2,2.55,0.0526,3,2,40.0,18,22.92,3.6835,0.1667
1010802,MN,40.7592309,-73.9636534,Residential,77,47,22,13,9,0,0,0,0,3,0.4681,0.2766,0.1915,0.0,0.0,0.0,0.0,0.0638,59.84,8.1,1919,5082.0,3139699.0,77,1.9799,0.3232,587.9,524.2,110,844.2,0,0,0.0,0.0,2,2,89.5,24,30.56,4.0016,0.1667
1010803,MN,40.7602094,-73.9658576,Mixed-Use,58,42,15,12,9,0,0,3,2,1,0.3571,0.2857,0.2143,0.0,0.0,0.0714,0.0476,0.0238,53.48,9.6,1931,6372.0,3783121.0,61,1.89,0.3348,487.6,491.0,127,812.3,0,1,1.27,0.0238,2,1,77.8,30,38.2,4.1647,0.1667
1010900,MN,40.7524431,-73.9900212,Commercial,128,143,66,56,8,7,3,2,0,1,0.4615,0.3916,0.0559,0.049,0.021,0.014,0.0,0.007,182.07,13.7,1927,9566.0,18534742.0,124,0.9212,0.7454,423.2,536.7,185,1297.4,3,7,8.91,0.049,1,1,100.0,74,94.22,4.2366,0.2162
1011000,MN,40.7621314,-73.9635182,Mixed-Use,255,47,16,11,5,1,2,5,0,7,0.3404,0.234,0.1064,0.0213,0.0426,0.1064,0.0,0.1489,59.84,6.5,1913,4905.0,6817484.0,265,2.5979,0.2038,488.5,514.3,117,836.5,2,3,3.82,0.0638,2,2,65.2,21,26.74,4.2971,0.1429
1011100,MN,40.7547956,-73.9953654,Mixed-Use,155,80,37,16,5,0,12,8,0,2,0.4625,0.2,0.0625,0.0,0.15,0.1,0.0,0.025,101.86,10.3,1938,8192.0,10428090.0,159,2.714,0.1804,549.9,518.7,123,1801.6,12,14,17.83,0.175,3,2,57.4,26,33.1,3.3927,0.0385
1011201,MN,40.7638203,-73.9756509,Commercial,55,74,32,16,11,1,7,2,0,5,0.4324,0.2162,0.1486,0.0135,0.0946,0.027,0.0,0.0676,94.22,16.1,1938,9992.0,6649504.0,44,1.5309,0.3381,574.3,534.9,182,849.3,7,13,16.55,0.1757,2,1,84.2,25,31.83,3.7835,0.16
1011202,MN,40.7625281,-73.9722784,Commercial,39,54,15,23,5,4,2,2,0,3,0.2778,0.4259,0.0926,0.0741,0.037,0.037,0.0,0.0556,68.75,20.3,1954,12792.0,8274566.0,42,1.3915,0.4889,539.5,523.1,175,898.9,2,9,11.46,0.1667,2,1,100.0,26,33.1,2.5843,0.6154
1011203,MN,40.7610931,-73.9690299,Commercial,59,68,23,19,9,5,3,0,1,8,0.3382,0.2794,0.1324,0.0735,0.0441,0.0,0.0147,0.1176,86.58,13.2,1943,8419.0,6881843.0,58,1.7197,0.3576,478.3,474.8,151,897.6,3,5,6.37,0.0735,2,1,75.0,29,36.92,3.8799,0.3448
1011300,MN,40.7547335,-73.9883964,Commercial,103,185,100,47,11,5,10,8,1,3,0.5405,0.2541,0.0595,0.027,0.0541,0.0432,0.0054,0.0162,235.55,16.5,1937,11698.0,19728068.0,110,0.7263,0.7673,463.2,541.8,198,1729.1,10,21,26.74,0.1135,1,1,100.0,71,90.4,4.0817,0.1972
1011401,MN,40.7650927,-73.9702914,Commercial,98,38,14,13,2,0,5,1,2,1,0.3684,0.3421,0.0526,0.0,0.1316,0.0263,0.0526,0.0263,48.38,10.5,1914,6726.0,7106524.0,102,1.9432,0.3136,491.7,521.9,130,834.0,5,15,19.1,0.3947,2,2,76.7,15,19.1,2.8662,0.3333
1011402,MN,40.7637515,-73.9672092,Mixed-Use,165,72,28,22,9,2,0,2,0,9,0.3889,0.3056,0.125,0.0278,0.0,0.0278,0.0,0.125,91.67,6.8,1911,4036.0,5414515.0,167,2.4275,0.2164,423.4,493.7,130,891.3,0,1,1.27,0.0139,3,2,58.3,44,56.02,4.5443,0.2727
1011500,MN,40.7567846,-73.9933928,Mixed-Use,122,99,54,15,2,1,18,7,0,2,0.5455,0.1515,0.0202,0.0101,0.1818,0.0707,0.0,0.0202,126.05,12.3,1945,10612.0,8873133.0,123,1.9696,0.3273,577.4,511.6,136,1331.8,18,20,25.46,0.202,4,2,23.1,28,35.65,3.8927,0.0714
1011600,MN,40.7634647,-73.956758,Institutional,53,15,4,1,2,0,0,1,3,4,0.2667,0.0667,0.1333,0.0,0.0,0.0667,0.2,0.2667,19.1,9.0,1932,24974.0,7748788.0,88,1.2078,0.6085,664.5,542.7,84,623.9,0,0,0.0,0.0,3,2,5.0,2,2.55,1.0,0.0
1011700,MN,40.7594067,-73.9987192,Mixed-Use,39,15,6,5,1,0,1,1,0,1,0.4,0.3333,0.0667,0.0,0.0667,0.0667,0.0,0.0667,19.1,14.0,1974,47679.0,5471330.0,36,2.217,0.3347,674.0,567.4,60,1880.6,1,2,2.55,0.1333,3,2,12.1,7,8.91,2.1281,0.2857
1011800,MN,40.7652642,-73.9601198,Mixed-Use,142,59,26,8,14,0,0,0,6,5,0.4407,0.1356,0.2373,0.0,0.0,0.0,0.1017,0.0847,75.12,7.6,1922,8735.0,8739159.0,172,2.0823,0.3302,534.9,492.3,102,641.7,0,1,1.27,0.0169,3,2,28.1,28,35.65,3.8658,0.0714
1011900,MN,40.7575158,-73.9858426,Commercial,85,138,55,32,6,0,13,28,1,3,0.3986,0.2319,0.0435,0.0,0.0942,0.2029,0.0072,0.0217,175.71,14.6,1937,14360.0,19986712.0,89,0.6808,0.802,456.4,540.5,186,1510.1,13,20,25.46,0.1449,2,1,100.0,37,47.11,3.7496,0.5676
1012000,MN,40.7664862,-73.9649812,Residential,238,62,18,21,13,0,0,0,6,4,0.2903,0.3387,0.2097,0.0,0.0,0.0,0.0968,0.0645,78.94,6.2,1902,4816.0,7265567.0,248,2.2431,0.2356,424.2,518.4,113,704.1,0,3,3.82,0.0484,3,2,28.9,34,43.29,4.0533,0.2941
1012101,MN,40.7593778,-73.9903545,Mixed-Use,118,114,79,12,5,0,8,6,2,2,0.693,0.1053,0.0439,0.0,0.0702,0.0526,0.0175,0.0175,145.15,5.9,1931,5455.0,3677761.0,137,2.3861,0.2314,561.2,507.9,142,783.0,8,10,12.73,0.0877,2,1,77.8,27,34.38,3.8805,0.2222
1012102,MN,40.7605707,-73.9928428,Mixed-Use,150,71,48,6,8,0,1,5,1,2,0.6761,0.0845,0.1127,0.0,0.0141,0.0704,0.0141,0.0282,90.4,4.9,1914,4283.0,3688986.0,175,2.2267,0.2876,649.7,508.8,107,962.6,1,1,1.27,0.0141,3,2,13.6,17,21.65,3.7345,0.2353
1012200,MN,40.768156,-73.9679217,Open Space,295,34,6,21,0,0,1,1,3,2,0.1765,0.6176,0.0,0.0,0.0294,0.0294,0.0882,0.0588,43.29,6.5,1900,127971.0,8015630.0,366,0.2694,0.9396,545.0,530.1,96,590.8,1,25,31.83,0.7353,3,2,46.9,23,29.28,1.8582,0.3913
1012400,MN,40.7671011,-73.9538488,Mixed-Use,141,48,21,4,8,0,1,2,0,12,0.4375,0.0833,0.1667,0.0,0.0208,0.0417,0.0,0.25,61.12,9.2,1929,8198.0,10292977.0,134,2.407,0.2135,446.8,509.3,66,500.4,1,4,5.09,0.0833,3,2,9.5,17,21.65,3.6169,0.0
1012500,MN,40.7599859,-73.9848298,Commercial,103,122,61,26,1,0,21,12,0,1,0.5,0.2131,0.0082,0.0,0.1721,0.0984,0.0,0.0082,155.34,14.5,1944,11693.0,19247642.0,104,0.9921,0.6618,491.4,574.6,196,700.3,21,35,44.56,0.2869,2,1,96.7,36,45.84,3.4563,0.2778
1012601,MN,40.7680995,-73.9572461,Residential,107,70,27,8,25,1,0,0,0,9,0.3857,0.1143,0.3571,0.0143,0.0,0.0,0.0,0.1286,89.13,8.4,1929,6345.0,5143718.0,113,1.6736,0.3758,552.3,467.6,88,573.0,0,0,0.0,0.0,3,2,40.0,38,48.38,3.704,0.0526
1012602,MN,40.7691329,-73.9593836,Residential,120,53,23,12,9,1,0,0,2,6,0.434,0.2264,0.1698,0.0189,0.0,0.0,0.0377,0.1132,67.48,7.4,1927,5172.0,4765018.0,127,2.2132,0.2643,493.7,507.9,102,550.0,0,0,0.0,0.0,2,2,55.6,24,30.56,4.1368,0.3333
1012700,MN,40.7621682,-73.9902021,Mixed-Use,332,56,36,6,4,0,2,1,4,3,0.6429,0.1071,0.0714,0.0,0.0357,0.0179,0.0714,0.0536,71.3,5.2,1920,3884.0,6849786.0,399,2.3968,0.2303,580.4,537.4,114,449.5,2,3,3.82,0.0536,3,2,29.4,14,17.83,3.182,0.0714
1012800,MN,40.7709363,-73.9617484,Residential,261,54,20,14,14,1,0,1,0,4,0.3704,0.2593,0.2593,0.0185,0.0,0.0185,0.0,0.0741,68.75,6.9,1905,4502.0,8779011.0,276,2.1709,0.2656,473.4,509.5,90,504.2,0,1,1.27,0.0185,3,2,30.8,31,39.47,3.8213,0.129
1012901,MN,40.7620163,-73.9964942,Mixed-Use,80,18,8,1,0,1,0,5,2,1,0.4444,0.0556,0.0,0.0556,0.0,0.2778,0.1111,0.0556,22.92,9.3,1944,29853.0,7309765.0,100,2.0992,0.3398,754.3,478.2,50,1352.2,0,5,6.37,0.2778,3,3,0.0,4,5.09,2.0,0.5
1012902,MN,40.7641584,-73.9946641,Mixed-Use,124,30,15,4,5,1,4,1,0,0,0.5,0.1333,0.1667,0.0333,0.1333,0.0333,0.0,0.0,38.2,5.1,1937,17429.0,4302919.0,139,2.0464,0.384,745.5,489.0,55,665.9,4,4,5.09,0.1333,3,3,0.0,13,16.55,3.1808,0.2308
1013000,MN,40.7729449,-73.9646362,Residential,242,40,9,20,0,0,2,4,1,4,0.225,0.5,0.0,0.0,0.05,0.1,0.025,0.1,50.93,7.4,1904,4806.0,8724990.0,248,2.2523,0.2559,535.9,547.5,72,788.1,2,17,21.65,0.425,3,2,40.3,22,28.01,2.5479,0.1818
1013100,MN,40.7628441,-73.9832801,Commercial,56,133,74,15,17,3,9,12,1,2,0.5564,0.1128,0.1278,0.0226,0.0677,0.0902,0.0075,0.015,169.34,19.1,1944,21614.0,20150954.0,65,1.1079,0.6078,452.5,531.8,167,779.2,9,15,19.1,0.1128,2,1,97.7,26,33.1,4.1039,0.1538
1013201,MN,40.7690516,-73.9527803,Mixed-Use,80,43,21,7,8,0,0,1,2,4,0.4884,0.1628,0.186,0.0,0.0,0.0233,0.0465,0.093,54.75,6.9,1931,6853.0,2365010.0,84,2.3629,0.2199,681.8,531.7,73,471.1,0,0,0.0,0.0,3,2,12.5,20,25.46,3.3219,0.1
1013202,MN,40.77011,-73.9495212,Residential,22,8,2,1,0,0,0,3,0,2,0.25,0.125,0.0,0.0,0.0,0.375,0.0,0.25,10.19,8.2,1917,20967.0,2037652.0,28,2.0888,0.2717,750.8,553.2,52,446.9,0,0,0.0,0.0,4,3,0.0,2,2.55,1.0,0.0
1013203,MN,40.7708542,-73.9523229,Residential,98,48,25,12,6,0,0,0,2,3,0.5208,0.25,0.125,0.0,0.0,0.0,0.0417,0.0625,61.12,6.0,1928,3854.0,2165883.0,98,2.1197,0.2622,694.4,524.6,76,486.4,0,0,0.0,0.0,3,2,33.3,23,29.28,3.969,0.0
