cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,tourism_density,shop_density_km2,brand_ratio
r0019_c0055,40.5744834,-73.8640108,Open Space,10,222.22,0.0,1.7,1958.0,13938.0,11,1.3377,0.0,0.0,0.0
r0019_c0056,40.5744834,-73.8622279,Residential,42,711.11,0.0,1.8,1954.0,78427.0,70,0.1414,0.0,0.0,0.0
r0019_c0057,40.5744834,-73.860445,Residential,32,222.22,0.0,1.7,1938.0,56005.0,57,0.1639,0.0,0.0,0.0
r0019_c0058,40.5744834,-73.8586621,Residential,29,311.11,0.0,2.0,1938.0,66462.0,45,0.2848,0.0,0.0,0.0
r0019_c0059,40.5744834,-73.8568792,Residential,37,488.89,0.0,2.0,1930.0,78419.0,67,-0.0,0.0,0.0,0.0
r0019_c0060,40.5744834,-73.8550963,Residential,39,355.56,0.0,2.2,1928.0,87548.0,68,0.3858,0.0,0.0,0.0
r0019_c0061,40.5744834,-73.8533134,Residential,33,311.11,0.0,2.3,1932.0,77127.0,58,0.5953,0.0,0.0,0.0
r0019_c0062,40.5744834,-73.8515304,Residential,25,222.22,0.0,2.3,1936.0,94204.0,39,1.1914,0.0,0.0,0.0
r0019_c0063,40.5744834,-73.8497475,Residential,34,266.67,0.0,2.2,1932.0,87191.0,61,0.4321,0.0,0.0,0.0
r0019_c0064,40.5744834,-73.8479646,Residential,46,444.44,0.0,2.1,1941.0,100918.0,71,0.3299,0.0,0.0,0.0
r0019_c0065,40.5744834,-73.8461817,Residential,45,44.44,0.0,2.2,1963.0,107436.0,48,0.9723,0.0,0.0,0.0
r0019_c0066,40.5744834,-73.8443988,Open Space,14,177.78,0.0,2.1,1952.0,35349.0,14,0.0796,0.0,0.0,0.0
r0020_c0055,40.5758348,-73.8640108,Mixed-Use,3,0.0,0.0,,,0.0,0,-0.0,0.0,0.0,0.0
r0020_c0056,40.5758348,-73.8622279,Residential,19,311.11,0.0,1.8,1944.0,38553.0,29,0.6504,0.0,0.0,0.0
r0020_c0057,40.5758348,-73.860445,Residential,39,400.0,0.0,1.7,1937.0,64230.0,66,0.1586,0.0,0.0,0.0
r0020_c0058,40.5758348,-73.8586621,Residential,42,133.33,0.0,1.8,1940.0,84376.0,75,-0.0,0.0,0.0,0.0
r0020_c0059,40.5758348,-73.8568792,Residential,40,444.44,0.0,2.1,1938.0,92969.0,62,0.4346,0.0,0.0,0.0
r0020_c0060,40.5758348,-73.8550963,Residential,40,355.56,0.0,2.2,1931.0,73092.0,73,0.232,0.0,0.0,0.0
r0020_c0061,40.5758348,-73.8533134,Residential,38,222.22,0.0,2.1,1933.0,76511.0,67,0.3591,0.0,0.0,0.0
r0020_c0062,40.5758348,-73.8515304,Residential,36,222.22,0.0,2.2,1929.0,83407.0,68,0.21,0.0,0.0,0.0
r0020_c0063,40.5758348,-73.8497475,Residential,30,222.22,0.0,2.1,1927.0,75192.0,53,0.2927,0.0,0.0,0.0
r0020_c0064,40.5758348,-73.8479646,Mixed-Use,23,266.67,0.0,2.2,1939.0,82683.0,30,2.1319,0.0,0.0,0.0
r0020_c0065,40.5758348,-73.8461817,Residential,45,177.78,0.0,2.0,1950.0,110821.0,71,0.7783,0.0,0.0,0.0
r0020_c0066,40.5758348,-73.8443988,Residential,41,88.89,0.0,2.1,1938.0,113569.0,69,1.0933,0.0,0.0,0.0
r0020_c0067,40.5758348,-73.8426159,Residential,28,133.33,0.0,2.4,1961.0,242253.0,31,2.0378,0.0,0.0,0.0
r0020_c0068,40.5758348,-73.840833,Residential,9,88.89,0.0,3.1,1946.0,151879.0,9,1.4353,0.0,0.0,0.0
r0021_c0057,40.5771861,-73.860445,Residential,16,355.56,0.0,1.7,1943.0,33015.0,18,0.9356,0.0,0.0,0.0
r0021_c0058,40.5771861,-73.8586621,Residential,29,266.67,0.0,1.8,1944.0,100041.0,42,0.9511,0.0,0.0,0.0
r0021_c0059,40.5771861,-73.8568792,Residential,38,400.0,0.0,2.0,1936.0,74225.0,69,0.2203,0.0,0.0,0.0
r0021_c0060,40.5771861,-73.8550963,Institutional,27,266.67,0.0,2.1,1933.0,142380.0,45,1.1975,0.0,0.0,0.0
r0021_c0061,40.5771861,-73.8533134,Residential,38,266.67,0.0,2.0,1934.0,76690.0,65,0.5072,0.0,0.0,0.0
r0021_c0062,40.5771861,-73.8515304,Residential,31,177.78,0.0,2.0,1940.0,70371.0,49,0.6233,0.0,0.0,0.0
r0021_c0063,40.5771861,-73.8497475,Residential,33,444.44,0.0,2.1,1962.0,83817.0,50,0.4421,0.0,0.0,0.0
r0021_c0064,40.5771861,-73.8479646,Residential,32,266.67,0.0,2.1,1925.0,115475.0,58,0.8198,0.0,0.0,0.0
r0021_c0065,40.5771861,-73.8461817,Residential,36,133.33,0.0,2.3,1930.0,78998.0,62,0.6284,0.0,0.0,0.0
r0021_c0066,40.5771861,-73.8443988,Residential,20,177.78,0.0,2.3,1941.0,139195.0,39,1.5367,0.0,0.0,0.0
r0021_c0067,40.5771861,-73.8426159,Residential,41,222.22,0.0,2.4,1942.0,135846.0,57,1.2377,0.0,0.0,0.0
r0021_c0068,40.5771861,-73.840833,Residential,44,355.56,0.0,2.4,1946.0,156682.0,56,1.2426,0.0,0.0,0.0
r0021_c0069,40.5771861,-73.8390501,Residential,29,355.56,0.0,3.3,1950.0,335235.0,32,1.957,0.0,0.0,0.0
r0021_c0070,40.5771861,-73.8372672,Residential,6,88.89,0.0,2.7,1987.0,94996.0,6,0.9597,0.0,0.0,0.0
r0022_c0059,40.5785375,-73.8568792,Residential,35,400.0,0.0,1.9,1936.0,65793.0,62,-0.0,0.0,0.0,0.0
r0022_c0060,40.5785375,-73.8550963,Residential,35,444.44,0.0,1.9,1940.0,63733.0,63,0.1738,0.0,0.0,0.0
r0022_c0061,40.5785375,-73.8533134,Residential,33,266.67,0.0,2.0,1934.0,67937.0,57,0.2195,0.0,0.0,0.0
r0022_c0062,40.5785375,-73.8515304,Residential,39,266.67,0.0,2.1,1944.0,69240.0,66,0.1529,0.0,0.0,0.0
r0022_c0063,40.5785375,-73.8497475,Residential,48,533.33,0.25,1.9,1957.0,128956.0,62,2.0319,0.0,177.78,0.0
r0022_c0064,40.5785375,-73.8479646,Residential,37,400.0,0.0,2.1,1934.0,80205.0,63,0.7734,0.0,0.0,0.0
r0022_c0065,40.5785375,-73.8461817,Residential,41,88.89,0.0,2.0,1936.0,80837.0,66,0.4223,0.0,0.0,0.0
r0022_c0066,40.5785375,-73.8443988,Residential,42,355.56,0.0,2.2,1937.0,112164.0,64,0.9245,0.0,0.0,0.0
r0022_c0067,40.5785375,-73.8426159,Residential,33,355.56,0.0,2.2,1948.0,95331.0,45,1.8051,0.0,0.0,0.0
r0022_c0068,40.5785375,-73.840833,Residential,26,133.33,0.0,2.4,1946.0,103573.0,31,1.6336,0.0,0.0,0.0
r0022_c0069,40.5785375,-73.8390501,Residential,46,88.89,0.0,2.4,1922.0,118218.0,56,1.3106,0.0,0.0,0.0
r0022_c0070,40.5785375,-73.8372672,Residential,35,622.22,0.2143,2.9,1944.0,424785.0,42,2.197,0.0,133.33,0.0
r0022_c0071,40.5785375,-73.8354842,Institutional,10,355.56,0.0,3.3,1965.0,296578.0,8,1.6692,0.0,0.0,0.0
r0022_c0072,40.5785375,-73.8337013,Institutional,5,177.78,0.0,3.4,1950.0,135498.0,5,0.6723,0.0,0.0,0.0
r0023_c0060,40.5798888,-73.8550963,Residential,23,400.0,0.0,2.1,1937.0,39978.0,38,0.5445,0.0,0.0,0.0
r0023_c0061,40.5798888,-73.8533134,Residential,46,577.78,0.0,1.9,1936.0,82068.0,78,-0.0,0.0,0.0,0.0
r0023_c0062,40.5798888,-73.8515304,Residential,44,266.67,0.0,2.1,1934.0,91513.0,68,0.8087,0.0,0.0,0.0
r0023_c0063,40.5798888,-73.8497475,Residential,36,400.0,0.0,1.8,1950.0,84618.0,45,0.6167,0.0,0.0,0.0
r0023_c0064,40.5798888,-73.8479646,Residential,46,88.89,0.0,2.0,1939.0,82007.0,73,0.2719,0.0,0.0,0.0
r0023_c0065,40.5798888,-73.8461817,Residential,48,577.78,0.0,2.0,1935.0,81634.0,73,0.4174,0.0,0.0,0.0
r0023_c0066,40.5798888,-73.8443988,Residential,44,266.67,0.0,2.2,1932.0,88325.0,74,0.6978,0.0,0.0,0.0
r0023_c0067,40.5798888,-73.8426159,Residential,38,177.78,0.0,2.1,1934.0,89625.0,53,0.7915,0.0,0.0,0.0
r0023_c0068,40.5798888,-73.840833,Residential,39,444.44,0.0,2.5,1927.0,94073.0,64,1.1287,0.0,0.0,0.0
r0023_c0069,40.5798888,-73.8390501,Residential,44,88.89,0.0,2.5,1918.0,103848.0,69,1.1986,0.0,0.0,0.0
r0023_c0070,40.5798888,-73.8372672,Commercial,34,1911.11,0.3256,2.0,1928.0,138836.0,40,1.7451,0.0,844.44,0.0526
r0023_c0071,40.5798888,-73.8354842,Residential,44,44.44,0.0,2.5,1924.0,204946.0,49,2.0011,44.44,0.0,0.0
r0023_c0072,40.5798888,-73.8337013,Residential,40,266.67,0.0,2.5,1925.0,85781.0,56,1.7502,0.0,0.0,0.0
r0023_c0073,40.5798888,-73.8319184,Institutional,7,88.89,0.0,2.5,1950.0,138715.0,10,0.4548,0.0,0.0,0.0
r0023_c0074,40.5798888,-73.8301355,Institutional,29,355.56,0.0,1.1,1926.0,120691.0,66,1.4317,0.0,0.0,0.0
r0024_c0061,40.5812402,-73.8533134,Residential,10,44.44,0.0,1.8,1944.0,20291.0,16,-0.0,0.0,0.0,0.0
r0024_c0062,40.5812402,-73.8515304,Residential,31,266.67,0.0,1.8,1942.0,73548.0,42,-0.0,0.0,0.0,0.0
r0024_c0063,40.5812402,-73.8497475,Residential,42,266.67,0.0,1.7,1948.0,76143.0,65,-0.0,0.0,0.0,0.0
r0024_c0064,40.5812402,-73.8479646,Residential,27,400.0,0.0,1.8,1944.0,66817.0,40,1.2173,0.0,0.0,0.0
r0024_c0065,40.5812402,-73.8461817,Residential,32,400.0,0.0,1.9,1958.0,67505.0,35,0.6585,0.0,0.0,0.0
r0024_c0066,40.5812402,-73.8443988,Residential,26,222.22,0.0,2.3,1932.0,62218.0,39,0.38,0.0,0.0,0.0
r0024_c0067,40.5812402,-73.8426159,Residential,33,355.56,0.0,2.3,1936.0,71192.0,50,0.6763,0.0,0.0,0.0
r0024_c0068,40.5812402,-73.840833,Residential,28,88.89,0.0,2.0,1938.0,62106.0,42,0.7463,0.0,0.0,0.0
r0024_c0069,40.5812402,-73.8390501,Residential,29,222.22,0.2,2.2,1936.0,85817.0,41,2.1771,0.0,88.89,0.5
r0024_c0070,40.5812402,-73.8372672,Commercial,11,1066.67,0.125,1.4,1954.0,34197.0,7,1.777,44.44,488.89,0.0909
r0024_c0071,40.5812402,-73.8354842,Commercial,5,133.33,0.0,1.1,1970.0,80839.0,7,0.4391,0.0,88.89,1.0
r0024_c0072,40.5812402,-73.8337013,Mixed-Use,15,44.44,0.0,2.0,1934.0,42254.0,27,0.8303,0.0,0.0,0.0
r0024_c0073,40.5812402,-73.8319184,Institutional,19,44.44,0.0,2.2,1967.0,111985.0,28,1.8917,0.0,0.0,0.0
r0024_c0074,40.5812402,-73.8301355,Residential,24,400.0,0.5556,1.6,1929.0,105343.0,76,1.3764,44.44,88.89,0.0
r0025_c0063,40.5825915,-73.8497475,Mixed-Use,3,0.0,0.0,,,0.0,0,-0.0,0.0,0.0,0.0
r0025_c0069,40.5825915,-73.8390501,Commercial,4,355.56,0.125,2.5,1972.0,12479.0,2,0.8959,0.0,44.44,0.0
r0025_c0070,40.5825915,-73.8372672,Commercial,7,888.89,0.2,1.6,1952.0,55505.0,6,0.7284,0.0,222.22,0.0
r0025_c0071,40.5825915,-73.8354842,Mixed-Use,6,666.67,0.0667,1.2,1951.0,17144.0,6,1.2086,0.0,355.56,0.0
r0025_c0072,40.5825915,-73.8337013,Mixed-Use,3,222.22,0.2,,,0.0,0,0.8919,44.44,0.0,0.0
r0025_c0074,40.5825915,-73.8301355,Mixed-Use,13,266.67,0.0,1.7,1919.0,10601.0,22,1.8782,0.0,0.0,0.0
r0025_c0075,40.5825915,-73.8283526,Commercial,5,222.22,0.0,3.5,2016.0,176108.0,2,1.5573,44.44,44.44,1.0
r0025_c0076,40.5825915,-73.8265697,Residential,3,800.0,0.0556,8.0,1992.0,340560.0,2,0.8693,0.0,0.0,0.0
