cell_id,shop_density_km2,brand_ratio
r0060_c0535,0.0,0.0
r0060_c0536,0.0,0.0
r0060_c0611,0.0,0.0
r0060_c0615,0.0,0.0
r0060_c0616,0.0,0.0
r0060_c0620,0.0,0.0
r0060_c0626,0.0,0.0
r0060_c0627,0.0,0.0
r0060_c0628,0.0,0.0
r0060_c0629,0.0,0.0
r0060_c0649,0.0,0.0
r0060_c0666,0.0,0.0
r0060_c0668,0.0,0.0
r0060_c0678,0.0,0.0
r0060_c0710,0.0,0.0
r0060_c0711,0.0,0.0
r0060_c0712,0.0,0.0
r0060_c0725,0.0,0.0
r0061_c0534,0.0,0.0
r0061_c0535,0.0,0.0
r0061_c0536,0.0,0.0
r0061_c0565,0.0,0.0
r0061_c0611,0.0,0.0
r0061_c0612,0.0,0.0
r0061_c0619,0.0,0.0
r0061_c0627,0.0,0.0
r0061_c0628,0.0,0.0
r0061_c0649,0.0,0.0
r0061_c0650,0.0,0.0
r0061_c0679,0.0,0.0
r0061_c0680,0.0,0.0
r0061_c0707,0.0,0.0
r0061_c0709,0.0,0.0
r0061_c0710,0.0,0.0
r0061_c0712,0.0,0.0
r0061_c0726,0.0,0.0
r0062_c0534,0.0,0.0
r0062_c0535,0.0,0.0
r0062_c0564,0.0,0.0
r0062_c0565,0.0,0.0
r0062_c0566,0.0,0.0
r0062_c0593,0.0,0.0
r0062_c0594,0.0,0.0
r0062_c0595,0.0,0.0
r0062_c0611,0.0,0.0
r0062_c0612,0.0,0.0
r0062_c0616,0.0,0.0
r0062_c0617,0.0,0.0
r0062_c0620,0.0,0.0
r0062_c0648,0.0,0.0
r0062_c0649,0.0,0.0
r0062_c0679,0.0,0.0
r0062_c0698,0.0,0.0
r0062_c0709,0.0,0.0
r0062_c0710,0.0,0.0
r0062_c0711,0.0,0.0
r0062_c0712,0.0,0.0
r0062_c0726,0.0,0.0
r0062_c0727,0.0,0.0
r0062_c0728,0.0,0.0
r0063_c0593,0.0,0.0
r0063_c0594,0.0,0.0
r0063_c0595,0.0,0.0
r0063_c0602,0.0,0.0
r0063_c0603,0.0,0.0
r0063_c0604,0.0,0.0
r0063_c0605,0.0,0.0
r0063_c0616,0.0,0.0
r0063_c0618,0.0,0.0
r0063_c0619,0.0,0.0
r0063_c0626,0.0,0.0
r0063_c0648,0.0,0.0
r0063_c0649,0.0,0.0
r0063_c0650,0.0,0.0
r0063_c0659,0.0,0.0
r0063_c0683,0.0,0.0
r0063_c0684,0.0,0.0
r0063_c0710,0.0,0.0
r0063_c0711,0.0,0.0
