cell_id,cell_lat,cell_lon,zone_type,cell_building_count,amenity_density,amenity_ratio_food_drink,avg_height,avg_floors,avg_construction_year,building_count,residential_ratio,landuse_entropy,tourism_density,shop_density_km2,brand_ratio
r0368_c0724,48.6171995,2.9358351,industrial,4,0.0,0.0,4.4,1.0,1900.0,7,0.286,1.9502,0.0,0.0,0.0
r0368_c0846,48.6171995,3.1861716,residential,16,0.0,0.0,3.8,1.2,2010.0,22,0.409,2.0163,0.0,0.0,0.0
r0368_c0847,48.6171995,3.1882235,residential,29,44.44,0.0,3.0,1.2,2001.0,45,0.6,1.1723,0.0,0.0,0.0
r0368_c0848,48.6171995,3.1902755,residential,35,44.44,0.0,2.6,1.2,1980.0,52,0.519,1.5174,0.0,0.0,0.0
r0368_c0849,48.6171995,3.1923274,residential,34,0.0,0.0,2.9,1.1,1965.0,60,0.433,1.5413,0.0,0.0,0.0
r0368_c0850,48.6171995,3.1943794,residential,57,88.89,1.0,3.4,1.2,1875.0,87,0.425,1.7372,0.0,44.44,0.0
r0368_c0851,48.6171995,3.1964313,residential,9,0.0,0.0,3.1,1.1,1965.0,24,0.25,1.2988,0.0,0.0,0.0
r0368_c0852,48.6171995,3.1984832,residential,36,44.44,0.0,3.4,1.2,1974.0,60,0.533,1.327,44.44,0.0,0.0
r0368_c0877,48.6171995,3.2497817,residential,12,0.0,0.0,3.5,1.2,1862.0,28,0.393,1.5604,0.0,0.0,0.0
r0368_c0878,48.6171995,3.2518337,residential,3,0.0,0.0,3.9,1.2,1921.0,13,0.231,1.4573,0.0,0.0,0.0
r0368_c0916,48.6171995,3.3298073,residential,18,0.0,0.0,3.0,1.1,1979.0,36,0.333,1.7223,0.0,0.0,0.0
r0368_c0917,48.6171995,3.3318593,residential,32,177.78,0.0,3.1,1.2,1946.0,44,0.5,1.6099,0.0,0.0,0.0
r0368_c0918,48.6171995,3.3339112,residential,19,44.44,0.0,4.2,1.2,1867.0,37,0.432,2.0774,0.0,0.0,0.0
r0368_c0919,48.6171995,3.3359632,residential,13,0.0,0.0,3.7,1.1,1903.0,27,0.296,1.8505,0.0,0.0,0.0
r0368_c0920,48.6171995,3.3380151,residential,4,0.0,0.0,3.7,1.1,1725.0,9,0.222,1.8366,0.0,0.0,0.0
r0368_c0952,48.6171995,3.4036771,residential,11,0.0,0.0,3.5,1.2,1884.0,26,0.308,1.8232,0.0,0.0,0.0
r0368_c1006,48.6171995,3.5144818,residential,5,0.0,0.0,3.7,1.3,1814.0,12,0.333,1.7842,0.0,0.0,0.0
r0368_c1008,48.6171995,3.5185857,residential,6,0.0,0.0,3.1,1.1,1905.0,12,0.333,2.1258,0.0,0.0,0.0
r0369_c0109,48.6185508,1.6738926,residential,11,44.44,0.0,4.3,1.2,1873.0,13,0.846,0.7732,0.0,0.0,0.0
r0369_c0110,48.6185508,1.6759445,residential,16,0.0,0.0,3.8,1.1,1902.0,16,1.0,-0.0,0.0,0.0,0.0
r0369_c0111,48.6185508,1.6779965,residential,26,44.44,0.0,5.1,1.2,1924.0,28,0.893,0.806,0.0,0.0,0.0
r0369_c0112,48.6185508,1.6800484,residential,6,0.0,0.0,3.8,1.2,1880.0,6,1.0,-0.0,0.0,0.0,0.0
r0369_c0121,48.6185508,1.6985159,residential,6,0.0,0.0,4.1,1.2,1988.0,9,0.667,0.9183,0.0,0.0,0.0
r0369_c0122,48.6185508,1.7005678,residential,5,44.44,0.0,4.2,1.2,1978.0,6,0.833,0.65,0.0,0.0,0.0
r0369_c0137,48.6185508,1.7313469,residential,12,0.0,0.0,6.2,1.8,1931.0,13,0.923,0.3912,0.0,0.0,0.0
r0369_c0138,48.6185508,1.7333988,residential,13,0.0,0.0,4.9,1.3,1930.0,15,0.867,0.5665,0.0,0.0,0.0
r0369_c0139,48.6185508,1.7354508,residential,21,44.44,0.0,4.7,1.5,1940.0,23,0.87,0.9274,0.0,0.0,0.0
r0369_c0140,48.6185508,1.7375027,residential,4,400.0,0.0,4.7,1.1,1882.0,7,0.571,0.9852,0.0,0.0,0.0
r0369_c0190,48.6185508,1.8400997,residential,7,0.0,0.0,4.3,1.0,1988.0,7,0.714,1.1488,0.0,0.0,0.0
r0369_c0210,48.6185508,1.8811384,residential,4,0.0,0.0,2.2,1.0,,4,1.0,-0.0,0.0,0.0,0.0
r0369_c0214,48.6185508,1.8893462,residential,3,0.0,0.0,3.9,1.1,1900.0,3,1.0,-0.0,0.0,0.0,0.0
r0369_c0216,48.6185508,1.8934501,residential,6,0.0,0.0,4.9,1.4,1944.0,6,1.0,-0.0,0.0,0.0,0.0
r0369_c0218,48.6185508,1.8975539,residential,15,0.0,0.0,4.2,1.2,1942.0,16,0.812,0.8684,0.0,0.0,0.0
r0369_c0219,48.6185508,1.8996059,residential,7,0.0,0.0,4.1,1.3,1967.0,8,0.875,0.5436,0.0,0.0,0.0
r0369_c0221,48.6185508,1.9037098,residential,17,0.0,0.0,3.9,1.1,1967.0,22,0.773,0.7732,0.0,0.0,0.0
r0369_c0222,48.6185508,1.9057617,residential,17,44.44,0.0,4.9,1.4,1942.0,20,0.85,0.6098,0.0,0.0,0.0
r0369_c0224,48.6185508,1.9098656,residential,5,0.0,0.0,7.3,1.8,1972.0,6,0.833,1.2516,0.0,0.0,0.0
r0369_c0229,48.6185508,1.9201253,residential,3,133.33,0.0,5.2,1.2,,3,1.0,-0.0,0.0,0.0,0.0
r0369_c0267,48.6185508,1.998099,residential,15,0.0,0.0,4.2,1.2,1946.0,17,0.882,0.5226,0.0,0.0,0.0
r0369_c0268,48.6185508,2.0001509,residential,16,44.44,0.0,4.4,1.5,1990.0,16,1.0,-0.0,0.0,0.0,0.0
r0369_c0269,48.6185508,2.0022028,residential,6,0.0,0.0,4.0,1.6,1991.0,6,1.0,-0.0,0.0,0.0,0.0
r0369_c0274,48.6185508,2.0124625,residential,6,88.89,0.0,3.7,1.2,1990.0,6,1.0,-0.0,0.0,0.0,0.0
r0369_c0275,48.6185508,2.0145145,residential,4,44.44,0.0,4.5,1.1,1969.0,4,1.0,-0.0,0.0,0.0,0.0
r0369_c0280,48.6185508,2.0247742,residential,13,1822.22,0.0,3.9,1.2,1876.0,15,0.6,1.8566,177.78,0.0,0.0
r0369_c0281,48.6185508,2.0268261,residential,72,88.89,0.0,4.6,1.3,1840.0,87,0.816,0.9567,0.0,0.0,0.0
r0369_c0282,48.6185508,2.028878,residential,33,488.89,0.0,4.0,1.2,1879.0,35,0.8,1.0724,88.89,0.0,0.0
r0369_c0283,48.6185508,2.03093,residential,24,0.0,0.0,4.9,1.5,1950.0,26,0.923,0.7732,0.0,0.0,0.0
r0369_c0284,48.6185508,2.0329819,residential,30,0.0,0.0,4.9,1.4,1984.0,31,0.968,0.4096,0.0,0.0,0.0
r0369_c0285,48.6185508,2.0350339,residential,4,0.0,0.0,3.9,1.2,1984.0,6,0.667,0.9183,0.0,0.0,0.0
r0369_c0326,48.6185508,2.1191634,residential,6,88.89,0.0,4.4,1.2,1850.0,6,1.0,-0.0,0.0,0.0,0.0
r0369_c0328,48.6185508,2.1232672,residential,3,1511.11,0.0,3.4,1.0,,4,0.5,1.5,44.44,0.0,0.0
r0369_c0329,48.6185508,2.1253192,commercial,12,3288.89,0.0135,4.6,1.2,2003.0,12,0.167,1.0409,133.33,0.0,0.0
r0369_c0343,48.6185508,2.1540463,residential,5,0.0,0.0,3.9,1.0,,5,0.4,1.5219,0.0,0.0,0.0
r0369_c0344,48.6185508,2.1560983,residential,16,177.78,0.0,5.6,1.5,1869.0,18,0.611,1.7178,88.89,0.0,0.0
r0369_c0345,48.6185508,2.1581502,residential,29,44.44,0.0,3.9,1.3,1872.0,39,0.744,0.9415,0.0,0.0,0.0
r0369_c0349,48.6185508,2.1663579,residential,5,0.0,0.0,3.1,1.0,,5,0.6,0.971,0.0,0.0,0.0
r0369_c0350,48.6185508,2.1684099,residential,18,0.0,0.0,4.4,1.3,1972.0,21,0.857,0.7229,0.0,0.0,0.0
r0369_c0351,48.6185508,2.1704618,residential,20,88.89,0.0,4.4,1.5,1979.0,20,1.0,-0.0,0.0,0.0,0.0
r0369_c0389,48.6185508,2.2484355,residential,15,0.0,0.0,3.7,1.2,1970.0,20,0.75,1.0763,0.0,0.0,0.0
r0369_c0390,48.6185508,2.2504874,residential,11,0.0,0.0,4.8,1.2,1987.0,12,0.917,0.4138,0.0,0.0,0.0
r0369_c0391,48.6185508,2.2525394,residential,27,44.44,0.0,4.2,1.3,1993.0,31,0.871,1.0819,0.0,0.0,0.0
r0369_c0392,48.6185508,2.2545913,residential,37,0.0,0.0,3.8,1.2,1984.0,41,0.854,0.8948,0.0,0.0,0.0
r0369_c0393,48.6185508,2.2566433,residential,23,0.0,0.0,4.8,1.3,1976.0,26,0.692,1.5373,0.0,0.0,0.0
r0369_c0394,48.6185508,2.2586952,residential,20,0.0,0.0,4.5,1.3,1979.0,23,0.826,1.0534,0.0,0.0,0.0
r0369_c0395,48.6185508,2.2607471,residential,36,44.44,0.0,4.2,1.3,1980.0,40,0.85,1.3418,0.0,0.0,0.0
r0369_c0396,48.6185508,2.2627991,residential,39,133.33,0.0,4.7,1.5,1981.0,45,0.867,1.0689,0.0,0.0,0.0
r0369_c0397,48.6185508,2.264851,residential,66,0.0,0.0,6.5,1.4,1904.0,75,0.853,1.0848,0.0,0.0,0.0
r0369_c0398,48.6185508,2.266903,residential,50,266.67,0.0,4.6,1.3,1948.0,58,0.862,0.7007,0.0,0.0,0.0
r0369_c0399,48.6185508,2.2689549,residential,45,133.33,0.0,5.4,1.6,1923.0,51,0.882,0.6582,0.0,0.0,0.0
r0369_c0400,48.6185508,2.2710068,residential,49,0.0,0.0,4.2,1.3,1975.0,54,0.907,0.7466,0.0,0.0,0.0
r0369_c0401,48.6185508,2.2730588,residential,14,0.0,0.0,4.7,1.4,1975.0,16,0.875,0.5436,0.0,0.0,0.0
r0369_c0402,48.6185508,2.2751107,residential,18,0.0,0.0,3.4,1.1,1995.0,18,0.556,0.9911,0.0,0.0,0.0
r0369_c0412,48.6185508,2.2956301,residential,9,266.67,0.0,6.2,1.4,1980.0,10,0.6,1.2955,44.44,0.0,0.0
r0369_c0413,48.6185508,2.297682,residential,26,0.0,0.0,5.3,1.5,1974.0,28,0.929,1.0949,0.0,0.0,0.0
r0369_c0414,48.6185508,2.299734,residential,30,0.0,0.0,4.9,1.3,1979.0,43,0.674,1.5146,0.0,0.0,0.0
r0369_c0415,48.6185508,2.3017859,residential,21,88.89,0.0,5.6,1.6,1965.0,24,0.875,1.4056,0.0,0.0,0.0
r0369_c0416,48.6185508,2.3038379,residential,11,177.78,0.0,6.4,2.0,1967.0,11,0.909,0.8659,0.0,0.0,0.0
r0369_c0417,48.6185508,2.3058898,commercial,11,133.33,0.0,6.8,1.2,1850.0,11,0.091,1.0958,0.0,0.0,0.0
r0369_c0418,48.6185508,2.3079417,residential,15,133.33,0.0,6.2,1.4,1905.0,19,0.474,2.161,0.0,0.0,0.0
r0369_c0419,48.6185508,2.3099937,residential,18,0.0,0.0,6.1,1.4,1906.0,24,0.625,2.0366,0.0,0.0,0.0
r0369_c0420,48.6185508,2.3120456,residential,12,0.0,0.0,4.2,1.4,1974.0,14,0.857,0.9464,0.0,0.0,0.0
r0369_c0421,48.6185508,2.3140976,residential,12,0.0,0.0,3.7,1.3,1964.0,14,0.857,0.5917,0.0,0.0,0.0
r0369_c0428,48.6185508,2.3284611,industrial,8,44.44,0.0,6.3,1.0,2000.0,8,0.0,-0.0,0.0,0.0,0.0
r0369_c0429,48.6185508,2.3305131,industrial,11,44.44,0.0,6.0,1.0,1991.0,11,0.0,-0.0,0.0,0.0,0.0
r0369_c0441,48.6185508,2.3551363,industrial,5,222.22,0.0,8.6,1.2,,5,0.0,0.7219,0.0,88.89,0.0
r0369_c0442,48.6185508,2.3571883,industrial,5,355.56,0.0,5.3,1.2,,5,0.0,0.7219,0.0,88.89,0.5
r0369_c0450,48.6185508,2.3736038,industrial,6,0.0,0.0,5.5,1.2,2016.0,6,0.0,0.65,0.0,0.0,0.0
r0369_c0451,48.6185508,2.3756557,industrial,6,0.0,0.0,7.1,1.1,2008.0,6,0.0,-0.0,0.0,0.0,0.0
r0369_c0453,48.6185508,2.3797596,industrial,10,88.89,0.0,4.8,1.1,,10,0.0,0.8813,0.0,0.0,0.0
r0369_c0454,48.6185508,2.3818115,industrial,4,0.0,0.0,4.6,1.0,2012.0,4,0.0,0.8113,0.0,0.0,0.0
r0369_c0455,48.6185508,2.3838635,industrial,9,133.33,0.0,4.4,1.1,,9,0.0,0.5033,0.0,0.0,0.0
r0369_c0456,48.6185508,2.3859154,industrial,3,0.0,0.0,7.9,1.2,1991.0,3,0.0,0.9183,0.0,0.0,0.0
r0369_c0457,48.6185508,2.3879674,industrial,4,0.0,0.0,5.4,1.1,,4,0.0,-0.0,0.0,0.0,0.0
r0369_c0458,48.6185508,2.3900193,industrial,5,44.44,0.0,5.1,1.4,1987.0,5,0.0,-0.0,0.0,0.0,0.0
r0369_c0459,48.6185508,2.3920712,industrial,3,88.89,0.0,5.0,1.0,2013.0,3,0.0,0.9183,88.89,0.0,0.0
r0369_c0460,48.6185508,2.3941232,industrial,4,266.67,0.0,4.6,1.0,2011.0,4,0.0,-0.0,0.0,0.0,0.0
r0369_c0461,48.6185508,2.3961751,commercial,3,0.0,0.0,4.4,1.1,,4,0.0,0.8113,0.0,0.0,0.0
r0369_c0464,48.6185508,2.4023309,residential,3,133.33,0.0,8.7,3.1,1972.0,3,1.0,0.9183,0.0,0.0,0.0
r0369_c0465,48.6185508,2.4043829,residential,9,133.33,0.0,7.0,2.3,1974.0,9,0.889,1.3516,0.0,0.0,0.0
r0369_c0466,48.6185508,2.4064348,residential,38,444.44,0.0,5.0,1.4,1931.0,44,0.864,1.0676,0.0,0.0,0.0
r0369_c0467,48.6185508,2.4084867,commercial,21,977.78,0.0,5.2,1.3,1919.0,24,0.417,1.5319,0.0,0.0,0.0
r0369_c0468,48.6185508,2.4105387,residential,6,88.89,0.0,5.1,1.3,1986.0,7,0.714,1.1488,0.0,0.0,0.0
r0369_c0469,48.6185508,2.4125906,residential,8,177.78,0.0,6.0,1.6,1976.0,8,0.75,1.5,44.44,0.0,0.0
r0369_c0474,48.6185508,2.4228503,industrial,3,88.89,0.0,4.8,1.0,2003.0,3,0.0,0.9183,0.0,0.0,0.0
r0369_c0475,48.6185508,2.4249023,industrial,3,44.44,1.0,4.2,1.0,2007.0,3,0.0,-0.0,0.0,0.0,0.0
r0369_c0477,48.6185508,2.4290061,commercial,9,133.33,0.0,5.8,1.3,2006.0,9,0.0,0.9183,0.0,0.0,0.0
r0369_c0478,48.6185508,2.4310581,residential,22,177.78,0.0,6.4,1.7,1992.0,22,0.591,1.342,0.0,0.0,0.0
r0369_c0479,48.6185508,2.43311,commercial,25,888.89,0.25,8.9,2.5,1990.0,27,0.333,1.4537,44.44,222.22,0.0
r0369_c0480,48.6185508,2.435162,residential,53,133.33,0.0,6.8,1.8,1989.0,61,0.672,2.0518,0.0,0.0,0.0
r0369_c0481,48.6185508,2.4372139,residential,30,44.44,0.0,6.0,2.0,1990.0,32,0.844,1.5518,0.0,0.0,0.0
r0369_c0482,48.6185508,2.4392658,commercial,24,222.22,0.0,4.4,1.8,1987.0,25,0.32,1.4439,0.0,0.0,0.0
r0369_c0483,48.6185508,2.4413178,residential,20,0.0,0.0,6.2,2.0,1982.0,23,0.478,2.1964,0.0,0.0,0.0
r0369_c0484,48.6185508,2.4433697,residential,11,44.44,0.0,7.5,3.3,1984.0,11,0.545,1.6767,0.0,0.0,0.0
r0369_c0485,48.6185508,2.4454216,commercial,12,133.33,0.0,7.5,1.2,1987.0,14,0.143,1.1488,0.0,0.0,0.0
r0369_c0486,48.6185508,2.4474736,residential,6,88.89,0.0,10.3,2.7,1979.0,6,0.667,1.2516,0.0,0.0,0.0
r0369_c0487,48.6185508,2.4495255,commercial,3,44.44,0.0,10.1,2.0,2008.0,3,0.0,0.9183,0.0,0.0,0.0
r0369_c0488,48.6185508,2.4515775,industrial,5,0.0,0.0,17.5,3.9,2012.0,5,0.0,0.7219,0.0,0.0,0.0
r0369_c0493,48.6185508,2.4618372,residential,6,266.67,0.0,18.2,6.0,1972.0,8,0.5,1.5,0.0,0.0,0.0
r0369_c0494,48.6185508,2.4638891,commercial,3,133.33,0.0,4.0,1.2,2004.0,4,0.0,0.8113,0.0,0.0,0.0
r0369_c0495,48.6185508,2.465941,industrial,12,0.0,0.0,5.5,1.0,1998.0,12,0.0,0.4138,0.0,0.0,0.0
r0369_c0496,48.6185508,2.467993,industrial,17,0.0,0.0,5.9,1.5,1925.0,17,0.235,0.7871,0.0,0.0,0.0
r0369_c0497,48.6185508,2.4700449,industrial,8,0.0,0.0,5.2,1.1,1990.0,8,0.0,0.5436,0.0,0.0,0.0
r0369_c0498,48.6185508,2.4720969,industrial,6,0.0,0.0,3.2,1.0,,6,0.0,-0.0,0.0,0.0,0.0
r0369_c0499,48.6185508,2.4741488,industrial,8,0.0,0.0,5.3,1.1,,9,0.0,0.5033,0.0,0.0,0.0
r0369_c0504,48.6185508,2.4844085,residential,18,0.0,0.0,5.0,1.3,1981.0,19,0.895,0.5907,0.0,0.0,0.0
r0369_c0505,48.6185508,2.4864604,residential,26,0.0,0.0,4.8,1.4,1977.0,27,0.963,0.2285,0.0,0.0,0.0
r0369_c0506,48.6185508,2.4885124,residential,18,0.0,0.0,5.4,1.6,1981.0,18,1.0,0.5033,0.0,0.0,0.0
r0369_c0507,48.6185508,2.4905643,residential,57,0.0,0.0,3.6,1.4,1974.0,57,0.912,0.9939,0.0,0.0,0.0
r0369_c0508,48.6185508,2.4926162,commercial,12,88.89,0.0,4.2,1.2,1971.0,13,0.154,0.9913,0.0,0.0,0.0
r0369_c0509,48.6185508,2.4946682,residential,33,88.89,0.0,3.7,1.4,1979.0,52,0.538,1.7638,0.0,0.0,0.0
r0369_c0510,48.6185508,2.4967201,residential,37,266.67,0.0,3.2,1.2,1975.0,79,0.468,1.0811,0.0,0.0,0.0
r0369_c0511,48.6185508,2.4987721,residential,57,0.0,0.0,3.8,1.3,1978.0,116,0.491,1.1075,0.0,0.0,0.0
r0369_c0512,48.6185508,2.500824,residential,49,0.0,0.0,3.6,1.4,1987.0,49,0.98,0.2868,0.0,0.0,0.0
r0369_c0513,48.6185508,2.5028759,residential,11,266.67,0.0,3.3,1.1,1989.0,11,0.818,0.684,0.0,0.0,0.0
r0369_c0514,48.6185508,2.5049279,commercial,4,88.89,0.0,3.9,1.2,1991.0,4,0.25,1.5,0.0,0.0,0.0
r0369_c0515,48.6185508,2.5069798,commercial,12,0.0,0.0,5.1,1.2,1999.0,12,0.0,0.9799,0.0,0.0,0.0
r0369_c0516,48.6185508,2.5090318,industrial,10,133.33,0.3333,5.0,1.0,2005.0,10,0.0,0.8813,0.0,0.0,0.0
r0369_c0517,48.6185508,2.5110837,commercial,4,44.44,0.0,4.3,1.4,2004.0,4,0.25,0.8113,0.0,0.0,0.0
r0369_c0518,48.6185508,2.5131356,residential,47,44.44,0.0,4.0,1.6,2001.0,48,0.979,0.1461,0.0,0.0,0.0
r0369_c0519,48.6185508,2.5151876,residential,49,266.67,0.0,3.7,1.5,2000.0,50,0.98,0.5412,0.0,0.0,0.0
r0369_c0520,48.6185508,2.5172395,residential,32,44.44,0.0,3.8,1.5,2000.0,34,0.941,0.3228,0.0,0.0,0.0
r0369_c0521,48.6185508,2.5192914,residential,3,0.0,0.0,3.7,1.4,1998.0,3,1.0,-0.0,0.0,0.0,0.0
r0369_c0528,48.6185508,2.533655,residential,4,266.67,0.0,3.2,1.0,1956.0,4,0.75,0.8113,44.44,0.0,0.0
r0369_c0529,48.6185508,2.535707,industrial,4,44.44,0.0,3.7,1.1,,4,0.0,-0.0,0.0,0.0,0.0
r0369_c0530,48.6185508,2.5377589,industrial,5,800.0,0.0,7.9,1.0,2012.0,5,0.0,0.971,0.0,0.0,0.0
r0369_c0533,48.6185508,2.5439147,commercial,3,5422.22,0.0082,7.2,1.0,2007.0,3,0.0,-0.0,133.33,622.22,0.5714
r0369_c0537,48.6185508,2.5521225,industrial,5,88.89,0.0,4.8,1.2,,5,0.0,0.7219,44.44,44.44,1.0
r0369_c0540,48.6185508,2.5582783,industrial,4,88.89,0.0,5.3,1.1,,4,0.0,-0.0,0.0,0.0,0.0
r0369_c0542,48.6185508,2.5623822,industrial,3,133.33,0.0,7.6,1.1,,3,0.0,0.9183,0.0,0.0,0.0
r0369_c0543,48.6185508,2.5644341,industrial,6,355.56,0.0,6.2,1.1,2014.0,6,0.0,-0.0,0.0,0.0,0.0
r0369_c0545,48.6185508,2.568538,industrial,6,44.44,1.0,5.1,1.0,1996.0,6,0.0,0.65,0.0,0.0,0.0
r0369_c0546,48.6185508,2.5705899,industrial,11,44.44,0.0,5.7,1.0,2008.0,11,0.091,0.4395,44.44,0.0,0.0
r0369_c0547,48.6185508,2.5726419,industrial,4,0.0,0.0,6.2,1.0,1998.0,4,0.0,0.8113,0.0,0.0,0.0
r0369_c0550,48.6185508,2.5787977,industrial,4,88.89,0.0,3.3,1.0,,4,0.0,-0.0,0.0,0.0,0.0
r0369_c0551,48.6185508,2.5808496,industrial,4,44.44,0.0,3.4,1.0,,4,0.0,-0.0,0.0,0.0,0.0
r0369_c0552,48.6185508,2.5829016,industrial,5,711.11,0.0,7.9,1.1,,5,0.0,-0.0,0.0,0.0,0.0
r0369_c0555,48.6185508,2.5890574,industrial,3,0.0,0.0,4.4,1.1,,3,0.0,-0.0,0.0,0.0,0.0
r0369_c0556,48.6185508,2.5911093,industrial,6,44.44,0.0,3.2,1.1,,6,0.0,-0.0,0.0,0.0,0.0
r0369_c0558,48.6185508,2.5952132,residential,3,0.0,0.0,3.2,1.2,,3,1.0,-0.0,0.0,0.0,0.0
r0369_c0560,48.6185508,2.5993171,industrial,3,0.0,0.0,5.6,1.1,,3,0.0,-0.0,0.0,0.0,0.0
r0369_c0587,48.6185508,2.6547194,residential,3,0.0,0.0,3.5,1.0,,3,0.667,0.9183,0.0,0.0,0.0
r0369_c0593,48.6185508,2.6670311,industrial,7,88.89,0.0,4.0,1.0,1978.0,7,0.0,0.9852,0.0,0.0,0.0
r0369_c0623,48.6185508,2.7285892,residential,23,0.0,0.0,3.7,1.4,1891.0,30,0.7,1.1106,0.0,0.0,0.0
r0369_c0624,48.6185508,2.7306412,residential,19,0.0,0.0,3.8,1.1,1949.0,25,0.76,0.795,0.0,0.0,0.0
r0369_c0625,48.6185508,2.7326931,residential,16,0.0,0.0,4.2,1.3,1984.0,20,0.8,0.7219,0.0,0.0,0.0
r0369_c0626,48.6185508,2.734745,residential,17,0.0,0.0,3.9,1.3,1980.0,22,0.591,1.7602,0.0,0.0,0.0
r0369_c0712,48.6185508,2.9112118,residential,9,0.0,0.0,2.8,1.0,1976.0,9,0.889,0.5033,0.0,0.0,0.0
r0369_c0715,48.6185508,2.9173676,residential,5,0.0,0.0,5.3,1.0,1980.0,6,0.833,0.65,0.0,0.0,0.0
r0369_c0716,48.6185508,2.9194195,residential,36,0.0,0.0,3.4,1.2,1882.0,49,0.673,1.4591,0.0,0.0,0.0
r0369_c0717,48.6185508,2.9214715,residential,23,0.0,0.0,3.2,1.1,1970.0,30,0.733,1.2115,0.0,0.0,0.0
r0369_c0718,48.6185508,2.9235234,residential,8,0.0,0.0,2.6,1.0,1971.0,11,0.727,1.0958,0.0,0.0,0.0
r0369_c0731,48.6185508,2.9501986,residential,6,0.0,0.0,4.9,1.2,1997.0,11,0.455,1.3486,0.0,0.0,0.0
r0369_c0732,48.6185508,2.9522506,residential,5,0.0,0.0,3.7,1.3,1995.0,5,1.0,-0.0,0.0,0.0,0.0
r0369_c0740,48.6185508,2.9686661,residential,16,0.0,0.0,3.4,1.3,1982.0,24,0.583,1.364,0.0,0.0,0.0
r0369_c0741,48.6185508,2.970718,residential,4,0.0,0.0,3.4,1.1,1983.0,5,0.8,0.7219,0.0,0.0,0.0
r0369_c0810,48.6185508,3.1123018,residential,3,0.0,0.0,4.2,1.0,1777.0,16,0.188,0.8684,0.0,0.0,0.0
r0369_c0811,48.6185508,3.1143537,residential,16,88.89,0.0,3.3,1.2,1847.0,28,0.5,1.7244,0.0,0.0,0.0
r0369_c0812,48.6185508,3.1164057,residential,5,0.0,0.0,4.3,1.3,1835.0,9,0.333,1.8911,0.0,0.0,0.0
r0369_c0846,48.6185508,3.1861716,residential,10,0.0,0.0,3.4,1.2,2008.0,14,0.429,2.0742,0.0,0.0,0.0
r0369_c0847,48.6185508,3.1882235,residential,17,0.0,0.0,3.6,1.3,2004.0,18,0.944,0.3095,0.0,0.0,0.0
r0369_c0848,48.6185508,3.1902755,residential,18,0.0,0.0,2.5,1.1,1982.0,32,0.562,0.9887,0.0,0.0,0.0
r0369_c0849,48.6185508,3.1923274,residential,27,0.0,0.0,3.1,1.2,1986.0,41,0.61,1.3038,0.0,0.0,0.0
r0369_c0850,48.6185508,3.1943794,residential,23,0.0,0.0,4.0,1.3,1943.0,40,0.525,1.6042,0.0,0.0,0.0
r0369_c0851,48.6185508,3.1964313,residential,6,0.0,0.0,3.0,1.2,1992.0,9,0.667,0.9183,0.0,0.0,0.0
r0369_c0852,48.6185508,3.1984832,residential,3,44.44,0.0,3.2,1.5,1968.0,4,0.75,0.8113,44.44,0.0,0.0
r0369_c0877,48.6185508,3.2497817,residential,3,0.0,0.0,4.2,1.0,2007.0,9,0.222,1.2244,0.0,0.0,0.0
r0369_c0892,48.6185508,3.2805608,commercial,6,0.0,0.0,4.7,1.1,,11,0.0,1.3486,0.0,0.0,0.0
r0369_c0917,48.6185508,3.3318593,residential,3,0.0,0.0,5.4,1.1,1972.0,10,0.2,1.1568,0.0,0.0,0.0
r0369_c0918,48.6185508,3.3339112,residential,19,0.0,0.0,4.0,1.3,1841.0,38,0.342,2.0576,0.0,0.0,0.0
r0369_c0919,48.6185508,3.3359632,residential,17,0.0,0.0,4.1,1.2,1894.0,28,0.393,1.8674,0.0,0.0,0.0
r0369_c0952,48.6185508,3.4036771,residential,9,0.0,0.0,3.9,1.2,1950.0,15,0.4,1.8892,0.0,0.0,0.0
r0369_c0953,48.6185508,3.4057291,residential,4,0.0,0.0,4.1,1.4,1865.0,5,0.6,1.371,0.0,0.0,0.0
r0370_c0110,48.6199022,1.6759445,residential,19,44.44,0.0,4.0,1.1,1886.0,26,0.731,1.0727,0.0,0.0,0.0
r0370_c0111,48.6199022,1.6779965,residential,27,133.33,0.0,3.7,1.2,1882.0,31,0.839,0.7538,0.0,0.0,0.0
r0370_c0112,48.6199022,1.6800484,residential,35,44.44,0.0,4.1,1.3,1929.0,38,0.921,0.3985,0.0,0.0,0.0
r0370_c0113,48.6199022,1.6821004,residential,15,0.0,0.0,4.5,1.3,1973.0,16,0.938,0.3373,0.0,0.0,0.0
r0370_c0127,48.6199022,1.7108275,residential,4,0.0,0.0,5.7,1.0,,4,1.0,-0.0,0.0,0.0,0.0
r0370_c0134,48.6199022,1.7251911,residential,3,88.89,0.0,4.3,1.1,2004.0,3,0.667,0.9183,0.0,0.0,0.0
r0370_c0137,48.6199022,1.7313469,residential,14,0.0,0.0,4.8,1.4,1986.0,15,0.933,0.3534,0.0,0.0,0.0
r0370_c0138,48.6199022,1.7333988,residential,15,355.56,0.0,4.3,1.1,1909.0,15,0.733,0.8366,0.0,0.0,0.0
r0370_c0139,48.6199022,1.7354508,residential,21,88.89,0.0,4.0,1.2,1863.0,26,0.808,0.8451,0.0,0.0,0.0
r0370_c0210,48.6199022,1.8811384,residential,6,44.44,0.0,4.2,1.0,,6,1.0,-0.0,0.0,0.0,0.0
