cell_id,cell_lat,cell_lon,zone_type,cell_building_count,amenity_density,amenity_ratio_food_drink,avg_height,avg_floors,avg_construction_year,building_count,residential_ratio,landuse_entropy,tourism_density,shop_density_km2,brand_ratio
r0510_c0408,48.8090914,2.2874223,residential,3,133.33,0.0,6.4,1.5,1930.0,4,0.75,2.0,0.0,0.0,0.0
r0510_c0409,48.8090914,2.2894743,residential,23,311.11,0.0,10.7,2.0,1936.0,25,0.68,2.049,0.0,0.0,0.0
r0510_c0410,48.8090914,2.2915262,residential,30,977.78,0.2273,7.4,3.1,1955.0,30,0.633,1.57,0.0,355.56,0.125
r0510_c0411,48.8090914,2.2935782,residential,14,444.44,0.0,7.2,2.4,1963.0,16,0.75,1.75,88.89,0.0,0.0
r0510_c0412,48.8090914,2.2956301,residential,13,755.56,0.2353,18.0,5.3,1969.0,14,0.786,1.4838,0.0,133.33,0.0
r0510_c0413,48.8090914,2.297682,residential,16,1466.67,0.0303,12.1,4.9,1969.0,16,0.75,1.749,44.44,88.89,1.0
r0510_c0414,48.8090914,2.299734,residential,15,755.56,0.0588,14.3,4.4,1998.0,16,0.625,1.5016,0.0,0.0,0.0
r0510_c0415,48.8090914,2.3017859,industrial,4,88.89,0.0,4.4,1.1,,4,0.5,1.0,0.0,0.0,0.0
r0510_c0417,48.8090914,2.3058898,industrial,6,177.78,0.0,8.4,1.1,1931.0,7,0.429,1.8424,0.0,0.0,0.0
r0510_c0418,48.8090914,2.3079417,residential,4,444.44,0.0,3.0,1.3,1886.0,4,0.75,0.8113,0.0,0.0,0.0
r0510_c0422,48.8090914,2.3161495,residential,25,844.44,0.0,7.4,1.8,1939.0,25,0.96,1.183,0.0,0.0,0.0
r0510_c0423,48.8090914,2.3182014,residential,24,1200.0,0.0,7.9,1.9,1957.0,26,0.538,1.8797,44.44,0.0,0.0
r0510_c0424,48.8090914,2.3202534,commercial,12,44.44,0.0,8.0,2.1,,12,0.0,0.4138,0.0,0.0,0.0
r0510_c0425,48.8090914,2.3223053,commercial,11,400.0,0.0,6.9,1.9,1936.0,13,0.077,1.352,0.0,0.0,0.0
r0510_c0426,48.8090914,2.3243572,commercial,20,488.89,0.0,6.0,1.6,1940.0,21,0.143,0.857,44.44,0.0,0.0
r0510_c0427,48.8090914,2.3264092,residential,18,666.67,0.0,19.9,5.9,2000.0,19,0.737,1.7446,0.0,88.89,0.5
r0510_c0428,48.8090914,2.3284611,residential,17,1822.22,0.0976,12.8,4.6,1980.0,17,0.941,0.6402,0.0,88.89,0.5
r0510_c0429,48.8090914,2.3305131,residential,39,844.44,0.0526,6.8,1.7,1936.0,41,0.829,1.6783,0.0,177.78,0.0
r0510_c0430,48.8090914,2.332565,residential,30,711.11,0.0625,10.2,3.2,1954.0,33,0.848,1.4802,0.0,0.0,0.0
r0510_c0431,48.8090914,2.3346169,residential,60,1244.44,0.0,5.8,1.6,1937.0,69,0.87,1.1143,0.0,0.0,0.0
r0510_c0432,48.8090914,2.3366689,residential,44,311.11,0.0,6.1,1.8,1933.0,48,0.792,1.6278,0.0,0.0,0.0
r0510_c0433,48.8090914,2.3387208,residential,33,44.44,0.0,5.9,1.5,1936.0,36,0.889,1.2671,0.0,0.0,0.0
r0510_c0434,48.8090914,2.3407728,residential,51,266.67,0.0,5.9,1.7,1938.0,56,0.857,1.77,0.0,0.0,0.0
r0510_c0435,48.8090914,2.3428247,residential,35,1288.89,0.069,6.8,1.9,1948.0,37,0.622,2.2995,0.0,0.0,0.0
r0510_c0436,48.8090914,2.3448766,residential,58,44.44,0.0,6.7,1.8,1939.0,69,0.812,1.4232,0.0,0.0,0.0
r0510_c0437,48.8090914,2.3469286,residential,81,44.44,0.0,6.0,1.6,1936.0,94,0.83,1.3702,0.0,0.0,0.0
r0510_c0438,48.8090914,2.3489805,residential,29,355.56,0.0,7.7,2.2,1943.0,34,0.824,1.4043,0.0,44.44,0.0
r0510_c0439,48.8090914,2.3510325,commercial,8,222.22,0.0,13.7,3.0,1816.0,8,0.125,1.0613,0.0,0.0,0.0
r0510_c0440,48.8090914,2.3530844,commercial,10,266.67,0.0,9.6,2.2,2015.0,10,0.1,0.9219,44.44,0.0,0.0
r0510_c0441,48.8090914,2.3551363,commercial,9,44.44,0.0,7.3,1.6,,10,0.0,0.469,0.0,0.0,0.0
r0510_c0442,48.8090914,2.3571883,commercial,13,133.33,0.0,6.3,1.8,1931.0,15,0.2,1.8716,0.0,0.0,0.0
r0510_c0443,48.8090914,2.3592402,residential,39,266.67,0.1667,15.7,4.3,1940.0,40,0.85,1.2194,0.0,222.22,0.2
r0510_c0444,48.8090914,2.3612922,residential,34,1066.67,0.125,17.0,4.3,1976.0,36,0.694,1.2652,0.0,355.56,0.5
r0510_c0445,48.8090914,2.3633441,residential,36,800.0,0.1111,10.3,3.3,1951.0,39,0.744,1.7851,44.44,133.33,0.0
r0510_c0446,48.8090914,2.365396,residential,45,577.78,0.0,5.6,1.7,1938.0,52,0.731,1.7684,0.0,0.0,0.0
r0510_c0447,48.8090914,2.367448,residential,7,222.22,0.0,18.9,6.0,2001.0,8,0.875,0.5436,0.0,0.0,0.0
r0510_c0450,48.8090914,2.3736038,residential,30,622.22,0.2143,7.0,2.1,1931.0,34,0.676,1.8897,44.44,44.44,0.0
r0510_c0451,48.8090914,2.3756557,residential,23,177.78,0.0,9.2,2.1,1958.0,24,0.667,1.8694,0.0,0.0,0.0
r0510_c0452,48.8090914,2.3777077,commercial,13,444.44,0.0,7.8,1.5,1994.0,13,0.077,0.7732,0.0,0.0,0.0
r0510_c0453,48.8090914,2.3797596,residential,16,88.89,0.0,6.7,1.8,1966.0,19,0.684,1.8938,0.0,0.0,0.0
r0510_c0454,48.8090914,2.3818115,residential,19,177.78,0.0,6.7,1.9,1938.0,24,0.625,1.9491,0.0,0.0,0.0
r0510_c0455,48.8090914,2.3838635,residential,32,88.89,0.0,6.2,1.8,1945.0,39,0.795,1.6046,0.0,0.0,0.0
r0510_c0456,48.8090914,2.3859154,residential,14,844.44,0.0526,8.8,2.6,1935.0,18,0.333,2.3516,0.0,44.44,1.0
r0510_c0457,48.8090914,2.3879674,residential,22,577.78,0.1538,7.6,2.8,1970.0,24,0.583,1.8554,0.0,177.78,0.0
r0510_c0458,48.8090914,2.3900193,residential,9,755.56,0.0,16.6,4.9,1969.0,10,0.7,1.571,0.0,0.0,0.0
r0510_c0459,48.8090914,2.3920712,residential,18,133.33,0.0,7.9,2.2,1945.0,19,0.474,1.9527,0.0,0.0,0.0
r0510_c0462,48.8090914,2.3982271,residential,4,0.0,0.0,5.2,1.1,1972.0,5,0.6,1.371,0.0,0.0,0.0
r0510_c0463,48.8090914,2.400279,residential,44,44.44,0.0,5.1,1.3,1928.0,51,0.667,1.6231,0.0,0.0,0.0
r0510_c0464,48.8090914,2.4023309,residential,14,133.33,0.0,14.5,3.4,1928.0,16,0.438,2.1738,0.0,0.0,0.0
r0510_c0465,48.8090914,2.4043829,residential,13,444.44,0.1,9.1,2.5,1936.0,20,0.35,2.2855,44.44,88.89,1.0
r0510_c0466,48.8090914,2.4064348,residential,7,444.44,0.2,5.0,1.2,1995.0,15,0.333,1.3996,0.0,0.0,0.0
r0510_c0468,48.8090914,2.4105387,residential,23,266.67,0.0,9.9,2.9,1995.0,24,0.917,0.9,0.0,0.0,0.0
r0510_c0469,48.8090914,2.4125906,residential,20,977.78,0.0,5.6,1.8,1993.0,27,0.481,1.9463,0.0,0.0,0.0
r0510_c0470,48.8090914,2.4146426,residential,47,488.89,0.0909,9.1,2.4,1935.0,52,0.846,1.6335,0.0,0.0,0.0
r0510_c0471,48.8090914,2.4166945,residential,70,444.44,0.1,9.5,2.3,1928.0,78,0.833,1.6113,0.0,44.44,0.0
r0510_c0472,48.8090914,2.4187464,residential,73,44.44,0.0,7.2,2.1,1918.0,85,0.847,1.507,0.0,44.44,0.0
r0510_c0473,48.8090914,2.4207984,residential,48,533.33,0.0,9.9,2.8,1948.0,54,0.87,1.4548,0.0,0.0,0.0
r0510_c0474,48.8090914,2.4228503,residential,25,222.22,0.0,6.2,1.5,1927.0,28,0.786,1.4154,0.0,0.0,0.0
r0510_c0475,48.8090914,2.4249023,commercial,7,177.78,0.0,10.7,2.3,1950.0,7,0.0,0.5917,0.0,0.0,0.0
r0510_c0476,48.8090914,2.4269542,commercial,8,0.0,0.0,7.0,1.3,,8,0.0,-0.0,0.0,0.0,0.0
r0510_c0477,48.8090914,2.4290061,commercial,3,0.0,0.0,8.3,1.6,,3,0.0,-0.0,0.0,0.0,0.0
r0510_c0478,48.8090914,2.4310581,commercial,3,133.33,0.0,7.1,2.0,1965.0,3,0.0,0.9183,0.0,0.0,0.0
r0510_c0479,48.8090914,2.43311,commercial,9,444.44,0.0,6.8,1.9,1966.0,9,0.222,0.7642,0.0,0.0,0.0
r0510_c0480,48.8090914,2.435162,residential,36,977.78,0.0909,8.2,2.0,1934.0,43,0.651,1.9223,0.0,88.89,0.5
r0510_c0481,48.8090914,2.4372139,residential,74,88.89,0.0,6.5,1.7,1915.0,88,0.83,1.6416,0.0,44.44,0.0
r0510_c0482,48.8090914,2.4392658,residential,67,0.0,0.0,6.7,1.8,1924.0,83,0.783,1.5866,0.0,0.0,0.0
r0510_c0483,48.8090914,2.4413178,residential,55,44.44,0.0,6.0,1.8,1929.0,66,0.803,1.6307,0.0,0.0,0.0
r0510_c0484,48.8090914,2.4433697,residential,36,1155.56,0.0769,8.1,2.1,1934.0,40,0.7,1.8464,0.0,488.89,0.2727
r0510_c0485,48.8090914,2.4454216,residential,53,133.33,0.0,5.6,1.5,1934.0,65,0.677,2.0701,0.0,0.0,0.0
r0510_c0486,48.8090914,2.4474736,residential,66,44.44,0.0,5.6,1.6,1944.0,79,0.797,1.5819,0.0,0.0,0.0
r0510_c0487,48.8090914,2.4495255,residential,59,0.0,0.0,4.2,1.4,1937.0,74,0.73,1.287,0.0,0.0,0.0
r0510_c0488,48.8090914,2.4515775,residential,89,44.44,0.0,5.2,1.6,1949.0,99,0.879,1.1368,0.0,0.0,0.0
r0510_c0489,48.8090914,2.4536294,residential,45,133.33,0.3333,5.4,1.7,1947.0,56,0.804,1.2573,0.0,44.44,0.0
r0510_c0490,48.8090914,2.4556813,residential,29,177.78,0.0,7.3,1.7,1965.0,36,0.528,1.8306,0.0,44.44,1.0
r0510_c0491,48.8090914,2.4577333,residential,20,266.67,0.0,7.3,2.2,1966.0,24,0.792,1.6661,0.0,0.0,0.0
r0510_c0492,48.8090914,2.4597852,residential,9,577.78,0.0,29.3,9.1,1958.0,9,1.0,-0.0,0.0,0.0,0.0
r0510_c0493,48.8090914,2.4618372,residential,26,44.44,0.0,5.3,1.6,1928.0,30,0.867,0.9723,0.0,0.0,0.0
r0510_c0494,48.8090914,2.4638891,residential,58,133.33,0.0,5.7,1.6,1942.0,67,0.851,0.9722,0.0,0.0,0.0
r0510_c0495,48.8090914,2.465941,residential,72,133.33,0.0,5.6,1.7,1921.0,82,0.866,1.1205,0.0,0.0,0.0
r0510_c0496,48.8090914,2.467993,residential,21,88.89,0.0,4.9,1.5,1938.0,26,0.808,1.0727,0.0,0.0,0.0
r0510_c0497,48.8090914,2.4700449,commercial,16,488.89,0.0,6.8,1.8,1969.0,17,0.059,0.6402,0.0,0.0,0.0
r0510_c0498,48.8090914,2.4720969,residential,34,1644.44,0.1081,8.3,2.4,1927.0,38,0.605,1.8622,0.0,355.56,0.25
r0510_c0499,48.8090914,2.4741488,residential,43,44.44,0.0,7.6,2.1,1927.0,51,0.843,1.5506,0.0,0.0,0.0
r0510_c0500,48.8090914,2.4762007,residential,49,444.44,0.0,6.4,2.0,1920.0,61,0.754,1.762,0.0,0.0,0.0
r0510_c0501,48.8090914,2.4782527,residential,63,666.67,0.0,5.4,1.5,1940.0,75,0.747,1.6516,0.0,0.0,0.0
r0510_c0502,48.8090914,2.4803046,residential,72,133.33,0.0,5.0,1.5,1934.0,94,0.766,1.0221,0.0,0.0,0.0
r0510_c0503,48.8090914,2.4823565,residential,72,44.44,0.0,5.1,1.6,1938.0,89,0.798,1.3559,0.0,0.0,0.0
r0510_c0504,48.8090914,2.4844085,residential,49,266.67,0.1667,4.7,1.5,1940.0,58,0.81,1.1708,0.0,0.0,0.0
r0510_c0505,48.8090914,2.4864604,residential,31,666.67,0.0,5.7,1.8,1926.0,36,0.861,1.265,88.89,0.0,0.0
r0510_c0506,48.8090914,2.4885124,residential,44,0.0,0.0,5.2,1.7,1933.0,55,0.764,1.658,0.0,0.0,0.0
r0510_c0507,48.8090914,2.4905643,residential,42,0.0,0.0,5.7,1.7,1916.0,62,0.677,1.5471,0.0,0.0,0.0
r0510_c0508,48.8090914,2.4926162,residential,32,44.44,0.0,5.2,1.5,1914.0,36,0.472,1.7613,0.0,0.0,0.0
r0510_c0509,48.8090914,2.4946682,residential,31,266.67,0.0,5.5,1.4,1941.0,35,0.686,1.5974,0.0,0.0,0.0
r0510_c0510,48.8090914,2.4967201,residential,48,222.22,0.0,6.3,1.5,1944.0,55,0.727,1.6101,0.0,0.0,0.0
r0510_c0511,48.8090914,2.4987721,residential,37,0.0,0.0,5.6,1.6,1912.0,49,0.755,1.6186,0.0,0.0,0.0
r0510_c0512,48.8090914,2.500824,residential,33,44.44,0.0,5.5,1.8,1907.0,44,0.75,1.475,0.0,0.0,0.0
r0510_c0513,48.8090914,2.5028759,residential,39,88.89,0.0,6.9,1.7,1928.0,46,0.826,1.538,0.0,0.0,0.0
r0510_c0514,48.8090914,2.5049279,residential,17,0.0,0.0,5.7,1.6,1919.0,20,0.85,0.8842,0.0,0.0,0.0
r0510_c0515,48.8090914,2.5069798,residential,65,44.44,0.0,6.5,1.8,1916.0,79,0.823,1.4627,0.0,0.0,0.0
r0510_c0516,48.8090914,2.5090318,residential,49,88.89,0.0,6.8,2.1,1923.0,56,0.857,1.4158,0.0,0.0,0.0
r0510_c0517,48.8090914,2.5110837,residential,35,88.89,0.0,6.2,1.7,1939.0,40,0.85,1.4793,0.0,0.0,0.0
r0510_c0518,48.8090914,2.5131356,residential,21,44.44,0.0,6.2,1.7,1915.0,27,0.778,1.2244,0.0,0.0,0.0
r0510_c0519,48.8090914,2.5151876,residential,12,0.0,0.0,6.1,1.9,1957.0,13,0.923,0.7732,0.0,0.0,0.0
r0510_c0521,48.8090914,2.5192914,residential,24,44.44,0.0,11.3,3.9,1941.0,28,0.857,1.1488,0.0,0.0,0.0
r0510_c0522,48.8090914,2.5213434,residential,38,44.44,0.0,5.2,1.5,1950.0,46,0.761,1.5834,0.0,0.0,0.0
r0510_c0523,48.8090914,2.5233953,residential,52,133.33,0.0,5.8,1.5,1938.0,54,0.926,0.9245,0.0,0.0,0.0
r0510_c0524,48.8090914,2.5254473,residential,47,0.0,0.0,4.9,1.4,1942.0,56,0.839,1.133,0.0,0.0,0.0
r0510_c0525,48.8090914,2.5274992,residential,68,222.22,0.0,5.4,1.5,1960.0,81,0.815,1.1938,0.0,0.0,0.0
r0510_c0526,48.8090914,2.5295511,residential,79,44.44,1.0,4.4,1.4,1959.0,96,0.802,1.2882,0.0,0.0,0.0
r0510_c0527,48.8090914,2.5316031,industrial,31,177.78,0.0,6.4,1.2,1994.0,31,0.0,-0.0,0.0,88.89,0.0
r0510_c0528,48.8090914,2.533655,industrial,6,44.44,0.0,7.2,1.3,,6,0.0,-0.0,0.0,0.0,0.0
r0510_c0529,48.8090914,2.535707,residential,7,0.0,0.0,7.0,2.1,1962.0,8,0.75,1.5488,0.0,0.0,0.0
r0510_c0530,48.8090914,2.5377589,residential,15,311.11,0.0,11.5,2.5,1968.0,17,0.824,1.5452,0.0,0.0,0.0
r0510_c0531,48.8090914,2.5398108,residential,8,1511.11,0.0,20.7,4.7,1984.0,8,0.75,1.75,0.0,0.0,0.0
r0510_c0532,48.8090914,2.5418628,residential,18,400.0,0.0,7.0,2.0,1969.0,21,0.857,1.1488,0.0,0.0,0.0
r0510_c0533,48.8090914,2.5439147,residential,67,44.44,0.0,4.7,1.5,1954.0,76,0.855,0.6955,0.0,0.0,0.0
r0510_c0534,48.8090914,2.5459667,residential,56,88.89,1.0,4.4,1.3,1965.0,61,0.754,1.6286,0.0,0.0,0.0
r0510_c0535,48.8090914,2.5480186,residential,47,88.89,1.0,4.8,1.4,1956.0,56,0.768,1.1968,0.0,0.0,0.0
r0510_c0536,48.8090914,2.5500705,residential,53,177.78,0.25,4.5,1.4,1950.0,60,0.833,0.9988,0.0,0.0,0.0
r0510_c0537,48.8090914,2.5521225,residential,61,311.11,0.4286,4.3,1.4,1957.0,70,0.8,1.2641,0.0,133.33,0.6667
r0510_c0538,48.8090914,2.5541744,residential,76,0.0,0.0,4.7,1.3,1960.0,93,0.806,0.8511,0.0,0.0,0.0
r0510_c0539,48.8090914,2.5562264,residential,61,0.0,0.0,5.2,1.5,1958.0,67,0.91,0.6245,0.0,0.0,0.0
r0510_c0540,48.8090914,2.5582783,residential,59,0.0,0.0,4.7,1.4,1964.0,67,0.881,0.7157,0.0,0.0,0.0
r0510_c0541,48.8090914,2.5603302,residential,33,0.0,0.0,4.7,1.7,1969.0,35,0.943,0.627,0.0,0.0,0.0
r0510_c0542,48.8090914,2.5623822,residential,29,0.0,0.0,6.5,1.9,1976.0,30,0.9,1.2497,0.0,0.0,0.0
r0510_c0543,48.8090914,2.5644341,residential,23,44.44,0.0,6.8,1.9,1983.0,25,0.88,1.32,0.0,0.0,0.0
r0510_c0544,48.8090914,2.566486,residential,46,0.0,0.0,5.1,1.3,1959.0,52,0.788,1.2149,0.0,0.0,0.0
r0510_c0545,48.8090914,2.568538,residential,58,0.0,0.0,4.8,1.3,1960.0,66,0.879,0.5328,0.0,0.0,0.0
r0510_c0546,48.8090914,2.5705899,residential,24,88.89,0.0,8.7,2.1,1981.0,24,0.958,1.0995,0.0,0.0,0.0
r0510_c0547,48.8090914,2.5726419,residential,13,844.44,0.0526,8.0,2.4,1969.0,14,0.571,1.7274,0.0,222.22,0.2
r0510_c0548,48.8090914,2.5746938,commercial,27,2177.78,0.1633,9.0,2.3,1948.0,31,0.29,1.7259,0.0,1066.67,0.0833
r0510_c0549,48.8090914,2.5767457,residential,39,222.22,0.2,9.5,2.2,1956.0,40,0.7,1.6951,0.0,44.44,0.0
r0510_c0550,48.8090914,2.5787977,residential,30,222.22,0.0,5.5,1.4,1977.0,32,0.875,0.9934,0.0,0.0,0.0
r0510_c0551,48.8090914,2.5808496,residential,20,0.0,0.0,7.7,2.4,1988.0,22,0.909,1.3486,0.0,0.0,0.0
r0510_c0552,48.8090914,2.5829016,residential,39,44.44,0.0,5.8,1.8,1995.0,40,0.925,0.9603,0.0,0.0,0.0
r0510_c0553,48.8090914,2.5849535,residential,45,177.78,0.0,5.1,1.4,1980.0,47,0.957,0.2539,0.0,0.0,0.0
r0510_c0554,48.8090914,2.5870054,residential,10,0.0,0.0,9.2,1.7,1978.0,11,0.909,1.3486,0.0,0.0,0.0
r0510_c0555,48.8090914,2.5890574,residential,20,0.0,0.0,5.3,1.5,1975.0,20,0.95,0.2864,0.0,0.0,0.0
r0510_c0558,48.8090914,2.5952132,residential,22,0.0,0.0,3.8,1.1,1971.0,22,1.0,0.5746,0.0,0.0,0.0
r0510_c0559,48.8090914,2.5972651,residential,72,0.0,0.0,3.7,1.2,1972.0,74,0.973,0.5819,0.0,0.0,0.0
r0510_c0560,48.8090914,2.5993171,residential,72,44.44,0.0,3.9,1.3,1966.0,74,0.973,0.1793,0.0,0.0,0.0
r0510_c0561,48.8090914,2.601369,residential,74,0.0,0.0,3.8,1.3,1961.0,92,0.804,0.94,0.0,0.0,0.0
r0510_c0562,48.8090914,2.6034209,residential,91,0.0,0.0,3.9,1.4,1957.0,105,0.867,0.8229,0.0,0.0,0.0
r0510_c0563,48.8090914,2.6054729,residential,85,0.0,0.0,3.6,1.3,1961.0,100,0.83,0.9778,0.0,0.0,0.0
r0510_c0564,48.8090914,2.6075248,residential,63,0.0,0.0,3.8,1.3,1952.0,72,0.875,0.7852,0.0,0.0,0.0
r0510_c0565,48.8090914,2.6095768,residential,21,44.44,0.0,4.4,1.3,1941.0,25,0.8,1.0954,0.0,0.0,0.0
r0510_c0568,48.8090914,2.6157326,industrial,6,88.89,0.0,5.2,1.1,2014.0,6,0.167,0.65,0.0,0.0,0.0
r0510_c0569,48.8090914,2.6177845,residential,33,177.78,0.0,8.6,1.8,2007.0,37,0.811,1.2471,0.0,44.44,1.0
r0510_c0570,48.8090914,2.6198365,residential,40,266.67,0.0,8.4,1.8,2006.0,41,0.732,1.6086,0.0,0.0,0.0
r0510_c0571,48.8090914,2.6218884,residential,31,133.33,0.0,6.5,1.8,1983.0,38,0.658,1.9893,0.0,0.0,0.0
r0510_c0573,48.8090914,2.6259923,residential,40,88.89,0.0,4.2,1.5,1980.0,45,0.822,2.043,0.0,0.0,0.0
r0510_c0574,48.8090914,2.6280442,residential,71,0.0,0.0,3.2,1.3,1980.0,93,0.763,0.9306,0.0,0.0,0.0
r0510_c0607,48.8090914,2.6957582,residential,5,0.0,0.0,3.6,1.2,1994.0,6,0.667,1.2516,0.0,0.0,0.0
r0510_c0666,48.8090914,2.8168226,residential,3,44.44,0.0,5.5,1.1,1800.0,8,0.25,2.1556,0.0,0.0,0.0
r0510_c0674,48.8090914,2.8332381,residential,12,0.0,0.0,4.0,1.4,1994.0,14,0.5,1.4316,0.0,0.0,0.0
r0510_c0675,48.8090914,2.83529,residential,5,0.0,0.0,4.6,1.0,1952.0,7,0.714,0.8631,0.0,0.0,0.0
r0510_c0719,48.8090914,2.9255754,industrial,9,0.0,0.0,3.8,1.0,1956.0,10,0.2,1.1568,0.0,0.0,0.0
r0510_c0728,48.8090914,2.9440428,residential,8,0.0,0.0,3.8,1.0,2004.0,9,0.778,0.9864,0.0,0.0,0.0
r0510_c0729,48.8090914,2.9460948,residential,8,0.0,0.0,4.8,1.2,1978.0,8,1.0,-0.0,0.0,0.0,0.0
r0510_c0730,48.8090914,2.9481467,residential,23,44.44,0.0,4.3,1.5,1900.0,30,0.733,0.9816,0.0,0.0,0.0
r0510_c0731,48.8090914,2.9501986,residential,35,0.0,0.0,3.7,1.3,1904.0,38,0.921,0.3985,0.0,0.0,0.0
r0510_c0732,48.8090914,2.9522506,residential,17,0.0,0.0,4.6,1.5,1843.0,22,0.727,1.1867,0.0,0.0,0.0
r0510_c0743,48.8090914,2.9748219,residential,6,0.0,0.0,5.3,1.4,1903.0,11,0.455,1.7899,0.0,0.0,0.0
r0510_c0744,48.8090914,2.9768738,residential,5,88.89,0.0,3.2,1.1,1974.0,9,0.556,1.4355,0.0,0.0,0.0
r0510_c0748,48.8090914,2.9850816,residential,4,0.0,0.0,3.4,1.0,,4,1.0,-0.0,0.0,0.0,0.0
r0510_c0749,48.8090914,2.9871335,residential,59,0.0,0.0,2.9,1.0,,59,1.0,-0.0,0.0,0.0,0.0
r0510_c0750,48.8090914,2.9891855,residential,72,44.44,0.0,3.4,1.0,,72,1.0,-0.0,0.0,0.0,0.0
r0510_c0751,48.8090914,2.9912374,residential,29,88.89,0.0,3.6,1.0,,30,0.9,0.5608,0.0,0.0,0.0
r0510_c0752,48.8090914,2.9932893,residential,15,888.89,0.0,4.4,1.4,1943.0,16,0.688,1.5919,44.44,44.44,1.0
r0510_c0753,48.8090914,2.9953413,residential,11,133.33,0.0,5.7,1.5,1984.0,15,0.6,2.0226,0.0,0.0,0.0
r0510_c0759,48.8090914,3.0076529,residential,4,0.0,0.0,3.4,1.1,1863.0,4,1.0,-0.0,0.0,0.0,0.0
r0510_c0765,48.8090914,3.0199646,residential,12,0.0,0.0,3.5,1.1,1974.0,16,0.75,1.0613,0.0,0.0,0.0
r0510_c0766,48.8090914,3.0220165,residential,8,0.0,0.0,3.3,1.0,1980.0,10,0.8,0.7219,0.0,0.0,0.0
r0510_c0788,48.8090914,3.0671592,residential,13,0.0,0.0,3.4,1.0,1970.0,14,0.929,0.3712,0.0,0.0,0.0
r0510_c0789,48.8090914,3.0692111,residential,15,0.0,0.0,3.3,1.0,1968.0,17,0.824,0.8343,0.0,0.0,0.0
r0510_c0790,48.8090914,3.071263,residential,4,0.0,0.0,4.6,1.0,1995.0,4,1.0,-0.0,0.0,0.0,0.0
r0510_c0791,48.8090914,3.073315,residential,21,0.0,0.0,5.1,1.4,1992.0,25,0.76,1.0954,0.0,0.0,0.0
r0510_c0792,48.8090914,3.0753669,residential,20,0.0,0.0,5.4,1.6,1990.0,21,0.714,1.9359,0.0,0.0,0.0
r0510_c0793,48.8090914,3.0774188,industrial,6,0.0,0.0,7.9,2.4,1992.0,6,0.5,1.0,0.0,0.0,0.0
r0510_c0794,48.8090914,3.0794708,mixed,3,88.89,0.0,4.6,1.3,1974.0,3,0.333,1.585,0.0,0.0,0.0
r0510_c0795,48.8090914,3.0815227,residential,18,177.78,0.0,6.8,1.5,1894.0,24,0.5,1.9899,0.0,44.44,0.0
r0510_c0796,48.8090914,3.0835747,residential,21,44.44,0.0,5.6,1.7,1916.0,27,0.481,2.1427,0.0,0.0,0.0
r0510_c0797,48.8090914,3.0856266,commercial,8,0.0,0.0,6.6,1.7,1995.0,8,0.375,1.75,0.0,0.0,0.0
r0510_c0798,48.8090914,3.0876785,residential,7,177.78,0.0,4.3,1.2,1965.0,9,0.444,1.8911,0.0,0.0,0.0
r0510_c0799,48.8090914,3.0897305,commercial,8,88.89,0.0,5.6,1.8,1990.0,9,0.0,0.5033,0.0,0.0,0.0
r0510_c0800,48.8090914,3.0917824,commercial,4,177.78,0.0,6.9,1.2,2011.0,4,0.0,1.0,0.0,0.0,0.0
r0510_c0801,48.8090914,3.0938344,industrial,7,88.89,0.0,6.4,1.1,1999.0,7,0.0,0.9852,0.0,0.0,0.0
r0510_c0802,48.8090914,3.0958863,industrial,7,266.67,0.0,4.6,1.1,1999.0,8,0.125,1.8113,0.0,0.0,0.0
r0510_c0803,48.8090914,3.0979382,commercial,3,44.44,0.0,4.1,1.0,2003.0,4,0.0,1.5,0.0,0.0,0.0
r0510_c0804,48.8090914,3.0999902,industrial,10,44.44,0.0,5.1,1.1,,10,0.1,0.469,0.0,0.0,0.0
r0510_c0805,48.8090914,3.1020421,industrial,5,44.44,0.0,4.5,1.1,2006.0,5,0.2,1.371,0.0,0.0,0.0
r0510_c0809,48.8090914,3.1102499,residential,5,88.89,0.0,4.2,1.1,1980.0,8,0.625,1.2988,0.0,0.0,0.0
r0510_c0810,48.8090914,3.1123018,residential,27,88.89,0.5,3.7,1.4,1865.0,32,0.688,1.3213,0.0,0.0,0.0
r0510_c0815,48.8090914,3.1225615,residential,3,0.0,0.0,6.5,2.0,1848.0,3,1.0,-0.0,0.0,0.0,0.0
r0510_c0816,48.8090914,3.1246134,residential,8,0.0,0.0,3.6,1.5,1875.0,10,0.8,0.9219,0.0,0.0,0.0
r0510_c0837,48.8090914,3.1677042,residential,12,0.0,0.0,3.9,1.2,1891.0,24,0.5,1.4591,0.0,0.0,0.0
r0510_c0838,48.8090914,3.1697561,residential,4,44.44,0.0,3.9,1.2,1988.0,7,0.571,1.3788,0.0,0.0,0.0
r0510_c0853,48.8090914,3.2005352,residential,3,0.0,0.0,5.2,1.4,1940.0,9,0.333,0.9183,0.0,0.0,0.0
r0510_c0901,48.8090914,3.2990283,residential,4,0.0,0.0,4.1,1.1,1853.0,20,0.15,1.4412,0.0,0.0,0.0
r0510_c0902,48.8090914,3.3010802,residential,4,0.0,0.0,4.5,1.4,1906.0,5,0.6,1.371,0.0,0.0,0.0
r0511_c0085,48.8104427,1.6246461,residential,8,0.0,0.0,4.6,1.1,1800.0,9,0.778,0.9864,0.0,0.0,0.0
