cell_id,cell_lat,cell_lon,zone_type,cell_building_count
r0385_c0391,48.6401725,2.2525394,residential,28
r0385_c0392,48.6401725,2.2545913,residential,45
r0385_c0393,48.6401725,2.2566433,residential,60
r0385_c0394,48.6401725,2.2586952,residential,43
r0385_c0395,48.6401725,2.2607471,residential,37
r0385_c0396,48.6401725,2.2627991,residential,43
r0385_c0397,48.6401725,2.264851,residential,35
r0385_c0398,48.6401725,2.266903,residential,31
r0385_c0399,48.6401725,2.2689549,residential,61
r0385_c0400,48.6401725,2.2710068,residential,75
r0385_c0401,48.6401725,2.2730588,residential,56
r0385_c0402,48.6401725,2.2751107,residential,26
r0385_c0403,48.6401725,2.2771627,residential,42
r0385_c0404,48.6401725,2.2792146,residential,17
r0385_c0405,48.6401725,2.2812665,residential,4
r0385_c0406,48.6401725,2.2833185,residential,5
r0385_c0409,48.6401725,2.2894743,residential,4
r0385_c0410,48.6401725,2.2915262,residential,13
r0385_c0413,48.6401725,2.297682,residential,4
r0385_c0414,48.6401725,2.299734,residential,10
r0385_c0415,48.6401725,2.3017859,residential,6
r0385_c0416,48.6401725,2.3038379,residential,39
r0385_c0417,48.6401725,2.3058898,residential,40
r0385_c0418,48.6401725,2.3079417,residential,40
r0385_c0419,48.6401725,2.3099937,residential,38
r0385_c0420,48.6401725,2.3120456,residential,17
r0385_c0421,48.6401725,2.3140976,residential,41
r0385_c0422,48.6401725,2.3161495,residential,54
r0385_c0423,48.6401725,2.3182014,residential,67
r0385_c0424,48.6401725,2.3202534,residential,58
r0385_c0425,48.6401725,2.3223053,residential,51
r0385_c0426,48.6401725,2.3243572,residential,25
r0385_c0427,48.6401725,2.3264092,residential,31
r0385_c0428,48.6401725,2.3284611,residential,37
r0385_c0429,48.6401725,2.3305131,residential,25
r0385_c0430,48.6401725,2.332565,residential,12
r0385_c0431,48.6401725,2.3346169,residential,22
r0385_c0432,48.6401725,2.3366689,residential,54
r0385_c0433,48.6401725,2.3387208,residential,63
r0385_c0434,48.6401725,2.3407728,residential,13
r0385_c0435,48.6401725,2.3428247,residential,12
r0385_c0436,48.6401725,2.3448766,residential,4
r0385_c0437,48.6401725,2.3469286,residential,13
r0385_c0438,48.6401725,2.3489805,residential,13
r0385_c0439,48.6401725,2.3510325,commercial,13
r0385_c0440,48.6401725,2.3530844,residential,79
r0385_c0441,48.6401725,2.3551363,residential,42
r0385_c0442,48.6401725,2.3571883,residential,21
r0385_c0443,48.6401725,2.3592402,commercial,6
r0385_c0444,48.6401725,2.3612922,commercial,6
r0385_c0445,48.6401725,2.3633441,residential,7
r0385_c0446,48.6401725,2.365396,commercial,11
r0385_c0448,48.6401725,2.3694999,industrial,4
r0385_c0449,48.6401725,2.3715518,industrial,6
r0385_c0450,48.6401725,2.3736038,industrial,3
r0385_c0454,48.6401725,2.3818115,commercial,8
r0385_c0455,48.6401725,2.3838635,commercial,8
r0385_c0456,48.6401725,2.3859154,industrial,5
r0385_c0459,48.6401725,2.3920712,commercial,4
r0385_c0463,48.6401725,2.400279,industrial,5
r0385_c0465,48.6401725,2.4043829,commercial,7
r0385_c0466,48.6401725,2.4064348,residential,6
r0385_c0467,48.6401725,2.4084867,residential,36
r0385_c0468,48.6401725,2.4105387,residential,58
r0385_c0469,48.6401725,2.4125906,residential,70
r0385_c0470,48.6401725,2.4146426,residential,125
r0385_c0471,48.6401725,2.4166945,residential,77
r0385_c0472,48.6401725,2.4187464,residential,3
r0385_c0473,48.6401725,2.4207984,residential,51
r0385_c0474,48.6401725,2.4228503,residential,54
r0385_c0475,48.6401725,2.4249023,residential,100
r0385_c0476,48.6401725,2.4269542,commercial,5
r0385_c0477,48.6401725,2.4290061,residential,8
r0385_c0478,48.6401725,2.4310581,residential,7
r0385_c0479,48.6401725,2.43311,residential,21
r0385_c0480,48.6401725,2.435162,residential,21
r0385_c0481,48.6401725,2.4372139,residential,101
r0385_c0482,48.6401725,2.4392658,residential,28
r0385_c0487,48.6401725,2.4495255,residential,13
r0385_c0488,48.6401725,2.4515775,residential,4
r0385_c0489,48.6401725,2.4536294,residential,6
r0385_c0490,48.6401725,2.4556813,residential,17
r0385_c0491,48.6401725,2.4577333,residential,30
r0385_c0492,48.6401725,2.4597852,residential,20
r0385_c0493,48.6401725,2.4618372,residential,9
r0385_c0496,48.6401725,2.467993,residential,33
r0385_c0497,48.6401725,2.4700449,residential,17
r0385_c0498,48.6401725,2.4720969,commercial,4
r0385_c0500,48.6401725,2.4762007,residential,12
r0385_c0501,48.6401725,2.4782527,residential,16
r0385_c0502,48.6401725,2.4803046,residential,19
r0385_c0503,48.6401725,2.4823565,residential,10
r0385_c0504,48.6401725,2.4844085,residential,8
r0385_c0513,48.6401725,2.5028759,residential,5
r0385_c0514,48.6401725,2.5049279,residential,26
r0385_c0515,48.6401725,2.5069798,residential,6
r0385_c0516,48.6401725,2.5090318,residential,21
r0385_c0517,48.6401725,2.5110837,residential,17
r0385_c0518,48.6401725,2.5131356,residential,15
r0385_c0532,48.6401725,2.5418628,residential,3
r0385_c0533,48.6401725,2.5439147,residential,36
r0385_c0534,48.6401725,2.5459667,residential,5
r0385_c0540,48.6401725,2.5582783,industrial,5
r0385_c0541,48.6401725,2.5603302,industrial,3
r0385_c0547,48.6401725,2.5726419,industrial,8
r0385_c0550,48.6401725,2.5787977,industrial,3
r0385_c0554,48.6401725,2.5870054,industrial,8
r0385_c0574,48.6401725,2.6280442,industrial,3
r0385_c0589,48.6401725,2.6588233,industrial,5
r0385_c0590,48.6401725,2.6608752,industrial,3
r0385_c0613,48.6401725,2.7080698,residential,3
r0385_c0616,48.6401725,2.7142257,residential,7
r0385_c0622,48.6401725,2.7265373,industrial,11
r0385_c0623,48.6401725,2.7285892,industrial,24
r0385_c0624,48.6401725,2.7306412,industrial,5
r0385_c0625,48.6401725,2.7326931,industrial,4
r0385_c0627,48.6401725,2.736797,industrial,9
r0385_c0628,48.6401725,2.7388489,industrial,6
r0385_c0643,48.6401725,2.769628,residential,16
r0385_c0644,48.6401725,2.7716799,residential,20
r0385_c0645,48.6401725,2.7737319,residential,13
r0385_c0650,48.6401725,2.7839916,industrial,3
r0385_c0651,48.6401725,2.7860435,industrial,6
r0385_c0652,48.6401725,2.7880955,residential,7
r0385_c0653,48.6401725,2.7901474,residential,9
r0385_c0657,48.6401725,2.7983551,residential,12
r0385_c0658,48.6401725,2.8004071,residential,21
r0385_c0659,48.6401725,2.802459,residential,11
r0385_c0660,48.6401725,2.804511,residential,8
r0385_c0673,48.6401725,2.8311862,residential,7
r0385_c0674,48.6401725,2.8332381,residential,4
r0385_c0675,48.6401725,2.83529,residential,10
r0385_c0676,48.6401725,2.837342,residential,44
r0385_c0677,48.6401725,2.8393939,residential,35
r0385_c0810,48.6401725,3.1123018,residential,11
r0385_c0811,48.6401725,3.1143537,residential,9
r0385_c0812,48.6401725,3.1164057,residential,22
r0385_c0813,48.6401725,3.1184576,residential,19
r0385_c0894,48.6401725,3.2846647,residential,17
r0385_c1009,48.6401725,3.5206377,residential,3
r0386_c0113,48.6415238,1.6821004,residential,14
r0386_c0114,48.6415238,1.6841523,residential,5
r0386_c0116,48.6415238,1.6882562,residential,3
r0386_c0117,48.6415238,1.6903081,residential,16
r0386_c0118,48.6415238,1.6923601,residential,12
r0386_c0152,48.6415238,1.762126,residential,17
r0386_c0155,48.6415238,1.7682818,residential,4
r0386_c0156,48.6415238,1.7703337,residential,5
r0386_c0169,48.6415238,1.7970089,residential,6
r0386_c0170,48.6415238,1.7990609,industrial,4
r0386_c0180,48.6415238,1.8195803,residential,4
r0386_c0181,48.6415238,1.8216322,residential,33
r0386_c0182,48.6415238,1.8236841,residential,6
r0386_c0183,48.6415238,1.8257361,residential,9
r0386_c0184,48.6415238,1.827788,residential,5
r0386_c0185,48.6415238,1.82984,residential,54
r0386_c0186,48.6415238,1.8318919,residential,35
r0386_c0187,48.6415238,1.8339438,residential,17
r0386_c0188,48.6415238,1.8359958,residential,37
r0386_c0189,48.6415238,1.8380477,residential,57
r0386_c0190,48.6415238,1.8400997,residential,7
r0386_c0191,48.6415238,1.8421516,residential,8
r0386_c0192,48.6415238,1.8442035,residential,25
r0386_c0194,48.6415238,1.8483074,residential,7
r0386_c0195,48.6415238,1.8503594,residential,19
r0386_c0196,48.6415238,1.8524113,residential,28
r0386_c0197,48.6415238,1.8544632,residential,11
r0386_c0201,48.6415238,1.862671,residential,4
r0386_c0246,48.6415238,1.9550082,residential,14
r0386_c0247,48.6415238,1.9570602,residential,29
r0386_c0248,48.6415238,1.9591121,residential,20
r0386_c0249,48.6415238,1.9611641,residential,3
r0386_c0250,48.6415238,1.963216,residential,6
r0386_c0251,48.6415238,1.9652679,residential,15
r0386_c0252,48.6415238,1.9673199,residential,35
r0386_c0253,48.6415238,1.9693718,residential,18
r0386_c0297,48.6415238,2.0596571,industrial,6
r0386_c0298,48.6415238,2.0617091,residential,3
r0386_c0299,48.6415238,2.063761,residential,10
r0386_c0300,48.6415238,2.0658129,residential,54
r0386_c0301,48.6415238,2.0678649,residential,63
r0386_c0302,48.6415238,2.0699168,residential,22
r0386_c0303,48.6415238,2.0719688,residential,45
r0386_c0304,48.6415238,2.0740207,residential,41
r0386_c0305,48.6415238,2.0760726,residential,14
r0386_c0306,48.6415238,2.0781246,residential,38
r0386_c0307,48.6415238,2.0801765,residential,35
r0386_c0308,48.6415238,2.0822285,residential,52
r0386_c0309,48.6415238,2.0842804,residential,33
r0386_c0310,48.6415238,2.0863323,residential,7
r0386_c0311,48.6415238,2.0883843,residential,11
r0386_c0312,48.6415238,2.0904362,residential,20
r0386_c0331,48.6415238,2.129423,residential,16
r0386_c0332,48.6415238,2.131475,residential,28
r0386_c0333,48.6415238,2.1335269,residential,3
r0386_c0368,48.6415238,2.2053448,industrial,3
r0386_c0369,48.6415238,2.2073967,industrial,3
r0386_c0370,48.6415238,2.2094487,residential,7
r0386_c0371,48.6415238,2.2115006,residential,3
r0386_c0374,48.6415238,2.2176564,residential,11
r0386_c0375,48.6415238,2.2197084,residential,34
r0386_c0376,48.6415238,2.2217603,residential,28
r0386_c0378,48.6415238,2.2258642,residential,28
r0386_c0379,48.6415238,2.2279161,residential,39
r0386_c0380,48.6415238,2.2299681,residential,57
r0386_c0381,48.6415238,2.23202,residential,116
r0386_c0382,48.6415238,2.2340719,residential,73
r0386_c0383,48.6415238,2.2361239,residential,46
r0386_c0384,48.6415238,2.2381758,residential,40
r0386_c0385,48.6415238,2.2402278,residential,34
r0386_c0386,48.6415238,2.2422797,residential,35
r0386_c0387,48.6415238,2.2443316,residential,36
r0386_c0388,48.6415238,2.2463836,residential,31
r0386_c0389,48.6415238,2.2484355,residential,31
r0386_c0390,48.6415238,2.2504874,residential,44
r0386_c0391,48.6415238,2.2525394,residential,31
r0386_c0392,48.6415238,2.2545913,residential,35
r0386_c0393,48.6415238,2.2566433,residential,43
r0386_c0394,48.6415238,2.2586952,residential,36
r0386_c0395,48.6415238,2.2607471,residential,40
r0386_c0396,48.6415238,2.2627991,residential,30
r0386_c0397,48.6415238,2.264851,residential,27
r0386_c0398,48.6415238,2.266903,residential,34
r0386_c0399,48.6415238,2.2689549,residential,33
r0386_c0400,48.6415238,2.2710068,residential,53
r0386_c0401,48.6415238,2.2730588,residential,44
r0386_c0402,48.6415238,2.2751107,residential,43
r0386_c0403,48.6415238,2.2771627,residential,35
r0386_c0404,48.6415238,2.2792146,residential,12
r0386_c0406,48.6415238,2.2833185,residential,3
r0386_c0408,48.6415238,2.2874223,residential,8
r0386_c0409,48.6415238,2.2894743,residential,4
r0386_c0410,48.6415238,2.2915262,residential,43
r0386_c0415,48.6415238,2.3017859,residential,9
r0386_c0416,48.6415238,2.3038379,residential,26
r0386_c0417,48.6415238,2.3058898,residential,34
r0386_c0418,48.6415238,2.3079417,residential,41
r0386_c0419,48.6415238,2.3099937,residential,24
r0386_c0420,48.6415238,2.3120456,residential,39
r0386_c0421,48.6415238,2.3140976,residential,38
r0386_c0422,48.6415238,2.3161495,residential,55
r0386_c0423,48.6415238,2.3182014,residential,62
r0386_c0424,48.6415238,2.3202534,residential,81
r0386_c0425,48.6415238,2.3223053,residential,58
r0386_c0426,48.6415238,2.3243572,residential,64
r0386_c0427,48.6415238,2.3264092,residential,45
r0386_c0428,48.6415238,2.3284611,residential,44
r0386_c0429,48.6415238,2.3305131,residential,51
r0386_c0430,48.6415238,2.332565,residential,51
r0386_c0431,48.6415238,2.3346169,residential,58
r0386_c0432,48.6415238,2.3366689,residential,29
r0386_c0433,48.6415238,2.3387208,residential,42
r0386_c0434,48.6415238,2.3407728,commercial,15
r0386_c0435,48.6415238,2.3428247,residential,8
r0386_c0436,48.6415238,2.3448766,commercial,3
r0386_c0438,48.6415238,2.3489805,residential,9
r0386_c0439,48.6415238,2.3510325,residential,22
r0386_c0440,48.6415238,2.3530844,residential,64
r0386_c0441,48.6415238,2.3551363,residential,49
r0386_c0442,48.6415238,2.3571883,residential,10
r0386_c0443,48.6415238,2.3592402,residential,15
r0386_c0444,48.6415238,2.3612922,commercial,18
r0386_c0445,48.6415238,2.3633441,commercial,5
r0386_c0446,48.6415238,2.365396,commercial,13
r0386_c0447,48.6415238,2.367448,commercial,6
r0386_c0449,48.6415238,2.3715518,industrial,3
r0386_c0450,48.6415238,2.3736038,industrial,4
r0386_c0451,48.6415238,2.3756557,commercial,4
r0386_c0452,48.6415238,2.3777077,commercial,3
r0386_c0456,48.6415238,2.3859154,commercial,6
r0386_c0459,48.6415238,2.3920712,residential,4
r0386_c0463,48.6415238,2.400279,commercial,11
r0386_c0464,48.6415238,2.4023309,commercial,13
r0386_c0465,48.6415238,2.4043829,industrial,4
r0386_c0467,48.6415238,2.4084867,residential,16
r0386_c0468,48.6415238,2.4105387,residential,44
r0386_c0469,48.6415238,2.4125906,residential,59
r0386_c0470,48.6415238,2.4146426,residential,77
r0386_c0471,48.6415238,2.4166945,residential,39
r0386_c0472,48.6415238,2.4187464,industrial,3
r0386_c0473,48.6415238,2.4207984,residential,7
r0386_c0474,48.6415238,2.4228503,commercial,10
r0386_c0475,48.6415238,2.4249023,residential,25
r0386_c0477,48.6415238,2.4290061,residential,10
r0386_c0478,48.6415238,2.4310581,residential,14
r0386_c0479,48.6415238,2.43311,commercial,20
r0386_c0480,48.6415238,2.435162,residential,17
r0386_c0481,48.6415238,2.4372139,residential,90
r0386_c0482,48.6415238,2.4392658,residential,9
r0386_c0484,48.6415238,2.4433697,residential,3
r0386_c0485,48.6415238,2.4454216,industrial,3
r0386_c0487,48.6415238,2.4495255,residential,7
r0386_c0488,48.6415238,2.4515775,residential,56
r0386_c0489,48.6415238,2.4536294,residential,28
r0386_c0490,48.6415238,2.4556813,residential,8
r0386_c0491,48.6415238,2.4577333,residential,35
r0386_c0492,48.6415238,2.4597852,residential,47
r0386_c0493,48.6415238,2.4618372,residential,11
r0386_c0496,48.6415238,2.467993,commercial,8
r0386_c0497,48.6415238,2.4700449,residential,10
r0386_c0498,48.6415238,2.4720969,residential,20
r0386_c0504,48.6415238,2.4844085,residential,3
r0386_c0513,48.6415238,2.5028759,residential,10
r0386_c0514,48.6415238,2.5049279,residential,38
r0386_c0515,48.6415238,2.5069798,residential,37
r0386_c0516,48.6415238,2.5090318,residential,49
r0386_c0517,48.6415238,2.5110837,residential,16
r0386_c0529,48.6415238,2.535707,residential,15
r0386_c0530,48.6415238,2.5377589,residential,45
r0386_c0531,48.6415238,2.5398108,residential,38
r0386_c0536,48.6415238,2.5500705,industrial,7
r0386_c0537,48.6415238,2.5521225,industrial,4
r0386_c0538,48.6415238,2.5541744,industrial,7
r0386_c0539,48.6415238,2.5562264,industrial,4
r0386_c0615,48.6415238,2.7121737,residential,10
r0386_c0616,48.6415238,2.7142257,residential,38
r0386_c0617,48.6415238,2.7162776,residential,11
r0386_c0629,48.6415238,2.7409009,industrial,3
r0386_c0654,48.6415238,2.7921993,industrial,3
r0386_c0656,48.6415238,2.7963032,residential,5
r0386_c0657,48.6415238,2.7983551,residential,13
r0386_c0658,48.6415238,2.8004071,residential,6
r0386_c0659,48.6415238,2.802459,residential,9
r0386_c0660,48.6415238,2.804511,residential,11
r0386_c0673,48.6415238,2.8311862,residential,25
r0386_c0674,48.6415238,2.8332381,residential,24
r0386_c0675,48.6415238,2.83529,residential,25
r0386_c0676,48.6415238,2.837342,residential,40
r0386_c0677,48.6415238,2.8393939,residential,47
r0386_c0678,48.6415238,2.8414459,residential,12
r0386_c0712,48.6415238,2.9112118,residential,7
r0386_c0713,48.6415238,2.9132637,residential,5
r0386_c0721,48.6415238,2.9296792,residential,4
r0386_c0798,48.6415238,3.0876785,residential,3
r0386_c0799,48.6415238,3.0897305,residential,4
r0386_c0813,48.6415238,3.1184576,residential,8
r0386_c0814,48.6415238,3.1205096,residential,8
r0386_c0819,48.6415238,3.1307693,residential,4
r0386_c0876,48.6415238,3.2477298,industrial,6
r0386_c0894,48.6415238,3.2846647,residential,3
r0386_c0939,48.6415238,3.3770019,industrial,3
r0387_c0117,48.6428752,1.6903081,residential,8
r0387_c0118,48.6428752,1.6923601,residential,15
r0387_c0143,48.6428752,1.7436585,residential,7
r0387_c0152,48.6428752,1.762126,residential,29
r0387_c0153,48.6428752,1.7641779,residential,13
r0387_c0154,48.6428752,1.7662299,residential,12
r0387_c0172,48.6428752,1.8031648,industrial,4
r0387_c0182,48.6428752,1.8236841,residential,9
r0387_c0183,48.6428752,1.8257361,residential,29
r0387_c0184,48.6428752,1.827788,residential,46
r0387_c0185,48.6428752,1.82984,residential,30
r0387_c0186,48.6428752,1.8318919,residential,42
r0387_c0187,48.6428752,1.8339438,residential,73
r0387_c0188,48.6428752,1.8359958,residential,78
r0387_c0189,48.6428752,1.8380477,residential,65
r0387_c0190,48.6428752,1.8400997,residential,33
r0387_c0191,48.6428752,1.8421516,residential,33
r0387_c0192,48.6428752,1.8442035,residential,14
r0387_c0193,48.6428752,1.8462555,residential,7
r0387_c0194,48.6428752,1.8483074,residential,43
r0387_c0195,48.6428752,1.8503594,residential,19
r0387_c0197,48.6428752,1.8544632,residential,19
r0387_c0198,48.6428752,1.8565152,residential,22
r0387_c0199,48.6428752,1.8585671,residential,18
r0387_c0200,48.6428752,1.860619,residential,19
r0387_c0201,48.6428752,1.862671,residential,5
r0387_c0244,48.6428752,1.9509044,residential,4
r0387_c0248,48.6428752,1.9591121,residential,11
r0387_c0249,48.6428752,1.9611641,residential,19
r0387_c0250,48.6428752,1.963216,residential,15
r0387_c0251,48.6428752,1.9652679,residential,38
r0387_c0252,48.6428752,1.9673199,residential,31
r0387_c0294,48.6428752,2.0535013,residential,6
r0387_c0296,48.6428752,2.0576052,residential,8
r0387_c0297,48.6428752,2.0596571,residential,14
r0387_c0298,48.6428752,2.0617091,industrial,21
r0387_c0299,48.6428752,2.063761,residential,46
r0387_c0300,48.6428752,2.0658129,residential,53
r0387_c0301,48.6428752,2.0678649,residential,38
r0387_c0302,48.6428752,2.0699168,residential,37
r0387_c0303,48.6428752,2.0719688,residential,57
r0387_c0304,48.6428752,2.0740207,residential,36
r0387_c0305,48.6428752,2.0760726,residential,8
r0387_c0306,48.6428752,2.0781246,residential,32
r0387_c0307,48.6428752,2.0801765,residential,54
r0387_c0308,48.6428752,2.0822285,residential,15
r0387_c0309,48.6428752,2.0842804,residential,23
r0387_c0310,48.6428752,2.0863323,residential,5
r0387_c0311,48.6428752,2.0883843,commercial,5
r0387_c0312,48.6428752,2.0904362,commercial,6
r0387_c0361,48.6428752,2.1909812,residential,4
r0387_c0374,48.6428752,2.2176564,residential,13
r0387_c0375,48.6428752,2.2197084,residential,3
r0387_c0378,48.6428752,2.2258642,residential,31
r0387_c0379,48.6428752,2.2279161,residential,76
r0387_c0380,48.6428752,2.2299681,residential,67
r0387_c0381,48.6428752,2.23202,residential,38
r0387_c0382,48.6428752,2.2340719,residential,36
r0387_c0383,48.6428752,2.2361239,residential,5
r0387_c0384,48.6428752,2.2381758,residential,20
r0387_c0385,48.6428752,2.2402278,residential,17
r0387_c0386,48.6428752,2.2422797,residential,14
r0387_c0387,48.6428752,2.2443316,residential,26
r0387_c0388,48.6428752,2.2463836,residential,29
r0387_c0389,48.6428752,2.2484355,residential,26
r0387_c0390,48.6428752,2.2504874,residential,29
r0387_c0391,48.6428752,2.2525394,residential,11
r0387_c0392,48.6428752,2.2545913,residential,13
r0387_c0393,48.6428752,2.2566433,residential,15
r0387_c0394,48.6428752,2.2586952,residential,25
r0387_c0395,48.6428752,2.2607471,residential,19
r0387_c0396,48.6428752,2.2627991,residential,23
r0387_c0397,48.6428752,2.264851,residential,24
r0387_c0398,48.6428752,2.266903,residential,37
r0387_c0399,48.6428752,2.2689549,residential,23
r0387_c0400,48.6428752,2.2710068,residential,32
r0387_c0401,48.6428752,2.2730588,residential,47
r0387_c0402,48.6428752,2.2751107,residential,54
r0387_c0403,48.6428752,2.2771627,residential,19
r0387_c0407,48.6428752,2.2853704,residential,3
r0387_c0408,48.6428752,2.2874223,residential,25
r0387_c0409,48.6428752,2.2894743,residential,41
r0387_c0410,48.6428752,2.2915262,residential,67
r0387_c0411,48.6428752,2.2935782,residential,41
r0387_c0412,48.6428752,2.2956301,residential,9
r0387_c0415,48.6428752,2.3017859,residential,4
r0387_c0416,48.6428752,2.3038379,residential,17
r0387_c0417,48.6428752,2.3058898,residential,41
r0387_c0418,48.6428752,2.3079417,residential,51
r0387_c0419,48.6428752,2.3099937,residential,35
r0387_c0420,48.6428752,2.3120456,residential,10
r0387_c0421,48.6428752,2.3140976,residential,39
r0387_c0422,48.6428752,2.3161495,residential,57
r0387_c0423,48.6428752,2.3182014,residential,60
r0387_c0424,48.6428752,2.3202534,residential,60
r0387_c0425,48.6428752,2.3223053,residential,51
r0387_c0426,48.6428752,2.3243572,residential,47
r0387_c0427,48.6428752,2.3264092,residential,58
r0387_c0428,48.6428752,2.3284611,residential,70
r0387_c0429,48.6428752,2.3305131,residential,56
r0387_c0430,48.6428752,2.332565,residential,62
r0387_c0431,48.6428752,2.3346169,residential,59
r0387_c0432,48.6428752,2.3366689,residential,58
r0387_c0433,48.6428752,2.3387208,residential,63
r0387_c0434,48.6428752,2.3407728,residential,38
r0387_c0435,48.6428752,2.3428247,residential,17
r0387_c0436,48.6428752,2.3448766,residential,11
r0387_c0437,48.6428752,2.3469286,residential,5
r0387_c0438,48.6428752,2.3489805,residential,4
r0387_c0439,48.6428752,2.3510325,residential,8
r0387_c0440,48.6428752,2.3530844,residential,42
r0387_c0441,48.6428752,2.3551363,residential,52
r0387_c0442,48.6428752,2.3571883,residential,19
r0387_c0443,48.6428752,2.3592402,residential,37
r0387_c0444,48.6428752,2.3612922,residential,54
r0387_c0445,48.6428752,2.3633441,commercial,19
r0387_c0446,48.6428752,2.365396,residential,7
r0387_c0447,48.6428752,2.367448,residential,4
r0387_c0456,48.6428752,2.3859154,commercial,6
r0387_c0457,48.6428752,2.3879674,commercial,8
r0387_c0461,48.6428752,2.3961751,industrial,3
r0387_c0462,48.6428752,2.3982271,residential,8
r0387_c0463,48.6428752,2.400279,residential,29
r0387_c0464,48.6428752,2.4023309,residential,12
r0387_c0468,48.6428752,2.4105387,residential,34
r0387_c0469,48.6428752,2.4125906,residential,54
r0387_c0470,48.6428752,2.4146426,residential,58
r0387_c0471,48.6428752,2.4166945,residential,33
r0387_c0473,48.6428752,2.4207984,commercial,7
r0387_c0474,48.6428752,2.4228503,commercial,17
r0387_c0475,48.6428752,2.4249023,commercial,3
r0387_c0477,48.6428752,2.4290061,commercial,6
r0387_c0478,48.6428752,2.4310581,residential,15
r0387_c0479,48.6428752,2.43311,residential,24
r0387_c0481,48.6428752,2.4372139,commercial,28
r0387_c0482,48.6428752,2.4392658,residential,31
r0387_c0483,48.6428752,2.4413178,residential,26
r0387_c0484,48.6428752,2.4433697,residential,3
r0387_c0487,48.6428752,2.4495255,residential,27
r0387_c0488,48.6428752,2.4515775,residential,48
r0387_c0489,48.6428752,2.4536294,residential,58
r0387_c0490,48.6428752,2.4556813,residential,37
r0387_c0491,48.6428752,2.4577333,commercial,8
r0387_c0492,48.6428752,2.4597852,residential,22
r0387_c0493,48.6428752,2.4618372,residential,23
r0387_c0496,48.6428752,2.467993,residential,9
r0387_c0497,48.6428752,2.4700449,residential,34
r0387_c0498,48.6428752,2.4720969,residential,16
r0387_c0513,48.6428752,2.5028759,residential,10
r0387_c0514,48.6428752,2.5049279,residential,33
r0387_c0515,48.6428752,2.5069798,residential,46
r0387_c0516,48.6428752,2.5090318,residential,54
r0387_c0517,48.6428752,2.5110837,residential,35
r0387_c0530,48.6428752,2.5377589,residential,67
r0387_c0531,48.6428752,2.5398108,industrial,18
r0387_c0532,48.6428752,2.5418628,industrial,6
r0387_c0537,48.6428752,2.5521225,industrial,11
r0387_c0540,48.6428752,2.5582783,industrial,3
r0387_c0615,48.6428752,2.7121737,residential,21
r0387_c0616,48.6428752,2.7142257,residential,67
r0387_c0617,48.6428752,2.7162776,residential,30
r0387_c0631,48.6428752,2.7450047,industrial,12
r0387_c0638,48.6428752,2.7593683,residential,4
r0387_c0650,48.6428752,2.7839916,residential,11
r0387_c0657,48.6428752,2.7983551,residential,3
r0387_c0665,48.6428752,2.8147707,industrial,5
r0387_c0666,48.6428752,2.8168226,industrial,5
r0387_c0670,48.6428752,2.8250304,residential,22
r0387_c0671,48.6428752,2.8270823,residential,6
r0387_c0672,48.6428752,2.8291342,residential,24
r0387_c0673,48.6428752,2.8311862,residential,45
r0387_c0674,48.6428752,2.8332381,commercial,17
r0387_c0675,48.6428752,2.83529,residential,41
r0387_c0676,48.6428752,2.837342,residential,33
r0387_c0677,48.6428752,2.8393939,residential,45
r0387_c0678,48.6428752,2.8414459,residential,38
r0387_c0688,48.6428752,2.8619653,residential,10
r0387_c0689,48.6428752,2.8640172,residential,4
r0387_c0690,48.6428752,2.8660691,residential,10
r0387_c0711,48.6428752,2.9091599,residential,8
r0387_c0712,48.6428752,2.9112118,residential,21
r0387_c0713,48.6428752,2.9132637,residential,11
r0387_c0714,48.6428752,2.9153157,residential,11
r0387_c0814,48.6428752,3.1205096,residential,12
r0387_c0815,48.6428752,3.1225615,residential,7
r0387_c0816,48.6428752,3.1246134,residential,4
r0387_c0818,48.6428752,3.1287173,residential,11
r0387_c0838,48.6428752,3.1697561,residential,8
r0387_c0840,48.6428752,3.17386,residential,4
r0387_c0951,48.6428752,3.4016252,residential,3
r0388_c0117,48.6442265,1.6903081,residential,16
r0388_c0118,48.6442265,1.6923601,residential,16
r0388_c0130,48.6442265,1.7169833,residential,4
r0388_c0131,48.6442265,1.7190353,residential,4
r0388_c0143,48.6442265,1.7436585,residential,4
r0388_c0152,48.6442265,1.762126,residential,9
r0388_c0153,48.6442265,1.7641779,residential,8
r0388_c0154,48.6442265,1.7662299,residential,6
r0388_c0170,48.6442265,1.7990609,industrial,10
r0388_c0172,48.6442265,1.8031648,industrial,6
r0388_c0180,48.6442265,1.8195803,residential,4
r0388_c0181,48.6442265,1.8216322,residential,28
r0388_c0182,48.6442265,1.8236841,residential,77
r0388_c0183,48.6442265,1.8257361,residential,55
r0388_c0184,48.6442265,1.827788,residential,40
r0388_c0185,48.6442265,1.82984,residential,35
r0388_c0186,48.6442265,1.8318919,residential,27
r0388_c0187,48.6442265,1.8339438,residential,20
r0388_c0188,48.6442265,1.8359958,residential,28
r0388_c0189,48.6442265,1.8380477,residential,37
r0388_c0190,48.6442265,1.8400997,residential,51
r0388_c0191,48.6442265,1.8421516,residential,7
r0388_c0192,48.6442265,1.8442035,residential,8
r0388_c0193,48.6442265,1.8462555,industrial,5
r0388_c0194,48.6442265,1.8483074,residential,26
r0388_c0195,48.6442265,1.8503594,residential,17
