city,cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,shop_density_km2,office_density,road_density_primary,transit_stop_density,intersection_density,nightlife_density
Chicago,r0239_c0054,41.9720147,-87.841581,Residential,25,133.33,0.0,,,,,1.1585,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0055,41.9720147,-87.8397652,Residential,40,0.0,0.0,,,,,1.1905,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0056,41.9720147,-87.8379493,Residential,17,400.0,0.6667,,,,,0.6396,88.89,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0067,41.9720147,-87.8179747,Residential,28,0.0,0.0,,,,,0.8181,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0073,41.9720147,-87.8070795,Residential,21,177.78,0.75,,,,,0.9219,44.44,0.0,0.0,44.44,88.89,0.0
Chicago,r0239_c0074,41.9720147,-87.8052636,Residential,32,0.0,0.0,,,,,0.723,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0075,41.9720147,-87.8034477,Residential,30,0.0,0.0,,,,,0.469,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0076,41.9720147,-87.8016319,Residential,34,0.0,0.0,,,,,0.9048,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0077,41.9720147,-87.799816,Residential,33,0.0,0.0,,,,,0.5116,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0078,41.9720147,-87.7980001,Residential,33,0.0,0.0,,,,,1.1139,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0239_c0079,41.9720147,-87.7961843,Residential,36,0.0,0.0,,,,,1.2664,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0080,41.9720147,-87.7943684,Residential,30,0.0,0.0,,,,,1.4635,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0081,41.9720147,-87.7925525,Residential,30,0.0,0.0,,,,,1.3786,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0082,41.9720147,-87.7907366,Residential,32,0.0,0.0,,,,,0.4096,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0083,41.9720147,-87.7889208,Residential,35,0.0,0.0,,,,,0.8262,0.0,0.0,0.0,44.44,0.0,0.0
Chicago,r0239_c0084,41.9720147,-87.7871049,Residential,35,0.0,0.0,,,,,1.3492,0.0,0.0,0.0,44.44,0.0,0.0
Chicago,r0239_c0085,41.9720147,-87.785289,Residential,42,0.0,0.0,,,,,1.1838,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0086,41.9720147,-87.7834732,Residential,44,0.0,0.0,,,,,1.4007,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0087,41.9720147,-87.7816573,Residential,37,0.0,0.0,,,,,2.1005,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0088,41.9720147,-87.7798414,Residential,39,0.0,0.0,,,,,2.1859,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0089,41.9720147,-87.7780255,Residential,54,88.89,0.0,,,,,2.3363,88.89,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0090,41.9720147,-87.7762097,Residential,46,0.0,0.0,,,,,0.9348,0.0,0.0,0.0,88.89,44.44,0.0
Chicago,r0239_c0091,41.9720147,-87.7743938,Residential,63,88.89,0.5,,,,,1.8197,44.44,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0092,41.9720147,-87.7725779,Residential,59,88.89,0.0,,,,,2.2723,88.89,0.0,0.0,88.89,88.89,0.0
Chicago,r0239_c0093,41.9720147,-87.7707621,Residential,39,44.44,1.0,,,,,2.4558,0.0,0.0,0.0,0.0,0.0,44.44
Chicago,r0239_c0094,41.9720147,-87.7689462,Residential,30,44.44,0.0,,,,,2.2558,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0239_c0095,41.9720147,-87.7671303,Residential,72,0.0,0.0,,,,,1.3994,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0096,41.9720147,-87.7653145,Mixed-Use,20,0.0,0.0,,,,,1.3001,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0097,41.9720147,-87.7634986,Residential,15,222.22,0.0,,,,,2.1219,0.0,0.0,0.0,88.89,44.44,0.0
Chicago,r0239_c0098,41.9720147,-87.7616827,Residential,36,0.0,0.0,,,,,2.2869,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0099,41.9720147,-87.7598668,Residential,15,133.33,0.0,,,,,2.4031,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0101,41.9720147,-87.7562351,Residential,7,400.0,0.0,,,,,0.9183,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0102,41.9720147,-87.7544192,Residential,30,0.0,0.0,,,,,2.5035,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0103,41.9720147,-87.7526034,Residential,35,0.0,0.0,,,,,2.2306,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0239_c0104,41.9720147,-87.7507875,Residential,45,0.0,0.0,,,,,2.2428,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0105,41.9720147,-87.7489716,Residential,51,0.0,0.0,,,,,1.9562,0.0,0.0,0.0,88.89,0.0,0.0
Chicago,r0239_c0107,41.9720147,-87.7453399,Residential,12,177.78,0.25,,,,,1.9219,88.89,0.0,0.0,0.0,177.78,0.0
Chicago,r0239_c0108,41.9720147,-87.743524,Residential,44,0.0,0.0,,,,,2.5576,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0109,41.9720147,-87.7417081,Residential,50,0.0,0.0,,,,,2.0947,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0110,41.9720147,-87.7398923,Residential,31,44.44,0.0,,,,,1.5518,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0111,41.9720147,-87.7380764,Residential,20,88.89,0.0,,,,,2.0087,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0112,41.9720147,-87.7362605,Residential,42,0.0,0.0,,,,,0.6442,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0113,41.9720147,-87.7344446,Residential,44,0.0,0.0,,,,,0.42,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0114,41.9720147,-87.7326288,Residential,41,0.0,0.0,,,,,2.0222,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0115,41.9720147,-87.7308129,Residential,33,44.44,0.0,,,,,2.707,0.0,0.0,0.0,0.0,133.33,0.0
Chicago,r0239_c0116,41.9720147,-87.728997,Residential,26,222.22,0.2,,,,,1.222,0.0,0.0,0.0,44.44,88.89,0.0
Chicago,r0239_c0117,41.9720147,-87.7271812,Residential,33,88.89,0.0,,,,,2.5595,0.0,0.0,0.0,44.44,44.44,0.0
Chicago,r0239_c0118,41.9720147,-87.7253653,Residential,21,44.44,0.0,,,,,1.4911,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0239_c0119,41.9720147,-87.7235494,Residential,37,0.0,0.0,,,,,1.2137,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0120,41.9720147,-87.7217335,Residential,40,0.0,0.0,,,,,2.0935,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0121,41.9720147,-87.7199177,Residential,42,0.0,0.0,,,,,1.4944,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0239_c0122,41.9720147,-87.7181018,Residential,37,0.0,0.0,,,,,1.3309,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0123,41.9720147,-87.7162859,Residential,40,0.0,0.0,,,,,1.9208,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0124,41.9720147,-87.7144701,Residential,58,0.0,0.0,,,,,2.1904,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0125,41.9720147,-87.7126542,Residential,27,133.33,0.0,,,,,0.8105,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0126,41.9720147,-87.7108383,Residential,68,133.33,0.0,,,,,1.0762,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0127,41.9720147,-87.7090224,Residential,43,0.0,0.0,,,,,1.9236,0.0,0.0,0.0,88.89,88.89,0.0
Chicago,r0239_c0128,41.9720147,-87.7072066,Residential,78,44.44,0.0,,,,,1.9108,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0129,41.9720147,-87.7053907,Residential,18,133.33,0.0,,,,,1.6497,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0131,41.9720147,-87.701759,Residential,36,88.89,0.0,,,,,1.2733,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0132,41.9720147,-87.6999431,Residential,39,0.0,0.0,,,,,0.8119,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0133,41.9720147,-87.6981272,Residential,44,0.0,0.0,,,,,2.3845,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0134,41.9720147,-87.6963113,Residential,67,0.0,0.0,,,,,1.9252,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0135,41.9720147,-87.6944955,Residential,57,0.0,0.0,,,,,1.156,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0136,41.9720147,-87.6926796,Residential,57,0.0,0.0,,,,,1.9442,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0137,41.9720147,-87.6908637,Residential,79,88.89,1.0,,,,,2.6749,0.0,0.0,0.0,177.78,88.89,0.0
Chicago,r0239_c0138,41.9720147,-87.6890479,Residential,121,44.44,0.0,,,,,1.9017,44.44,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0139,41.9720147,-87.687232,Residential,40,44.44,0.0,,,,,2.7836,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0140,41.9720147,-87.6854161,Residential,53,44.44,0.0,,,,,2.1352,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0141,41.9720147,-87.6836002,Residential,44,0.0,0.0,,,,,2.6668,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0142,41.9720147,-87.6817844,Residential,35,88.89,0.0,,,,,2.6087,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0143,41.9720147,-87.6799685,Residential,58,222.22,0.2,,,,,2.4642,0.0,0.0,0.0,177.78,88.89,0.0
Chicago,r0239_c0144,41.9720147,-87.6781526,Residential,69,0.0,0.0,,,,,1.4339,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0145,41.9720147,-87.6763368,Residential,241,0.0,0.0,,,,,1.3261,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0146,41.9720147,-87.6745209,Residential,42,133.33,0.0,,,,,0.1206,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0147,41.9720147,-87.672705,Residential,66,0.0,0.0,,,,,1.8106,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0148,41.9720147,-87.6708891,Residential,33,0.0,0.0,,,,,2.9996,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0149,41.9720147,-87.6690733,Residential,71,88.89,0.0,,,,,1.3799,44.44,0.0,0.0,0.0,88.89,0.0
Chicago,r0239_c0150,41.9720147,-87.6672574,Mixed-Use,18,577.78,0.1538,,,,,2.8895,177.78,88.89,0.0,177.78,88.89,44.44
Chicago,r0239_c0151,41.9720147,-87.6654415,Residential,30,0.0,0.0,,,,,2.2603,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0152,41.9720147,-87.6636257,Residential,27,44.44,0.0,,,,,1.0759,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0153,41.9720147,-87.6618098,Residential,19,133.33,0.0,,,,,2.2082,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0154,41.9720147,-87.6599939,Mixed-Use,26,533.33,0.1667,,,,,2.2798,88.89,0.0,0.0,88.89,177.78,0.0
Chicago,r0239_c0155,41.9720147,-87.658178,Residential,105,177.78,0.25,,,,,1.9592,44.44,0.0,0.0,0.0,133.33,0.0
Chicago,r0239_c0156,41.9720147,-87.6563622,Residential,117,266.67,0.0,,,,,1.353,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0239_c0157,41.9720147,-87.6545463,Residential,84,266.67,0.0,,,,,1.1184,0.0,0.0,0.0,88.89,133.33,0.0
Chicago,r0239_c0158,41.9720147,-87.6527304,Residential,249,0.0,0.0,,,,,0.2669,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0239_c0159,41.9720147,-87.6509146,Residential,219,577.78,0.0,,,,,0.0625,0.0,0.0,0.0,177.78,44.44,0.0
Chicago,r0240_c0037,41.9733661,-87.8724509,Commercial,5,400.0,0.0,,,,,0.9183,0.0,0.0,0.0,222.22,444.44,0.0
Chicago,r0240_c0038,41.9733661,-87.870635,Commercial,4,622.22,0.2143,,,,,0.7219,44.44,0.0,0.0,0.0,533.33,0.0
Chicago,r0240_c0039,41.9733661,-87.8688191,Mixed-Use,10,1733.33,0.2051,,,,,1.88,933.33,88.89,0.0,0.0,177.78,0.0
Chicago,r0240_c0040,41.9733661,-87.8670032,Commercial,7,6488.89,0.1233,,,,,1.5567,4577.78,44.44,0.0,88.89,444.44,0.0
Chicago,r0240_c0041,41.9733661,-87.8651874,Commercial,5,533.33,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,1022.22,44.44
Chicago,r0240_c0042,41.9733661,-87.8633715,Commercial,3,533.33,0.4167,,,,,2.3219,0.0,44.44,0.0,266.67,800.0,44.44
Chicago,r0240_c0052,41.9733661,-87.8452128,Residential,234,44.44,0.0,,,,,0.1527,0.0,0.0,0.0,88.89,133.33,0.0
Chicago,r0240_c0053,41.9733661,-87.8433969,Residential,115,88.89,0.0,,,,,0.7781,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0054,41.9733661,-87.841581,Residential,40,177.78,0.0,,,,,0.7283,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0055,41.9733661,-87.8397652,Residential,30,0.0,0.0,,,,,1.1247,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0056,41.9733661,-87.8379493,Residential,14,177.78,0.0,,,,,1.0763,44.44,44.44,0.0,44.44,133.33,0.0
Chicago,r0240_c0060,41.9733661,-87.8306858,Residential,12,0.0,0.0,,,,,0.7642,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0061,41.9733661,-87.8288699,Residential,14,0.0,0.0,,,,,0.3912,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0062,41.9733661,-87.8270541,Residential,7,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0066,41.9733661,-87.8197906,Residential,5,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0067,41.9733661,-87.8179747,Residential,23,133.33,0.3333,,,,,1.4346,0.0,0.0,0.0,0.0,88.89,44.44
Chicago,r0240_c0073,41.9733661,-87.8070795,Residential,23,222.22,0.2,,,,,1.6258,177.78,0.0,0.0,44.44,133.33,0.0
Chicago,r0240_c0074,41.9733661,-87.8052636,Residential,29,0.0,0.0,,,,,0.7538,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0075,41.9733661,-87.8034477,Residential,31,0.0,0.0,,,,,0.2164,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0076,41.9733661,-87.8016319,Residential,37,0.0,0.0,,,,,1.1295,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0077,41.9733661,-87.799816,Residential,39,0.0,0.0,,,,,1.0383,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0078,41.9733661,-87.7980001,Residential,42,0.0,0.0,,,,,1.9169,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0079,41.9733661,-87.7961843,Residential,39,0.0,0.0,,,,,2.0805,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0080,41.9733661,-87.7943684,Residential,42,0.0,0.0,,,,,1.8832,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0081,41.9733661,-87.7925525,Residential,37,0.0,0.0,,,,,1.7354,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0082,41.9733661,-87.7907366,Residential,34,0.0,0.0,,,,,1.4766,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0083,41.9733661,-87.7889208,Residential,34,0.0,0.0,,,,,1.4815,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0084,41.9733661,-87.7871049,Residential,33,0.0,0.0,,,,,1.4178,0.0,0.0,0.0,88.89,44.44,0.0
Chicago,r0240_c0085,41.9733661,-87.785289,Residential,32,0.0,0.0,,,,,1.6284,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0086,41.9733661,-87.7834732,Residential,43,0.0,0.0,,,,,1.7498,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0087,41.9733661,-87.7816573,Residential,63,0.0,0.0,,,,,1.9702,0.0,0.0,0.0,44.44,0.0,0.0
Chicago,r0240_c0088,41.9733661,-87.7798414,Residential,23,44.44,0.0,,,,,1.9714,44.44,0.0,0.0,44.44,88.89,0.0
Chicago,r0240_c0089,41.9733661,-87.7780255,Residential,53,133.33,0.0,,,,,1.9384,44.44,0.0,0.0,88.89,88.89,0.0
Chicago,r0240_c0090,41.9733661,-87.7762097,Residential,33,44.44,0.0,,,,,2.066,44.44,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0091,41.9733661,-87.7743938,Residential,36,0.0,0.0,,,,,1.5561,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0092,41.9733661,-87.7725779,Residential,38,0.0,0.0,,,,,1.5917,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0093,41.9733661,-87.7707621,Residential,41,0.0,0.0,,,,,0.7338,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0094,41.9733661,-87.7689462,Mixed-Use,13,0.0,0.0,,,,,1.1819,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0095,41.9733661,-87.7671303,Mixed-Use,15,0.0,0.0,,,,,0.8684,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0096,41.9733661,-87.7653145,Residential,21,133.33,0.0,,,,,1.88,0.0,0.0,0.0,88.89,44.44,0.0
Chicago,r0240_c0097,41.9733661,-87.7634986,Residential,42,0.0,0.0,,,,,2.3551,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0098,41.9733661,-87.7616827,Residential,51,0.0,0.0,,,,,2.3168,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0099,41.9733661,-87.7598668,Residential,52,0.0,0.0,,,,,1.9708,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0100,41.9733661,-87.758051,Residential,46,0.0,0.0,,,,,2.503,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0101,41.9733661,-87.7562351,Residential,45,0.0,0.0,,,,,1.92,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0102,41.9733661,-87.7544192,Residential,44,0.0,0.0,,,,,2.4345,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0103,41.9733661,-87.7526034,Residential,41,0.0,0.0,,,,,2.2943,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0104,41.9733661,-87.7507875,Residential,50,0.0,0.0,,,,,1.6778,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0105,41.9733661,-87.7489716,Residential,49,355.56,0.375,,,,,3.3519,88.89,0.0,0.0,0.0,177.78,0.0
Chicago,r0240_c0106,41.9733661,-87.7471557,Residential,7,355.56,0.375,,,,,2.6635,88.89,0.0,0.0,88.89,355.56,0.0
Chicago,r0240_c0108,41.9733661,-87.743524,Residential,24,133.33,0.0,,,,,1.9717,44.44,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0109,41.9733661,-87.7417081,Residential,42,88.89,0.0,,,,,2.7166,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0110,41.9733661,-87.7398923,Residential,25,0.0,0.0,,,,,1.0398,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0111,41.9733661,-87.7380764,Residential,26,44.44,0.0,,,,,1.21,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0112,41.9733661,-87.7362605,Residential,37,0.0,0.0,,,,,1.7546,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0113,41.9733661,-87.7344446,Residential,42,0.0,0.0,,,,,0.7703,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0114,41.9733661,-87.7326288,Residential,33,266.67,0.0,,,,,2.3397,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0115,41.9733661,-87.7308129,Mixed-Use,4,488.89,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0117,41.9733661,-87.7271812,Commercial,13,133.33,0.0,,,,,2.1133,44.44,0.0,0.0,88.89,44.44,0.0
Chicago,r0240_c0118,41.9733661,-87.7253653,Residential,29,88.89,0.0,,,,,2.8087,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0119,41.9733661,-87.7235494,Residential,36,0.0,0.0,,,,,1.3718,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0120,41.9733661,-87.7217335,Residential,36,222.22,0.0,,,,,2.0624,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0121,41.9733661,-87.7199177,Residential,38,177.78,0.0,,,,,1.943,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0122,41.9733661,-87.7181018,Residential,27,44.44,0.0,,,,,2.6022,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0123,41.9733661,-87.7162859,Residential,37,0.0,0.0,,,,,2.0216,0.0,0.0,0.0,0.0,133.33,0.0
Chicago,r0240_c0124,41.9733661,-87.7144701,Residential,63,0.0,0.0,,,,,2.0762,0.0,0.0,0.0,88.89,0.0,0.0
Chicago,r0240_c0125,41.9733661,-87.7126542,Mixed-Use,4,88.89,0.0,,,,,1.9585,0.0,0.0,0.0,88.89,44.44,0.0
Chicago,r0240_c0126,41.9733661,-87.7108383,Residential,30,44.44,0.0,,,,,1.3863,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0127,41.9733661,-87.7090224,Residential,31,0.0,0.0,,,,,2.2755,0.0,0.0,0.0,88.89,133.33,0.0
Chicago,r0240_c0128,41.9733661,-87.7072066,Residential,55,0.0,0.0,,,,,1.9337,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0129,41.9733661,-87.7053907,Mixed-Use,3,888.89,0.0,,,,,2.4138,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0131,41.9733661,-87.701759,Residential,13,311.11,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0132,41.9733661,-87.6999431,Residential,45,0.0,0.0,,,,,2.2561,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0133,41.9733661,-87.6981272,Residential,46,0.0,0.0,,,,,1.6229,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0134,41.9733661,-87.6963113,Residential,51,0.0,0.0,,,,,1.2551,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0135,41.9733661,-87.6944955,Residential,49,0.0,0.0,,,,,1.8259,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0136,41.9733661,-87.6926796,Residential,53,133.33,0.6667,,,,,2.2648,0.0,0.0,0.0,88.89,88.89,44.44
Chicago,r0240_c0137,41.9733661,-87.6908637,Residential,88,44.44,1.0,,,,,2.3061,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0138,41.9733661,-87.6890479,Residential,57,88.89,0.0,,,,,2.9129,44.44,0.0,0.0,177.78,88.89,0.0
Chicago,r0240_c0139,41.9733661,-87.687232,Residential,46,0.0,0.0,,,,,2.5069,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0140,41.9733661,-87.6854161,Residential,67,44.44,0.0,,,,,2.5519,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0141,41.9733661,-87.6836002,Residential,4,400.0,0.0,,,,,1.5195,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0144,41.9733661,-87.6781526,Residential,50,0.0,0.0,,,,,1.8277,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0145,41.9733661,-87.6763368,Residential,48,0.0,0.0,,,,,1.9979,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0240_c0146,41.9733661,-87.6745209,Residential,79,0.0,0.0,,,,,1.1134,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0147,41.9733661,-87.672705,Residential,88,0.0,0.0,,,,,2.0568,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0148,41.9733661,-87.6708891,Commercial,25,311.11,0.0,,,,,2.4161,0.0,0.0,0.0,0.0,88.89,0.0
Chicago,r0240_c0149,41.9733661,-87.6690733,Residential,36,311.11,0.0,,,,,2.6735,88.89,0.0,0.0,0.0,88.89,44.44
Chicago,r0240_c0150,41.9733661,-87.6672574,Residential,63,311.11,0.2857,,,,,2.4694,177.78,0.0,0.0,177.78,44.44,88.89
Chicago,r0240_c0151,41.9733661,-87.6654415,Residential,80,0.0,0.0,,,,,2.0732,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0152,41.9733661,-87.6636257,Residential,67,0.0,0.0,,,,,1.416,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0153,41.9733661,-87.6618098,Residential,100,0.0,0.0,,,,,1.3562,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0154,41.9733661,-87.6599939,Residential,31,1422.22,0.2812,,,,,1.3649,533.33,88.89,0.0,177.78,88.89,0.0
Chicago,r0240_c0155,41.9733661,-87.658178,Residential,44,2311.11,0.2115,,,,,2.8087,488.89,0.0,0.0,177.78,88.89,0.0
Chicago,r0240_c0156,41.9733661,-87.6563622,Residential,29,2488.89,0.1786,,,,,2.0487,444.44,133.33,0.0,0.0,44.44,0.0
Chicago,r0240_c0157,41.9733661,-87.6545463,Residential,45,533.33,0.25,,,,,1.9678,0.0,0.0,0.0,88.89,88.89,0.0
Chicago,r0240_c0158,41.9733661,-87.6527304,Residential,32,266.67,0.0,,,,,0.9574,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,r0240_c0159,41.9733661,-87.6509146,Residential,775,1333.33,0.0,,,,,0.0938,0.0,0.0,0.0,88.89,44.44,0.0
Chicago,r0241_c0052,41.9747174,-87.8452128,Residential,153,0.0,0.0,,,,,0.7361,0.0,0.0,0.0,44.44,0.0,0.0
Chicago,r0241_c0053,41.9747174,-87.8433969,Residential,83,0.0,0.0,,,,,0.6118,0.0,0.0,0.0,0.0,44.44,0.0
Chicago,r0241_c0054,41.9747174,-87.841581,Residential,79,44.44,0.0,,,,,0.5917,0.0,0.0,0.0,0.0,0.0,0.0
