city,cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,shop_density_km2,office_density,road_density_primary,transit_stop_density,intersection_density,nightlife_density
Philadelphia,r0074_c0012,39.9744519,-75.2536911,Residential,83,133.33,0.0,2.2,1923,139077.0,59.0,0.9842,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0013,39.9744519,-75.2519271,Residential,117,0.0,0.0,2.0,1921,153550.0,122.0,0.3256,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0014,39.9744519,-75.250163,Residential,91,0.0,0.0,2.0,1924,144960.0,97.0,0.5747,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0015,39.9744519,-75.248399,Residential,94,0.0,0.0,2.0,1926,121810.0,82.0,0.7418,0.0,0.0,12.16,0.0,0.0,0.0
Philadelphia,r0074_c0016,39.9744519,-75.2466349,Residential,107,0.0,0.0,2.0,1925,163584.0,112.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0017,39.9744519,-75.2448708,Residential,88,0.0,0.0,2.4,1920,169280.0,88.0,1.7409,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0018,39.9744519,-75.2431068,Residential,99,0.0,0.0,2.0,1925,153218.0,110.0,0.3328,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0019,39.9744519,-75.2413427,Residential,102,44.44,0.0,2.0,1924,129556.0,100.0,0.3378,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0020,39.9744519,-75.2395787,Residential,118,0.0,0.0,2.0,1925,137920.0,111.0,0.4462,0.0,0.0,4.77,0.0,44.44,0.0
Philadelphia,r0074_c0021,39.9744519,-75.2378146,Residential,113,44.44,0.0,1.5,1923,134830.0,113.0,0.4417,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0022,39.9744519,-75.2360506,Residential,105,177.78,0.0,1.1,1922,263888.0,86.0,1.4894,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0023,39.9744519,-75.2342865,Residential,178,0.0,0.0,1.1,1922,133589.0,171.0,0.1895,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0024,39.9744519,-75.2325224,Residential,152,0.0,0.0,1.7,1924,173927.0,158.0,0.0825,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0025,39.9744519,-75.2307584,Residential,139,0.0,0.0,2.0,1925,181874.0,146.0,0.3686,0.0,0.0,8.32,0.0,88.89,0.0
Philadelphia,r0074_c0026,39.9744519,-75.2289943,Residential,98,0.0,0.0,2.0,1923,159129.0,103.0,1.5655,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0027,39.9744519,-75.2272303,Residential,100,266.67,0.0,2.2,1927,165558.0,116.0,0.2102,44.44,0.0,12.11,0.0,44.44,0.0
Philadelphia,r0074_c0028,39.9744519,-75.2254662,Residential,86,133.33,0.0,2.3,1927,100774.0,85.0,0.9789,0.0,0.0,9.85,0.0,0.0,0.0
Philadelphia,r0074_c0029,39.9744519,-75.2237022,Commercial,83,44.44,0.0,2.3,1925,88229.0,83.0,0.9588,0.0,0.0,11.27,0.0,133.33,0.0
Philadelphia,r0074_c0030,39.9744519,-75.2219381,Residential,80,266.67,0.0,2.1,1927,115460.0,82.0,0.9736,0.0,0.0,2.35,0.0,0.0,0.0
Philadelphia,r0074_c0031,39.9744519,-75.220174,Industrial,55,133.33,0.0,2.0,1925,79292.0,58.0,1.1712,44.44,0.0,13.27,44.44,44.44,0.0
Philadelphia,r0074_c0032,39.9744519,-75.21841,Industrial,43,44.44,0.0,2.0,1928,35249.0,49.0,1.3493,44.44,0.0,17.91,0.0,133.33,0.0
Philadelphia,r0074_c0036,39.9744519,-75.2113538,Residential,58,44.44,0.0,2.8,1920,98062.0,39.0,1.2899,0.0,0.0,0.0,0.0,88.89,0.0
Philadelphia,r0074_c0037,39.9744519,-75.2095897,Residential,85,44.44,0.0,2.7,1941,109029.0,79.0,1.0728,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0038,39.9744519,-75.2078256,Residential,66,44.44,0.0,2.7,1918,85610.0,74.0,1.0046,0.0,0.0,3.75,0.0,0.0,0.0
Philadelphia,r0074_c0039,39.9744519,-75.2060616,Residential,60,133.33,0.0,2.7,1927,137360.0,66.0,1.5307,0.0,0.0,5.53,88.89,44.44,0.0
Philadelphia,r0074_c0040,39.9744519,-75.2042975,Commercial,15,311.11,0.1429,3.0,1916,63159.0,24.0,0.9752,0.0,0.0,0.0,88.89,133.33,0.0
Philadelphia,r0074_c0041,39.9744519,-75.2025335,Mixed-Use,29,44.44,0.0,2.8,1941,225274.0,27.0,0.7855,0.0,0.0,0.0,44.44,88.89,0.0
Philadelphia,r0074_c0042,39.9744519,-75.2007694,Residential,58,44.44,0.0,3.0,1926,68187.0,48.0,1.3829,0.0,0.0,0.0,44.44,0.0,0.0
Philadelphia,r0074_c0043,39.9744519,-75.1990054,Residential,15,933.33,0.0,3.0,1923,39976.0,29.0,1.5113,44.44,0.0,0.0,88.89,266.67,0.0
Philadelphia,r0074_c0050,39.9744519,-75.186657,Residential,67,444.44,0.0,2.3,1961,25432.0,25.0,0.6265,0.0,0.0,0.0,88.89,44.44,0.0
Philadelphia,r0074_c0051,39.9744519,-75.1848929,Residential,165,88.89,0.5,2.3,1928,225785.0,162.0,1.0926,88.89,0.0,6.0,44.44,44.44,0.0
Philadelphia,r0074_c0052,39.9744519,-75.1831288,Commercial,105,488.89,0.6364,2.3,1927,234833.0,122.0,1.9646,88.89,0.0,34.26,88.89,44.44,0.0
Philadelphia,r0074_c0053,39.9744519,-75.1813648,Commercial,131,444.44,0.6,2.3,1945,246614.0,125.0,1.3816,44.44,0.0,0.0,133.33,44.44,44.44
Philadelphia,r0074_c0054,39.9744519,-75.1796007,Residential,92,577.78,0.3846,2.2,1976,266745.0,107.0,0.9379,88.89,0.0,42.33,88.89,44.44,88.89
Philadelphia,r0074_c0055,39.9744519,-75.1778367,Residential,38,133.33,0.0,2.9,1973,177625.0,46.0,0.7094,44.44,0.0,0.0,44.44,88.89,0.0
Philadelphia,r0074_c0056,39.9744519,-75.1760726,Residential,71,311.11,0.0,2.1,1947,125114.0,74.0,0.9291,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0057,39.9744519,-75.1743086,Residential,61,88.89,0.0,2.4,1935,96032.0,63.0,0.1237,0.0,0.0,14.88,0.0,44.44,0.0
Philadelphia,r0074_c0058,39.9744519,-75.1725445,Residential,16,133.33,0.0,2.3,1941,35149.0,22.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0061,39.9744519,-75.1672523,Residential,103,88.89,0.0,2.5,1952,57552.0,64.0,0.7945,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0062,39.9744519,-75.1654883,Residential,156,44.44,0.0,2.5,1949,201094.0,150.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0063,39.9744519,-75.1637242,Residential,124,133.33,0.0,2.6,1984,249373.0,153.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0064,39.9744519,-75.1619602,Residential,83,133.33,0.0,2.4,1967,134454.0,84.0,1.3725,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0065,39.9744519,-75.1601961,Residential,41,311.11,0.0,2.8,1975,318476.0,51.0,0.7139,88.89,0.0,0.0,0.0,88.89,44.44
Philadelphia,r0074_c0067,39.9744519,-75.156668,Residential,39,177.78,0.0,2.0,1968,80638.0,12.0,0.9035,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0068,39.9744519,-75.1549039,Residential,78,44.44,0.0,2.0,1948,109572.0,82.0,-0.0,0.0,0.0,38.22,0.0,177.78,0.0
Philadelphia,r0074_c0069,39.9744519,-75.1531399,Residential,36,177.78,0.0,2.0,1945,135583.0,59.0,0.9981,0.0,0.0,42.38,0.0,88.89,0.0
Philadelphia,r0074_c0070,39.9744519,-75.1513758,Residential,4,222.22,0.0,2.0,1965,72179.0,4.0,0.2698,0.0,0.0,0.0,0.0,133.33,0.0
Philadelphia,r0074_c0071,39.9744519,-75.1496118,Residential,35,44.44,0.0,2.8,1981,160855.0,14.0,0.8113,0.0,0.0,0.0,0.0,88.89,0.0
Philadelphia,r0074_c0072,39.9744519,-75.1478477,Residential,113,88.89,1.0,2.0,1992,178643.0,107.0,0.9466,44.44,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0073,39.9744519,-75.1460836,Residential,54,577.78,0.0,1.9,1988,160121.0,58.0,0.9552,44.44,0.0,14.95,0.0,0.0,0.0
Philadelphia,r0074_c0074,39.9744519,-75.1443196,Industrial,29,44.44,0.0,2.9,1962,332256.0,35.0,1.4728,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0075,39.9744519,-75.1425555,Residential,114,44.44,1.0,2.9,1927,234942.0,123.0,1.0797,0.0,0.0,0.0,0.0,133.33,0.0
Philadelphia,r0074_c0076,39.9744519,-75.1407915,Industrial,45,444.44,0.1,2.7,1959,129554.0,36.0,1.2672,0.0,0.0,0.0,0.0,133.33,44.44
Philadelphia,r0074_c0077,39.9744519,-75.1390274,Residential,147,444.44,0.0,2.1,1973,293332.0,119.0,1.7528,0.0,0.0,0.0,44.44,88.89,0.0
Philadelphia,r0074_c0078,39.9744519,-75.1372634,Residential,112,88.89,0.0,2.0,1967,250658.0,143.0,1.4073,0.0,0.0,94.97,0.0,0.0,0.0
Philadelphia,r0074_c0079,39.9744519,-75.1354993,Residential,41,311.11,0.1429,2.7,2004,87546.0,38.0,0.4741,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0080,39.9744519,-75.1337352,Commercial,85,133.33,0.3333,2.2,1968,281479.0,82.0,1.5012,44.44,0.0,0.0,44.44,177.78,0.0
Philadelphia,r0074_c0081,39.9744519,-75.1319712,Residential,123,88.89,0.5,2.3,1946,229098.0,109.0,1.6328,0.0,0.0,0.0,0.0,222.22,0.0
Philadelphia,r0074_c0082,39.9744519,-75.1302071,Residential,137,88.89,0.0,1.5,1918,274674.0,166.0,0.7566,0.0,0.0,11.32,0.0,88.89,0.0
Philadelphia,r0074_c0083,39.9744519,-75.1284431,Residential,121,0.0,0.0,2.2,1919,124027.0,98.0,0.0273,0.0,0.0,6.06,0.0,88.89,0.0
Philadelphia,r0074_c0084,39.9744519,-75.126679,Residential,140,0.0,0.0,2.4,1930,204398.0,142.0,0.0002,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0074_c0085,39.9744519,-75.124915,Residential,197,44.44,1.0,2.3,1922,236595.0,187.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0074_c0086,39.9744519,-75.1231509,Residential,130,177.78,0.0,2.3,1918,194601.0,139.0,0.6565,0.0,0.0,0.0,0.0,88.89,0.0
Philadelphia,r0074_c0087,39.9744519,-75.1213868,Residential,20,133.33,1.0,2.2,1881,38662.0,48.0,0.6039,0.0,0.0,0.0,0.0,177.78,0.0
Philadelphia,r0074_c0088,39.9744519,-75.1196228,Commercial,3,266.67,0.0,,1990,138762.0,3.0,-0.0,177.78,0.0,5.54,0.0,177.78,0.0
Philadelphia,r0074_c0089,39.9744519,-75.1178587,Residential,17,0.0,0.0,2.9,1901,24928.0,17.0,0.8078,0.0,0.0,17.46,88.89,88.89,0.0
Philadelphia,r0075_c0001,39.9758032,-75.2730958,Residential,93,88.89,0.0,2.0,1949,99680.0,89.0,-0.0,0.0,0.0,14.59,0.0,0.0,0.0
Philadelphia,r0075_c0002,39.9758032,-75.2713317,Residential,81,0.0,0.0,2.0,1949,81871.0,73.0,-0.0,0.0,0.0,0.0,88.89,44.44,0.0
Philadelphia,r0075_c0003,39.9758032,-75.2695676,Residential,110,0.0,0.0,2.0,1949,141356.0,121.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0004,39.9758032,-75.2678036,Residential,45,44.44,0.0,2.0,1949,77056.0,61.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0005,39.9758032,-75.2660395,Residential,38,0.0,0.0,2.0,1949,146624.0,18.0,-0.0,0.0,0.0,0.0,88.89,44.44,0.0
Philadelphia,r0075_c0006,39.9758032,-75.2642755,Residential,32,44.44,0.0,2.0,1950,212180.0,49.0,1.2364,0.0,0.0,0.0,0.0,88.89,0.0
Philadelphia,r0075_c0007,39.9758032,-75.2625114,Residential,71,0.0,0.0,2.0,1949,72444.0,60.0,0.1705,0.0,0.0,0.0,0.0,88.89,0.0
Philadelphia,r0075_c0008,39.9758032,-75.2607474,Residential,50,0.0,0.0,2.0,1950,102282.0,61.0,0.582,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0011,39.9758032,-75.2554552,Residential,52,0.0,0.0,2.0,1939,27974.0,23.0,0.3722,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0012,39.9758032,-75.2536911,Residential,112,0.0,0.0,2.0,1923,137242.0,111.0,0.8223,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0013,39.9758032,-75.2519271,Residential,118,0.0,0.0,2.0,1914,171273.0,142.0,0.1233,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0014,39.9758032,-75.250163,Residential,58,0.0,0.0,2.0,1922,136774.0,53.0,0.8324,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0015,39.9758032,-75.248399,Residential,77,0.0,0.0,2.2,1928,341011.0,75.0,0.8415,0.0,0.0,4.84,0.0,0.0,0.0
Philadelphia,r0075_c0016,39.9758032,-75.2466349,Residential,47,0.0,0.0,3.0,1925,137163.0,51.0,0.0772,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0017,39.9758032,-75.2448708,Residential,78,44.44,0.0,2.2,1926,131944.0,52.0,2.1671,0.0,0.0,0.0,88.89,88.89,0.0
Philadelphia,r0075_c0018,39.9758032,-75.2431068,Residential,101,133.33,0.0,2.0,1925,177945.0,110.0,1.3999,0.0,0.0,0.0,88.89,0.0,0.0
Philadelphia,r0075_c0019,39.9758032,-75.2413427,Residential,100,88.89,0.0,2.0,1924,153089.0,99.0,0.9993,0.0,0.0,0.0,88.89,88.89,0.0
Philadelphia,r0075_c0020,39.9758032,-75.2395787,Residential,98,0.0,0.0,2.0,1926,154305.0,90.0,1.621,0.0,0.0,10.93,88.89,44.44,0.0
Philadelphia,r0075_c0021,39.9758032,-75.2378146,Residential,80,222.22,0.0,1.4,1922,134328.0,84.0,0.8488,0.0,0.0,0.0,133.33,44.44,0.0
Philadelphia,r0075_c0022,39.9758032,-75.2360506,Residential,113,0.0,0.0,1.1,1924,161009.0,117.0,0.9148,0.0,0.0,0.0,88.89,0.0,0.0
Philadelphia,r0075_c0023,39.9758032,-75.2342865,Residential,128,44.44,0.0,1.1,1919,182219.0,137.0,0.554,0.0,0.0,25.02,0.0,0.0,0.0
Philadelphia,r0075_c0024,39.9758032,-75.2325224,Residential,114,0.0,0.0,1.9,1925,142701.0,102.0,0.2978,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0025,39.9758032,-75.2307584,Residential,105,44.44,0.0,2.0,1925,139688.0,109.0,0.2724,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0026,39.9758032,-75.2289943,Residential,57,177.78,0.0,2.0,1925,100842.0,77.0,1.5189,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0027,39.9758032,-75.2272303,Mixed-Use,61,177.78,0.0,2.3,1924,210473.0,64.0,1.3025,0.0,0.0,4.9,0.0,44.44,0.0
Philadelphia,r0075_c0028,39.9758032,-75.2254662,Commercial,54,0.0,0.0,1.9,1920,96992.0,47.0,0.9993,0.0,0.0,19.38,0.0,0.0,0.0
Philadelphia,r0075_c0029,39.9758032,-75.2237022,Industrial,35,0.0,0.0,1.9,1924,132310.0,34.0,1.5214,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0030,39.9758032,-75.2219381,Industrial,11,88.89,0.0,2.0,1930,98887.0,20.0,1.2586,44.44,0.0,0.0,88.89,88.89,0.0
Philadelphia,r0075_c0035,39.9758032,-75.2131178,Industrial,20,0.0,0.0,3.0,1927,136980.0,8.0,0.2346,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0036,39.9758032,-75.2113538,Residential,94,88.89,0.0,2.2,1923,143635.0,78.0,1.0682,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0037,39.9758032,-75.2095897,Residential,76,44.44,0.0,2.9,1922,197136.0,94.0,1.075,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0038,39.9758032,-75.2078256,Residential,13,88.89,0.0,3.0,1938,189800.0,23.0,0.8269,0.0,0.0,4.41,0.0,444.44,0.0
Philadelphia,r0075_c0050,39.9758032,-75.186657,Mixed-Use,54,266.67,0.1667,2.2,1957,60769.0,21.0,1.0226,88.89,0.0,0.0,44.44,177.78,0.0
Philadelphia,r0075_c0051,39.9758032,-75.1848929,Residential,177,44.44,0.0,2.1,1943,264732.0,171.0,1.393,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0052,39.9758032,-75.1831288,Residential,175,44.44,0.0,2.2,1940,191280.0,161.0,0.3631,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0053,39.9758032,-75.1813648,Residential,139,44.44,0.0,2.0,1943,192302.0,156.0,0.4886,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0054,39.9758032,-75.1796007,Residential,97,266.67,0.1667,2.1,1952,185231.0,106.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0055,39.9758032,-75.1778367,Residential,133,88.89,0.0,2.0,1926,219338.0,119.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0056,39.9758032,-75.1760726,Residential,134,0.0,0.0,2.2,1947,175074.0,141.0,1.1014,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0057,39.9758032,-75.1743086,Mixed-Use,58,88.89,0.0,2.1,1975,332104.0,82.0,0.9983,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0058,39.9758032,-75.1725445,Residential,78,88.89,0.0,2.4,1943,114171.0,81.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0059,39.9758032,-75.1707804,Residential,67,0.0,0.0,2.7,1976,210866.0,64.0,0.115,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0060,39.9758032,-75.1690164,Commercial,41,88.89,0.0,3.0,1950,160046.0,49.0,0.9264,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0061,39.9758032,-75.1672523,Residential,44,88.89,0.0,1.8,2002,100381.0,32.0,1.4954,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0062,39.9758032,-75.1654883,Residential,93,0.0,0.0,2.3,1963,150977.0,86.0,1.0772,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0063,39.9758032,-75.1637242,Residential,86,44.44,0.0,2.1,1949,157596.0,78.0,1.4179,0.0,0.0,0.0,44.44,0.0,0.0
Philadelphia,r0075_c0064,39.9758032,-75.1619602,Residential,15,177.78,0.0,2.8,1962,216162.0,41.0,0.8611,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0065,39.9758032,-75.1601961,Residential,25,133.33,0.0,3.5,1967,282134.0,17.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0066,39.9758032,-75.158432,Commercial,7,222.22,0.0,3.3,1978,128460.0,17.0,0.6217,44.44,0.0,1.86,0.0,88.89,0.0
Philadelphia,r0075_c0067,39.9758032,-75.156668,Commercial,34,444.44,0.1,2.0,1927,125130.0,16.0,0.9678,266.67,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0068,39.9758032,-75.1549039,Residential,79,44.44,0.0,2.0,1937,103072.0,77.0,-0.0,0.0,0.0,0.0,0.0,177.78,0.0
Philadelphia,r0075_c0069,39.9758032,-75.1531399,Residential,72,177.78,0.0,2.0,1945,98928.0,75.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0070,39.9758032,-75.1513758,Mixed-Use,47,577.78,0.0,2.0,1937,71606.0,62.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0071,39.9758032,-75.1496118,Residential,77,44.44,0.0,2.5,1965,61306.0,71.0,1.6412,0.0,0.0,27.24,0.0,0.0,0.0
Philadelphia,r0075_c0072,39.9758032,-75.1478477,Residential,77,177.78,0.0,2.1,1998,106801.0,67.0,0.3427,44.44,0.0,0.0,44.44,44.44,0.0
Philadelphia,r0075_c0073,39.9758032,-75.1460836,Residential,91,0.0,0.0,1.7,1982,162944.0,89.0,1.0376,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0074,39.9758032,-75.1443196,Mixed-Use,70,88.89,0.5,2.6,1965,213945.0,85.0,1.5395,0.0,0.0,15.45,0.0,44.44,44.44
Philadelphia,r0075_c0075,39.9758032,-75.1425555,Residential,75,44.44,0.0,2.0,1989,146702.0,63.0,1.2538,44.44,0.0,0.0,0.0,177.78,0.0
Philadelphia,r0075_c0076,39.9758032,-75.1407915,Residential,122,177.78,0.0,2.5,1960,238913.0,135.0,0.0861,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0077,39.9758032,-75.1390274,Residential,67,311.11,0.1429,2.4,1940,213866.0,45.0,0.9848,0.0,0.0,0.0,44.44,44.44,0.0
Philadelphia,r0075_c0078,39.9758032,-75.1372634,Industrial,16,44.44,1.0,2.6,1963,273779.0,39.0,1.8782,0.0,0.0,0.0,0.0,0.0,44.44
Philadelphia,r0075_c0079,39.9758032,-75.1354993,Residential,68,88.89,0.0,2.7,1956,236759.0,43.0,1.0334,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0080,39.9758032,-75.1337352,Commercial,29,533.33,0.3333,2.5,1970,286556.0,54.0,1.5627,0.0,0.0,0.0,0.0,44.44,44.44
Philadelphia,r0075_c0081,39.9758032,-75.1319712,Residential,92,133.33,0.0,1.5,1954,307402.0,68.0,1.3471,0.0,0.0,0.0,44.44,44.44,0.0
Philadelphia,r0075_c0082,39.9758032,-75.1302071,Residential,72,133.33,0.0,2.3,1933,155073.0,86.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0083,39.9758032,-75.1284431,Residential,160,88.89,0.0,2.1,1924,179298.0,150.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0084,39.9758032,-75.126679,Residential,125,133.33,0.6667,2.4,1923,250580.0,124.0,0.7524,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0085,39.9758032,-75.124915,Residential,153,0.0,0.0,2.3,1911,179716.0,140.0,0.1241,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0075_c0086,39.9758032,-75.1231509,Residential,177,88.89,0.0,2.2,1903,197827.0,181.0,0.0654,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0075_c0087,39.9758032,-75.1213868,Commercial,58,400.0,0.0,1.6,1966,161741.0,92.0,0.7695,44.44,0.0,0.0,0.0,177.78,0.0
Philadelphia,r0075_c0088,39.9758032,-75.1196228,Commercial,10,222.22,0.4,3.0,1905,18147.0,4.0,0.4774,44.44,0.0,7.75,0.0,266.67,0.0
Philadelphia,r0075_c0089,39.9758032,-75.1178587,Residential,144,44.44,0.0,2.4,1888,152287.0,127.0,0.4587,0.0,0.0,5.42,0.0,0.0,0.0
Philadelphia,r0075_c0090,39.9758032,-75.1160947,Residential,64,0.0,0.0,2.6,1907,157763.0,77.0,-0.0,0.0,0.0,3.87,88.89,44.44,0.0
Philadelphia,r0075_c0091,39.9758032,-75.1143306,Residential,5,44.44,0.0,2.7,1922,7995.0,15.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0001,39.9771546,-75.2730958,Residential,39,755.56,0.2353,2.0,1950,122576.0,29.0,0.6754,444.44,44.44,0.0,177.78,133.33,0.0
Philadelphia,r0076_c0002,39.9771546,-75.2713317,Residential,102,0.0,0.0,2.0,1949,98839.0,88.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0003,39.9771546,-75.2695676,Residential,92,0.0,0.0,2.0,1949,106176.0,93.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0076_c0004,39.9771546,-75.2678036,Residential,106,0.0,0.0,2.0,1949,129398.0,112.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0005,39.9771546,-75.2660395,Residential,55,88.89,0.0,2.0,1949,99850.0,60.0,0.9871,0.0,0.0,0.0,0.0,88.89,0.0
Philadelphia,r0076_c0006,39.9771546,-75.2642755,Residential,111,0.0,0.0,2.0,1948,115081.0,97.0,0.5504,0.0,0.0,0.0,0.0,133.33,0.0
Philadelphia,r0076_c0007,39.9771546,-75.2625114,Residential,86,0.0,0.0,2.0,1949,113120.0,101.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0076_c0008,39.9771546,-75.2607474,Residential,13,0.0,0.0,2.0,1950,42359.0,26.0,0.6284,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0011,39.9771546,-75.2554552,Residential,66,0.0,0.0,2.0,1954,53236.0,45.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0012,39.9771546,-75.2536911,Residential,120,0.0,0.0,2.0,1924,126992.0,114.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0013,39.9771546,-75.2519271,Residential,103,88.89,1.0,2.0,1917,132714.0,108.0,0.7051,44.44,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0076_c0014,39.9771546,-75.250163,Residential,88,0.0,0.0,2.0,1925,117539.0,89.0,0.4881,0.0,0.0,0.0,0.0,44.44,0.0
Philadelphia,r0076_c0015,39.9771546,-75.248399,Residential,78,0.0,0.0,2.2,1926,139395.0,80.0,0.9612,0.0,0.0,3.86,0.0,0.0,0.0
Philadelphia,r0076_c0016,39.9771546,-75.2466349,Residential,41,0.0,0.0,2.8,1925,168894.0,60.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0017,39.9771546,-75.2448708,Residential,90,0.0,0.0,2.2,1927,101663.0,62.0,1.0499,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0018,39.9771546,-75.2431068,Residential,112,0.0,0.0,2.0,1925,139269.0,104.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0019,39.9771546,-75.2413427,Residential,118,0.0,0.0,2.0,1925,155713.0,124.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0020,39.9771546,-75.2395787,Residential,119,0.0,0.0,2.0,1926,152710.0,126.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia,r0076_c0021,39.9771546,-75.2378146,Residential,133,0.0,0.0,1.2,1924,149063.0,127.0,0.9652,0.0,0.0,7.34,0.0,0.0,0.0
