cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,tourism_density,shop_density_km2,brand_ratio
cell_00207274,29.90178382751392,-95.68238780425912,Residential,25,0.0,0.0,1.0,2008.0,87914,25,-0.0,0.0,0.0,0.0
cell_00207275,29.90178382751392,-95.68083273844664,Industrial,24,0.0,0.0,1.0,2012.0,81803,24,0.9998,0.0,0.0,0.0
cell_00207276,29.90178382751392,-95.6792776726342,Residential,16,0.0,0.0,1.0,2007.0,67415,16,0.1806,0.0,0.0,0.0
cell_00207277,29.90178382751392,-95.6777226068217,Residential,15,0.0,0.0,1.0,2007.0,58846,15,-0.0,0.0,0.0,0.0
cell_00207278,29.90178382751392,-95.67616754100924,Residential,6,44.44,0.0,1.0,2003.0,20097,6,-0.0,0.0,0.0,0.0
cell_00207279,29.90178382751392,-95.67461247519677,Residential,23,0.0,0.0,1.0,2011.0,65687,23,-0.0,0.0,0.0,0.0
cell_00207280,29.90178382751392,-95.67305740938431,Residential,20,44.44,0.0,1.0,2008.0,61601,20,-0.0,0.0,0.0,0.0
cell_00207281,29.90178382751392,-95.67150234357185,Residential,19,88.89,0.0,1.0,2002.0,66037,19,-0.0,0.0,0.0,0.0
cell_00207282,29.90178382751392,-95.66994727775938,Residential,9,44.44,0.0,1.0,1999.0,33948,9,-0.0,0.0,0.0,0.0
cell_00207283,29.90178382751392,-95.6683922119469,Institutional,9,0.0,0.0,1.0,2012.0,218658,10,0.6855,0.0,0.0,0.0
cell_00207284,29.90178382751392,-95.66683714613444,Residential,19,44.44,0.0,1.0,2003.0,58450,19,-0.0,0.0,0.0,0.0
cell_00207285,29.90178382751392,-95.66528208032196,Residential,22,88.89,0.0,1.0,2013.0,69702,22,-0.0,0.0,0.0,0.0
cell_00207286,29.90178382751392,-95.6637270145095,Commercial,11,0.0,0.0,1.0,2008.0,34140,11,0.9119,0.0,0.0,0.0
cell_00207287,29.90178382751392,-95.66217194869702,Residential,22,44.44,0.0,1.0,1997.0,73628,23,-0.0,0.0,0.0,0.0
cell_00207288,29.90178382751392,-95.66061688288455,Residential,25,88.89,0.0,1.0,1993.0,67113,26,-0.0,0.0,0.0,0.0
cell_00207289,29.90178382751392,-95.65906181707209,Residential,15,44.44,0.0,1.0,1996.0,43605,15,-0.0,0.0,0.0,0.0
cell_00207290,29.90178382751392,-95.65750675125965,Residential,12,0.0,0.0,1.0,2000.0,33946,12,-0.0,0.0,0.0,0.0
cell_00207291,29.90178382751392,-95.65595168544716,Residential,24,0.0,0.0,1.0,2001.0,72591,24,-0.0,0.0,0.0,0.0
cell_00207292,29.90178382751392,-95.6543966196347,Residential,13,0.0,0.0,1.0,2004.0,38435,13,-0.0,0.0,0.0,0.0
cell_00207293,29.90178382751392,-95.6528415538222,Residential,23,44.44,0.0,1.0,1996.0,64267,23,-0.0,0.0,0.0,0.0
cell_00207294,29.90178382751392,-95.65128648800976,Residential,27,0.0,0.0,1.0,2002.0,73019,27,-0.0,0.0,0.0,0.0
cell_00207295,29.90178382751392,-95.64973142219728,Residential,21,0.0,0.0,1.0,2005.0,59218,21,-0.0,0.0,0.0,0.0
cell_00207296,29.90178382751392,-95.64817635638482,Residential,20,0.0,0.0,1.0,1998.0,54613,20,-0.0,0.0,0.0,0.0
cell_00207297,29.90178382751392,-95.64662129057234,Residential,19,0.0,0.0,1.0,1993.0,46924,19,0.2879,0.0,0.0,0.0
cell_00207298,29.90178382751392,-95.64506622475989,Institutional,3,44.44,0.0,1.0,1997.0,99714,3,0.2176,0.0,0.0,0.0
cell_00207299,29.90178382751392,-95.6435111589474,Residential,7,0.0,0.0,1.0,1999.0,19008,7,-0.0,0.0,0.0,0.0
cell_00207300,29.90178382751392,-95.64195609313497,Residential,19,0.0,0.0,1.0,1990.0,50840,19,-0.0,0.0,0.0,0.0
cell_00207301,29.90178382751392,-95.64040102732248,Residential,18,0.0,0.0,1.0,1990.0,46072,18,-0.0,0.0,0.0,0.0
cell_00207302,29.90178382751392,-95.63884596151,Residential,18,88.89,0.0,1.0,1993.0,45208,18,-0.0,0.0,0.0,0.0
cell_00207303,29.90178382751392,-95.63729089569752,Institutional,10,88.89,0.0,1.0,1988.0,62111,10,0.8344,0.0,0.0,0.0
cell_00207304,29.90178382751392,-95.63573582988508,Institutional,6,222.22,0.8,1.0,,59250,6,0.9308,0.0,0.0,0.0
cell_00207305,29.90178382751392,-95.6341807640726,Institutional,4,177.78,0.5,1.0,,21893,6,1.2896,0.0,0.0,0.0
cell_00207311,29.90178382751392,-95.6248503691978,Residential,26,0.0,0.0,1.0,2009.0,81941,26,-0.0,0.0,0.0,0.0
cell_00207312,29.90178382751392,-95.62329530338532,Residential,23,0.0,0.0,1.0,2010.0,61684,23,0.7319,0.0,0.0,0.0
cell_00207313,29.90178382751392,-95.62174023757284,Institutional,8,44.44,0.0,1.0,2009.0,255280,9,0.7883,0.0,0.0,0.0
cell_00207338,29.90178382751392,-95.58286359226116,Institutional,10,88.89,0.0,1.0,2009.0,51194,12,0.7483,0.0,0.0,0.0
cell_00207339,29.90178382751392,-95.58130852644868,Residential,13,44.44,0.0,1.0,2014.0,50858,13,0.7711,0.0,0.0,0.0
cell_00207340,29.90178382751392,-95.57975346063624,Commercial,12,44.44,0.0,1.0,2011.0,52142,12,0.9998,0.0,0.0,0.0
cell_00207341,29.90178382751392,-95.57819839482374,Commercial,9,0.0,0.0,1.0,2009.0,37563,9,1.0,0.0,0.0,0.0
cell_00207342,29.90178382751392,-95.57664332901128,Residential,20,0.0,0.0,1.0,1993.0,59418,20,-0.0,0.0,0.0,0.0
cell_00207343,29.90178382751392,-95.5750882631988,Residential,10,222.22,0.0,1.0,1991.0,26956,10,-0.0,0.0,0.0,0.0
cell_00207345,29.90178382751392,-95.57197813157389,Residential,10,0.0,0.0,1.0,1991.0,26616,10,-0.0,0.0,0.0,0.0
cell_00207346,29.90178382751392,-95.57042306576142,Residential,9,0.0,0.0,1.0,2000.0,36219,9,-0.0,0.0,0.0,0.0
cell_00207347,29.90178382751392,-95.56886799994894,Residential,15,0.0,0.0,1.0,2002.0,62742,15,-0.0,0.0,0.0,0.0
cell_00207348,29.90178382751392,-95.56731293413648,Residential,23,0.0,0.0,1.0,1999.0,69736,23,-0.0,0.0,0.0,0.0
cell_00207349,29.90178382751392,-95.565757868324,Residential,18,0.0,0.0,1.0,2002.0,60393,18,-0.0,0.0,0.0,0.0
cell_00207350,29.90178382751392,-95.56420280251156,Residential,19,0.0,0.0,1.0,2002.0,60271,19,-0.0,0.0,0.0,0.0
cell_00207351,29.90178382751392,-95.56264773669906,Residential,23,0.0,0.0,1.0,2001.0,64486,23,-0.0,0.0,0.0,0.0
cell_00207352,29.90178382751392,-95.5610926708866,Residential,19,0.0,0.0,1.0,2003.0,57676,19,-0.0,0.0,0.0,0.0
cell_00207353,29.90178382751392,-95.55953760507413,Institutional,5,222.22,0.0,1.0,1999.0,13091,5,0.9992,0.0,0.0,0.0
cell_00207354,29.90178382751392,-95.55798253926169,Residential,4,0.0,0.0,1.0,1995.0,12484,4,-0.0,0.0,0.0,0.0
cell_00207355,29.90178382751392,-95.5564274734492,Institutional,6,133.33,0.0,1.0,2002.0,16140,6,0.4433,0.0,0.0,0.0
cell_00207356,29.90178382751392,-95.55487240763674,Institutional,10,88.89,0.5,1.0,,48087,11,1.777,0.0,0.0,0.0
cell_00207357,29.90178382751392,-95.55331734182424,Institutional,4,400.0,0.2222,1.0,,83140,6,0.8767,0.0,133.33,0.3333
cell_00207359,29.90178382751392,-95.55020721019932,Institutional,3,222.22,0.2,1.0,,42926,6,-0.0,0.0,88.89,1.0
cell_00207363,29.90178382751392,-95.54398694694945,Institutional,16,88.89,0.0,1.0,2014.0,77913,16,0.5418,44.44,0.0,0.0
cell_00207364,29.90178382751392,-95.542431881137,Institutional,7,0.0,0.0,1.0,2006.0,144785,7,0.5789,0.0,0.0,0.0
cell_00207365,29.90178382751392,-95.54087681532452,Institutional,5,0.0,0.0,1.0,2008.0,15600,6,0.6957,0.0,0.0,0.0
cell_00207376,29.90178382751392,-95.52377109138736,Institutional,4,133.33,0.3333,1.0,,87843,7,1.4488,0.0,44.44,0.0
cell_00207377,29.90178382751392,-95.52221602557488,Residential,23,88.89,0.0,1.0,1998.0,52571,23,-0.0,0.0,0.0,0.0
cell_00207378,29.90178382751392,-95.52066095976244,Residential,12,177.78,0.0,1.0,1998.0,27426,13,0.5576,0.0,0.0,0.0
cell_00207380,29.90178382751392,-95.5175508281375,Residential,17,0.0,0.0,1.0,1995.0,40805,17,-0.0,0.0,0.0,0.0
cell_00207381,29.90178382751392,-95.51599576232502,Residential,23,0.0,0.0,1.0,1996.0,52540,23,0.2858,0.0,0.0,0.0
cell_00207382,29.90178382751392,-95.51444069651257,Residential,23,0.0,0.0,1.0,1997.0,49756,23,-0.0,0.0,0.0,0.0
cell_00207383,29.90178382751392,-95.51288563070008,Residential,23,0.0,0.0,1.0,1998.0,53017,23,-0.0,0.0,0.0,0.0
cell_00207384,29.90178382751392,-95.51133056488764,Residential,20,0.0,0.0,1.0,2007.0,46410,20,-0.0,0.0,0.0,0.0
cell_00207385,29.90178382751392,-95.50977549907516,Residential,18,44.44,0.0,1.0,2003.0,43223,18,-0.0,0.0,0.0,0.0
cell_00207386,29.90178382751392,-95.5082204332627,Residential,24,0.0,0.0,1.0,2007.0,57312,24,-0.0,0.0,0.0,0.0
cell_00207387,29.90178382751392,-95.5066653674502,Residential,21,0.0,0.0,1.0,2006.0,44714,21,-0.0,0.0,0.0,0.0
cell_00207388,29.90178382751392,-95.50511030163776,Residential,16,0.0,0.0,1.0,2007.0,29990,16,-0.0,0.0,0.0,0.0
cell_00207389,29.90178382751392,-95.50355523582527,Residential,17,0.0,0.0,1.0,2005.0,185579,23,1.5817,0.0,0.0,0.0
cell_00207390,29.90178382751392,-95.50200017001282,Residential,5,0.0,0.0,1.0,1998.0,185449,7,0.732,0.0,0.0,0.0
cell_00207415,29.90178382751392,-95.4631235247011,Residential,11,222.22,0.2,1.0,2020.0,64143,15,0.7709,44.44,44.44,1.0
cell_00207416,29.90178382751392,-95.46156845888864,Residential,34,0.0,0.0,1.0,2013.0,105976,34,-0.0,0.0,0.0,0.0
cell_00207417,29.90178382751392,-95.46001339307615,Residential,36,0.0,0.0,1.0,2019.0,104282,36,-0.0,0.0,0.0,0.0
cell_00207418,29.90178382751392,-95.45845832726371,Residential,27,0.0,0.0,1.0,2021.0,83812,27,-0.0,0.0,0.0,0.0
cell_00207419,29.90178382751392,-95.45690326145125,Institutional,28,0.0,0.0,1.0,2019.0,71312,28,0.9875,0.0,0.0,0.0
cell_00207420,29.90178382751392,-95.45534819563878,Residential,38,0.0,0.0,1.0,2019.0,102215,38,0.9072,0.0,0.0,0.0
cell_00207421,29.90178382751392,-95.4537931298263,Residential,36,0.0,0.0,1.0,2020.0,93673,36,1.1916,0.0,0.0,0.0
cell_00207423,29.90178382751392,-95.45068299820136,Residential,19,0.0,0.0,1.0,2002.0,116224,21,1.0944,0.0,0.0,0.0
cell_00207424,29.90178382751392,-95.4491279323889,Residential,11,0.0,0.0,1.0,2002.0,13729,11,0.3631,0.0,0.0,0.0
cell_00207425,29.90178382751392,-95.44757286657642,Residential,27,0.0,0.0,1.0,2010.0,59396,27,-0.0,0.0,0.0,0.0
cell_00207439,29.90178382751392,-95.42580194520188,Institutional,11,222.22,0.0,1.0,,0,11,0.9802,0.0,88.89,0.5
cell_00207484,29.90178382751392,-95.35582398364082,Institutional,3,1377.78,0.2258,1.0,,321007,13,0.5912,0.0,711.11,0.5
cell_00207492,29.90178382751392,-95.34338345714109,Institutional,4,0.0,0.0,1.0,,41902,6,-0.0,0.0,0.0,0.0
cell_00207495,29.90178382751392,-95.33871825970364,Institutional,3,88.89,0.0,1.0,,16840,4,0.9991,0.0,44.44,1.0
cell_00207509,29.90178382751392,-95.3169473383291,Institutional,22,400.0,0.3333,1.0,2012.0,36871,25,0.4195,0.0,88.89,0.5
cell_00207513,29.90178382751392,-95.31072707507924,Institutional,3,177.78,0.25,1.0,,105822,7,0.968,0.0,44.44,0.0
cell_00207515,29.90178382751392,-95.30761694345428,Residential,34,0.0,0.0,1.0,1983.0,76759,35,0.9677,0.0,0.0,0.0
cell_00207516,29.90178382751392,-95.30606187764184,Residential,57,0.0,0.0,1.0,1980.0,104699,57,-0.0,0.0,0.0,0.0
cell_00207517,29.90178382751392,-95.30450681182936,Residential,57,0.0,0.0,1.0,1980.0,108678,57,-0.0,0.0,0.0,0.0
cell_00207518,29.90178382751392,-95.3029517460169,Commercial,39,0.0,0.0,1.0,1979.0,77354,40,1.4136,0.0,0.0,0.0
cell_00207525,29.90178382751392,-95.2920662853296,Residential,4,0.0,0.0,1.0,1990.0,9891,5,0.6992,0.0,0.0,0.0
cell_00207526,29.90178382751392,-95.29051121951716,Residential,11,0.0,0.0,1.0,1993.0,30250,11,-0.0,0.0,0.0,0.0
cell_00207527,29.90178382751392,-95.28895615370467,Residential,10,0.0,0.0,1.0,2009.0,18854,10,0.7657,0.0,0.0,0.0
cell_00207528,29.90178382751392,-95.28740108789222,Residential,5,0.0,0.0,1.0,1986.0,9514,5,0.6773,0.0,0.0,0.0
cell_00207686,29.90178382751392,-95.04170068952226,Residential,3,0.0,0.0,1.0,2009.0,13326,7,0.375,0.0,0.0,0.0
cell_00207706,29.90178382751392,-95.0105993732729,Residential,3,0.0,0.0,1.0,2000.0,10273,8,1.4164,0.0,0.0,0.0
cell_00207714,29.90178382751392,-94.99815884677317,Residential,3,0.0,0.0,1.0,2014.0,13251,5,0.5428,0.0,0.0,0.0
cell_00207715,29.90178382751392,-94.99660378096068,Residential,3,0.0,0.0,1.0,2012.0,9817,4,0.7241,0.0,0.0,0.0
cell_00207912,29.9031328099228,-95.7461455025703,Residential,10,0.0,0.0,1.0,2025.0,31670,11,0.4032,0.0,0.0,0.0
cell_00207913,29.9031328099228,-95.74459043675785,Residential,25,0.0,0.0,1.0,,83220,25,-0.0,0.0,0.0,0.0
cell_00207914,29.9031328099228,-95.74303537094536,Residential,30,0.0,0.0,1.0,,82293,30,0.9837,0.0,0.0,0.0
cell_00207915,29.9031328099228,-95.74148030513292,Residential,20,0.0,0.0,1.0,2024.0,52306,20,0.8274,0.0,0.0,0.0
cell_00207917,29.9031328099228,-95.73837017350796,Commercial,19,0.0,0.0,1.0,,50503,20,1.2449,0.0,0.0,0.0
cell_00207918,29.9031328099228,-95.73681510769548,Institutional,21,0.0,0.0,1.0,2022.0,56343,21,0.9974,0.0,0.0,0.0
cell_00207919,29.9031328099228,-95.73526004188304,Residential,24,0.0,0.0,1.0,,87532,24,0.8728,0.0,0.0,0.0
cell_00207920,29.9031328099228,-95.73370497607056,Commercial,21,0.0,0.0,1.0,,75255,21,1.2957,0.0,0.0,0.0
cell_00207921,29.9031328099228,-95.7321499102581,Commercial,8,0.0,0.0,1.0,2010.0,23156,8,0.9224,0.0,0.0,0.0
cell_00207922,29.9031328099228,-95.73059484444562,Residential,14,0.0,0.0,1.0,2014.0,54130,14,-0.0,0.0,0.0,0.0
cell_00207923,29.9031328099228,-95.72903977863317,Residential,12,0.0,0.0,1.0,2017.0,34878,12,-0.0,0.0,0.0,0.0
cell_00207924,29.9031328099228,-95.72748471282068,Residential,29,0.0,0.0,1.0,2020.0,90166,29,0.9863,0.0,0.0,0.0
cell_00207925,29.9031328099228,-95.72592964700824,Residential,25,0.0,0.0,1.0,2020.0,77198,25,-0.0,0.0,0.0,0.0
cell_00207926,29.9031328099228,-95.72437458119576,Residential,9,0.0,0.0,1.0,2023.0,40834,9,-0.0,0.0,0.0,0.0
cell_00207927,29.9031328099228,-95.72281951538328,Commercial,13,0.0,0.0,1.0,2013.0,58190,13,0.8458,0.0,0.0,0.0
cell_00207928,29.9031328099228,-95.7212644495708,Residential,8,44.44,0.0,1.0,2021.0,36529,8,-0.0,0.0,0.0,0.0
cell_00207929,29.9031328099228,-95.71970938375836,Commercial,12,0.0,0.0,1.0,2024.0,44868,12,0.8393,0.0,0.0,0.0
cell_00207930,29.9031328099228,-95.71815431794587,Residential,14,0.0,0.0,1.0,2018.0,65217,14,-0.0,0.0,0.0,0.0
cell_00207931,29.9031328099228,-95.71659925213342,Residential,10,0.0,0.0,1.0,2014.0,43166,10,0.2192,0.0,0.0,0.0
cell_00207932,29.9031328099228,-95.71504418632094,Residential,11,0.0,0.0,1.0,2018.0,42645,11,0.2562,0.0,0.0,0.0
cell_00207933,29.9031328099228,-95.71348912050848,Residential,10,0.0,0.0,1.0,,41141,10,-0.0,0.0,0.0,0.0
cell_00207936,29.9031328099228,-95.70882392307108,Residential,7,0.0,0.0,1.0,,23422,7,-0.0,0.0,0.0,0.0
cell_00207944,29.9031328099228,-95.69638339657132,Residential,21,0.0,0.0,1.0,2020.0,59997,21,-0.0,0.0,0.0,0.0
cell_00207945,29.9031328099228,-95.69482833075888,Residential,17,0.0,0.0,1.0,2016.0,58497,17,-0.0,0.0,0.0,0.0
cell_00207946,29.9031328099228,-95.69327326494638,Industrial,12,0.0,0.0,1.0,2021.0,35504,12,0.6191,0.0,0.0,0.0
cell_00207947,29.9031328099228,-95.69171819913392,Residential,23,0.0,0.0,1.0,2019.0,64454,23,-0.0,0.0,0.0,0.0
cell_00207948,29.9031328099228,-95.69016313332143,Residential,6,44.44,0.0,1.0,2011.0,20063,6,-0.0,0.0,0.0,0.0
cell_00207949,29.9031328099228,-95.688608067509,Residential,8,88.89,0.0,1.0,2012.0,23626,9,0.1875,0.0,0.0,0.0
cell_00207950,29.9031328099228,-95.68705300169653,Residential,7,44.44,0.0,1.0,2014.0,21541,7,-0.0,0.0,0.0,0.0
cell_00207951,29.9031328099228,-95.68549793588406,Institutional,3,0.0,0.0,1.0,2018.0,14205,3,0.9757,0.0,0.0,0.0
cell_00207952,29.9031328099228,-95.68394287007158,Institutional,12,0.0,0.0,1.0,2008.0,46339,12,1.5709,0.0,0.0,0.0
cell_00207953,29.9031328099228,-95.68238780425912,Residential,23,0.0,0.0,1.0,2017.0,91930,23,-0.0,0.0,0.0,0.0
cell_00207954,29.9031328099228,-95.68083273844664,Residential,15,0.0,0.0,1.0,2013.0,56074,15,0.562,0.0,0.0,0.0
cell_00207955,29.9031328099228,-95.6792776726342,Residential,8,0.0,0.0,1.0,2009.0,36982,8,-0.0,0.0,0.0,0.0
cell_00207956,29.9031328099228,-95.6777226068217,Commercial,10,44.44,0.0,1.0,2009.0,41346,10,0.902,0.0,0.0,0.0
cell_00207957,29.9031328099228,-95.67616754100924,Residential,9,0.0,0.0,1.0,2008.0,38634,9,0.9842,0.0,0.0,0.0
cell_00207958,29.9031328099228,-95.67461247519677,Residential,16,0.0,0.0,1.0,2005.0,52019,16,0.7167,0.0,0.0,0.0
cell_00207959,29.9031328099228,-95.67305740938431,Residential,16,0.0,0.0,1.0,2007.0,53717,16,0.9216,0.0,0.0,0.0
cell_00207960,29.9031328099228,-95.67150234357185,Residential,13,0.0,0.0,1.0,2004.0,47778,13,0.9707,0.0,0.0,0.0
cell_00207961,29.9031328099228,-95.66994727775938,Institutional,4,266.67,0.0,1.0,2011.0,19567,5,0.3436,0.0,44.44,0.0
cell_00207963,29.9031328099228,-95.66683714613444,Residential,9,44.44,0.0,1.0,2006.0,31948,10,-0.0,0.0,0.0,0.0
cell_00207964,29.9031328099228,-95.66528208032196,Residential,9,133.33,0.0,1.0,2012.0,29763,11,0.3366,0.0,0.0,0.0
cell_00207967,29.9031328099228,-95.66061688288455,Residential,8,0.0,0.0,1.0,1996.0,25229,8,-0.0,0.0,0.0,0.0
cell_00207968,29.9031328099228,-95.65906181707209,Residential,17,0.0,0.0,1.0,1996.0,50004,17,-0.0,0.0,0.0,0.0
cell_00207969,29.9031328099228,-95.65750675125965,Residential,20,0.0,0.0,1.0,2003.0,58421,20,-0.0,0.0,0.0,0.0
cell_00207970,29.9031328099228,-95.65595168544716,Residential,20,0.0,0.0,1.0,2012.0,63689,20,-0.0,0.0,0.0,0.0
cell_00207971,29.9031328099228,-95.6543966196347,Residential,19,0.0,0.0,1.0,2003.0,57718,19,-0.0,0.0,0.0,0.0
cell_00207972,29.9031328099228,-95.6528415538222,Residential,19,0.0,0.0,1.0,1998.0,54436,19,-0.0,0.0,0.0,0.0
cell_00207973,29.9031328099228,-95.65128648800976,Residential,24,0.0,0.0,1.0,1997.0,64975,24,-0.0,0.0,0.0,0.0
cell_00207974,29.9031328099228,-95.64973142219728,Residential,26,0.0,0.0,1.0,2002.0,69926,26,-0.0,0.0,0.0,0.0
cell_00207975,29.9031328099228,-95.64817635638482,Residential,27,0.0,0.0,1.0,2005.0,71773,27,-0.0,0.0,0.0,0.0
cell_00207976,29.9031328099228,-95.64662129057234,Residential,28,0.0,0.0,1.0,1991.0,62606,28,-0.0,0.0,0.0,0.0
cell_00207977,29.9031328099228,-95.64506622475989,Residential,11,0.0,0.0,1.0,1994.0,25903,11,-0.0,0.0,0.0,0.0
cell_00207978,29.9031328099228,-95.6435111589474,Residential,9,0.0,0.0,1.0,1984.0,22597,9,-0.0,0.0,0.0,0.0
cell_00207979,29.9031328099228,-95.64195609313497,Residential,18,0.0,0.0,1.0,1989.0,40857,18,-0.0,0.0,0.0,0.0
cell_00207980,29.9031328099228,-95.64040102732248,Residential,21,0.0,0.0,1.0,1989.0,43839,21,-0.0,0.0,0.0,0.0
cell_00207981,29.9031328099228,-95.63884596151,Residential,20,44.44,0.0,1.0,2000.0,47255,20,-0.0,0.0,0.0,0.0
cell_00207982,29.9031328099228,-95.63729089569752,Residential,14,0.0,0.0,1.0,1996.0,31971,14,-0.0,0.0,0.0,0.0
cell_00207983,29.9031328099228,-95.63573582988508,Residential,13,0.0,0.0,1.0,2000.0,31062,13,-0.0,0.0,0.0,0.0
cell_00207984,29.9031328099228,-95.6341807640726,Institutional,10,0.0,0.0,1.0,,44154,10,1.2611,0.0,0.0,0.0
cell_00207985,29.9031328099228,-95.63262569826014,Institutional,3,311.11,0.5714,1.0,,267967,6,0.331,0.0,44.44,1.0
cell_00207988,29.9031328099228,-95.62796050082272,Residential,6,44.44,0.0,1.0,2012.0,210718,8,1.0607,0.0,0.0,0.0
cell_00207989,29.9031328099228,-95.62640543501028,Residential,18,0.0,0.0,1.0,2008.0,54909,18,-0.0,0.0,0.0,0.0
cell_00207990,29.9031328099228,-95.6248503691978,Residential,19,177.78,0.0,1.0,2020.0,49768,19,-0.0,0.0,0.0,0.0
cell_00207991,29.9031328099228,-95.62329530338532,Residential,27,0.0,0.0,1.0,2007.0,71539,27,-0.0,0.0,0.0,0.0
cell_00207992,29.9031328099228,-95.62174023757284,Residential,8,0.0,0.0,1.0,2006.0,22141,8,-0.0,0.0,0.0,0.0
cell_00207999,29.9031328099228,-95.6108547768856,Institutional,4,0.0,0.0,1.0,,516673,10,0.9496,0.0,0.0,0.0
cell_00208005,29.9031328099228,-95.60152438201078,Institutional,3,222.22,0.0,1.0,,527040,12,1.4693,0.0,133.33,0.3333
cell_00208019,29.9031328099228,-95.57975346063624,Residential,15,0.0,0.0,1.0,2009.0,68469,16,-0.0,0.0,0.0,0.0
cell_00208020,29.9031328099228,-95.57819839482374,Residential,8,0.0,0.0,1.0,2010.0,34307,8,-0.0,0.0,0.0,0.0
cell_00208021,29.9031328099228,-95.57664332901128,Residential,18,0.0,0.0,1.0,1995.0,52974,18,-0.0,0.0,0.0,0.0
cell_00208022,29.9031328099228,-95.5750882631988,Residential,21,0.0,0.0,1.0,1993.0,60060,21,-0.0,0.0,0.0,0.0
cell_00208023,29.9031328099228,-95.57353319738635,Residential,8,44.44,0.0,1.0,1992.0,22448,9,0.0021,0.0,0.0,0.0
cell_00208024,29.9031328099228,-95.57197813157389,Residential,14,0.0,0.0,1.0,1990.0,40418,15,-0.0,0.0,0.0,0.0
cell_00208025,29.9031328099228,-95.57042306576142,Residential,11,0.0,0.0,1.0,1999.0,37716,11,-0.0,0.0,0.0,0.0
cell_00208026,29.9031328099228,-95.56886799994894,Residential,15,0.0,0.0,1.0,2002.0,51477,15,-0.0,0.0,0.0,0.0
cell_00208027,29.9031328099228,-95.56731293413648,Residential,10,0.0,0.0,1.0,2004.0,34444,10,-0.0,0.0,0.0,0.0
cell_00208028,29.9031328099228,-95.565757868324,Commercial,12,0.0,0.0,1.0,1998.0,36525,12,0.9969,0.0,0.0,0.0
cell_00208029,29.9031328099228,-95.56420280251156,Residential,21,0.0,0.0,1.0,2000.0,67077,21,-0.0,0.0,0.0,0.0
cell_00208030,29.9031328099228,-95.56264773669906,Residential,19,0.0,0.0,1.0,2001.0,60527,19,-0.0,0.0,0.0,0.0
cell_00208031,29.9031328099228,-95.5610926708866,Residential,20,0.0,0.0,1.0,2001.0,67472,20,-0.0,0.0,0.0,0.0
cell_00208032,29.9031328099228,-95.55953760507413,Residential,21,0.0,0.0,1.0,2000.0,65673,21,-0.0,0.0,0.0,0.0
cell_00208033,29.9031328099228,-95.55798253926169,Residential,7,0.0,0.0,1.0,1997.0,394256,8,0.3599,0.0,0.0,0.0
cell_00208042,29.9031328099228,-95.54398694694945,Institutional,3,266.67,0.3333,1.0,,13677,3,0.0731,0.0,88.89,0.0
cell_00208056,29.9031328099228,-95.52221602557488,Residential,13,0.0,0.0,1.0,1999.0,32213,14,0.9382,0.0,0.0,0.0
cell_00208057,29.9031328099228,-95.52066095976244,Residential,19,0.0,0.0,1.0,2003.0,45790,19,-0.0,0.0,0.0,0.0
cell_00208058,29.9031328099228,-95.51910589394996,Residential,17,0.0,0.0,1.0,2007.0,41504,17,-0.0,0.0,0.0,0.0
cell_00208059,29.9031328099228,-95.5175508281375,Residential,16,0.0,0.0,1.0,1996.0,39169,16,-0.0,0.0,0.0,0.0
cell_00208060,29.9031328099228,-95.51599576232502,Residential,18,0.0,0.0,1.0,2000.0,42211,18,-0.0,0.0,0.0,0.0
cell_00208061,29.9031328099228,-95.51444069651257,Residential,19,0.0,0.0,1.0,1993.0,41249,19,-0.0,0.0,0.0,0.0
cell_00208062,29.9031328099228,-95.51288563070008,Residential,21,0.0,0.0,1.0,2000.0,47895,21,-0.0,0.0,0.0,0.0
cell_00208063,29.9031328099228,-95.51133056488764,Residential,22,0.0,0.0,1.0,2003.0,49434,22,-0.0,0.0,0.0,0.0
cell_00208064,29.9031328099228,-95.50977549907516,Residential,26,0.0,0.0,1.0,1999.0,60293,26,-0.0,0.0,0.0,0.0
cell_00208065,29.9031328099228,-95.5082204332627,Residential,27,0.0,0.0,1.0,2003.0,60708,27,-0.0,0.0,0.0,0.0
cell_00208066,29.9031328099228,-95.5066653674502,Residential,27,0.0,0.0,1.0,2004.0,60182,27,-0.0,0.0,0.0,0.0
cell_00208067,29.9031328099228,-95.50511030163776,Residential,20,0.0,0.0,1.0,2005.0,38460,20,-0.0,0.0,0.0,0.0
cell_00208068,29.9031328099228,-95.50355523582527,Residential,18,0.0,0.0,1.0,2011.0,34386,18,-0.0,0.0,0.0,0.0
cell_00208091,29.9031328099228,-95.46778872213852,Institutional,4,177.78,0.0,1.0,,168255,11,0.9115,0.0,88.89,0.0
cell_00208093,29.9031328099228,-95.4646785905136,Residential,8,222.22,0.2,1.0,2018.0,52947,11,0.8464,0.0,88.89,1.0
cell_00208094,29.9031328099228,-95.4631235247011,Residential,11,0.0,0.0,1.0,2023.0,33404,11,-0.0,0.0,0.0,0.0
cell_00208095,29.9031328099228,-95.46156845888864,Residential,30,0.0,0.0,1.0,2022.0,91695,30,-0.0,0.0,0.0,0.0
cell_00208096,29.9031328099228,-95.46001339307615,Residential,32,0.0,0.0,1.0,2021.0,95460,32,-0.0,0.0,0.0,0.0
