cell_id,shop_density_km2,brand_ratio
cell_00032450,0.0,0.0
cell_00032451,0.0,0.0
cell_00032480,0.0,0.0
cell_00032481,0.0,0.0
cell_00032482,0.0,0.0
cell_00032483,0.0,0.0
cell_00033046,44.44,0.0
cell_00033047,0.0,0.0
cell_00033051,0.0,0.0
cell_00033053,0.0,0.0
cell_00033091,0.0,0.0
cell_00033110,0.0,0.0
cell_00033112,133.33,0.3333
cell_00033115,0.0,0.0
cell_00033116,0.0,0.0
cell_00033117,0.0,0.0
cell_00033118,0.0,0.0
cell_00033119,0.0,0.0
cell_00033120,0.0,0.0
cell_00033121,0.0,0.0
cell_00033124,0.0,0.0
cell_00033125,0.0,0.0
cell_00033126,0.0,0.0
cell_00033127,0.0,0.0
cell_00033128,0.0,0.0
cell_00033129,0.0,0.0
cell_00033130,0.0,0.0
cell_00033160,0.0,0.0
cell_00033161,0.0,0.0
cell_00033725,0.0,0.0
cell_00033726,0.0,0.0
cell_00033727,0.0,0.0
cell_00033728,0.0,0.0
cell_00033729,0.0,0.0
cell_00033730,0.0,0.0
cell_00033731,0.0,0.0
cell_00033732,0.0,0.0
cell_00033794,0.0,0.0
cell_00033796,0.0,0.0
cell_00033797,0.0,0.0
cell_00033798,0.0,0.0
cell_00033799,0.0,0.0
cell_00033802,0.0,0.0
cell_00033803,0.0,0.0
cell_00033804,0.0,0.0
cell_00033805,0.0,0.0
cell_00033806,0.0,0.0
cell_00033807,0.0,0.0
cell_00033808,0.0,0.0
cell_00034406,0.0,0.0
cell_00034407,0.0,0.0
cell_00034411,0.0,0.0
cell_00034475,0.0,0.0
cell_00034476,0.0,0.0
cell_00034477,0.0,0.0
cell_00034481,0.0,0.0
cell_00034482,0.0,0.0
cell_00034483,0.0,0.0
cell_00034484,0.0,0.0
cell_00034485,0.0,0.0
cell_00034486,0.0,0.0
cell_00034487,0.0,0.0
cell_00034488,44.44,1.0
cell_00034489,133.33,1.0
cell_00034493,88.89,0.5
cell_00034494,0.0,0.0
cell_00034542,0.0,0.0
cell_00034554,0.0,0.0
cell_00034557,0.0,0.0
cell_00035085,0.0,0.0
cell_00035086,0.0,0.0
cell_00035090,0.0,0.0
cell_00035097,0.0,0.0
cell_00035150,0.0,0.0
cell_00035151,0.0,0.0
cell_00035152,88.89,0.0
