cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,shop_density_km2,office_density,road_density_primary,transit_stop_density,intersection_density,nightlife_density
r0143_c0113,41.842285,-87.7344446,Residential,16,88.89,0.0,2.4,,141738.0,18.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0114,41.842285,-87.7326288,Residential,44,44.44,0.0,2.8,,16739.0,8.0,1.5601,0.0,0.0,18.25,0.0,44.44,0.0
r0143_c0115,41.842285,-87.7308129,Residential,46,0.0,0.0,2.0,,67536.0,53.0,2.3712,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0116,41.842285,-87.728997,Residential,49,0.0,0.0,2.2,,82327.0,59.0,1.6269,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0117,41.842285,-87.7271812,Residential,50,0.0,0.0,1.9,,86336.0,38.0,1.7551,0.0,0.0,17.29,0.0,0.0,0.0
r0143_c0118,41.842285,-87.7253653,Residential,41,266.67,0.0,2.2,,71542.0,53.0,2.1434,0.0,0.0,0.0,44.44,44.44,0.0
r0143_c0119,41.842285,-87.7235494,Residential,39,44.44,0.0,2.2,,87200.0,69.0,2.0934,0.0,0.0,0.0,44.44,0.0,0.0
r0143_c0120,41.842285,-87.7217335,Residential,46,0.0,0.0,1.4,,75764.0,60.0,2.1139,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0121,41.842285,-87.7199177,Residential,46,44.44,0.0,1.6,,69731.0,40.0,1.4005,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0122,41.842285,-87.7181018,Residential,38,0.0,0.0,1.3,,49399.0,38.0,1.5791,0.0,0.0,0.0,44.44,0.0,0.0
r0143_c0123,41.842285,-87.7162859,Residential,42,0.0,0.0,1.6,,53633.0,44.0,2.6185,0.0,0.0,0.0,44.44,0.0,0.0
r0143_c0124,41.842285,-87.7144701,Residential,41,88.89,0.0,1.8,,94666.0,90.0,2.8153,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0125,41.842285,-87.7126542,Residential,47,0.0,0.0,1.9,,94026.0,55.0,2.1304,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0126,41.842285,-87.7108383,Residential,48,0.0,0.0,2.1,,90834.0,65.0,2.1397,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0127,41.842285,-87.7090224,Residential,51,0.0,0.0,2.1,,95248.0,85.0,1.0094,0.0,0.0,0.0,0.0,44.44,0.0
r0143_c0128,41.842285,-87.7072066,Residential,37,44.44,0.0,1.8,,76049.0,40.0,1.5864,0.0,0.0,9.75,0.0,0.0,0.0
r0143_c0129,41.842285,-87.7053907,Residential,36,44.44,1.0,2.2,,94814.0,36.0,2.0295,0.0,0.0,9.36,177.78,44.44,0.0
r0143_c0130,41.842285,-87.7035748,Residential,33,88.89,0.5,2.1,,66345.0,68.0,2.6164,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0131,41.842285,-87.701759,Residential,24,44.44,0.0,2.1,,64766.0,72.0,2.0546,0.0,0.0,0.0,0.0,44.44,0.0
r0143_c0132,41.842285,-87.6999431,Residential,18,311.11,0.0,2.1,,76590.0,71.0,2.4875,0.0,88.89,0.0,0.0,0.0,0.0
r0143_c0141,41.842285,-87.6836002,Commercial,6,222.22,0.0,2.6,,70598.0,20.0,1.5,0.0,0.0,0.0,177.78,400.0,0.0
r0143_c0144,41.842285,-87.6781526,Mixed-Use,3,0.0,0.0,2.8,,97105.0,13.0,-0.0,0.0,0.0,7.93,0.0,44.44,0.0
r0143_c0152,41.842285,-87.6636257,Residential,35,355.56,0.0,,,,,1.4082,0.0,0.0,0.0,0.0,44.44,0.0
r0143_c0153,41.842285,-87.6618098,Residential,55,0.0,0.0,,,,,2.3762,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0154,41.842285,-87.6599939,Residential,37,0.0,0.0,,,1955.0,2.0,3.025,0.0,0.0,0.0,0.0,133.33,0.0
r0143_c0155,41.842285,-87.658178,Mixed-Use,29,88.89,0.0,,,,,2.7558,44.44,0.0,0.0,88.89,44.44,0.0
r0143_c0156,41.842285,-87.6563622,Residential,52,44.44,0.0,,,78.0,1.0,2.7471,0.0,0.0,0.0,88.89,44.44,0.0
r0143_c0157,41.842285,-87.6545463,Residential,75,0.0,0.0,,,,,3.1355,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0158,41.842285,-87.6527304,Residential,34,177.78,0.0,,,,,2.4035,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0159,41.842285,-87.6509146,Residential,52,44.44,0.0,,,143.0,1.0,3.0156,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0162,41.842285,-87.6454669,Residential,49,133.33,0.0,,,,,2.9238,0.0,0.0,0.0,88.89,88.89,0.0
r0143_c0163,41.842285,-87.6436511,Residential,51,0.0,0.0,,,,,1.6877,0.0,0.0,0.0,0.0,44.44,0.0
r0143_c0164,41.842285,-87.6418352,Residential,49,133.33,0.0,,,,,2.4147,0.0,0.0,0.0,133.33,0.0,0.0
r0143_c0165,41.842285,-87.6400193,Residential,43,44.44,0.0,,,,,2.5793,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0166,41.842285,-87.6382035,Residential,30,0.0,0.0,,,,,1.7718,0.0,0.0,0.0,0.0,88.89,0.0
r0143_c0167,41.842285,-87.6363876,Residential,25,44.44,0.0,,,,,1.736,0.0,0.0,0.0,0.0,44.44,0.0
r0143_c0168,41.842285,-87.6345717,Residential,50,177.78,0.0,,,,,2.7702,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0169,41.842285,-87.6327558,Residential,104,133.33,0.3333,,,,,1.9248,88.89,0.0,0.0,44.44,44.44,0.0
r0143_c0170,41.842285,-87.63094,Mixed-Use,35,44.44,0.0,,,,,1.4328,0.0,0.0,0.0,44.44,44.44,0.0
r0143_c0173,41.842285,-87.6254924,Commercial,19,311.11,0.0,,,,,1.5546,0.0,0.0,0.0,177.78,88.89,0.0
r0143_c0174,41.842285,-87.6236765,Commercial,11,222.22,0.0,,,,,2.8729,0.0,44.44,0.0,177.78,88.89,0.0
r0143_c0175,41.842285,-87.6218606,Residential,14,444.44,0.0,,,,,1.4838,0.0,0.0,0.0,0.0,44.44,0.0
r0143_c0176,41.842285,-87.6200447,Mixed-Use,11,133.33,0.0,,,,,0.4395,0.0,0.0,0.0,0.0,0.0,0.0
r0143_c0177,41.842285,-87.6182289,Industrial,6,222.22,0.0,,,,,0.9183,0.0,0.0,0.0,177.78,88.89,0.0
r0144_c0113,41.8436363,-87.7344446,Residential,16,0.0,0.0,2.1,,89824.0,56.0,1.0,0.0,0.0,0.0,88.89,44.44,0.0
r0144_c0114,41.8436363,-87.7326288,Residential,38,177.78,0.0,1.9,,123722.0,31.0,2.7349,44.44,44.44,0.0,44.44,0.0,0.0
r0144_c0115,41.8436363,-87.7308129,Residential,37,88.89,0.0,2.1,,53250.0,21.0,2.5347,44.44,0.0,0.0,44.44,0.0,0.0
r0144_c0116,41.8436363,-87.728997,Residential,45,177.78,0.5,1.9,,90110.0,78.0,2.913,44.44,0.0,0.0,88.89,44.44,44.44
r0144_c0117,41.8436363,-87.7271812,Residential,45,0.0,0.0,1.8,,80929.0,36.0,2.4857,0.0,0.0,0.0,44.44,0.0,0.0
r0144_c0118,41.8436363,-87.7253653,Residential,29,222.22,0.2,2.1,,95756.0,75.0,2.7223,44.44,0.0,0.0,44.44,44.44,0.0
r0144_c0119,41.8436363,-87.7235494,Residential,37,88.89,0.0,2.0,,90196.0,65.0,2.4713,44.44,0.0,0.0,0.0,44.44,0.0
r0144_c0120,41.8436363,-87.7217335,Residential,49,88.89,0.5,1.4,,66115.0,57.0,2.1988,0.0,0.0,0.0,44.44,88.89,0.0
r0144_c0121,41.8436363,-87.7199177,Residential,46,133.33,0.6667,1.3,,58652.0,45.0,2.1823,44.44,0.0,0.0,44.44,0.0,0.0
r0144_c0122,41.8436363,-87.7181018,Residential,39,177.78,0.0,2.3,,52501.0,29.0,2.4354,88.89,0.0,0.0,44.44,0.0,0.0
r0144_c0123,41.8436363,-87.7162859,Residential,44,44.44,0.0,2.3,,89225.0,58.0,2.4162,0.0,44.44,0.0,44.44,0.0,0.0
r0144_c0124,41.8436363,-87.7144701,Residential,46,222.22,0.0,2.3,,80585.0,63.0,2.72,133.33,0.0,0.0,0.0,0.0,0.0
r0144_c0125,41.8436363,-87.7126542,Residential,52,0.0,0.0,2.1,,81569.0,75.0,2.4653,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0126,41.8436363,-87.7108383,Residential,52,133.33,0.0,2.2,,74444.0,59.0,2.0117,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0127,41.8436363,-87.7090224,Residential,48,177.78,0.25,2.2,,89995.0,56.0,2.3806,44.44,0.0,0.0,0.0,44.44,0.0
r0144_c0128,41.8436363,-87.7072066,Residential,56,133.33,0.3333,2.4,,82976.0,19.0,1.744,44.44,0.0,13.67,0.0,0.0,0.0
r0144_c0129,41.8436363,-87.7053907,Residential,48,222.22,0.2,2.2,,90746.0,68.0,1.7489,88.89,0.0,0.0,0.0,0.0,0.0
r0144_c0130,41.8436363,-87.7035748,Residential,41,88.89,0.5,2.2,,90720.0,71.0,2.5964,44.44,0.0,0.0,0.0,0.0,0.0
r0144_c0131,41.8436363,-87.701759,Commercial,14,177.78,0.0,2.2,,68333.0,59.0,1.5,88.89,0.0,0.0,0.0,88.89,0.0
r0144_c0132,41.8436363,-87.6999431,Commercial,13,44.44,0.0,2.1,,60920.0,57.0,2.9845,0.0,44.44,0.0,0.0,0.0,0.0
r0144_c0144,41.8436363,-87.6781526,Commercial,4,44.44,0.0,2.3,,58994.0,11.0,1.585,0.0,0.0,5.69,0.0,0.0,0.0
r0144_c0146,41.8436363,-87.6745209,Open Space,4,222.22,0.0,4.0,,55790.0,16.0,1.585,44.44,0.0,0.0,0.0,44.44,0.0
r0144_c0152,41.8436363,-87.6636257,Mixed-Use,5,444.44,0.0,,,,,-0.0,0.0,0.0,0.0,177.78,133.33,0.0
r0144_c0153,41.8436363,-87.6618098,Residential,29,311.11,0.0,,,,,2.7036,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0154,41.8436363,-87.6599939,Residential,53,44.44,0.0,,,,,2.7388,0.0,0.0,0.0,0.0,177.78,0.0
r0144_c0155,41.8436363,-87.658178,Residential,53,0.0,0.0,,,,,2.7786,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0156,41.8436363,-87.6563622,Mixed-Use,35,0.0,0.0,,,,,2.6591,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0157,41.8436363,-87.6545463,Mixed-Use,24,0.0,0.0,,,,,1.5193,0.0,0.0,0.0,88.89,133.33,0.0
r0144_c0158,41.8436363,-87.6527304,Residential,54,0.0,0.0,,,,,3.3005,0.0,0.0,0.0,44.44,0.0,0.0
r0144_c0159,41.8436363,-87.6509146,Residential,13,44.44,0.0,,,,,2.658,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0162,41.8436363,-87.6454669,Residential,53,133.33,0.0,,,,,2.7487,44.44,0.0,0.0,177.78,44.44,0.0
r0144_c0163,41.8436363,-87.6436511,Residential,52,0.0,0.0,,,,,2.0987,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0164,41.8436363,-87.6418352,Residential,40,88.89,0.0,,,,,1.5432,0.0,0.0,0.0,177.78,0.0,0.0
r0144_c0165,41.8436363,-87.6400193,Residential,41,88.89,0.0,,,,,2.9106,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0166,41.8436363,-87.6382035,Residential,31,0.0,0.0,,,,,1.5233,0.0,0.0,0.0,0.0,44.44,0.0
r0144_c0167,41.8436363,-87.6363876,Residential,16,133.33,0.0,,,,,1.2955,0.0,0.0,0.0,0.0,44.44,0.0
r0144_c0168,41.8436363,-87.6345717,Residential,47,88.89,0.0,,,,,2.6791,0.0,0.0,0.0,0.0,44.44,0.0
r0144_c0169,41.8436363,-87.6327558,Residential,157,88.89,0.0,,,,,2.0027,44.44,0.0,0.0,0.0,44.44,0.0
r0144_c0170,41.8436363,-87.63094,Mixed-Use,49,133.33,0.0,,,,,1.0488,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0172,41.8436363,-87.6273082,Commercial,5,266.67,0.0,,,,,-0.0,0.0,0.0,0.0,266.67,44.44,0.0
r0144_c0173,41.8436363,-87.6254924,Commercial,35,222.22,0.0,,,,,1.1771,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0174,41.8436363,-87.6236765,Residential,49,177.78,0.0,,,,,1.5745,44.44,0.0,0.0,177.78,311.11,0.0
r0144_c0175,41.8436363,-87.6218606,Residential,18,133.33,0.0,,,,,0.4291,0.0,0.0,0.0,0.0,88.89,0.0
r0144_c0176,41.8436363,-87.6200447,Mixed-Use,20,44.44,0.0,,,,,1.8676,0.0,0.0,0.0,0.0,0.0,0.0
r0144_c0177,41.8436363,-87.6182289,Industrial,12,133.33,0.0,,,,,1.6424,0.0,44.44,0.0,177.78,88.89,0.0
r0144_c0179,41.8436363,-87.6145971,Mixed-Use,4,266.67,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,177.78,0.0
r0145_c0112,41.8449877,-87.7362605,Open Space,3,0.0,0.0,2.1,,111972.0,42.0,-0.0,0.0,0.0,0.0,44.44,44.44,0.0
r0145_c0113,41.8449877,-87.7344446,Residential,19,0.0,0.0,2.0,,98597.0,39.0,2.4194,0.0,0.0,15.09,0.0,0.0,0.0
r0145_c0114,41.8449877,-87.7326288,Residential,34,177.78,0.25,1.7,,65491.0,13.0,2.3726,44.44,44.44,4.94,0.0,133.33,0.0
r0145_c0115,41.8449877,-87.7308129,Residential,29,44.44,0.0,2.3,,43918.0,21.0,2.9129,0.0,0.0,2.42,0.0,0.0,0.0
r0145_c0116,41.8449877,-87.728997,Residential,40,44.44,0.0,2.9,,111459.0,30.0,3.204,0.0,0.0,12.36,0.0,44.44,0.0
r0145_c0117,41.8449877,-87.7271812,Residential,39,88.89,0.5,1.8,,95685.0,19.0,2.4806,44.44,44.44,5.65,0.0,0.0,0.0
r0145_c0118,41.8449877,-87.7253653,Residential,33,133.33,0.3333,2.1,,104555.0,31.0,2.5338,0.0,0.0,17.23,177.78,133.33,0.0
r0145_c0119,41.8449877,-87.7235494,Residential,38,177.78,0.0,1.8,,120058.0,30.0,2.3327,44.44,0.0,0.0,0.0,0.0,0.0
r0145_c0120,41.8449877,-87.7217335,Residential,43,88.89,0.5,1.5,,31105.0,15.0,1.7159,88.89,0.0,8.49,44.44,0.0,0.0
r0145_c0121,41.8449877,-87.7199177,Residential,45,133.33,0.3333,2.3,,25945.0,5.0,1.2798,44.44,0.0,11.39,44.44,88.89,0.0
r0145_c0122,41.8449877,-87.7181018,Residential,40,177.78,0.25,1.8,,75874.0,32.0,2.4505,44.44,0.0,4.56,88.89,133.33,44.44
r0145_c0123,41.8449877,-87.7162859,Residential,37,266.67,0.1667,1.5,,77625.0,36.0,2.9963,177.78,0.0,15.22,0.0,133.33,0.0
r0145_c0124,41.8449877,-87.7144701,Residential,34,177.78,0.25,2.4,,79505.0,24.0,2.1697,133.33,0.0,0.0,88.89,44.44,44.44
r0145_c0125,41.8449877,-87.7126542,Residential,40,44.44,0.0,2.1,,93500.0,44.0,1.4735,0.0,0.0,4.1,88.89,88.89,0.0
r0145_c0126,41.8449877,-87.7108383,Residential,40,0.0,0.0,2.1,,56519.0,19.0,2.0863,0.0,0.0,14.49,0.0,88.89,0.0
r0145_c0127,41.8449877,-87.7090224,Residential,45,88.89,0.0,2.3,,99421.0,27.0,2.5528,44.44,0.0,2.16,88.89,177.78,0.0
r0145_c0128,41.8449877,-87.7072066,Residential,46,44.44,1.0,1.8,,74972.0,15.0,1.9157,44.44,0.0,13.43,88.89,44.44,0.0
r0145_c0129,41.8449877,-87.7053907,Residential,39,177.78,0.0,2.2,,86464.0,34.0,1.983,0.0,0.0,5.87,266.67,177.78,0.0
r0145_c0130,41.8449877,-87.7035748,Residential,48,222.22,0.2,2.0,,83749.0,41.0,2.9402,0.0,0.0,5.39,44.44,88.89,0.0
r0145_c0131,41.8449877,-87.701759,Residential,37,222.22,0.4,2.2,,90138.0,44.0,2.6187,88.89,0.0,6.89,44.44,177.78,0.0
r0145_c0132,41.8449877,-87.6999431,Residential,28,88.89,0.5,2.1,,60623.0,49.0,2.9593,0.0,0.0,7.46,88.89,88.89,0.0
r0145_c0133,41.8449877,-87.6981272,Residential,24,0.0,0.0,2.2,,89954.0,25.0,1.9517,0.0,0.0,10.61,44.44,0.0,0.0
r0145_c0134,41.8449877,-87.6963113,Residential,34,488.89,0.0909,2.8,,111640.0,9.0,2.4711,0.0,88.89,7.16,533.33,177.78,0.0
r0145_c0136,41.8449877,-87.6926796,Open Space,6,266.67,0.0,1.4,,57607.0,25.0,1.585,0.0,44.44,7.85,177.78,177.78,0.0
r0145_c0137,41.8449877,-87.6908637,Open Space,14,311.11,0.0,2.2,,71029.0,37.0,0.3228,0.0,0.0,5.78,44.44,0.0,0.0
r0145_c0138,41.8449877,-87.6890479,Commercial,7,266.67,0.0,2.1,,69338.0,39.0,0.65,0.0,44.44,20.37,44.44,44.44,0.0
r0145_c0139,41.8449877,-87.687232,Mixed-Use,7,88.89,0.0,2.3,,95926.0,14.0,0.5436,0.0,0.0,15.15,0.0,0.0,0.0
r0145_c0140,41.8449877,-87.6854161,Commercial,25,266.67,0.0,2.1,,69299.0,26.0,2.8222,44.44,0.0,4.45,266.67,311.11,0.0
r0145_c0141,41.8449877,-87.6836002,Commercial,5,0.0,0.0,2.8,,54538.0,29.0,2.5654,0.0,0.0,10.53,0.0,0.0,0.0
r0145_c0142,41.8449877,-87.6817844,Commercial,3,44.44,1.0,3.1,,64829.0,26.0,1.0,0.0,0.0,5.89,0.0,44.44,0.0
r0145_c0145,41.8449877,-87.6763368,Commercial,4,177.78,0.0,2.8,,129128.0,34.0,0.971,0.0,0.0,12.89,177.78,88.89,0.0
r0145_c0146,41.8449877,-87.6745209,Commercial,3,44.44,0.0,3.0,,82830.0,16.0,0.9183,44.44,0.0,9.0,0.0,0.0,0.0
r0145_c0152,41.8449877,-87.6636257,Mixed-Use,3,88.89,0.0,,,,,0.9183,0.0,0.0,0.0,0.0,0.0,0.0
r0145_c0154,41.8449877,-87.6599939,Commercial,8,133.33,0.3333,,,,,1.9219,0.0,0.0,0.0,0.0,88.89,0.0
r0145_c0155,41.8449877,-87.658178,Residential,40,0.0,0.0,,,,,2.9969,0.0,0.0,0.0,0.0,44.44,0.0
r0145_c0156,41.8449877,-87.6563622,Residential,54,222.22,0.0,,,,,3.0315,0.0,0.0,0.0,0.0,88.89,0.0
r0145_c0157,41.8449877,-87.6545463,Residential,69,0.0,0.0,,,,,2.8924,0.0,0.0,0.0,0.0,0.0,0.0
r0145_c0158,41.8449877,-87.6527304,Mixed-Use,30,44.44,0.0,,,,,1.2868,0.0,0.0,0.0,44.44,44.44,0.0
r0145_c0159,41.8449877,-87.6509146,Mixed-Use,6,0.0,0.0,,,,,0.469,0.0,0.0,0.0,88.89,44.44,0.0
r0145_c0160,41.8449877,-87.6490987,Residential,39,44.44,0.0,,,,,1.511,0.0,0.0,0.0,0.0,0.0,0.0
r0145_c0161,41.8449877,-87.6472828,Residential,34,133.33,0.0,,,,,2.3163,0.0,0.0,0.0,133.33,177.78,0.0
r0145_c0162,41.8449877,-87.6454669,Residential,131,177.78,0.25,,,,,2.6593,44.44,0.0,0.0,44.44,0.0,0.0
r0145_c0163,41.8449877,-87.6436511,Residential,60,0.0,0.0,,,,,2.5767,0.0,0.0,0.0,0.0,0.0,0.0
r0145_c0164,41.8449877,-87.6418352,Residential,67,88.89,0.5,,,,,2.8673,0.0,0.0,0.0,177.78,44.44,0.0
r0145_c0165,41.8449877,-87.6400193,Residential,34,44.44,0.0,,,,,2.9079,0.0,0.0,0.0,177.78,0.0,0.0
r0145_c0166,41.8449877,-87.6382035,Residential,15,0.0,0.0,,,,,2.3827,0.0,0.0,0.0,88.89,44.44,0.0
r0145_c0167,41.8449877,-87.6363876,Residential,38,88.89,0.0,,,,,1.8079,0.0,0.0,0.0,0.0,44.44,0.0
r0145_c0168,41.8449877,-87.6345717,Residential,43,133.33,0.3333,,,,,2.0583,0.0,0.0,0.0,0.0,88.89,0.0
r0145_c0169,41.8449877,-87.6327558,Mixed-Use,41,44.44,1.0,,,,,1.8479,0.0,0.0,0.0,177.78,44.44,0.0
r0145_c0170,41.8449877,-87.63094,Mixed-Use,18,88.89,0.0,,,,,1.5397,88.89,0.0,0.0,88.89,88.89,0.0
r0145_c0171,41.8449877,-87.6291241,Open Space,12,88.89,0.0,,,,,1.7527,0.0,0.0,0.0,0.0,88.89,0.0
r0145_c0172,41.8449877,-87.6273082,Open Space,12,133.33,0.0,,,,,1.4256,0.0,0.0,0.0,88.89,88.89,0.0
r0145_c0173,41.8449877,-87.6254924,Residential,48,88.89,0.0,,,,,1.0894,0.0,0.0,0.0,0.0,0.0,0.0
r0145_c0174,41.8449877,-87.6236765,Commercial,22,222.22,0.0,,,,,1.2419,44.44,0.0,0.0,88.89,88.89,0.0
r0145_c0175,41.8449877,-87.6218606,Residential,250,222.22,0.0,,,,,0.9379,0.0,0.0,0.0,88.89,44.44,0.0
r0145_c0177,41.8449877,-87.6182289,Commercial,5,266.67,0.0,,,,,1.9219,0.0,0.0,0.0,88.89,0.0,0.0
r0145_c0178,41.8449877,-87.616413,Mixed-Use,4,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,88.89,0.0,0.0
r0145_c0179,41.8449877,-87.6145971,Mixed-Use,4,222.22,0.0,,,,,-0.0,0.0,0.0,0.0,44.44,0.0,0.0
r0146_c0112,41.846339,-87.7362605,Commercial,5,88.89,0.0,2.2,,87908.0,55.0,1.9219,44.44,0.0,0.0,0.0,88.89,0.0
r0146_c0113,41.846339,-87.7344446,Residential,13,0.0,0.0,2.2,,82809.0,32.0,1.9219,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0114,41.846339,-87.7326288,Residential,21,44.44,0.0,2.2,,84512.0,37.0,2.2808,0.0,0.0,17.51,0.0,44.44,0.0
r0146_c0115,41.846339,-87.7308129,Residential,27,88.89,0.0,2.2,,75525.0,51.0,1.9027,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0116,41.846339,-87.728997,Residential,37,0.0,0.0,1.9,,56676.0,43.0,1.9586,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0117,41.846339,-87.7271812,Residential,40,0.0,0.0,2.2,,72096.0,26.0,1.4557,0.0,0.0,6.36,0.0,0.0,0.0
r0146_c0118,41.846339,-87.7253653,Residential,40,0.0,0.0,2.2,,91282.0,49.0,2.5663,0.0,0.0,0.0,88.89,88.89,0.0
r0146_c0119,41.846339,-87.7235494,Residential,37,0.0,0.0,2.2,,82739.0,58.0,1.8803,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0120,41.846339,-87.7217335,Residential,37,0.0,0.0,,,,,0.7484,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0121,41.846339,-87.7199177,Residential,43,0.0,0.0,1.5,,48976.0,5.0,0.9474,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0122,41.846339,-87.7181018,Residential,41,0.0,0.0,1.5,,72679.0,50.0,2.1157,0.0,0.0,0.0,88.89,44.44,0.0
r0146_c0123,41.846339,-87.7162859,Residential,37,44.44,0.0,1.5,,81473.0,61.0,2.6564,44.44,0.0,0.0,0.0,0.0,0.0
r0146_c0124,41.846339,-87.7144701,Residential,36,0.0,0.0,2.5,,105125.0,59.0,1.4661,0.0,0.0,0.0,88.89,88.89,0.0
r0146_c0125,41.846339,-87.7126542,Residential,44,44.44,0.0,2.4,,88837.0,52.0,1.2711,0.0,44.44,0.0,0.0,0.0,0.0
r0146_c0126,41.846339,-87.7108383,Residential,50,0.0,0.0,2.3,,94681.0,76.0,2.0016,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0127,41.846339,-87.7090224,Residential,49,0.0,0.0,1.9,,48812.0,32.0,1.6166,0.0,0.0,3.05,0.0,0.0,0.0
r0146_c0128,41.846339,-87.7072066,Residential,48,0.0,0.0,2.1,,69018.0,44.0,1.8983,0.0,0.0,6.99,0.0,0.0,0.0
r0146_c0129,41.846339,-87.7053907,Residential,45,88.89,0.5,1.9,,89826.0,90.0,2.1006,0.0,0.0,0.0,177.78,44.44,0.0
r0146_c0130,41.846339,-87.7035748,Residential,46,44.44,0.0,1.9,,60825.0,59.0,2.8115,44.44,0.0,0.0,0.0,0.0,0.0
r0146_c0131,41.846339,-87.701759,Residential,51,44.44,1.0,2.1,,81411.0,82.0,2.3646,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0132,41.846339,-87.6999431,Residential,47,44.44,0.0,2.0,,75182.0,70.0,2.4187,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0133,41.846339,-87.6981272,Residential,58,0.0,0.0,2.7,,97332.0,64.0,2.3145,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0134,41.846339,-87.6963113,Residential,61,0.0,0.0,2.4,,81359.0,62.0,1.7255,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0135,41.846339,-87.6944955,Residential,8,44.44,0.0,3.0,,41941.0,5.0,2.5341,0.0,44.44,0.0,177.78,133.33,0.0
r0146_c0136,41.846339,-87.6926796,Residential,34,133.33,0.0,2.9,,89911.0,24.0,2.3824,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0137,41.846339,-87.6908637,Residential,48,44.44,0.0,2.4,,72682.0,44.0,2.5281,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0138,41.846339,-87.6890479,Commercial,4,44.44,0.0,2.2,,81644.0,67.0,0.9183,0.0,0.0,25.3,0.0,44.44,0.0
r0146_c0139,41.846339,-87.687232,Mixed-Use,18,44.44,0.0,3.8,,77154.0,17.0,2.4591,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0140,41.846339,-87.6854161,Residential,65,88.89,0.0,,,,,2.8447,0.0,0.0,0.0,0.0,88.89,0.0
r0146_c0141,41.846339,-87.6836002,Residential,64,44.44,0.0,,,,,2.7403,0.0,0.0,0.0,44.44,133.33,0.0
r0146_c0142,41.846339,-87.6817844,Residential,40,88.89,0.0,,,411.0,2.0,0.8787,0.0,0.0,0.0,88.89,44.44,0.0
r0146_c0146,41.846339,-87.6745209,Commercial,4,44.44,0.0,3.8,,84150.0,19.0,1.0,44.44,0.0,12.33,88.89,0.0,0.0
r0146_c0147,41.846339,-87.672705,Commercial,36,177.78,0.0,3.8,,120630.0,40.0,-0.0,88.89,0.0,0.0,0.0,0.0,0.0
r0146_c0150,41.846339,-87.6672574,Commercial,3,133.33,0.0,,,,,-0.0,0.0,0.0,10.11,177.78,0.0,0.0
r0146_c0152,41.846339,-87.6636257,Commercial,3,44.44,0.0,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0155,41.846339,-87.658178,Residential,7,0.0,0.0,,,,,0.9183,0.0,0.0,0.0,0.0,0.0,0.0
r0146_c0156,41.846339,-87.6563622,Residential,35,44.44,0.0,,,,,3.0128,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0157,41.846339,-87.6545463,Residential,38,0.0,0.0,,,,,2.7485,0.0,0.0,0.0,0.0,88.89,0.0
r0146_c0158,41.846339,-87.6527304,Residential,34,177.78,0.0,,,,,1.6678,0.0,0.0,0.0,0.0,44.44,0.0
r0146_c0159,41.846339,-87.6509146,Residential,4,44.44,0.0,,,,,1.1982,0.0,0.0,0.0,0.0,133.33,0.0
