cell_id,avg_floors,avg_yearbuilt,total_bldg_area,building_count
r0103_c0125,2.1,,80599.0,83.0
r0103_c0126,2.2,,57090.0,53.0
r0103_c0127,1.9,,79052.0,87.0
r0103_c0128,2.0,,77468.0,68.0
r0103_c0129,2.3,,99728.0,61.0
r0103_c0130,2.0,,89103.0,74.0
r0103_c0131,2.0,,83838.0,60.0
r0103_c0132,2.2,,75128.0,29.0
r0103_c0133,1.7,,94991.0,40.0
r0103_c0134,2.3,,109008.0,64.0
r0103_c0135,2.1,,98723.0,89.0
r0103_c0136,1.9,,94677.0,72.0
r0103_c0137,1.7,,75188.0,80.0
r0103_c0138,2.0,,84310.0,85.0
r0103_c0139,2.2,,51316.0,12.0
r0103_c0140,2.6,,31747.0,21.0
r0103_c0141,1.0,,52685.0,4.0
r0104_c0076,1.8,,54472.0,63.0
r0104_c0077,1.2,,44457.0,23.0
r0104_c0078,1.4,,15193.0,20.0
r0104_c0079,2.0,,30896.0,36.0
r0104_c0080,1.7,,70232.0,82.0
r0104_c0081,2.0,,52566.0,58.0
r0104_c0082,2.0,,48923.0,55.0
r0104_c0083,,,160723.0,2.0
r0104_c0084,2.5,,87695.0,2.0
r0104_c0085,5.0,,264916.0,6.0
r0104_c0086,2.0,,68110.0,88.0
r0104_c0087,2.0,,61169.0,67.0
r0104_c0088,1.8,,86385.0,79.0
r0104_c0089,1.5,,84369.0,46.0
r0104_c0090,1.5,,70702.0,61.0
r0104_c0091,1.3,,63174.0,66.0
r0104_c0092,1.3,,60814.0,66.0
r0104_c0093,1.3,,34863.0,41.0
r0104_c0094,1.2,,57099.0,45.0
r0104_c0095,1.2,,52313.0,55.0
r0104_c0096,1.6,,36839.0,30.0
r0104_c0097,1.5,,31284.0,17.0
r0104_c0098,1.0,,43828.0,1.0
r0104_c0111,1.8,,93419.0,69.0
r0104_c0112,1.9,,50571.0,57.0
r0104_c0113,1.8,,62218.0,48.0
r0104_c0114,2.1,,31021.0,25.0
r0104_c0115,1.9,,79620.0,31.0
r0104_c0116,2.0,,59665.0,46.0
r0104_c0117,2.0,,56080.0,49.0
r0104_c0118,2.0,,76345.0,76.0
r0104_c0119,1.9,,70166.0,89.0
r0104_c0120,2.2,,45260.0,43.0
r0104_c0121,1.8,,80504.0,59.0
r0104_c0122,2.1,,74522.0,89.0
r0104_c0123,2.0,,97851.0,50.0
r0104_c0124,1.8,,48179.0,61.0
r0104_c0125,1.7,,83655.0,95.0
r0104_c0126,1.9,,96321.0,62.0
r0104_c0127,2.2,,91130.0,88.0
r0104_c0128,2.1,,119039.0,65.0
r0104_c0129,4.1,,112125.0,31.0
r0104_c0130,3.4,,93299.0,12.0
r0104_c0131,1.5,,93326.0,8.0
r0104_c0132,2.3,,65543.0,41.0
r0104_c0133,2.2,,75887.0,53.0
r0104_c0134,2.0,,98852.0,38.0
r0104_c0135,2.2,,83505.0,91.0
r0104_c0136,2.0,,90693.0,97.0
r0104_c0137,1.8,,85756.0,91.0
r0104_c0138,2.4,,91379.0,46.0
r0104_c0139,1.9,,54264.0,40.0
r0104_c0140,2.5,,2749.0,2.0
r0104_c0141,2.0,,122271.0,8.0
r0105_c0076,1.2,,36461.0,40.0
r0105_c0077,1.0,,8414.0,8.0
r0105_c0078,,,580832.0,1.0
r0105_c0079,2.0,,10400.0,15.0
r0105_c0080,1.8,,31312.0,35.0
