cell_id,cell_lat,cell_lon,zone_type,cell_lot_count
r0101_c0139,41.7855282,-87.687232,Residential,42
r0101_c0140,41.7855282,-87.6854161,Residential,44
r0101_c0141,41.7855282,-87.6836002,Commercial,10
r0102_c0076,41.7868796,-87.8016319,Commercial,7
r0102_c0077,41.7868796,-87.799816,Residential,33
r0102_c0078,41.7868796,-87.7980001,Residential,33
r0102_c0079,41.7868796,-87.7961843,Residential,35
r0102_c0080,41.7868796,-87.7943684,Residential,35
r0102_c0081,41.7868796,-87.7925525,Residential,42
r0102_c0082,41.7868796,-87.7907366,Residential,25
r0102_c0083,41.7868796,-87.7889208,Residential,51
r0102_c0084,41.7868796,-87.7871049,Residential,21
r0102_c0085,41.7868796,-87.785289,Residential,49
r0102_c0086,41.7868796,-87.7834732,Residential,23
r0102_c0087,41.7868796,-87.7816573,Residential,31
r0102_c0088,41.7868796,-87.7798414,Residential,20
r0102_c0089,41.7868796,-87.7780255,Residential,36
r0102_c0090,41.7868796,-87.7762097,Residential,40
r0102_c0091,41.7868796,-87.7743938,Residential,41
r0102_c0092,41.7868796,-87.7725779,Residential,43
r0102_c0093,41.7868796,-87.7707621,Residential,39
r0102_c0094,41.7868796,-87.7689462,Residential,34
r0102_c0095,41.7868796,-87.7671303,Residential,39
r0102_c0096,41.7868796,-87.7653145,Residential,37
r0102_c0097,41.7868796,-87.7634986,Residential,7
r0102_c0098,41.7868796,-87.7616827,Residential,3
r0102_c0111,41.7868796,-87.7380764,Residential,12
r0102_c0112,41.7868796,-87.7362605,Residential,45
r0102_c0113,41.7868796,-87.7344446,Residential,44
r0102_c0114,41.7868796,-87.7326288,Residential,16
r0102_c0115,41.7868796,-87.7308129,Residential,32
r0102_c0116,41.7868796,-87.728997,Residential,45
r0102_c0117,41.7868796,-87.7271812,Residential,39
r0102_c0118,41.7868796,-87.7253653,Residential,59
r0102_c0119,41.7868796,-87.7235494,Residential,47
r0102_c0120,41.7868796,-87.7217335,Residential,63
r0102_c0121,41.7868796,-87.7199177,Residential,58
r0102_c0122,41.7868796,-87.7181018,Residential,46
r0102_c0123,41.7868796,-87.7162859,Residential,41
r0102_c0124,41.7868796,-87.7144701,Residential,45
r0102_c0125,41.7868796,-87.7126542,Residential,37
r0102_c0126,41.7868796,-87.7108383,Residential,43
r0102_c0127,41.7868796,-87.7090224,Residential,49
r0102_c0128,41.7868796,-87.7072066,Residential,14
r0102_c0129,41.7868796,-87.7053907,Residential,37
r0102_c0130,41.7868796,-87.7035748,Residential,26
r0102_c0131,41.7868796,-87.701759,Residential,39
r0102_c0132,41.7868796,-87.6999431,Residential,36
r0102_c0133,41.7868796,-87.6981272,Residential,38
r0102_c0134,41.7868796,-87.6963113,Residential,34
r0102_c0135,41.7868796,-87.6944955,Residential,32
r0102_c0136,41.7868796,-87.6926796,Residential,38
r0102_c0137,41.7868796,-87.6908637,Residential,34
r0102_c0138,41.7868796,-87.6890479,Residential,46
r0102_c0139,41.7868796,-87.687232,Residential,47
r0102_c0140,41.7868796,-87.6854161,Residential,41
r0102_c0141,41.7868796,-87.6836002,Commercial,8
r0103_c0076,41.7882309,-87.8016319,Residential,6
r0103_c0077,41.7882309,-87.799816,Residential,33
r0103_c0078,41.7882309,-87.7980001,Residential,33
r0103_c0079,41.7882309,-87.7961843,Residential,35
r0103_c0080,41.7882309,-87.7943684,Residential,35
r0103_c0081,41.7882309,-87.7925525,Residential,35
r0103_c0082,41.7882309,-87.7907366,Residential,34
r0103_c0083,41.7882309,-87.7889208,Residential,37
r0103_c0084,41.7882309,-87.7871049,Residential,22
r0103_c0085,41.7882309,-87.785289,Residential,43
r0103_c0086,41.7882309,-87.7834732,Residential,22
r0103_c0087,41.7882309,-87.7816573,Residential,22
r0103_c0089,41.7882309,-87.7780255,Residential,46
r0103_c0090,41.7882309,-87.7762097,Residential,31
r0103_c0091,41.7882309,-87.7743938,Residential,41
r0103_c0092,41.7882309,-87.7725779,Residential,38
r0103_c0093,41.7882309,-87.7707621,Residential,46
r0103_c0094,41.7882309,-87.7689462,Residential,40
r0103_c0095,41.7882309,-87.7671303,Residential,39
r0103_c0096,41.7882309,-87.7653145,Residential,39
r0103_c0097,41.7882309,-87.7634986,Residential,31
r0103_c0098,41.7882309,-87.7616827,Commercial,20
r0103_c0111,41.7882309,-87.7380764,Residential,46
r0103_c0112,41.7882309,-87.7362605,Residential,44
r0103_c0113,41.7882309,-87.7344446,Residential,43
r0103_c0114,41.7882309,-87.7326288,Residential,15
r0103_c0115,41.7882309,-87.7308129,Residential,15
r0103_c0116,41.7882309,-87.728997,Residential,39
r0103_c0117,41.7882309,-87.7271812,Residential,41
r0103_c0118,41.7882309,-87.7253653,Residential,37
r0103_c0119,41.7882309,-87.7235494,Residential,29
r0103_c0120,41.7882309,-87.7217335,Residential,31
r0103_c0121,41.7882309,-87.7199177,Residential,4
r0103_c0122,41.7882309,-87.7181018,Residential,31
r0103_c0123,41.7882309,-87.7162859,Residential,42
