cell_id,intersection_density
r0158_c0113,44.44
r0158_c0114,0.0
r0158_c0115,0.0
r0158_c0116,0.0
r0158_c0117,44.44
r0158_c0118,44.44
r0158_c0119,0.0
r0158_c0120,44.44
r0158_c0121,133.33
r0158_c0122,222.22
r0158_c0123,0.0
r0158_c0124,88.89
r0158_c0125,88.89
r0158_c0126,88.89
r0158_c0127,0.0
r0158_c0128,88.89
r0158_c0129,133.33
r0158_c0130,88.89
r0158_c0134,44.44
r0158_c0135,88.89
r0158_c0136,311.11
r0158_c0137,88.89
r0158_c0138,0.0
r0158_c0139,0.0
r0158_c0140,133.33
r0158_c0148,266.67
r0158_c0149,0.0
r0158_c0151,44.44
r0158_c0152,133.33
r0158_c0153,0.0
r0158_c0154,44.44
r0158_c0155,44.44
r0158_c0156,0.0
r0158_c0157,0.0
r0158_c0158,0.0
r0158_c0159,44.44
r0158_c0160,0.0
r0158_c0161,44.44
r0158_c0162,133.33
r0158_c0163,0.0
r0158_c0164,44.44
r0158_c0165,44.44
r0158_c0166,44.44
r0158_c0170,0.0
r0158_c0171,88.89
r0158_c0172,222.22
r0158_c0173,177.78
r0158_c0174,0.0
r0158_c0175,88.89
r0158_c0176,0.0
r0159_c0111,0.0
r0159_c0112,0.0
r0159_c0113,0.0
r0159_c0114,0.0
r0159_c0115,0.0
r0159_c0116,0.0
r0159_c0117,0.0
r0159_c0118,44.44
r0159_c0119,0.0
r0159_c0120,0.0
r0159_c0121,0.0
r0159_c0122,0.0
r0159_c0123,0.0
r0159_c0124,0.0
r0159_c0125,0.0
r0159_c0126,0.0
r0159_c0127,0.0
r0159_c0128,0.0
r0159_c0129,44.44
r0159_c0130,133.33
r0159_c0134,0.0
r0159_c0135,0.0
r0159_c0137,44.44
r0159_c0138,88.89
r0159_c0139,177.78
r0159_c0140,133.33
r0159_c0141,0.0
r0159_c0142,0.0
r0159_c0143,44.44
r0159_c0144,44.44
r0159_c0145,88.89
r0159_c0146,0.0
r0159_c0147,0.0
r0159_c0148,0.0
r0159_c0149,133.33
r0159_c0151,311.11
r0159_c0153,0.0
r0159_c0155,44.44
r0159_c0156,133.33
r0159_c0157,0.0
r0159_c0158,44.44
r0159_c0159,44.44
r0159_c0160,0.0
r0159_c0161,0.0
r0159_c0162,133.33
r0159_c0163,0.0
r0159_c0164,0.0
r0159_c0165,44.44
r0159_c0166,88.89
r0159_c0167,0.0
r0159_c0169,0.0
r0159_c0170,0.0
r0159_c0171,88.89
r0159_c0172,177.78
r0159_c0173,44.44
r0159_c0174,44.44
r0159_c0175,88.89
r0159_c0176,222.22
r0160_c0092,222.22
r0160_c0093,44.44
r0160_c0094,44.44
r0160_c0112,0.0
r0160_c0113,0.0
r0160_c0114,0.0
r0160_c0115,0.0
r0160_c0116,0.0
r0160_c0117,44.44
r0160_c0118,44.44
r0160_c0119,0.0
r0160_c0120,0.0
r0160_c0121,0.0
r0160_c0122,0.0
r0160_c0123,0.0
r0160_c0124,0.0
r0160_c0125,88.89
r0160_c0126,44.44
r0160_c0127,0.0
r0160_c0128,0.0
r0160_c0129,0.0
r0160_c0130,177.78
r0160_c0134,44.44
r0160_c0135,0.0
r0160_c0136,0.0
r0160_c0137,0.0
r0160_c0138,0.0
r0160_c0139,44.44
r0160_c0140,444.44
r0160_c0141,88.89
r0160_c0142,44.44
r0160_c0143,0.0
r0160_c0144,0.0
r0160_c0145,88.89
r0160_c0146,44.44
r0160_c0147,0.0
r0160_c0148,88.89
r0160_c0149,44.44
r0160_c0150,44.44
r0160_c0151,88.89
r0160_c0153,44.44
r0160_c0154,0.0
r0160_c0155,0.0
r0160_c0156,44.44
r0160_c0157,0.0
r0160_c0158,0.0
r0160_c0159,44.44
r0160_c0160,0.0
r0160_c0161,44.44
r0160_c0162,133.33
r0160_c0163,0.0
r0160_c0166,44.44
r0160_c0167,44.44
r0160_c0170,44.44
r0160_c0171,44.44
r0160_c0172,177.78
r0160_c0173,44.44
r0160_c0174,44.44
r0160_c0175,0.0
r0160_c0176,488.89
r0161_c0091,444.44
r0161_c0092,0.0
r0161_c0093,0.0
r0161_c0094,0.0
r0161_c0096,533.33
r0161_c0108,488.89
r0161_c0111,222.22
r0161_c0112,0.0
r0161_c0113,44.44
r0161_c0114,44.44
r0161_c0115,44.44
r0161_c0116,44.44
r0161_c0117,44.44
r0161_c0118,177.78
r0161_c0119,44.44
r0161_c0120,0.0
r0161_c0121,88.89
r0161_c0122,0.0
r0161_c0123,44.44
r0161_c0124,0.0
r0161_c0125,88.89
r0161_c0126,44.44
r0161_c0127,177.78
r0161_c0128,88.89
r0161_c0129,88.89
r0161_c0130,44.44
r0161_c0131,0.0
r0161_c0132,88.89
r0161_c0133,0.0
r0161_c0134,44.44
r0161_c0135,44.44
r0161_c0136,177.78
r0161_c0137,0.0
r0161_c0138,88.89
r0161_c0139,0.0
r0161_c0140,133.33
r0161_c0141,44.44
r0161_c0142,0.0
r0161_c0143,44.44
r0161_c0144,88.89
r0161_c0145,177.78
r0161_c0146,44.44
r0161_c0147,44.44
r0161_c0148,88.89
r0161_c0149,88.89
r0161_c0150,266.67
r0161_c0151,177.78
r0161_c0152,0.0
r0161_c0153,133.33
r0161_c0154,88.89
r0161_c0155,44.44
r0161_c0156,222.22
r0161_c0157,44.44
r0161_c0158,177.78
r0161_c0159,222.22
r0161_c0161,88.89
r0161_c0162,88.89
r0161_c0163,266.67
r0161_c0164,88.89
r0161_c0165,266.67
r0161_c0166,222.22
r0161_c0167,0.0
r0161_c0168,133.33
r0161_c0170,88.89
r0161_c0171,88.89
r0161_c0172,44.44
r0161_c0173,177.78
r0161_c0174,0.0
r0161_c0175,44.44
r0162_c0091,44.44
r0162_c0092,88.89
r0162_c0093,44.44
r0162_c0094,44.44
r0162_c0095,44.44
r0162_c0096,177.78
r0162_c0110,0.0
r0162_c0111,0.0
r0162_c0112,0.0
r0162_c0113,88.89
r0162_c0114,88.89
r0162_c0115,133.33
r0162_c0116,44.44
r0162_c0117,44.44
r0162_c0118,88.89
r0162_c0119,44.44
r0162_c0120,0.0
r0162_c0121,44.44
r0162_c0122,0.0
r0162_c0123,222.22
r0162_c0124,0.0
r0162_c0125,0.0
r0162_c0126,133.33
r0162_c0127,0.0
r0162_c0128,0.0
r0162_c0129,88.89
r0162_c0130,44.44
r0162_c0131,0.0
r0162_c0132,44.44
r0162_c0133,0.0
r0162_c0134,0.0
r0162_c0135,0.0
r0162_c0136,0.0
r0162_c0137,0.0
r0162_c0138,0.0
r0162_c0139,0.0
r0162_c0140,44.44
r0162_c0141,44.44
r0162_c0142,88.89
r0162_c0143,44.44
r0162_c0144,44.44
r0162_c0145,0.0
r0162_c0146,88.89
r0162_c0147,0.0
r0162_c0148,44.44
r0162_c0149,133.33
r0162_c0150,0.0
r0162_c0151,44.44
r0162_c0152,133.33
r0162_c0153,44.44
r0162_c0154,44.44
r0162_c0155,0.0
r0162_c0156,44.44
r0162_c0157,266.67
r0162_c0158,44.44
r0162_c0162,133.33
r0162_c0163,88.89
r0162_c0164,44.44
r0162_c0165,266.67
r0162_c0166,88.89
r0162_c0168,0.0
r0162_c0170,133.33
r0162_c0171,44.44
r0162_c0172,177.78
r0162_c0173,266.67
r0162_c0174,177.78
r0162_c0175,222.22
r0163_c0091,400.0
r0163_c0092,0.0
r0163_c0093,0.0
r0163_c0094,0.0
r0163_c0095,0.0
r0163_c0096,0.0
r0163_c0102,133.33
r0163_c0104,177.78
r0163_c0105,0.0
r0163_c0106,0.0
r0163_c0107,222.22
r0163_c0108,0.0
r0163_c0110,88.89
r0163_c0111,0.0
r0163_c0112,0.0
r0163_c0114,0.0
r0163_c0115,88.89
r0163_c0116,0.0
r0163_c0117,133.33
r0163_c0118,88.89
r0163_c0119,44.44
r0163_c0120,0.0
r0163_c0121,44.44
r0163_c0122,0.0
r0163_c0123,44.44
r0163_c0125,88.89
r0163_c0126,44.44
r0163_c0127,44.44
r0163_c0129,44.44
r0163_c0130,133.33
r0163_c0131,88.89
r0163_c0132,0.0
r0163_c0133,88.89
r0163_c0134,133.33
r0163_c0135,44.44
r0163_c0136,0.0
r0163_c0137,0.0
r0163_c0138,0.0
r0163_c0139,0.0
r0163_c0140,266.67
r0163_c0141,0.0
r0163_c0142,44.44
r0163_c0143,44.44
r0163_c0144,44.44
r0163_c0145,177.78
r0163_c0146,0.0
r0163_c0148,133.33
r0163_c0149,44.44
r0163_c0150,222.22
r0163_c0151,0.0
r0163_c0152,0.0
r0163_c0153,88.89
r0163_c0154,0.0
r0163_c0155,0.0
r0163_c0156,44.44
r0163_c0157,88.89
r0163_c0158,44.44
r0163_c0159,266.67
r0163_c0160,222.22
r0163_c0162,177.78
r0163_c0163,222.22
r0163_c0164,266.67
r0163_c0168,0.0
r0163_c0169,88.89
r0163_c0170,133.33
r0163_c0171,0.0
r0163_c0172,88.89
r0163_c0173,177.78
r0164_c0092,222.22
r0164_c0093,0.0
r0164_c0097,0.0
r0164_c0098,0.0
r0164_c0099,0.0
r0164_c0100,444.44
r0164_c0101,44.44
r0164_c0102,44.44
r0164_c0103,44.44
r0164_c0105,44.44
r0164_c0106,0.0
r0164_c0107,177.78
r0164_c0108,44.44
r0164_c0109,88.89
r0164_c0110,88.89
r0164_c0111,0.0
r0164_c0112,0.0
r0164_c0113,44.44
r0164_c0114,0.0
r0164_c0115,44.44
r0164_c0116,0.0
r0164_c0117,0.0
r0164_c0118,44.44
r0164_c0119,0.0
r0164_c0120,0.0
r0164_c0121,88.89
r0164_c0122,44.44
r0164_c0123,44.44
r0164_c0124,0.0
r0164_c0125,0.0
r0164_c0126,133.33
r0164_c0127,44.44
r0164_c0128,0.0
r0164_c0129,88.89
r0164_c0130,0.0
r0164_c0131,44.44
r0164_c0132,0.0
r0164_c0133,0.0
r0164_c0134,44.44
r0164_c0135,44.44
r0164_c0136,0.0
r0164_c0137,0.0
r0164_c0138,44.44
r0164_c0139,0.0
r0164_c0140,133.33
r0164_c0141,0.0
r0164_c0142,0.0
r0164_c0143,177.78
r0164_c0144,177.78
r0164_c0145,0.0
r0164_c0146,0.0
r0164_c0148,0.0
r0164_c0149,222.22
r0164_c0150,0.0
r0164_c0151,88.89
r0164_c0152,88.89
r0164_c0153,0.0
r0164_c0154,44.44
r0164_c0155,44.44
r0164_c0156,0.0
r0164_c0157,44.44
r0164_c0158,0.0
r0164_c0159,0.0
r0164_c0161,177.78
r0164_c0162,88.89
r0164_c0163,44.44
r0164_c0164,222.22
r0164_c0166,177.78
r0164_c0168,88.89
r0164_c0169,133.33
r0164_c0170,133.33
r0164_c0172,222.22
r0164_c0173,355.56
r0165_c0097,133.33
r0165_c0098,133.33
r0165_c0099,0.0
r0165_c0100,0.0
r0165_c0101,0.0
r0165_c0102,44.44
r0165_c0103,0.0
r0165_c0104,0.0
r0165_c0105,0.0
r0165_c0106,0.0
r0165_c0107,177.78
r0165_c0108,0.0
r0165_c0109,0.0
r0165_c0110,0.0
r0165_c0111,44.44
r0165_c0112,44.44
r0165_c0113,88.89
r0165_c0114,88.89
r0165_c0115,44.44
r0165_c0116,44.44
r0165_c0117,44.44
r0165_c0118,0.0
r0165_c0119,44.44
r0165_c0120,0.0
r0165_c0121,44.44
r0165_c0122,44.44
r0165_c0123,0.0
r0165_c0124,0.0
r0165_c0125,44.44
r0165_c0126,44.44
r0165_c0127,0.0
r0165_c0128,0.0
r0165_c0129,0.0
r0165_c0130,0.0
r0165_c0131,44.44
r0165_c0132,0.0
r0165_c0133,0.0
r0165_c0134,0.0
r0165_c0135,0.0
r0165_c0136,0.0
r0165_c0137,44.44
r0165_c0138,0.0
r0165_c0139,44.44
r0165_c0140,88.89
r0165_c0141,0.0
r0165_c0142,133.33
r0165_c0143,44.44
r0165_c0144,222.22
r0165_c0145,177.78
r0165_c0146,44.44
r0165_c0148,88.89
r0165_c0149,44.44
r0165_c0150,88.89
r0165_c0151,0.0
r0165_c0152,0.0
r0165_c0153,0.0
r0165_c0154,0.0
r0165_c0155,0.0
r0165_c0156,44.44
r0165_c0157,0.0
r0165_c0158,0.0
r0165_c0159,44.44
r0165_c0162,311.11
r0165_c0163,44.44
r0165_c0164,88.89
r0165_c0168,44.44
r0165_c0169,88.89
r0165_c0170,133.33
r0165_c0171,88.89
r0165_c0172,177.78
r0165_c0173,177.78
r0166_c0097,88.89
r0166_c0098,0.0
r0166_c0099,0.0
r0166_c0100,44.44
r0166_c0101,0.0
r0166_c0102,44.44
r0166_c0103,0.0
r0166_c0104,88.89
r0166_c0105,44.44
r0166_c0106,0.0
r0166_c0107,88.89
r0166_c0108,88.89
r0166_c0109,0.0
r0166_c0110,88.89
r0166_c0111,0.0
r0166_c0112,0.0
r0166_c0113,44.44
r0166_c0114,44.44
r0166_c0115,44.44
r0166_c0116,0.0
r0166_c0117,0.0
r0166_c0118,88.89
r0166_c0119,88.89
r0166_c0120,44.44
r0166_c0121,177.78
r0166_c0122,0.0
r0166_c0123,44.44
r0166_c0124,0.0
r0166_c0125,0.0
r0166_c0126,88.89
r0166_c0127,0.0
r0166_c0128,0.0
r0166_c0129,133.33
r0166_c0130,88.89
r0166_c0131,88.89
r0166_c0132,0.0
r0166_c0133,0.0
r0166_c0134,44.44
r0166_c0135,0.0
r0166_c0137,0.0
r0166_c0138,88.89
r0166_c0139,0.0
r0166_c0140,88.89
r0166_c0141,44.44
r0166_c0142,222.22
r0166_c0143,400.0
r0166_c0145,266.67
r0166_c0146,177.78
r0166_c0147,177.78
r0166_c0148,44.44
r0166_c0149,0.0
r0166_c0150,133.33
r0166_c0151,0.0
r0166_c0152,44.44
r0166_c0153,44.44
r0166_c0154,0.0
r0166_c0155,133.33
r0166_c0156,311.11
r0166_c0157,177.78
r0166_c0158,0.0
r0166_c0160,0.0
r0166_c0161,0.0
r0166_c0162,0.0
r0166_c0163,0.0
r0166_c0164,88.89
r0166_c0166,88.89
r0166_c0168,0.0
r0166_c0169,44.44
r0166_c0170,44.44
r0166_c0171,0.0
r0166_c0172,355.56
r0166_c0173,266.67
r0167_c0097,0.0
r0167_c0098,0.0
r0167_c0099,0.0
r0167_c0100,0.0
r0167_c0101,0.0
r0167_c0102,0.0
r0167_c0103,44.44
r0167_c0104,0.0
r0167_c0105,0.0
r0167_c0106,0.0
r0167_c0107,133.33
r0167_c0108,44.44
r0167_c0109,0.0
r0167_c0110,222.22
r0167_c0111,0.0
r0167_c0112,44.44
r0167_c0113,44.44
r0167_c0114,0.0
r0167_c0115,44.44
r0167_c0116,0.0
r0167_c0117,0.0
r0167_c0118,133.33
r0167_c0119,0.0
r0167_c0120,44.44
r0167_c0121,88.89
r0167_c0122,0.0
r0167_c0123,88.89
r0167_c0124,0.0
r0167_c0125,0.0
r0167_c0126,44.44
r0167_c0127,0.0
r0167_c0128,0.0
r0167_c0129,44.44
r0167_c0130,0.0
r0167_c0131,44.44
r0167_c0132,0.0
r0167_c0133,0.0
r0167_c0134,44.44
r0167_c0135,0.0
r0167_c0136,0.0
r0167_c0137,0.0
r0167_c0138,0.0
r0167_c0139,44.44
r0167_c0140,44.44
r0167_c0141,88.89
r0167_c0142,88.89
r0167_c0143,44.44
r0167_c0144,266.67
r0167_c0145,266.67
r0167_c0146,177.78
r0167_c0147,88.89
r0167_c0148,88.89
r0167_c0149,311.11
r0167_c0150,355.56
r0167_c0151,133.33
r0167_c0152,88.89
r0167_c0153,133.33
r0167_c0154,177.78
r0167_c0158,44.44
r0167_c0159,88.89
r0167_c0160,44.44
r0167_c0161,177.78
r0167_c0162,0.0
r0167_c0163,177.78
r0167_c0164,133.33
r0167_c0165,222.22
r0167_c0167,44.44
r0167_c0168,133.33
r0167_c0169,133.33
r0167_c0170,133.33
r0167_c0171,177.78
r0167_c0172,266.67
r0167_c0173,222.22
r0168_c0097,0.0
r0168_c0098,0.0
r0168_c0099,0.0
r0168_c0100,0.0
r0168_c0101,0.0
r0168_c0102,88.89
r0168_c0103,44.44
r0168_c0104,0.0
r0168_c0105,44.44
r0168_c0106,0.0
r0168_c0107,88.89
r0168_c0108,44.44
r0168_c0109,0.0
r0168_c0110,0.0
r0168_c0111,0.0
r0168_c0112,0.0
r0168_c0113,0.0
r0168_c0114,0.0
r0168_c0115,0.0
r0168_c0116,0.0
r0168_c0117,0.0
r0168_c0118,0.0
r0168_c0119,0.0
r0168_c0120,44.44
r0168_c0123,88.89
r0168_c0124,0.0
r0168_c0125,0.0
r0168_c0126,0.0
r0168_c0127,44.44
r0168_c0129,0.0
r0168_c0130,0.0
r0168_c0131,44.44
r0168_c0132,0.0
r0168_c0133,0.0
r0168_c0134,177.78
r0168_c0135,44.44
r0168_c0136,0.0
r0168_c0137,0.0
r0168_c0138,0.0
r0168_c0139,44.44
r0168_c0140,44.44
r0168_c0141,44.44
r0168_c0142,44.44
r0168_c0143,0.0
r0168_c0144,0.0
r0168_c0145,44.44
r0168_c0146,0.0
r0168_c0147,88.89
r0168_c0148,0.0
r0168_c0149,44.44
r0168_c0150,133.33
r0168_c0151,44.44
r0168_c0152,44.44
r0168_c0153,44.44
r0168_c0154,0.0
r0168_c0155,0.0
r0168_c0156,222.22
r0168_c0157,133.33
r0168_c0158,88.89
r0168_c0159,44.44
r0168_c0160,222.22
r0168_c0161,133.33
r0168_c0162,0.0
r0168_c0163,88.89
r0168_c0164,177.78
r0168_c0165,88.89
r0168_c0166,0.0
r0168_c0167,0.0
r0168_c0168,222.22
r0168_c0169,133.33
r0168_c0170,222.22
r0168_c0171,222.22
r0168_c0172,222.22
r0168_c0173,311.11
r0169_c0091,177.78
r0169_c0092,0.0
r0169_c0093,0.0
r0169_c0094,88.89
r0169_c0095,44.44
r0169_c0096,44.44
r0169_c0097,0.0
r0169_c0098,0.0
r0169_c0099,0.0
r0169_c0100,0.0
r0169_c0101,0.0
r0169_c0102,0.0
r0169_c0103,0.0
r0169_c0104,0.0
r0169_c0105,44.44
r0169_c0106,0.0
r0169_c0107,177.78
r0169_c0108,88.89
r0169_c0109,0.0
r0169_c0110,88.89
r0169_c0111,88.89
r0169_c0112,0.0
r0169_c0113,44.44
r0169_c0114,0.0
r0169_c0115,44.44
r0169_c0116,0.0
r0169_c0117,44.44
r0169_c0118,44.44
r0169_c0119,0.0
r0169_c0120,133.33
r0169_c0124,44.44
r0169_c0125,0.0
r0169_c0126,44.44
r0169_c0127,0.0
r0169_c0128,0.0
r0169_c0129,44.44
r0169_c0130,44.44
r0169_c0131,133.33
r0169_c0132,0.0
r0169_c0133,88.89
r0169_c0134,44.44
r0169_c0135,44.44
r0169_c0136,44.44
r0169_c0137,0.0
r0169_c0138,44.44
r0169_c0139,44.44
r0169_c0140,133.33
r0169_c0141,44.44
r0169_c0142,44.44
r0169_c0143,0.0
r0169_c0144,88.89
r0169_c0145,44.44
r0169_c0147,44.44
r0169_c0148,88.89
r0169_c0149,133.33
r0169_c0150,133.33
r0169_c0151,0.0
r0169_c0152,133.33
r0169_c0153,44.44
r0169_c0154,44.44
r0169_c0155,0.0
r0169_c0156,88.89
r0169_c0157,44.44
r0169_c0158,133.33
r0169_c0159,133.33
r0169_c0160,0.0
r0169_c0161,222.22
r0169_c0162,133.33
r0169_c0163,88.89
r0169_c0164,177.78
r0169_c0165,133.33
r0169_c0166,0.0
r0169_c0167,266.67
r0169_c0168,88.89
r0169_c0169,0.0
r0169_c0170,88.89
r0169_c0171,88.89
r0169_c0172,44.44
r0169_c0173,177.78
r0170_c0091,44.44
r0170_c0092,44.44
r0170_c0093,0.0
r0170_c0094,0.0
r0170_c0095,0.0
r0170_c0096,0.0
r0170_c0097,0.0
r0170_c0098,0.0
r0170_c0099,0.0
r0170_c0100,0.0
r0170_c0101,0.0
r0170_c0102,44.44
r0170_c0103,0.0
r0170_c0104,0.0
r0170_c0105,88.89
r0170_c0106,0.0
r0170_c0107,88.89
r0170_c0108,0.0
r0170_c0109,0.0
r0170_c0110,0.0
r0170_c0111,44.44
r0170_c0112,0.0
r0170_c0113,0.0
r0170_c0114,0.0
r0170_c0115,0.0
r0170_c0116,0.0
r0170_c0117,0.0
r0170_c0118,44.44
r0170_c0119,0.0
r0170_c0120,0.0
r0170_c0123,44.44
r0170_c0124,0.0
r0170_c0125,0.0
r0170_c0126,0.0
r0170_c0127,0.0
r0170_c0128,0.0
r0170_c0129,88.89
r0170_c0130,44.44
r0170_c0131,88.89
r0170_c0132,0.0
r0170_c0133,44.44
r0170_c0134,44.44
r0170_c0135,88.89
r0170_c0136,0.0
r0170_c0137,44.44
r0170_c0138,44.44
r0170_c0139,133.33
r0170_c0140,44.44
r0170_c0141,0.0
r0170_c0142,0.0
r0170_c0143,0.0
r0170_c0144,44.44
r0170_c0145,44.44
r0170_c0146,133.33
r0170_c0147,88.89
r0170_c0148,88.89
r0170_c0149,133.33
r0170_c0150,222.22
r0170_c0151,44.44
r0170_c0152,0.0
r0170_c0153,44.44
r0170_c0154,0.0
r0170_c0155,0.0
r0170_c0156,177.78
r0170_c0157,88.89
r0170_c0158,44.44
r0170_c0159,44.44
r0170_c0160,44.44
r0170_c0161,88.89
r0170_c0162,44.44
r0170_c0163,88.89
r0170_c0164,133.33
r0170_c0166,0.0
r0170_c0167,222.22
r0170_c0168,222.22
r0170_c0169,222.22
r0170_c0170,177.78
r0170_c0171,177.78
r0170_c0172,133.33
r0170_c0173,400.0
r0171_c0091,533.33
r0171_c0092,88.89
r0171_c0093,44.44
r0171_c0094,88.89
r0171_c0095,44.44
r0171_c0096,88.89
r0171_c0097,88.89
r0171_c0098,177.78
r0171_c0099,44.44
r0171_c0100,222.22
r0171_c0101,88.89
r0171_c0102,88.89
r0171_c0103,0.0
r0171_c0104,266.67
r0171_c0105,133.33
r0171_c0106,44.44
r0171_c0107,88.89
r0171_c0108,44.44
r0171_c0109,0.0
r0171_c0110,0.0
r0171_c0111,133.33
r0171_c0112,88.89
r0171_c0113,0.0
r0171_c0114,44.44
r0171_c0115,44.44
r0171_c0116,88.89
r0171_c0117,44.44
r0171_c0118,311.11
r0171_c0119,266.67
r0171_c0120,177.78
r0171_c0124,133.33
r0171_c0125,0.0
r0171_c0126,0.0
r0171_c0127,0.0
r0171_c0128,0.0
r0171_c0129,0.0
r0171_c0130,0.0
r0171_c0131,44.44
r0171_c0132,88.89
r0171_c0133,44.44
r0171_c0134,0.0
r0171_c0135,44.44
r0171_c0136,0.0
r0171_c0137,44.44
r0171_c0138,44.44
r0171_c0139,133.33
r0171_c0140,0.0
r0171_c0141,0.0
r0171_c0142,44.44
r0171_c0143,0.0
r0171_c0144,44.44
r0171_c0145,222.22
r0171_c0146,0.0
r0171_c0147,88.89
r0171_c0148,133.33
r0171_c0149,133.33
r0171_c0150,311.11
r0171_c0151,0.0
r0171_c0152,0.0
r0171_c0153,44.44
r0171_c0154,44.44
r0171_c0155,44.44
r0171_c0156,44.44
r0171_c0157,0.0
r0171_c0158,88.89
r0171_c0159,0.0
r0171_c0160,0.0
r0171_c0161,177.78
r0171_c0162,44.44
r0171_c0163,88.89
r0171_c0164,133.33
r0171_c0165,177.78
r0171_c0166,0.0
r0171_c0167,133.33
r0171_c0168,88.89
r0171_c0169,88.89
r0171_c0170,88.89
r0171_c0171,88.89
r0171_c0172,133.33
r0171_c0173,177.78
r0172_c0091,88.89
r0172_c0092,0.0
r0172_c0093,0.0
r0172_c0094,0.0
r0172_c0095,0.0
r0172_c0096,0.0
r0172_c0097,44.44
r0172_c0098,0.0
r0172_c0099,0.0
r0172_c0100,0.0
r0172_c0101,0.0
r0172_c0102,88.89
r0172_c0103,44.44
r0172_c0104,44.44
r0172_c0105,0.0
r0172_c0106,0.0
r0172_c0107,88.89
r0172_c0108,0.0
r0172_c0109,44.44
r0172_c0110,44.44
r0172_c0111,88.89
r0172_c0112,44.44
r0172_c0113,0.0
r0172_c0114,44.44
r0172_c0115,44.44
r0172_c0116,44.44
r0172_c0117,44.44
r0172_c0118,133.33
r0172_c0119,0.0
r0172_c0120,88.89
r0172_c0126,133.33
r0172_c0127,0.0
r0172_c0128,0.0
r0172_c0129,88.89
r0172_c0130,0.0
r0172_c0131,88.89
r0172_c0132,0.0
r0172_c0133,44.44
r0172_c0134,88.89
r0172_c0135,44.44
r0172_c0136,133.33
r0172_c0137,0.0
r0172_c0138,0.0
r0172_c0139,88.89
r0172_c0140,88.89
r0172_c0141,88.89
r0172_c0142,44.44
r0172_c0143,44.44
r0172_c0144,0.0
r0172_c0145,88.89
r0172_c0146,0.0
r0172_c0147,88.89
r0172_c0148,133.33
r0172_c0149,177.78
r0172_c0150,222.22
r0172_c0151,266.67
r0172_c0152,88.89
r0172_c0153,177.78
r0172_c0154,44.44
r0172_c0155,88.89
r0172_c0156,133.33
r0172_c0157,44.44
r0172_c0158,88.89
r0172_c0159,88.89
r0172_c0160,88.89
r0172_c0161,133.33
r0172_c0162,0.0
r0172_c0163,44.44
r0172_c0164,222.22
r0172_c0165,177.78
r0172_c0166,0.0
r0172_c0167,177.78
r0172_c0168,88.89
r0172_c0169,133.33
r0172_c0170,133.33
r0172_c0171,88.89
r0172_c0172,88.89
r0172_c0173,266.67
r0172_c0178,222.22
r0173_c0091,88.89
r0173_c0092,0.0
r0173_c0093,0.0
r0173_c0094,88.89
r0173_c0095,0.0
r0173_c0096,44.44
r0173_c0097,0.0
r0173_c0098,0.0
r0173_c0099,44.44
r0173_c0100,44.44
r0173_c0101,0.0
r0173_c0102,44.44
r0173_c0103,0.0
r0173_c0104,0.0
r0173_c0105,0.0
r0173_c0106,44.44
r0173_c0107,44.44
r0173_c0108,0.0
r0173_c0109,0.0
r0173_c0110,0.0
r0173_c0111,0.0
r0173_c0112,0.0
r0173_c0113,0.0
r0173_c0114,0.0
r0173_c0115,44.44
r0173_c0116,0.0
r0173_c0117,88.89
r0173_c0118,88.89
r0173_c0119,133.33
r0173_c0120,44.44
r0173_c0126,88.89
r0173_c0127,0.0
r0173_c0128,0.0
r0173_c0129,44.44
r0173_c0130,44.44
r0173_c0131,44.44
r0173_c0132,0.0
r0173_c0133,0.0
r0173_c0134,44.44
r0173_c0135,0.0
r0173_c0136,88.89
r0173_c0137,0.0
r0173_c0138,0.0
r0173_c0139,88.89
r0173_c0140,88.89
r0173_c0141,44.44
r0173_c0142,133.33
r0173_c0143,44.44
r0173_c0144,0.0
r0173_c0145,88.89
r0173_c0146,44.44
r0173_c0147,44.44
r0173_c0148,177.78
r0173_c0149,88.89
r0173_c0150,222.22
r0173_c0152,44.44
r0173_c0153,44.44
r0173_c0154,0.0
r0173_c0155,44.44
r0173_c0156,222.22
r0173_c0157,44.44
r0173_c0158,88.89
r0173_c0159,44.44
r0173_c0160,44.44
r0173_c0161,133.33
r0173_c0162,0.0
r0173_c0163,44.44
r0173_c0164,133.33
r0173_c0165,44.44
r0173_c0166,0.0
r0173_c0167,177.78
r0173_c0168,266.67
r0173_c0169,88.89
r0173_c0170,88.89
r0173_c0171,88.89
r0173_c0172,133.33
r0173_c0173,88.89
r0173_c0174,133.33
r0173_c0175,444.44
r0174_c0091,0.0
r0174_c0092,0.0
r0174_c0093,44.44
r0174_c0094,0.0
r0174_c0095,0.0
r0174_c0096,0.0
r0174_c0097,0.0
r0174_c0098,44.44
r0174_c0099,0.0
r0174_c0100,0.0
r0174_c0101,0.0
r0174_c0102,44.44
r0174_c0103,44.44
r0174_c0104,0.0
r0174_c0105,0.0
r0174_c0106,88.89
r0174_c0107,44.44
r0174_c0108,44.44
r0174_c0109,0.0
r0174_c0110,0.0
r0174_c0111,0.0
r0174_c0112,0.0
r0174_c0113,0.0
r0174_c0114,0.0
r0174_c0115,0.0
r0174_c0116,0.0
r0174_c0117,0.0
r0174_c0118,0.0
r0174_c0119,44.44
r0174_c0120,133.33
r0174_c0126,44.44
r0174_c0127,44.44
r0174_c0128,0.0
