cell_id,intersection_density
r0194_c0116,0.0
r0194_c0117,133.33
r0194_c0118,44.44
r0194_c0119,44.44
r0194_c0120,44.44
r0194_c0121,88.89
r0194_c0122,0.0
r0194_c0123,44.44
r0194_c0124,0.0
r0194_c0125,0.0
r0194_c0126,0.0
r0194_c0127,0.0
r0194_c0128,177.78
r0194_c0129,44.44
r0194_c0130,44.44
r0194_c0131,0.0
r0194_c0132,0.0
r0194_c0133,0.0
r0194_c0134,44.44
r0194_c0135,44.44
r0194_c0136,44.44
r0194_c0137,0.0
r0194_c0138,44.44
r0194_c0139,88.89
r0194_c0140,0.0
r0194_c0141,0.0
r0194_c0142,0.0
r0194_c0143,88.89
r0194_c0144,88.89
r0194_c0145,0.0
r0194_c0146,44.44
r0194_c0147,44.44
r0194_c0148,44.44
r0194_c0149,0.0
r0194_c0150,177.78
r0194_c0151,44.44
r0194_c0152,44.44
r0194_c0153,44.44
r0194_c0154,222.22
r0194_c0156,44.44
r0194_c0157,44.44
r0194_c0158,177.78
r0194_c0159,222.22
r0194_c0160,266.67
r0194_c0161,133.33
r0194_c0162,133.33
r0194_c0163,133.33
r0194_c0164,133.33
r0194_c0165,44.44
r0194_c0166,88.89
r0194_c0167,177.78
r0194_c0168,133.33
r0194_c0169,133.33
r0194_c0170,88.89
r0194_c0171,44.44
r0194_c0172,266.67
r0195_c0074,266.67
r0195_c0075,0.0
r0195_c0076,0.0
r0195_c0077,0.0
r0195_c0078,0.0
r0195_c0079,0.0
r0195_c0080,0.0
r0195_c0081,0.0
r0195_c0082,0.0
r0195_c0083,0.0
r0195_c0084,0.0
r0195_c0085,44.44
r0195_c0086,0.0
r0195_c0087,44.44
r0195_c0088,0.0
r0195_c0089,0.0
r0195_c0090,44.44
r0195_c0091,0.0
r0195_c0092,0.0
r0195_c0093,88.89
r0195_c0094,0.0
r0195_c0095,44.44
r0195_c0096,177.78
r0195_c0097,0.0
r0195_c0098,0.0
r0195_c0099,88.89
r0195_c0100,44.44
r0195_c0101,88.89
r0195_c0102,0.0
r0195_c0103,44.44
r0195_c0104,0.0
r0195_c0105,88.89
r0195_c0106,0.0
r0195_c0107,88.89
r0195_c0108,88.89
r0195_c0109,177.78
r0195_c0114,0.0
r0195_c0115,0.0
r0195_c0116,0.0
r0195_c0117,0.0
r0195_c0118,0.0
r0195_c0119,44.44
r0195_c0120,0.0
r0195_c0121,0.0
r0195_c0122,0.0
r0195_c0123,0.0
r0195_c0124,0.0
r0195_c0125,0.0
r0195_c0126,0.0
r0195_c0127,0.0
r0195_c0128,88.89
r0195_c0129,0.0
r0195_c0130,0.0
r0195_c0131,0.0
r0195_c0132,0.0
r0195_c0133,0.0
r0195_c0134,0.0
r0195_c0135,0.0
r0195_c0136,44.44
r0195_c0137,44.44
r0195_c0138,0.0
r0195_c0139,88.89
r0195_c0140,0.0
r0195_c0141,0.0
r0195_c0142,88.89
r0195_c0143,133.33
r0195_c0144,44.44
r0195_c0145,44.44
r0195_c0146,0.0
r0195_c0147,0.0
r0195_c0148,0.0
r0195_c0149,44.44
r0195_c0150,133.33
r0195_c0151,0.0
r0195_c0152,44.44
r0195_c0153,0.0
r0195_c0154,133.33
r0195_c0155,44.44
r0195_c0156,44.44
r0195_c0157,88.89
r0195_c0158,0.0
r0195_c0159,0.0
r0195_c0160,0.0
r0195_c0161,0.0
r0195_c0162,0.0
r0195_c0163,0.0
r0195_c0164,0.0
r0195_c0165,133.33
r0195_c0166,44.44
r0195_c0167,0.0
r0195_c0168,0.0
r0195_c0169,133.33
r0196_c0074,177.78
r0196_c0075,0.0
r0196_c0076,0.0
r0196_c0077,0.0
r0196_c0078,0.0
r0196_c0079,0.0
r0196_c0080,44.44
r0196_c0081,0.0
r0196_c0082,44.44
r0196_c0083,0.0
r0196_c0084,0.0
r0196_c0085,0.0
r0196_c0086,0.0
r0196_c0087,0.0
r0196_c0090,88.89
r0196_c0091,0.0
r0196_c0092,44.44
r0196_c0094,44.44
r0196_c0095,0.0
r0196_c0096,0.0
r0196_c0097,88.89
r0196_c0098,0.0
r0196_c0099,0.0
r0196_c0100,0.0
r0196_c0101,44.44
r0196_c0102,0.0
r0196_c0103,0.0
r0196_c0104,0.0
r0196_c0106,88.89
r0196_c0111,0.0
r0196_c0112,0.0
r0196_c0113,0.0
r0196_c0114,0.0
r0196_c0115,0.0
r0196_c0116,0.0
r0196_c0117,44.44
r0196_c0118,0.0
r0196_c0119,0.0
r0196_c0120,0.0
r0196_c0121,177.78
r0196_c0122,88.89
r0196_c0123,177.78
r0196_c0124,133.33
r0196_c0125,177.78
r0196_c0126,133.33
r0196_c0127,133.33
r0196_c0128,133.33
r0196_c0129,177.78
r0196_c0130,133.33
r0196_c0131,177.78
r0196_c0132,177.78
r0196_c0133,133.33
r0196_c0134,222.22
r0196_c0135,88.89
r0196_c0136,177.78
r0196_c0137,88.89
r0196_c0138,177.78
r0196_c0139,222.22
r0196_c0140,44.44
r0196_c0141,44.44
r0196_c0142,133.33
r0196_c0143,133.33
r0196_c0144,133.33
r0196_c0145,88.89
r0196_c0146,177.78
r0196_c0147,88.89
r0196_c0148,222.22
r0196_c0149,44.44
r0196_c0150,44.44
r0196_c0151,0.0
r0196_c0152,0.0
r0196_c0153,0.0
r0196_c0154,0.0
r0196_c0156,0.0
r0196_c0157,0.0
r0196_c0158,177.78
r0196_c0159,88.89
r0196_c0160,133.33
r0196_c0161,44.44
r0196_c0162,44.44
r0196_c0163,0.0
r0196_c0164,0.0
r0196_c0165,0.0
r0196_c0166,0.0
r0196_c0167,0.0
r0196_c0168,88.89
r0196_c0169,266.67
r0197_c0074,0.0
r0197_c0075,0.0
r0197_c0076,0.0
r0197_c0077,0.0
r0197_c0078,0.0
r0197_c0079,0.0
r0197_c0080,0.0
r0197_c0081,0.0
r0197_c0082,0.0
r0197_c0093,44.44
r0197_c0096,88.89
r0197_c0097,133.33
r0197_c0098,0.0
r0197_c0099,44.44
r0197_c0100,0.0
r0197_c0101,0.0
r0197_c0102,0.0
r0197_c0103,88.89
r0197_c0104,0.0
r0197_c0105,88.89
r0197_c0106,88.89
r0197_c0108,133.33
r0197_c0109,0.0
r0197_c0110,44.44
r0197_c0111,88.89
r0197_c0112,44.44
r0197_c0113,44.44
r0197_c0114,0.0
r0197_c0115,0.0
r0197_c0116,0.0
r0197_c0117,44.44
r0197_c0118,0.0
r0197_c0119,44.44
r0197_c0120,44.44
r0197_c0121,88.89
r0197_c0122,44.44
r0197_c0123,0.0
r0197_c0124,0.0
r0197_c0125,0.0
r0197_c0126,0.0
r0197_c0127,0.0
r0197_c0128,88.89
r0197_c0129,0.0
r0197_c0130,0.0
r0197_c0131,44.44
r0197_c0132,0.0
r0197_c0133,0.0
r0197_c0134,44.44
r0197_c0135,0.0
r0197_c0136,88.89
r0197_c0137,0.0
r0197_c0138,0.0
r0197_c0139,133.33
r0197_c0140,44.44
r0197_c0141,0.0
r0197_c0142,44.44
r0197_c0143,44.44
r0197_c0144,0.0
r0197_c0145,0.0
r0197_c0146,0.0
r0197_c0147,0.0
r0197_c0148,0.0
r0197_c0149,88.89
r0197_c0150,44.44
r0197_c0151,0.0
r0197_c0152,0.0
r0197_c0155,0.0
r0197_c0156,44.44
r0197_c0157,88.89
r0197_c0158,88.89
r0197_c0159,0.0
r0197_c0160,0.0
r0197_c0161,0.0
r0197_c0162,0.0
r0197_c0163,0.0
r0197_c0164,44.44
r0197_c0165,0.0
r0197_c0166,0.0
r0197_c0167,0.0
r0197_c0168,222.22
r0198_c0074,88.89
r0198_c0075,88.89
r0198_c0076,44.44
r0198_c0077,44.44
r0198_c0078,88.89
r0198_c0079,0.0
r0198_c0080,44.44
r0198_c0081,44.44
r0198_c0082,0.0
r0198_c0083,88.89
r0198_c0084,0.0
r0198_c0085,44.44
r0198_c0090,44.44
r0198_c0094,0.0
r0198_c0095,0.0
r0198_c0096,44.44
r0198_c0098,88.89
r0198_c0099,0.0
r0198_c0100,0.0
r0198_c0101,133.33
r0198_c0102,44.44
r0198_c0103,88.89
r0198_c0104,0.0
r0198_c0105,44.44
r0198_c0106,88.89
r0198_c0107,88.89
r0198_c0108,0.0
r0198_c0109,0.0
r0198_c0110,0.0
r0198_c0111,88.89
r0198_c0112,133.33
r0198_c0113,0.0
r0198_c0114,44.44
r0198_c0115,88.89
r0198_c0116,44.44
r0198_c0117,88.89
r0198_c0118,0.0
r0198_c0119,0.0
r0198_c0120,44.44
r0198_c0121,88.89
r0198_c0122,0.0
r0198_c0123,0.0
r0198_c0124,44.44
r0198_c0125,0.0
r0198_c0126,0.0
r0198_c0127,0.0
r0198_c0128,133.33
r0198_c0129,0.0
r0198_c0130,0.0
r0198_c0131,0.0
r0198_c0132,0.0
r0198_c0133,0.0
r0198_c0134,0.0
r0198_c0135,0.0
r0198_c0136,44.44
r0198_c0137,0.0
r0198_c0138,0.0
r0198_c0139,488.89
r0198_c0140,44.44
r0198_c0141,44.44
r0198_c0142,88.89
r0198_c0143,0.0
r0198_c0144,44.44
r0198_c0145,0.0
r0198_c0146,0.0
r0198_c0147,44.44
r0198_c0148,88.89
r0198_c0149,44.44
r0198_c0150,133.33
r0198_c0151,133.33
r0198_c0154,88.89
r0198_c0155,133.33
r0198_c0156,0.0
r0198_c0157,44.44
r0198_c0158,88.89
r0198_c0159,44.44
r0198_c0160,44.44
r0198_c0161,0.0
r0198_c0162,0.0
r0198_c0163,0.0
r0198_c0164,44.44
r0198_c0165,0.0
r0198_c0166,44.44
r0198_c0167,44.44
r0198_c0168,88.89
r0199_c0074,44.44
r0199_c0075,0.0
r0199_c0076,0.0
r0199_c0077,0.0
r0199_c0078,88.89
r0199_c0079,88.89
r0199_c0083,0.0
r0199_c0084,0.0
r0199_c0085,44.44
r0199_c0086,88.89
r0199_c0087,44.44
r0199_c0088,44.44
r0199_c0089,0.0
r0199_c0090,44.44
r0199_c0091,0.0
r0199_c0092,0.0
r0199_c0093,44.44
r0199_c0094,44.44
r0199_c0095,0.0
r0199_c0096,177.78
r0199_c0099,44.44
r0199_c0100,44.44
r0199_c0101,44.44
r0199_c0102,0.0
r0199_c0103,0.0
r0199_c0104,0.0
r0199_c0105,44.44
r0199_c0106,0.0
r0199_c0107,88.89
r0199_c0108,44.44
r0199_c0109,0.0
r0199_c0110,0.0
r0199_c0111,0.0
r0199_c0112,0.0
r0199_c0113,0.0
r0199_c0114,0.0
r0199_c0115,0.0
r0199_c0116,0.0
r0199_c0117,44.44
r0199_c0118,44.44
r0199_c0119,0.0
r0199_c0120,0.0
r0199_c0121,88.89
r0199_c0122,0.0
r0199_c0123,88.89
r0199_c0124,44.44
r0199_c0125,44.44
r0199_c0126,88.89
r0199_c0127,0.0
r0199_c0128,88.89
r0199_c0129,44.44
r0199_c0130,0.0
r0199_c0131,133.33
r0199_c0132,0.0
r0199_c0133,0.0
r0199_c0134,88.89
r0199_c0135,0.0
r0199_c0136,0.0
r0199_c0137,0.0
r0199_c0138,311.11
r0199_c0139,133.33
r0199_c0140,0.0
r0199_c0141,0.0
r0199_c0142,88.89
r0199_c0143,44.44
r0199_c0144,133.33
r0199_c0145,88.89
r0199_c0146,0.0
r0199_c0147,888.89
r0199_c0148,88.89
r0199_c0149,222.22
r0199_c0150,355.56
r0199_c0151,44.44
r0199_c0154,88.89
r0199_c0155,266.67
r0199_c0156,0.0
r0199_c0157,0.0
r0199_c0158,44.44
r0199_c0159,0.0
r0199_c0160,88.89
r0199_c0161,133.33
r0199_c0162,44.44
r0199_c0163,44.44
r0199_c0164,44.44
r0199_c0165,44.44
r0199_c0166,44.44
r0199_c0167,88.89
r0200_c0074,88.89
r0200_c0075,0.0
r0200_c0076,0.0
r0200_c0077,0.0
r0200_c0078,0.0
r0200_c0079,88.89
r0200_c0083,133.33
r0200_c0084,0.0
r0200_c0085,0.0
r0200_c0086,0.0
r0200_c0087,0.0
r0200_c0088,0.0
r0200_c0089,0.0
r0200_c0090,0.0
r0200_c0091,44.44
r0200_c0092,44.44
r0200_c0093,177.78
r0200_c0094,88.89
r0200_c0095,44.44
r0200_c0099,0.0
r0200_c0100,0.0
r0200_c0101,44.44
r0200_c0102,44.44
r0200_c0103,0.0
r0200_c0104,0.0
r0200_c0105,0.0
r0200_c0106,44.44
r0200_c0107,133.33
r0200_c0108,88.89
r0200_c0109,0.0
r0200_c0110,44.44
r0200_c0111,0.0
r0200_c0112,44.44
r0200_c0113,0.0
r0200_c0114,0.0
r0200_c0115,0.0
r0200_c0116,0.0
r0200_c0117,44.44
r0200_c0118,0.0
r0200_c0119,44.44
r0200_c0120,44.44
r0200_c0121,0.0
r0200_c0122,0.0
r0200_c0123,0.0
r0200_c0124,0.0
r0200_c0125,0.0
r0200_c0126,0.0
r0200_c0127,0.0
r0200_c0128,88.89
r0200_c0129,0.0
r0200_c0130,0.0
r0200_c0131,0.0
r0200_c0132,0.0
r0200_c0133,0.0
r0200_c0134,44.44
r0200_c0135,44.44
r0200_c0136,44.44
r0200_c0137,0.0
r0200_c0138,44.44
r0200_c0139,311.11
r0200_c0140,0.0
r0200_c0141,0.0
r0200_c0142,0.0
r0200_c0143,0.0
r0200_c0144,0.0
r0200_c0145,0.0
r0200_c0146,0.0
r0200_c0147,44.44
r0200_c0148,88.89
r0200_c0149,311.11
r0200_c0150,88.89
r0200_c0152,88.89
r0200_c0153,88.89
r0200_c0154,88.89
r0200_c0155,88.89
r0200_c0156,0.0
r0200_c0157,0.0
r0200_c0158,0.0
r0200_c0159,0.0
r0200_c0160,0.0
r0200_c0161,0.0
r0200_c0162,0.0
r0200_c0163,0.0
r0200_c0164,0.0
r0200_c0165,44.44
r0200_c0166,0.0
r0200_c0167,222.22
r0201_c0074,44.44
r0201_c0075,0.0
r0201_c0076,44.44
r0201_c0077,44.44
r0201_c0078,0.0
r0201_c0079,0.0
r0201_c0081,177.78
r0201_c0082,44.44
r0201_c0083,88.89
r0201_c0084,44.44
r0201_c0085,44.44
r0201_c0086,0.0
r0201_c0087,44.44
r0201_c0088,0.0
r0201_c0089,0.0
r0201_c0090,133.33
r0201_c0091,0.0
r0201_c0092,0.0
r0201_c0093,0.0
r0201_c0094,44.44
r0201_c0095,88.89
r0201_c0099,88.89
r0201_c0100,0.0
r0201_c0101,44.44
r0201_c0102,0.0
r0201_c0103,0.0
r0201_c0104,0.0
r0201_c0105,0.0
r0201_c0106,0.0
r0201_c0107,44.44
r0201_c0108,0.0
r0201_c0109,44.44
r0201_c0110,0.0
r0201_c0111,0.0
r0201_c0112,44.44
r0201_c0113,0.0
r0201_c0114,0.0
r0201_c0115,0.0
r0201_c0116,0.0
r0201_c0117,88.89
r0201_c0118,0.0
r0201_c0119,0.0
r0201_c0120,0.0
r0201_c0121,0.0
r0201_c0122,0.0
r0201_c0123,133.33
r0201_c0124,0.0
r0201_c0125,44.44
r0201_c0126,0.0
r0201_c0127,0.0
r0201_c0128,44.44
r0201_c0129,0.0
r0201_c0130,0.0
r0201_c0131,133.33
r0201_c0132,0.0
r0201_c0133,0.0
r0201_c0134,0.0
r0201_c0135,88.89
r0201_c0136,133.33
r0201_c0137,44.44
r0201_c0138,0.0
r0201_c0139,44.44
r0201_c0140,0.0
r0201_c0141,0.0
r0201_c0142,0.0
r0201_c0143,0.0
r0201_c0144,44.44
r0201_c0145,44.44
r0201_c0146,44.44
r0201_c0147,133.33
r0201_c0148,177.78
r0201_c0150,0.0
r0201_c0151,88.89
r0201_c0152,88.89
r0201_c0153,88.89
r0201_c0154,0.0
r0201_c0155,0.0
r0201_c0156,44.44
r0201_c0157,44.44
r0201_c0158,0.0
r0201_c0159,0.0
r0201_c0160,44.44
r0201_c0161,0.0
r0201_c0163,88.89
r0201_c0164,88.89
r0201_c0165,0.0
r0201_c0166,0.0
r0201_c0167,133.33
r0202_c0074,88.89
r0202_c0075,0.0
r0202_c0076,0.0
r0202_c0077,0.0
r0202_c0078,44.44
r0202_c0079,0.0
r0202_c0080,88.89
r0202_c0081,0.0
r0202_c0084,0.0
r0202_c0085,88.89
r0202_c0086,44.44
r0202_c0087,44.44
r0202_c0088,44.44
r0202_c0089,44.44
r0202_c0090,0.0
r0202_c0091,0.0
r0202_c0092,0.0
r0202_c0093,0.0
r0202_c0094,0.0
r0202_c0095,44.44
r0202_c0099,0.0
r0202_c0100,44.44
r0202_c0101,44.44
r0202_c0102,0.0
r0202_c0103,0.0
r0202_c0104,0.0
r0202_c0105,0.0
r0202_c0106,88.89
r0202_c0107,88.89
r0202_c0108,0.0
r0202_c0109,0.0
r0202_c0110,0.0
r0202_c0111,0.0
r0202_c0112,0.0
r0202_c0113,44.44
r0202_c0114,0.0
r0202_c0115,0.0
r0202_c0116,0.0
r0202_c0117,133.33
r0202_c0118,44.44
r0202_c0119,0.0
r0202_c0120,0.0
r0202_c0121,0.0
r0202_c0122,0.0
r0202_c0123,0.0
r0202_c0124,0.0
r0202_c0125,0.0
r0202_c0126,0.0
r0202_c0127,0.0
r0202_c0128,88.89
r0202_c0129,0.0
r0202_c0130,0.0
r0202_c0131,44.44
r0202_c0132,0.0
r0202_c0133,88.89
r0202_c0134,133.33
r0202_c0135,88.89
r0202_c0136,0.0
r0202_c0137,44.44
r0202_c0138,0.0
r0202_c0139,177.78
r0202_c0140,0.0
r0202_c0141,0.0
r0202_c0142,44.44
r0202_c0143,0.0
r0202_c0144,88.89
r0202_c0145,88.89
r0202_c0146,177.78
r0202_c0147,88.89
r0202_c0148,44.44
r0202_c0149,133.33
r0202_c0150,133.33
r0202_c0151,88.89
r0202_c0152,177.78
r0202_c0153,0.0
r0202_c0154,44.44
r0202_c0155,44.44
r0202_c0156,0.0
r0202_c0157,0.0
r0202_c0158,44.44
r0202_c0159,0.0
r0202_c0160,44.44
r0202_c0161,0.0
r0202_c0162,0.0
r0202_c0163,44.44
r0202_c0164,88.89
r0202_c0165,0.0
r0202_c0166,133.33
r0202_c0167,88.89
r0203_c0074,311.11
r0203_c0075,44.44
r0203_c0076,44.44
r0203_c0077,0.0
r0203_c0078,0.0
r0203_c0079,44.44
r0203_c0080,133.33
r0203_c0081,177.78
r0203_c0083,311.11
r0203_c0084,266.67
r0203_c0085,88.89
r0203_c0086,44.44
r0203_c0087,88.89
r0203_c0088,44.44
r0203_c0089,44.44
r0203_c0090,177.78
r0203_c0091,44.44
r0203_c0092,88.89
r0203_c0093,44.44
r0203_c0094,266.67
r0203_c0095,44.44
r0203_c0099,88.89
r0203_c0100,0.0
r0203_c0101,44.44
r0203_c0102,44.44
r0203_c0103,0.0
r0203_c0104,0.0
r0203_c0105,0.0
r0203_c0106,266.67
r0203_c0107,0.0
r0203_c0108,0.0
r0203_c0109,0.0
r0203_c0110,44.44
r0203_c0111,0.0
r0203_c0112,0.0
r0203_c0113,0.0
r0203_c0114,0.0
r0203_c0115,0.0
r0203_c0116,0.0
r0203_c0117,0.0
r0203_c0118,0.0
r0203_c0119,44.44
r0203_c0120,44.44
r0203_c0121,44.44
r0203_c0122,0.0
r0203_c0123,0.0
r0203_c0124,44.44
r0203_c0125,0.0
r0203_c0126,0.0
r0203_c0127,0.0
r0203_c0128,0.0
r0203_c0129,44.44
r0203_c0130,0.0
r0203_c0131,44.44
r0203_c0132,0.0
r0203_c0133,133.33
r0203_c0134,133.33
r0203_c0135,0.0
r0203_c0136,0.0
r0203_c0137,44.44
r0203_c0138,0.0
r0203_c0139,88.89
r0203_c0140,44.44
r0203_c0141,0.0
r0203_c0142,44.44
r0203_c0143,44.44
r0203_c0144,44.44
r0203_c0145,0.0
r0203_c0146,88.89
r0203_c0148,133.33
r0203_c0149,133.33
r0203_c0150,177.78
r0203_c0151,44.44
r0203_c0152,44.44
r0203_c0153,0.0
r0203_c0154,44.44
r0203_c0155,0.0
r0203_c0156,0.0
r0203_c0157,0.0
r0203_c0158,0.0
r0203_c0159,44.44
r0203_c0160,44.44
r0203_c0161,0.0
r0203_c0162,44.44
r0203_c0163,0.0
r0203_c0164,0.0
r0203_c0165,44.44
r0203_c0166,88.89
r0204_c0074,1022.22
r0204_c0075,0.0
r0204_c0076,0.0
r0204_c0077,88.89
r0204_c0078,0.0
r0204_c0079,0.0
r0204_c0080,0.0
r0204_c0081,0.0
r0204_c0089,0.0
r0204_c0090,133.33
r0204_c0091,44.44
r0204_c0092,0.0
r0204_c0093,88.89
r0204_c0094,88.89
r0204_c0095,88.89
r0204_c0096,44.44
r0204_c0097,0.0
r0204_c0098,44.44
r0204_c0099,0.0
r0204_c0100,133.33
r0204_c0101,133.33
r0204_c0102,44.44
r0204_c0103,88.89
r0204_c0104,44.44
r0204_c0105,133.33
r0204_c0106,222.22
r0204_c0107,0.0
r0204_c0108,44.44
r0204_c0109,44.44
r0204_c0110,44.44
r0204_c0111,0.0
r0204_c0112,44.44
r0204_c0113,88.89
r0204_c0114,44.44
r0204_c0115,44.44
r0204_c0116,133.33
r0204_c0117,177.78
r0204_c0118,44.44
r0204_c0119,88.89
r0204_c0120,44.44
r0204_c0121,88.89
r0204_c0122,88.89
r0204_c0123,88.89
r0204_c0124,0.0
r0204_c0125,44.44
r0204_c0126,44.44
r0204_c0127,0.0
r0204_c0128,133.33
r0204_c0129,88.89
r0204_c0130,44.44
r0204_c0131,400.0
r0204_c0132,88.89
r0204_c0133,222.22
r0204_c0134,0.0
r0204_c0135,133.33
r0204_c0136,133.33
r0204_c0137,44.44
r0204_c0138,44.44
r0204_c0139,222.22
r0204_c0140,88.89
r0204_c0141,0.0
r0204_c0142,0.0
r0204_c0143,0.0
r0204_c0144,88.89
r0204_c0145,266.67
r0204_c0147,311.11
r0204_c0148,88.89
r0204_c0149,222.22
r0204_c0150,88.89
r0204_c0151,88.89
r0204_c0152,44.44
r0204_c0153,0.0
r0204_c0154,0.0
r0204_c0155,88.89
r0204_c0156,0.0
r0204_c0157,0.0
r0204_c0158,44.44
r0204_c0159,0.0
r0204_c0160,44.44
r0204_c0161,88.89
r0204_c0162,0.0
r0204_c0163,0.0
r0204_c0164,44.44
r0204_c0165,44.44
r0204_c0166,44.44
r0204_c0167,666.67
r0205_c0074,88.89
r0205_c0075,0.0
r0205_c0076,0.0
r0205_c0077,0.0
r0205_c0078,0.0
r0205_c0079,0.0
r0205_c0080,0.0
r0205_c0081,133.33
r0205_c0089,0.0
r0205_c0090,0.0
r0205_c0091,0.0
r0205_c0092,0.0
r0205_c0093,44.44
r0205_c0094,0.0
r0205_c0095,0.0
r0205_c0096,44.44
r0205_c0097,0.0
r0205_c0098,44.44
r0205_c0099,0.0
r0205_c0100,0.0
r0205_c0101,44.44
r0205_c0102,0.0
r0205_c0103,0.0
r0205_c0104,0.0
r0205_c0105,44.44
r0205_c0106,133.33
r0205_c0107,44.44
r0205_c0108,0.0
r0205_c0109,0.0
r0205_c0110,0.0
r0205_c0111,0.0
r0205_c0112,0.0
r0205_c0113,0.0
r0205_c0114,0.0
r0205_c0115,0.0
r0205_c0116,0.0
r0205_c0117,0.0
r0205_c0118,44.44
r0205_c0119,0.0
r0205_c0120,0.0
r0205_c0121,0.0
r0205_c0122,0.0
r0205_c0123,0.0
r0205_c0124,44.44
r0205_c0125,44.44
r0205_c0126,0.0
r0205_c0127,44.44
r0205_c0128,177.78
r0205_c0129,0.0
r0205_c0130,88.89
r0205_c0131,222.22
r0205_c0132,0.0
r0205_c0133,44.44
r0205_c0134,88.89
r0205_c0135,44.44
r0205_c0136,0.0
r0205_c0137,0.0
r0205_c0138,133.33
r0205_c0139,133.33
r0205_c0140,44.44
r0205_c0142,0.0
r0205_c0143,88.89
r0205_c0144,44.44
r0205_c0145,133.33
r0205_c0147,88.89
r0205_c0148,0.0
r0205_c0149,44.44
r0205_c0150,44.44
r0205_c0151,88.89
r0205_c0152,0.0
r0205_c0153,0.0
r0205_c0154,0.0
r0205_c0155,44.44
r0205_c0156,44.44
r0205_c0157,44.44
r0205_c0158,88.89
r0205_c0159,44.44
r0205_c0160,177.78
r0205_c0161,44.44
r0205_c0162,44.44
r0205_c0163,88.89
r0205_c0164,44.44
r0205_c0165,88.89
r0206_c0074,44.44
r0206_c0075,0.0
r0206_c0076,0.0
r0206_c0077,0.0
r0206_c0078,0.0
r0206_c0079,0.0
r0206_c0080,0.0
r0206_c0081,88.89
r0206_c0085,88.89
r0206_c0086,0.0
r0206_c0087,88.89
r0206_c0088,0.0
r0206_c0089,0.0
r0206_c0090,44.44
r0206_c0091,0.0
r0206_c0092,0.0
r0206_c0093,0.0
r0206_c0094,0.0
r0206_c0095,44.44
r0206_c0096,44.44
r0206_c0097,44.44
r0206_c0098,0.0
r0206_c0099,0.0
r0206_c0100,0.0
r0206_c0101,44.44
r0206_c0102,0.0
r0206_c0103,0.0
r0206_c0104,0.0
r0206_c0105,88.89
r0206_c0106,177.78
r0206_c0107,0.0
r0206_c0108,0.0
r0206_c0109,0.0
r0206_c0110,0.0
r0206_c0111,0.0
r0206_c0112,44.44
r0206_c0113,0.0
r0206_c0114,44.44
r0206_c0116,0.0
r0206_c0117,177.78
r0206_c0118,0.0
r0206_c0119,0.0
r0206_c0120,0.0
r0206_c0121,0.0
r0206_c0122,0.0
r0206_c0123,44.44
r0206_c0124,0.0
r0206_c0125,0.0
r0206_c0126,88.89
r0206_c0127,0.0
r0206_c0128,133.33
r0206_c0129,222.22
r0206_c0130,0.0
r0206_c0131,0.0
r0206_c0132,0.0
r0206_c0133,133.33
r0206_c0134,44.44
r0206_c0135,0.0
r0206_c0136,0.0
r0206_c0137,0.0
r0206_c0138,0.0
r0206_c0139,0.0
r0206_c0140,0.0
r0206_c0141,444.44
r0206_c0142,533.33
r0206_c0147,88.89
r0206_c0148,0.0
r0206_c0149,44.44
r0206_c0150,44.44
r0206_c0151,44.44
r0206_c0152,0.0
r0206_c0153,133.33
r0206_c0154,44.44
r0206_c0155,44.44
r0206_c0156,0.0
r0206_c0157,44.44
r0206_c0158,0.0
r0206_c0159,0.0
r0206_c0160,44.44
r0206_c0161,0.0
r0206_c0162,0.0
r0206_c0163,0.0
r0206_c0164,44.44
r0206_c0165,0.0
r0207_c0074,44.44
r0207_c0075,44.44
r0207_c0076,0.0
r0207_c0077,0.0
r0207_c0078,0.0
r0207_c0079,0.0
r0207_c0080,0.0
r0207_c0081,0.0
r0207_c0085,177.78
r0207_c0086,0.0
r0207_c0087,0.0
r0207_c0088,0.0
r0207_c0089,0.0
r0207_c0090,44.44
r0207_c0091,0.0
r0207_c0092,0.0
r0207_c0093,0.0
r0207_c0094,0.0
r0207_c0095,44.44
r0207_c0096,0.0
r0207_c0097,0.0
r0207_c0098,0.0
r0207_c0099,0.0
r0207_c0100,0.0
r0207_c0101,0.0
r0207_c0102,0.0
r0207_c0103,0.0
r0207_c0104,0.0
r0207_c0105,44.44
r0207_c0106,177.78
r0207_c0107,0.0
r0207_c0108,0.0
r0207_c0109,88.89
r0207_c0110,44.44
r0207_c0112,44.44
r0207_c0113,88.89
r0207_c0114,0.0
r0207_c0115,44.44
r0207_c0116,44.44
r0207_c0117,177.78
r0207_c0118,0.0
r0207_c0119,0.0
r0207_c0120,0.0
r0207_c0121,0.0
r0207_c0122,0.0
r0207_c0123,88.89
r0207_c0124,0.0
r0207_c0125,44.44
r0207_c0126,44.44
r0207_c0127,0.0
r0207_c0128,311.11
r0207_c0129,222.22
r0207_c0130,88.89
r0207_c0131,222.22
r0207_c0132,133.33
r0207_c0133,266.67
r0207_c0134,177.78
r0207_c0135,133.33
r0207_c0136,133.33
r0207_c0137,266.67
r0207_c0138,0.0
r0207_c0139,266.67
r0207_c0140,133.33
r0207_c0145,266.67
r0207_c0146,266.67
r0207_c0147,88.89
r0207_c0148,0.0
r0207_c0149,133.33
r0207_c0150,0.0
r0207_c0151,0.0
r0207_c0152,0.0
r0207_c0153,44.44
r0207_c0154,0.0
