cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,shop_density_km2,office_density,road_density_primary,transit_stop_density,intersection_density,nightlife_density
r0025_c0051,39.9082356,-75.1848929,Residential,50,311.11,0.0,2.1,2004,104403.0,46.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
r0025_c0052,39.9082356,-75.1831288,Residential,23,0.0,0.0,2.0,2004,79836.0,36.0,-0.0,0.0,0.0,15.13,0.0,88.89,0.0
r0025_c0055,39.9082356,-75.1778367,Residential,21,88.89,0.0,2.0,1960,15554.0,9.0,-0.0,0.0,0.0,15.94,0.0,88.89,0.0
r0025_c0056,39.9082356,-75.1760726,Residential,40,488.89,0.0,2.0,1989,78525.0,43.0,-0.0,0.0,0.0,12.88,0.0,44.44,0.0
r0025_c0057,39.9082356,-75.1743086,Commercial,11,222.22,0.0,2.0,1994,71690.0,20.0,0.7069,0.0,0.0,11.64,0.0,222.22,0.0
r0025_c0058,39.9082356,-75.1725445,Residential,3,0.0,0.0,1.0,1960,1620.0,1.0,-0.0,0.0,0.0,22.9,355.56,133.33,0.0
r0025_c0059,39.9082356,-75.1707804,Residential,7,266.67,0.0,2.1,1960,18810.0,9.0,-0.0,0.0,0.0,0.0,0.0,311.11,0.0
r0026_c0014,39.909587,-75.250163,Residential,13,0.0,0.0,2.0,1925,2190.0,2.0,-0.0,0.0,0.0,0.0,0.0,44.44,0.0
r0026_c0015,39.909587,-75.248399,Residential,88,0.0,0.0,1.9,1925,80367.0,77.0,-0.0,0.0,0.0,1.35,0.0,44.44,0.0
r0026_c0016,39.909587,-75.2466349,Residential,60,0.0,0.0,2.0,1928,73514.0,67.0,-0.0,0.0,0.0,4.85,0.0,0.0,0.0
