cell_id,amenity_density,amenity_ratio_food_drink
r0044_c0039,444.44,0.0
r0044_c0040,533.33,0.0833
r0044_c0041,444.44,0.0
r0044_c0042,888.89,0.0
r0045_c0022,666.67,0.0
r0045_c0023,1155.56,0.2692
r0045_c0024,355.56,0.0
r0045_c0025,622.22,0.3571
r0045_c0026,577.78,0.0769
r0045_c0028,1333.33,0.0333
r0045_c0029,666.67,0.2667
r0045_c0030,2133.33,0.3125
r0045_c0031,1066.67,0.1667
r0045_c0032,2177.78,0.2653
r0045_c0033,2844.44,0.6562
r0045_c0034,1822.22,0.3415
r0045_c0035,1111.11,0.2
r0045_c0036,1200.0,0.3333
r0045_c0037,533.33,0.0
r0045_c0038,755.56,0.2941
r0045_c0039,755.56,0.1765
r0045_c0040,1511.11,0.2647
r0045_c0041,222.22,0.0
r0045_c0042,311.11,0.0
r0045_c0043,2355.56,0.0
r0046_c0022,1866.67,0.0238
r0046_c0023,1066.67,0.0
r0046_c0024,355.56,0.125
r0046_c0025,444.44,0.0
r0046_c0026,444.44,0.0
r0046_c0028,1511.11,0.2647
r0046_c0029,711.11,0.125
r0046_c0030,2622.22,0.3559
r0046_c0031,844.44,0.1053
r0046_c0032,2133.33,0.0833
r0046_c0033,1688.89,0.1316
r0046_c0034,1111.11,0.12
r0046_c0035,800.0,0.4444
r0046_c0036,400.0,0.1111
r0046_c0037,977.78,0.0455
r0046_c0038,977.78,0.5
r0046_c0039,2222.22,0.18
r0046_c0040,755.56,0.2941
r0046_c0041,711.11,0.0625
r0046_c0042,4088.89,0.0109
r0046_c0043,1644.44,0.0
r0047_c0022,1466.67,0.0606
r0047_c0023,711.11,0.0625
r0047_c0024,1377.78,0.129
r0047_c0027,400.0,0.4444
r0047_c0028,1111.11,0.28
r0047_c0029,755.56,0.4706
r0047_c0031,2400.0,0.3148
r0047_c0032,1155.56,0.1538
r0047_c0033,1955.56,0.3182
r0047_c0034,1022.22,0.3913
r0047_c0035,933.33,0.1429
r0047_c0036,755.56,0.4118
r0047_c0037,1244.44,0.2143
r0047_c0038,1644.44,0.2703
r0047_c0039,1688.89,0.3947
r0047_c0040,1333.33,0.2667
r0047_c0041,977.78,0.0909
r0047_c0042,1911.11,0.1395
r0047_c0043,4844.44,0.0275
r0048_c0023,888.89,0.25
r0048_c0024,844.44,0.0
r0048_c0025,2888.89,0.0615
r0048_c0026,2044.44,0.0
r0048_c0027,2088.89,0.0213
r0048_c0028,1688.89,0.4737
r0048_c0029,1333.33,0.2333
r0048_c0030,2400.0,0.1667
r0048_c0031,1822.22,0.3171
r0048_c0032,933.33,0.381
r0048_c0033,1333.33,0.4333
r0048_c0034,1066.67,0.4583
r0048_c0035,666.67,0.4
r0048_c0036,933.33,0.2381
r0048_c0037,933.33,0.4286
r0048_c0038,2355.56,0.1132
r0048_c0039,1200.0,0.1111
r0048_c0040,2088.89,0.6383
r0048_c0041,1866.67,0.2381
r0048_c0042,1333.33,0.4333
r0048_c0043,1244.44,0.0
r0049_c0024,7377.78,0.012
r0049_c0027,2711.11,0.1639
r0049_c0028,933.33,0.4286
r0049_c0029,666.67,0.4
r0049_c0030,1600.0,0.3056
r0049_c0031,666.67,0.2667
r0049_c0032,1377.78,0.4194
r0049_c0033,1422.22,0.3438
r0049_c0034,1733.33,0.4359
r0049_c0035,2222.22,0.1
r0049_c0036,2488.89,0.0893
r0049_c0037,1111.11,0.28
r0049_c0038,2444.44,0.2182
r0049_c0039,444.44,0.2
r0049_c0040,2355.56,0.3962
r0049_c0041,1288.89,0.4828
r0049_c0042,1111.11,0.04
r0049_c0043,1377.78,0.129
r0049_c0044,1333.33,0.0667
r0049_c0045,3955.56,0.0337
r0049_c0046,3288.89,0.0
r0050_c0025,5822.22,0.0687
r0050_c0026,1333.33,0.1333
r0050_c0027,311.11,0.2857
r0050_c0028,1333.33,0.3333
r0050_c0029,800.0,0.2778
r0050_c0030,1155.56,0.5
r0050_c0031,1777.78,0.325
r0050_c0032,1955.56,0.4091
r0050_c0033,2577.78,0.1897
r0050_c0034,4133.33,0.1505
r0050_c0036,1111.11,0.28
r0050_c0037,933.33,0.0952
r0050_c0038,1111.11,0.36
r0050_c0039,1066.67,0.5
r0050_c0041,1200.0,0.3704
r0050_c0042,488.89,0.2727
r0050_c0043,1066.67,0.3333
r0050_c0044,133.33,0.0
r0050_c0045,400.0,0.3333
r0050_c0046,666.67,0.0
r0051_c0025,4222.22,0.0
r0051_c0026,844.44,0.0526
r0051_c0027,488.89,0.2727
r0051_c0028,222.22,0.2
r0051_c0029,1111.11,0.68
r0051_c0030,1422.22,0.3438
r0051_c0031,1644.44,0.5405
r0051_c0032,1022.22,0.3043
r0051_c0033,1022.22,0.3043
r0051_c0034,1111.11,0.28
r0051_c0035,1200.0,0.1111
r0051_c0036,1555.56,0.3143
r0051_c0037,1777.78,0.4
r0051_c0038,1600.0,0.3611
r0051_c0039,311.11,0.1429
r0051_c0040,444.44,0.4
r0051_c0041,444.44,0.4
r0051_c0042,1200.0,0.5556
r0051_c0043,1022.22,0.2609
r0051_c0044,577.78,0.3846
r0051_c0045,355.56,0.375
r0051_c0046,177.78,0.25
r0051_c0047,1555.56,0.0
r0051_c0048,2577.78,0.0
r0051_c0051,21022.22,0.0021
r0052_c0026,933.33,0.0
r0052_c0027,400.0,0.0
r0052_c0028,177.78,0.0
r0052_c0029,1155.56,0.5385
r0052_c0030,400.0,0.2222
r0052_c0031,755.56,0.2941
r0052_c0032,1244.44,0.4286
r0052_c0033,1200.0,0.4444
r0052_c0034,1377.78,0.3548
r0052_c0035,1111.11,0.4
r0052_c0036,1688.89,0.3158
r0052_c0037,1511.11,0.3529
r0052_c0038,1511.11,0.2059
r0052_c0039,711.11,0.3125
r0052_c0040,622.22,0.1429
r0052_c0041,666.67,0.4667
r0052_c0042,844.44,0.2632
r0052_c0043,1022.22,0.3043
r0052_c0044,1066.67,0.375
r0052_c0045,488.89,0.0
r0052_c0046,711.11,0.3125
r0052_c0047,0.0,0.0
r0052_c0048,44.44,0.0
r0053_c0026,222.22,0.0
r0053_c0027,177.78,0.0
r0053_c0028,177.78,0.0
r0053_c0029,800.0,0.1667
r0053_c0030,1644.44,0.4324
r0053_c0031,800.0,0.2778
r0053_c0032,1377.78,0.4839
r0053_c0033,800.0,0.2222
r0053_c0034,1911.11,0.0465
r0053_c0035,1200.0,0.4815
r0053_c0036,844.44,0.2632
r0053_c0037,1688.89,0.3158
r0053_c0038,1511.11,0.0882
r0053_c0039,400.0,0.0
r0053_c0040,1244.44,0.25
r0053_c0042,1244.44,0.4286
r0053_c0043,666.67,0.4
r0053_c0044,533.33,0.0833
r0053_c0045,711.11,0.5
r0053_c0046,533.33,0.5
r0053_c0047,1111.11,0.36
r0053_c0048,88.89,0.0
r0053_c0049,222.22,0.0
r0053_c0053,2533.33,0.0351
r0054_c0024,2533.33,0.0175
r0054_c0026,133.33,0.0
r0054_c0027,44.44,0.0
r0054_c0028,711.11,0.3125
r0054_c0029,533.33,0.3333
r0054_c0030,1466.67,0.6667
r0054_c0031,977.78,0.7273
r0054_c0032,1511.11,0.4118
r0054_c0033,1333.33,0.5
r0054_c0034,1111.11,0.36
r0054_c0035,1377.78,0.3226
r0054_c0036,844.44,0.3158
r0054_c0038,800.0,0.2778
r0054_c0039,977.78,0.1364
r0054_c0040,888.89,0.4
r0054_c0041,711.11,0.375
r0054_c0042,711.11,0.1875
r0054_c0043,1244.44,0.3571
r0054_c0044,755.56,0.2353
r0054_c0045,844.44,0.4737
r0054_c0046,711.11,0.125
r0054_c0047,1022.22,0.3043
r0054_c0048,222.22,0.0
r0054_c0049,755.56,0.0
r0054_c0053,1155.56,0.1154
r0055_c0026,1377.78,0.129
r0055_c0027,355.56,0.375
r0055_c0028,222.22,0.0
r0055_c0029,666.67,0.6667
r0055_c0030,311.11,0.0
r0055_c0031,1688.89,0.6579
r0055_c0032,622.22,0.2143
r0055_c0033,1200.0,0.3704
r0055_c0034,933.33,0.2381
r0055_c0035,1422.22,0.4375
r0055_c0038,1111.11,0.32
r0055_c0039,533.33,0.1667
r0055_c0040,1333.33,0.2333
r0055_c0041,755.56,0.1765
r0055_c0042,800.0,0.1111
r0055_c0043,1600.0,0.2222
r0055_c0044,1022.22,0.2174
r0055_c0045,977.78,0.0909
r0055_c0046,2177.78,0.1633
r0055_c0047,933.33,0.2857
r0055_c0048,888.89,0.45
r0055_c0049,88.89,0.0
r0055_c0051,0.0,0.0
r0056_c0027,400.0,0.3333
r0056_c0028,133.33,0.3333
r0056_c0029,266.67,0.6667
r0056_c0030,177.78,0.0
r0056_c0031,977.78,0.5909
r0056_c0032,488.89,0.4545
r0056_c0033,533.33,0.6667
r0056_c0034,1377.78,0.3871
r0056_c0035,977.78,0.4091
r0056_c0036,1066.67,0.3333
r0056_c0037,711.11,0.1875
r0056_c0038,1466.67,0.4242
r0056_c0039,977.78,0.5909
r0056_c0040,888.89,0.25
r0056_c0041,800.0,0.1111
r0056_c0042,533.33,0.25
r0056_c0043,844.44,0.0
r0056_c0044,844.44,0.2105
r0056_c0045,1244.44,0.2143
r0056_c0046,311.11,0.1429
r0056_c0047,177.78,0.25
r0056_c0048,844.44,0.3684
r0056_c0049,222.22,0.2
r0056_c0050,88.89,0.0
r0056_c0051,44.44,0.0
r0057_c0027,1288.89,0.0
r0057_c0028,355.56,0.25
r0057_c0029,355.56,0.25
