cell_id,amenity_density,amenity_ratio_food_drink
r0057_c0030,844.44,0.4211
r0057_c0031,177.78,0.25
r0057_c0032,1244.44,0.6429
r0057_c0033,666.67,0.4
r0057_c0034,1288.89,0.3793
r0057_c0035,1333.33,0.3
r0057_c0036,1466.67,0.5455
r0057_c0037,622.22,0.2857
r0057_c0038,1466.67,0.4545
r0057_c0039,488.89,0.3636
r0057_c0040,844.44,0.1053
r0057_c0041,3288.89,0.027
r0057_c0042,711.11,0.375
r0057_c0043,400.0,0.2222
r0057_c0044,2222.22,0.34
r0057_c0045,711.11,0.1875
r0057_c0046,577.78,0.1538
r0057_c0047,844.44,0.1579
r0057_c0048,444.44,0.2
r0057_c0049,844.44,0.2632
r0057_c0050,177.78,0.0
r0057_c0052,44.44,0.0
r0058_c0028,222.22,0.2
r0058_c0029,133.33,0.0
r0058_c0030,311.11,0.4286
r0058_c0031,311.11,0.1429
r0058_c0032,400.0,0.6667
r0058_c0033,888.89,0.7
r0058_c0034,400.0,0.0
r0058_c0035,1733.33,0.5897
r0058_c0036,1066.67,0.3333
r0058_c0037,1333.33,0.4
r0058_c0038,844.44,0.2105
r0058_c0039,1911.11,0.1628
r0058_c0040,1377.78,0.0323
r0058_c0042,711.11,0.125
r0058_c0043,311.11,0.1429
r0058_c0044,266.67,0.1667
r0058_c0045,1644.44,0.2703
r0058_c0046,977.78,0.0455
r0058_c0047,311.11,0.1429
r0058_c0048,488.89,0.0
r0058_c0049,1244.44,0.3571
r0058_c0050,622.22,0.4286
r0058_c0051,933.33,0.1429
r0058_c0052,44.44,0.0
r0058_c0053,1422.22,0.0
r0059_c0028,133.33,0.0
r0059_c0029,533.33,0.0833
r0059_c0030,177.78,0.25
r0059_c0031,400.0,0.0
r0059_c0032,177.78,0.25
r0059_c0033,755.56,0.4118
r0059_c0034,88.89,0.0
r0059_c0035,1466.67,0.303
r0059_c0036,1111.11,0.28
r0059_c0037,800.0,0.0556
r0059_c0042,2044.44,0.0435
r0059_c0043,311.11,0.1429
r0059_c0044,88.89,1.0
r0059_c0045,800.0,0.1111
r0059_c0046,755.56,0.0588
r0059_c0047,622.22,0.2143
r0059_c0048,1200.0,0.2222
r0059_c0049,577.78,0.3077
r0059_c0050,1688.89,0.4211
r0059_c0051,755.56,0.2941
r0059_c0052,400.0,0.1111
r0059_c0053,666.67,0.0
r0060_c0028,1200.0,0.0
r0060_c0030,533.33,0.0833
r0060_c0031,177.78,0.25
r0060_c0032,933.33,0.381
r0060_c0033,400.0,0.0
r0060_c0034,1200.0,0.2593
r0060_c0035,3066.67,0.2319
r0060_c0043,622.22,0.1429
r0060_c0044,355.56,0.0
r0060_c0045,400.0,0.0
r0060_c0046,1377.78,0.0323
r0060_c0047,533.33,0.1667
r0060_c0048,400.0,0.2222
r0060_c0049,888.89,0.3
r0060_c0050,577.78,0.0769
r0060_c0051,755.56,0.4706
r0060_c0052,533.33,0.3333
r0060_c0053,0.0,0.0
r0060_c0054,533.33,0.0
r0061_c0029,1644.44,0.0
r0061_c0030,177.78,0.0
r0061_c0031,266.67,0.0
r0061_c0032,977.78,0.5
r0061_c0033,355.56,0.0
r0061_c0034,488.89,0.1818
r0061_c0035,2444.44,0.0545
r0061_c0043,933.33,0.0
r0061_c0044,577.78,0.1538
r0061_c0045,222.22,0.0
r0061_c0046,1022.22,0.1739
r0061_c0047,444.44,0.0
r0061_c0048,577.78,0.0
r0061_c0049,1244.44,0.3929
r0061_c0050,533.33,0.0833
r0061_c0051,1555.56,0.3714
r0061_c0052,622.22,0.3571
r0061_c0053,400.0,0.5556
r0061_c0055,1333.33,0.0
r0062_c0030,1022.22,0.2174
r0062_c0031,444.44,0.1
r0062_c0032,800.0,0.0
r0062_c0033,577.78,0.0769
r0062_c0034,1688.89,0.0
r0062_c0035,1377.78,0.0645
r0062_c0036,2711.11,0.0328
r0062_c0044,355.56,0.0
r0062_c0045,266.67,0.1667
r0062_c0046,44.44,0.0
r0062_c0047,844.44,0.2105
r0062_c0048,666.67,0.4667
r0062_c0049,355.56,0.375
r0062_c0050,1600.0,0.2778
r0062_c0051,666.67,0.3333
r0062_c0052,1022.22,0.3478
r0062_c0053,800.0,0.3333
r0062_c0054,88.89,0.0
r0062_c0055,0.0,0.0
r0063_c0030,755.56,0.0
r0063_c0031,1333.33,0.1
r0063_c0032,1066.67,0.0
r0063_c0033,1422.22,0.0312
r0063_c0035,2177.78,0.102
r0063_c0036,1111.11,0.2
r0063_c0037,933.33,0.0476
r0063_c0044,1422.22,0.0
r0063_c0045,355.56,0.125
r0063_c0046,88.89,0.0
r0063_c0047,622.22,0.1429
r0063_c0048,622.22,0.3571
r0063_c0049,933.33,0.2381
r0063_c0050,1688.89,0.3158
r0063_c0051,1200.0,0.4815
r0063_c0052,888.89,0.4
r0063_c0053,177.78,0.0
r0063_c0054,311.11,0.2857
r0063_c0055,133.33,0.0
r0063_c0056,977.78,0.0
r0064_c0030,1422.22,0.0
r0064_c0031,1466.67,0.1818
r0064_c0033,222.22,0.0
r0064_c0036,1244.44,0.1429
r0064_c0037,577.78,0.0769
r0064_c0038,977.78,0.0455
r0064_c0045,488.89,0.1818
r0064_c0046,800.0,0.0556
r0064_c0047,133.33,0.0
r0064_c0048,1111.11,0.28
r0064_c0049,666.67,0.3333
r0064_c0050,400.0,0.2222
r0064_c0051,755.56,0.0588
r0064_c0052,266.67,0.0
r0064_c0053,933.33,0.1429
r0064_c0054,133.33,0.3333
r0064_c0055,44.44,0.0
r0064_c0056,755.56,0.0
r0065_c0030,266.67,0.0
r0065_c0031,222.22,0.0
r0065_c0032,400.0,0.1111
r0065_c0033,488.89,0.0
r0065_c0034,1155.56,0.0
r0065_c0035,1866.67,0.0952
r0065_c0036,1555.56,0.2286
r0065_c0037,933.33,0.2381
r0065_c0038,222.22,0.0
r0065_c0045,1955.56,0.0
r0065_c0046,800.0,0.2778
r0065_c0047,133.33,0.0
r0065_c0048,400.0,0.2222
r0065_c0049,977.78,0.2273
r0065_c0050,1155.56,0.4231
r0065_c0051,1422.22,0.4688
r0065_c0052,755.56,0.4118
r0065_c0053,1288.89,0.4828
r0065_c0054,0.0,0.0
r0065_c0055,622.22,0.2857
r0065_c0056,0.0,0.0
r0065_c0057,2311.11,0.0
r0066_c0032,711.11,0.0625
r0066_c0034,177.78,0.0
r0066_c0035,1244.44,0.0714
r0066_c0036,622.22,0.2143
r0066_c0037,1377.78,0.4516
r0066_c0038,266.67,0.3333
r0066_c0046,400.0,0.0
r0066_c0047,533.33,0.3333
r0066_c0048,88.89,0.0
r0066_c0049,622.22,0.0
r0066_c0050,755.56,0.2941
r0066_c0051,444.44,0.2
r0066_c0052,1422.22,0.5625
r0066_c0053,622.22,0.3571
r0066_c0054,222.22,0.2
r0066_c0055,44.44,1.0
r0066_c0056,88.89,0.0
r0066_c0057,1422.22,0.0
r0067_c0032,1244.44,0.0
r0067_c0034,400.0,0.0
r0067_c0035,1244.44,0.2143
r0067_c0036,888.89,0.2
r0067_c0037,1688.89,0.2632
r0067_c0038,1466.67,0.4242
r0067_c0039,711.11,0.0
r0067_c0046,2000.0,0.0667
r0067_c0047,266.67,0.3333
r0067_c0048,44.44,0.0
r0067_c0049,133.33,0.0
r0067_c0050,1022.22,0.3913
r0067_c0051,1555.56,0.3714
r0067_c0052,1466.67,0.3636
r0067_c0053,1155.56,0.5
r0067_c0054,844.44,0.3684
r0067_c0055,444.44,0.3
r0067_c0056,400.0,0.1111
r0067_c0057,533.33,0.0
r0068_c0033,133.33,0.0
r0068_c0034,44.44,0.0
r0068_c0035,1511.11,0.2059
r0068_c0036,2266.67,0.3137
r0068_c0037,222.22,0.2
r0068_c0038,2266.67,0.1961
r0068_c0039,44.44,0.0
r0068_c0040,2177.78,0.0204
r0068_c0047,177.78,0.25
r0068_c0048,666.67,0.2667
r0068_c0049,400.0,0.0
r0068_c0050,1244.44,0.3571
r0068_c0051,1155.56,0.1538
r0068_c0052,1377.78,0.2581
r0068_c0053,888.89,0.35
r0068_c0054,222.22,0.0
r0068_c0055,844.44,0.3684
r0068_c0056,355.56,0.125
r0069_c0032,1955.56,0.0227
r0069_c0033,355.56,0.0
r0069_c0034,533.33,0.0833
r0069_c0035,311.11,0.2857
r0069_c0036,1244.44,0.1071
r0069_c0037,1244.44,0.4643
r0069_c0038,933.33,0.2381
r0069_c0039,2577.78,0.0862
r0069_c0040,2444.44,0.0
r0069_c0047,2044.44,0.0435
r0069_c0048,488.89,0.1818
r0069_c0049,266.67,0.0
r0069_c0050,177.78,0.0
r0069_c0051,1111.11,0.2
r0069_c0052,1511.11,0.3529
r0069_c0053,711.11,0.4375
r0069_c0054,1511.11,0.3235
r0069_c0055,800.0,0.3333
r0069_c0056,400.0,0.4444
r0070_c0034,444.44,0.0
r0070_c0035,88.89,0.0
r0070_c0036,1600.0,0.0833
r0070_c0037,1200.0,0.4074
r0070_c0038,311.11,0.0
r0070_c0039,2355.56,0.0943
r0070_c0048,755.56,0.0588
r0070_c0049,355.56,0.0
r0070_c0050,88.89,0.0
r0070_c0051,666.67,0.2
r0070_c0052,888.89,0.25
r0070_c0053,444.44,0.1
r0070_c0054,1911.11,0.186
r0070_c0055,355.56,0.25
r0070_c0056,488.89,0.0
r0071_c0034,1466.67,0.0
r0071_c0035,0.0,0.0
r0071_c0036,1066.67,0.0833
r0071_c0037,2000.0,0.2444
r0071_c0038,1244.44,0.3571
r0071_c0039,177.78,0.0
r0071_c0040,4933.33,0.027
r0071_c0041,2755.56,0.0
r0071_c0042,2222.22,0.0
r0071_c0049,355.56,0.125
r0071_c0050,355.56,0.0
r0071_c0051,88.89,0.0
r0071_c0052,1066.67,0.375
r0071_c0053,1777.78,0.25
r0071_c0054,977.78,0.0455
r0071_c0055,1200.0,0.3704
r0071_c0056,711.11,0.0625
r0072_c0035,888.89,0.05
r0072_c0036,133.33,0.0
r0072_c0037,2133.33,0.0833
r0072_c0038,1733.33,0.6667
r0072_c0039,311.11,0.2857
r0072_c0040,1644.44,0.2432
r0072_c0041,444.44,0.7
r0072_c0042,177.78,0.0
r0072_c0049,711.11,0.0625
r0072_c0050,1155.56,0.1923
r0072_c0051,133.33,0.0
r0072_c0052,844.44,0.2632
r0072_c0053,800.0,0.2222
r0072_c0054,488.89,0.1818
r0072_c0055,1244.44,0.1429
r0072_c0056,533.33,0.0
r0072_c0058,533.33,0.0
r0073_c0036,133.33,0.0
r0073_c0037,800.0,0.0556
r0073_c0038,2044.44,0.2174
r0073_c0039,1288.89,0.4828
r0073_c0040,400.0,0.0
r0073_c0041,1066.67,0.4583
r0073_c0042,88.89,0.0
r0073_c0043,1155.56,0.0
r0073_c0050,577.78,0.1538
r0073_c0051,1111.11,0.04
r0073_c0052,0.0,0.0
r0073_c0053,1644.44,0.1081
r0073_c0054,977.78,0.0
r0073_c0055,355.56,0.125
r0073_c0057,311.11,0.0
r0073_c0059,533.33,0.0
r0074_c0036,222.22,0.0
r0074_c0037,0.0,0.0
r0074_c0038,1555.56,0.1429
r0074_c0039,1555.56,0.3714
r0074_c0040,666.67,0.1333
r0074_c0041,1111.11,0.24
r0074_c0042,577.78,0.1538
r0074_c0043,133.33,0.0
r0074_c0050,488.89,0.0
r0074_c0051,711.11,0.125
r0074_c0052,666.67,0.2
r0074_c0053,977.78,0.2273
r0074_c0054,800.0,0.2778
r0074_c0055,1022.22,0.0435
r0074_c0056,1022.22,0.0
r0074_c0057,266.67,0.0
r0074_c0058,355.56,0.125
r0075_c0036,88.89,0.0
r0075_c0037,0.0,0.0
r0075_c0038,355.56,0.375
r0075_c0039,1600.0,0.1667
r0075_c0040,755.56,0.3529
r0075_c0041,88.89,0.0
r0075_c0042,1022.22,0.087
r0075_c0043,44.44,0.0
r0075_c0044,533.33,0.0
r0075_c0051,1688.89,0.0263
r0075_c0052,1155.56,0.2692
r0075_c0054,933.33,0.4286
r0075_c0055,666.67,0.0667
r0075_c0057,977.78,0.0909
r0075_c0058,177.78,0.25
r0075_c0059,755.56,0.0
r0076_c0037,88.89,0.0
r0076_c0038,133.33,0.0
r0076_c0039,1244.44,0.0714
r0076_c0040,1244.44,0.25
r0076_c0041,888.89,0.15
r0076_c0042,800.0,0.0
r0076_c0043,577.78,0.0769
r0076_c0044,400.0,0.1111
r0076_c0054,266.67,0.3333
r0076_c0055,1333.33,0.3333
r0076_c0056,755.56,0.3529
r0076_c0057,533.33,0.0833
r0076_c0058,711.11,0.375
r0076_c0059,666.67,0.0667
r0077_c0037,0.0,0.0
r0077_c0038,88.89,0.0
r0077_c0039,44.44,0.0
r0077_c0040,1555.56,0.2857
r0077_c0041,1111.11,0.32
r0077_c0042,355.56,0.0
r0077_c0043,800.0,0.2222
r0077_c0044,0.0,0.0
r0077_c0045,2622.22,0.0
r0077_c0052,2711.11,0.0
r0077_c0053,444.44,0.1
r0077_c0054,1111.11,0.0
r0077_c0055,1066.67,0.2917
r0077_c0056,1022.22,0.4348
r0077_c0057,400.0,0.2222
r0077_c0058,1066.67,0.0833
r0077_c0059,266.67,0.0
r0077_c0060,577.78,0.1538
r0078_c0038,177.78,0.0
r0078_c0039,44.44,0.0
r0078_c0040,888.89,0.2
r0078_c0041,1866.67,0.2381
r0078_c0042,844.44,0.2105
r0078_c0043,444.44,0.1
r0078_c0044,355.56,0.25
r0078_c0045,488.89,0.0
r0078_c0053,1377.78,0.2903
r0078_c0055,311.11,0.0
r0078_c0056,977.78,0.2273
r0078_c0057,533.33,0.3333
r0078_c0059,755.56,0.4118
r0078_c0060,311.11,0.2857
r0078_c0061,533.33,0.0
r0079_c0039,177.78,0.0
r0079_c0040,177.78,0.0
r0079_c0041,2222.22,0.22
r0079_c0042,1911.11,0.2791
r0079_c0043,177.78,0.0
r0079_c0044,666.67,0.2667
r0079_c0053,3066.67,0.0
r0079_c0054,755.56,0.0588
r0079_c0055,311.11,0.0
r0079_c0056,311.11,0.2857
r0079_c0057,488.89,0.2727
r0079_c0058,711.11,0.25
r0079_c0059,666.67,0.6
r0079_c0060,133.33,0.0
r0079_c0061,177.78,0.25
r0079_c0062,488.89,0.0
r0079_c0063,666.67,0.0667
r0080_c0039,577.78,0.0
r0080_c0040,133.33,0.0
r0080_c0041,711.11,0.1875
r0080_c0042,1911.11,0.1628
r0080_c0043,888.89,0.2
r0080_c0044,1111.11,0.08
r0080_c0046,888.89,0.15
r0080_c0047,1866.67,0.0
r0080_c0054,622.22,0.0714
r0080_c0055,533.33,0.0
r0080_c0056,266.67,0.3333
r0080_c0057,888.89,0.2
r0080_c0058,177.78,0.5
r0080_c0059,88.89,0.0
r0080_c0061,177.78,0.0
r0080_c0062,311.11,0.4286
r0080_c0063,311.11,0.1429
r0080_c0064,622.22,0.0
r0081_c0040,755.56,0.0
r0081_c0041,0.0,0.0
r0081_c0042,1911.11,0.0465
r0081_c0043,888.89,0.1
r0081_c0044,1066.67,0.0
r0081_c0046,266.67,0.0
r0081_c0047,622.22,0.0714
r0081_c0054,444.44,0.1
r0081_c0055,577.78,0.1538
r0081_c0056,222.22,0.2
r0081_c0057,44.44,0.0
r0081_c0060,266.67,0.5
r0081_c0061,355.56,0.125
r0081_c0062,755.56,0.4118
r0081_c0063,133.33,0.0
r0081_c0064,177.78,0.0
r0081_c0065,711.11,0.0
r0082_c0041,0.0,0.0
r0082_c0042,666.67,0.0667
r0082_c0043,2222.22,0.32
r0082_c0044,1155.56,0.1538
r0082_c0046,1244.44,0.1429
r0082_c0047,88.89,0.0
r0082_c0048,311.11,0.0
r0082_c0053,4755.56,0.0
r0082_c0054,1333.33,0.1
r0082_c0056,266.67,0.0
r0082_c0058,533.33,0.1667
r0082_c0059,577.78,0.3077
r0082_c0060,533.33,0.4167
r0082_c0061,444.44,0.1
r0082_c0062,622.22,0.2143
r0082_c0063,577.78,0.1538
r0082_c0064,311.11,0.0
r0083_c0041,1111.11,0.0
r0083_c0042,266.67,0.0
r0083_c0043,2088.89,0.1064
r0083_c0044,2088.89,0.1277
r0083_c0045,800.0,0.0
r0083_c0046,1244.44,0.2143
r0083_c0047,1288.89,0.2759
r0083_c0048,444.44,0.0
r0083_c0051,1644.44,0.027
r0083_c0052,1155.56,0.1154
r0083_c0053,488.89,0.0
r0083_c0056,266.67,0.1667
r0083_c0057,533.33,0.0833
r0083_c0058,711.11,0.1875
r0083_c0059,711.11,0.5
r0083_c0060,266.67,0.1667
r0083_c0061,488.89,0.0909
r0083_c0062,44.44,1.0
r0083_c0063,222.22,0.0
r0084_c0042,800.0,0.0
r0084_c0043,666.67,0.2667
r0084_c0044,1688.89,0.1579
r0084_c0045,2400.0,0.3889
r0084_c0046,311.11,0.0
r0084_c0047,1644.44,0.1081
r0084_c0048,222.22,0.0
r0084_c0049,2177.78,0.0408
r0084_c0050,2000.0,0.0
r0084_c0051,44.44,1.0
r0084_c0052,44.44,1.0
r0084_c0053,711.11,0.0625
r0084_c0055,577.78,0.0
r0084_c0056,266.67,0.3333
r0084_c0057,177.78,0.25
r0084_c0058,444.44,0.0
r0084_c0059,311.11,0.1429
r0084_c0060,400.0,0.0
r0084_c0061,44.44,0.0
r0084_c0062,444.44,0.1
r0084_c0065,666.67,0.0
r0085_c0042,1911.11,0.0233
r0085_c0043,400.0,0.2222
r0085_c0044,800.0,0.0
r0085_c0045,1288.89,0.3793
r0085_c0046,800.0,0.1111
r0085_c0047,844.44,0.1579
r0085_c0048,711.11,0.25
r0085_c0049,666.67,0.0667
r0085_c0050,1288.89,0.1724
r0085_c0051,44.44,0.0
r0085_c0052,44.44,0.0
r0085_c0053,177.78,0.25
r0085_c0054,933.33,0.2381
r0085_c0055,311.11,0.0
r0085_c0056,133.33,0.0
r0085_c0057,400.0,0.1111
r0085_c0058,577.78,0.1538
r0085_c0059,266.67,0.0
r0085_c0060,222.22,0.0
r0085_c0061,44.44,0.0
r0085_c0062,311.11,0.0
r0085_c0063,533.33,0.0833
r0086_c0043,222.22,0.2
r0086_c0044,2133.33,0.3125
r0086_c0045,222.22,0.0
r0086_c0046,1377.78,0.3871
r0086_c0049,266.67,0.0
r0086_c0050,666.67,0.4667
r0086_c0051,266.67,0.0
r0086_c0052,533.33,0.1667
r0086_c0053,222.22,0.6
r0086_c0054,266.67,0.0
r0086_c0055,133.33,0.0
r0086_c0056,88.89,0.0
r0086_c0059,222.22,0.0
r0086_c0060,266.67,0.3333
r0086_c0061,133.33,0.0
r0086_c0062,311.11,0.2857
r0086_c0063,266.67,0.1667
r0086_c0064,133.33,0.0
r0087_c0044,1155.56,0.3077
r0087_c0045,1200.0,0.1481
r0087_c0046,488.89,0.0
r0087_c0047,444.44,0.0
r0087_c0049,355.56,0.0
r0087_c0050,311.11,0.1429
r0087_c0051,1422.22,0.4375
r0087_c0052,355.56,0.375
r0087_c0053,88.89,0.0
r0087_c0054,133.33,0.6667
r0087_c0055,488.89,0.4545
r0087_c0056,311.11,0.0
r0087_c0059,266.67,0.0
r0087_c0060,533.33,0.25
r0087_c0061,844.44,0.1053
r0087_c0062,400.0,0.0
r0087_c0063,400.0,0.0
r0088_c0044,1377.78,0.0323
r0088_c0045,2311.11,0.3077
r0088_c0046,222.22,0.8
r0088_c0047,666.67,0.2
r0088_c0048,311.11,0.0
r0088_c0049,400.0,0.0
r0088_c0050,44.44,0.0
r0088_c0051,488.89,0.1818
r0088_c0052,355.56,0.75
r0088_c0053,88.89,0.0
r0088_c0054,177.78,0.75
r0088_c0055,488.89,0.2727
r0088_c0056,266.67,0.1667
r0088_c0057,488.89,0.0
r0088_c0058,444.44,0.1
r0088_c0059,977.78,0.2727
r0088_c0060,133.33,0.0
r0088_c0061,177.78,0.0
r0088_c0063,1066.67,0.125
r0089_c0044,222.22,0.0
r0089_c0045,1644.44,0.1622
r0089_c0048,1155.56,0.1538
r0089_c0049,1288.89,0.0
r0089_c0050,177.78,0.0
r0089_c0051,222.22,0.4
r0089_c0052,444.44,0.4
r0089_c0053,133.33,0.0
r0089_c0054,311.11,0.4286
r0089_c0055,133.33,0.0
r0089_c0056,800.0,0.2778
r0089_c0057,444.44,0.3
r0089_c0058,488.89,0.1818
r0089_c0059,133.33,0.0
r0089_c0060,177.78,0.0
r0089_c0061,44.44,0.0
r0089_c0062,577.78,0.0
r0090_c0045,933.33,0.1905
r0090_c0048,1688.89,0.1053
r0090_c0049,622.22,0.0714
r0090_c0050,222.22,0.0
r0090_c0051,222.22,0.0
r0090_c0052,266.67,0.1667
r0090_c0053,222.22,0.2
r0090_c0054,400.0,0.4444
r0090_c0055,533.33,0.0
r0090_c0056,977.78,0.2273
r0090_c0057,311.11,0.2857
r0090_c0058,0.0,0.0
r0090_c0059,222.22,0.0
r0090_c0060,133.33,0.0
r0090_c0061,0.0,0.0
r0090_c0062,222.22,0.0
r0091_c0045,755.56,0.0
r0091_c0046,800.0,0.0
r0091_c0049,1155.56,0.0769
r0091_c0051,400.0,0.0
r0091_c0052,622.22,0.2143
r0091_c0053,800.0,0.0556
r0091_c0054,577.78,0.0
r0091_c0055,622.22,0.1429
r0091_c0056,133.33,0.0
r0091_c0057,177.78,0.5
r0091_c0058,311.11,0.1429
r0091_c0059,400.0,0.0
r0091_c0060,355.56,0.125
r0091_c0061,400.0,0.0
r0092_c0047,666.67,0.1333
r0092_c0048,311.11,0.0
r0092_c0049,888.89,0.4
r0092_c0050,666.67,0.0
r0092_c0051,800.0,0.0
r0092_c0052,222.22,0.4
r0092_c0053,533.33,0.0833
r0092_c0054,44.44,0.0
r0092_c0056,666.67,0.0667
r0092_c0057,44.44,1.0
r0092_c0058,222.22,0.4
r0092_c0059,44.44,0.0
r0092_c0060,177.78,0.0
r0093_c0047,533.33,0.0
r0093_c0048,266.67,0.1667
r0093_c0051,311.11,0.1429
r0093_c0052,133.33,0.0
r0093_c0053,133.33,0.3333
r0093_c0054,177.78,0.0
r0093_c0055,177.78,0.0
r0093_c0056,355.56,0.0
r0093_c0057,0.0,0.0
r0093_c0058,488.89,0.1818
r0093_c0059,177.78,0.0
r0093_c0060,444.44,0.0
r0094_c0047,400.0,0.0
r0094_c0048,1022.22,0.4348
r0094_c0050,711.11,0.1875
r0094_c0051,44.44,0.0
r0094_c0052,44.44,0.0
r0094_c0053,177.78,0.0
r0094_c0054,44.44,0.0
r0094_c0055,133.33,0.3333
r0094_c0056,133.33,0.3333
r0094_c0057,311.11,0.1429
r0094_c0058,311.11,0.0
r0094_c0059,133.33,0.0
r0094_c0060,711.11,0.0
r0094_c0061,177.78,0.25
r0095_c0048,1644.44,0.1351
r0095_c0049,1066.67,0.375
r0095_c0050,488.89,0.0
r0095_c0051,222.22,0.0
r0095_c0052,44.44,0.0
r0095_c0053,0.0,0.0
r0095_c0054,177.78,0.0
r0095_c0055,177.78,0.25
r0095_c0056,266.67,0.1667
r0095_c0057,133.33,0.6667
r0095_c0058,133.33,0.0
r0095_c0059,488.89,0.1818
r0095_c0060,222.22,0.0
r0095_c0061,355.56,0.0
r0096_c0048,266.67,0.0
r0096_c0049,1422.22,0.2188
r0096_c0052,133.33,0.3333
r0096_c0055,311.11,0.0
r0096_c0056,533.33,0.5833
r0096_c0057,88.89,0.0
r0096_c0058,133.33,0.0
r0096_c0059,177.78,0.0
r0096_c0060,400.0,0.1111
r0096_c0061,222.22,0.0
r0097_c0048,2000.0,0.0444
r0097_c0049,1111.11,0.0
r0097_c0050,177.78,0.0
r0097_c0051,88.89,0.0
r0097_c0052,44.44,0.0
r0097_c0053,311.11,0.0
r0097_c0055,222.22,0.0
r0097_c0056,0.0,0.0
r0097_c0057,88.89,0.0
r0097_c0058,133.33,1.0
r0097_c0059,133.33,0.3333
r0097_c0060,222.22,0.0
r0097_c0061,133.33,0.0
r0098_c0048,1422.22,0.0312
r0098_c0049,133.33,0.0
r0098_c0051,400.0,0.0
r0098_c0052,222.22,0.2
r0098_c0056,133.33,0.3333
r0098_c0057,88.89,0.0
r0098_c0058,177.78,0.0
r0098_c0059,488.89,0.1818
r0098_c0060,44.44,0.0
r0098_c0061,711.11,0.0625
r0099_c0049,177.78,0.25
r0099_c0050,133.33,0.0
r0099_c0051,88.89,0.5
r0099_c0052,311.11,0.1429
r0099_c0053,311.11,0.0
r0099_c0055,266.67,0.0
r0099_c0056,311.11,0.0
r0099_c0057,44.44,1.0
r0099_c0058,88.89,0.0
r0099_c0059,177.78,0.0
r0099_c0060,266.67,0.0
r0099_c0061,400.0,0.6667
r0100_c0049,1022.22,0.0
r0100_c0050,88.89,0.0
r0100_c0051,133.33,0.6667
r0100_c0052,266.67,0.3333
r0100_c0053,88.89,0.5
r0100_c0054,355.56,0.375
r0100_c0055,133.33,0.0
r0100_c0056,44.44,0.0
r0100_c0057,0.0,0.0
r0100_c0058,400.0,0.3333
r0100_c0059,355.56,0.125
r0100_c0060,711.11,0.375
r0100_c0061,88.89,0.0
r0101_c0051,666.67,0.0
r0101_c0052,222.22,0.8
r0101_c0053,666.67,0.0667
r0101_c0054,266.67,0.1667
r0101_c0055,177.78,0.0
r0101_c0056,133.33,0.0
r0101_c0057,533.33,0.3333
r0101_c0058,488.89,0.1818
r0101_c0059,88.89,0.0
r0101_c0060,44.44,1.0
r0101_c0061,355.56,0.0
r0102_c0052,44.44,0.0
r0102_c0053,222.22,0.4
r0102_c0054,266.67,0.0
r0102_c0055,222.22,0.2
r0102_c0056,88.89,0.5
r0102_c0057,177.78,0.0
r0102_c0058,177.78,0.0
r0102_c0059,88.89,0.0
r0102_c0060,44.44,0.0
r0102_c0061,711.11,0.0
r0103_c0052,488.89,0.0909
r0103_c0053,177.78,0.25
r0103_c0054,222.22,0.2
r0103_c0055,311.11,0.2857
r0103_c0056,88.89,0.0
r0103_c0057,444.44,0.5
r0103_c0058,44.44,0.0
r0103_c0059,177.78,0.0
r0103_c0060,133.33,0.0
r0103_c0061,0.0,0.0
r0103_c0062,1733.33,0.0
r0104_c0053,266.67,0.0
r0104_c0054,355.56,0.75
r0104_c0055,177.78,0.0
r0104_c0056,222.22,0.4
r0104_c0057,44.44,0.0
r0104_c0058,133.33,0.0
r0104_c0059,444.44,0.0
r0104_c0060,133.33,0.3333
r0104_c0061,44.44,0.0
r0104_c0062,577.78,0.0
r0105_c0054,355.56,0.75
r0105_c0055,355.56,0.5
r0105_c0056,177.78,0.75
r0105_c0057,444.44,0.0
r0105_c0058,222.22,0.0
r0105_c0059,266.67,0.0
r0105_c0060,0.0,0.0
r0105_c0061,1600.0,0.0
r0106_c0054,488.89,0.1818
r0106_c0055,222.22,0.8
r0106_c0056,44.44,0.0
r0106_c0057,266.67,0.1667
r0106_c0058,177.78,0.0
r0106_c0059,666.67,0.0
r0107_c0054,400.0,0.0
r0107_c0055,0.0,0.0
r0107_c0056,44.44,0.0
r0107_c0057,44.44,0.0
r0107_c0058,177.78,0.0
r0107_c0059,355.56,0.25
r0108_c0056,311.11,0.2857
r0108_c0057,0.0,0.0
r0108_c0058,133.33,0.0
r0108_c0059,177.78,0.25
r0109_c0055,44.44,0.0
r0109_c0056,400.0,0.3333
r0109_c0057,577.78,0.3077
r0109_c0058,88.89,0.0
r0109_c0059,266.67,0.1667
r0109_c0060,533.33,0.0
r0110_c0055,44.44,0.0
r0110_c0056,0.0,0.0
r0110_c0057,311.11,0.5714
r0110_c0058,0.0,0.0
r0110_c0059,266.67,0.0
r0110_c0060,177.78,0.0
r0111_c0055,222.22,0.0
r0111_c0056,88.89,0.0
r0111_c0057,0.0,0.0
r0111_c0058,44.44,0.0
r0111_c0059,44.44,0.0
r0111_c0060,622.22,0.0714
r0111_c0061,88.89,0.0
r0112_c0056,400.0,0.0
r0112_c0057,88.89,0.0
r0112_c0058,44.44,0.0
r0112_c0059,400.0,0.3333
r0112_c0060,400.0,0.1111
r0112_c0061,222.22,0.0
r0113_c0058,844.44,0.0526
