cell_id,cell_lat,cell_lon,zone_type,cell_lot_count
r0040_c0029,40.740981,-73.9940489,Commercial,19
r0040_c0030,40.740981,-73.9922645,Commercial,36
r0040_c0031,40.740981,-73.9904801,Commercial,24
r0040_c0032,40.740981,-73.9886957,Mixed-Use,10
r0040_c0033,40.740981,-73.9869113,Commercial,8
r0040_c0034,40.740981,-73.9851269,Commercial,17
r0040_c0035,40.740981,-73.9833425,Institutional,21
r0040_c0036,40.740981,-73.9815581,Mixed-Use,37
r0040_c0037,40.740981,-73.9797737,Residential,28
r0040_c0038,40.740981,-73.9779893,Mixed-Use,6
r0040_c0039,40.740981,-73.9762049,Residential,15
r0041_c0021,40.7423323,-74.008324,Commercial,4
r0041_c0022,40.7423323,-74.0065396,Commercial,8
r0041_c0023,40.7423323,-74.0047552,Residential,3
r0041_c0024,40.7423323,-74.0029708,Institutional,31
r0041_c0025,40.7423323,-74.0011864,Residential,41
r0041_c0026,40.7423323,-73.9994021,Mixed-Use,52
r0041_c0027,40.7423323,-73.9976177,Mixed-Use,44
r0041_c0028,40.7423323,-73.9958333,Mixed-Use,31
r0041_c0029,40.7423323,-73.9940489,Mixed-Use,20
r0041_c0030,40.7423323,-73.9922645,Mixed-Use,13
r0041_c0031,40.7423323,-73.9904801,Commercial,18
r0041_c0032,40.7423323,-73.9886957,Open Space,3
r0041_c0033,40.7423323,-73.9869113,Commercial,3
r0041_c0034,40.7423323,-73.9851269,Commercial,10
r0041_c0035,40.7423323,-73.9833425,Commercial,44
r0041_c0036,40.7423323,-73.9815581,Mixed-Use,38
r0041_c0037,40.7423323,-73.9797737,Residential,43
r0041_c0038,40.7423323,-73.9779893,Mixed-Use,39
r0041_c0039,40.7423323,-73.9762049,Mixed-Use,4
r0041_c0040,40.7423323,-73.9744206,Institutional,3
r0042_c0022,40.7436837,-74.0065396,Mixed-Use,9
r0042_c0023,40.7436837,-74.0047552,Residential,6
r0042_c0024,40.7436837,-74.0029708,Mixed-Use,36
r0042_c0025,40.7436837,-74.0011864,Residential,55
r0042_c0026,40.7436837,-73.9994021,Residential,47
r0042_c0027,40.7436837,-73.9976177,Residential,51
r0042_c0028,40.7436837,-73.9958333,Mixed-Use,29
r0042_c0029,40.7436837,-73.9940489,Mixed-Use,25
