cell_id,avg_floors,avg_yearbuilt,total_bldg_area,building_count
r0023_c0030,4.4,1914,408936.0,42.0
r0023_c0031,5.0,1909,453616.0,46.0
r0023_c0032,5.6,1914,457755.0,29.0
r0023_c0033,7.9,1951,673171.0,8.0
r0023_c0034,5.0,1926,425189.0,36.0
r0023_c0035,6.0,1936,575612.0,14.0
r0023_c0039,5.5,1918,171480.0,2.0
r0024_c0020,7.1,1899,2303884.0,24.0
r0024_c0021,6.6,1895,920767.0,36.0
r0024_c0022,6.6,1905,733259.0,29.0
r0024_c0023,5.5,1890,1586210.0,32.0
r0024_c0024,5.5,1877,965133.0,53.0
r0024_c0025,5.0,1877,501465.0,28.0
r0024_c0026,7.0,1901,988791.0,26.0
r0024_c0027,5.2,1913,548884.0,40.0
r0024_c0028,5.3,1911,567297.0,50.0
r0024_c0029,5.1,1918,603300.0,41.0
r0024_c0030,4.6,1924,203451.0,21.0
r0024_c0031,5.6,1909,441946.0,37.0
r0024_c0032,5.6,1925,740398.0,41.0
r0024_c0033,5.2,1934,515398.0,38.0
r0024_c0034,5.0,1921,525456.0,53.0
r0024_c0035,4.9,1935,447767.0,26.0
r0025_c0020,10.8,1941,2490940.0,10.0
r0025_c0021,6.6,1914,744177.0,20.0
r0025_c0022,8.1,1937,713944.0,10.0
r0025_c0023,6.2,1931,539047.0,16.0
r0025_c0024,4.6,1885,575474.0,45.0
r0025_c0025,5.2,1875,899612.0,35.0
r0025_c0026,5.5,1871,809958.0,38.0
r0025_c0027,5.6,1907,725121.0,27.0
r0025_c0028,5.6,1918,657117.0,43.0
r0025_c0029,4.8,1914,448241.0,43.0
r0025_c0030,7.4,1927,513756.0,28.0
r0025_c0031,5.6,1922,540888.0,31.0
r0025_c0032,5.4,1916,539982.0,57.0
r0025_c0033,5.2,1919,697194.0,60.0
r0025_c0034,4.4,1916,581385.0,40.0
r0025_c0035,4.9,1935,616814.0,55.0
r0025_c0036,5.7,1942,516468.0,21.0
r0025_c0037,6.1,1958,457478.0,23.0
r0025_c0038,5.8,1944,461109.0,21.0
r0026_c0019,,,,
r0026_c0020,8.1,1912,903920.0,19.0
r0026_c0021,7.1,1910,737348.0,20.0
r0026_c0022,5.8,1904,315363.0,10.0
r0026_c0023,6.2,1928,401332.0,14.0
r0026_c0024,4.8,1909,688998.0,47.0
r0026_c0025,5.4,1886,818989.0,43.0
r0026_c0026,6.0,1887,976075.0,30.0
r0026_c0027,5.9,1908,960221.0,33.0
r0026_c0028,5.1,1910,694714.0,61.0
r0026_c0029,5.4,1922,677836.0,42.0
r0026_c0030,5.5,1924,660639.0,36.0
r0026_c0031,5.0,1946,272733.0,15.0
r0026_c0032,5.4,1919,485502.0,26.0
r0026_c0033,7.0,1928,874334.0,33.0
r0026_c0034,5.4,1923,489236.0,26.0
r0026_c0035,5.3,1924,652119.0,41.0
r0026_c0036,5.4,1937,574329.0,42.0
r0026_c0037,4.8,1924,481465.0,40.0
r0026_c0038,5.2,1921,359439.0,21.0
r0027_c0020,5.8,1927,779079.0,25.0
r0027_c0021,6.6,1929,762330.0,9.0
r0027_c0022,12.0,1916,1374297.0,4.0
r0027_c0023,10.2,1949,1217385.0,13.0
r0027_c0024,4.9,1908,542496.0,37.0
r0027_c0025,5.3,1877,877127.0,33.0
r0027_c0026,5.3,1884,858126.0,41.0
r0027_c0027,6.5,1890,1181171.0,24.0
r0027_c0028,5.3,1909,744904.0,36.0
r0027_c0029,4.9,1913,544102.0,55.0
r0027_c0030,5.8,1936,1221376.0,34.0
r0027_c0031,5.6,1919,136711.0,14.0
r0027_c0032,5.1,1924,419528.0,37.0
r0027_c0033,6.2,1916,481204.0,22.0
r0027_c0034,5.2,1925,527608.0,33.0
r0027_c0035,5.1,1911,552126.0,44.0
r0027_c0036,4.9,1918,470403.0,22.0
r0027_c0037,4.7,1931,357611.0,30.0
r0027_c0038,4.6,1929,444354.0,36.0
r0027_c0039,5.6,1927,474457.0,31.0
r0028_c0020,6.9,1919,490653.0,17.0
r0028_c0021,6.5,1931,741776.0,27.0
r0028_c0022,8.6,1906,973637.0,17.0
r0028_c0023,10.4,1921,751138.0,11.0
r0028_c0024,5.1,1903,570535.0,56.0
r0028_c0025,5.0,1887,688603.0,46.0
r0028_c0026,5.3,1894,1043531.0,43.0
r0028_c0027,6.3,1893,1432523.0,31.0
r0028_c0028,8.8,1914,1167410.0,11.0
r0028_c0029,6.0,1918,472427.0,24.0
r0028_c0030,4.6,1898,480486.0,27.0
r0028_c0031,6.0,1924,918268.0,27.0
r0028_c0032,4.9,1891,464560.0,43.0
r0028_c0033,6.0,1918,524982.0,30.0
r0028_c0034,9.5,1933,981614.0,8.0
r0028_c0035,5.1,1914,449817.0,52.0
r0028_c0036,5.1,1912,436802.0,50.0
r0028_c0037,5.1,1928,611634.0,46.0
r0028_c0038,4.8,1922,489183.0,37.0
r0028_c0039,4.7,1943,467670.0,29.0
r0029_c0020,6.7,1973,129137.0,4.0
r0029_c0021,6.4,1922,987402.0,25.0
r0029_c0022,10.0,1939,1191874.0,7.0
r0029_c0023,4.7,1858,898599.0,12.0
r0029_c0024,5.4,1893,635004.0,38.0
r0029_c0025,4.9,1896,698219.0,55.0
r0029_c0026,5.5,1909,765456.0,35.0
r0029_c0027,5.4,1882,202576.0,10.0
r0029_c0028,7.8,1899,1279656.0,17.0
r0029_c0029,6.5,1901,822595.0,25.0
r0029_c0030,5.1,1890,655153.0,52.0
r0029_c0031,5.2,1897,613472.0,50.0
r0029_c0032,4.9,1881,640334.0,44.0
r0029_c0033,5.1,1904,474390.0,50.0
