cell_id,nightlife_density
r0021_c0030,88.89
r0021_c0031,177.78
r0021_c0032,0.0
r0021_c0034,0.0
r0021_c0035,44.44
r0021_c0036,0.0
r0021_c0037,0.0
r0022_c0017,88.89
r0022_c0018,0.0
r0022_c0019,0.0
r0022_c0020,44.44
r0022_c0021,0.0
r0022_c0022,44.44
r0022_c0023,0.0
r0022_c0024,0.0
r0022_c0025,0.0
r0022_c0026,44.44
r0022_c0027,0.0
r0022_c0028,88.89
r0022_c0029,44.44
r0022_c0030,0.0
r0022_c0031,44.44
r0022_c0032,0.0
r0022_c0033,0.0
r0022_c0034,0.0
r0022_c0035,0.0
r0023_c0019,0.0
r0023_c0020,44.44
r0023_c0021,44.44
r0023_c0022,0.0
r0023_c0023,88.89
r0023_c0024,44.44
r0023_c0025,0.0
r0023_c0026,0.0
r0023_c0027,0.0
r0023_c0028,0.0
r0023_c0029,44.44
r0023_c0030,0.0
r0023_c0031,311.11
r0023_c0032,133.33
r0023_c0033,0.0
r0023_c0034,44.44
r0023_c0035,0.0
r0023_c0039,0.0
r0024_c0020,0.0
r0024_c0021,0.0
r0024_c0022,88.89
r0024_c0023,133.33
r0024_c0024,44.44
r0024_c0025,0.0
r0024_c0026,88.89
r0024_c0027,44.44
r0024_c0028,88.89
r0024_c0029,133.33
r0024_c0030,88.89
r0024_c0031,133.33
r0024_c0032,355.56
r0024_c0033,266.67
r0024_c0034,177.78
r0024_c0035,0.0
r0025_c0020,44.44
r0025_c0021,0.0
r0025_c0022,0.0
r0025_c0023,44.44
r0025_c0024,44.44
r0025_c0025,0.0
r0025_c0026,0.0
r0025_c0027,88.89
r0025_c0028,88.89
r0025_c0029,266.67
r0025_c0030,88.89
r0025_c0031,133.33
r0025_c0032,222.22
r0025_c0033,44.44
r0025_c0034,133.33
r0025_c0035,0.0
r0025_c0036,0.0
r0025_c0037,0.0
r0025_c0038,0.0
r0026_c0019,0.0
r0026_c0020,0.0
r0026_c0021,0.0
r0026_c0022,0.0
r0026_c0023,44.44
r0026_c0024,88.89
r0026_c0025,0.0
r0026_c0026,0.0
r0026_c0027,44.44
r0026_c0028,88.89
r0026_c0029,44.44
r0026_c0030,222.22
r0026_c0031,44.44
r0026_c0032,311.11
r0026_c0033,133.33
r0026_c0034,177.78
r0026_c0035,177.78
r0026_c0036,44.44
r0026_c0037,44.44
r0026_c0038,0.0
r0027_c0020,44.44
r0027_c0021,0.0
r0027_c0022,0.0
r0027_c0023,44.44
r0027_c0024,88.89
r0027_c0025,0.0
r0027_c0026,0.0
r0027_c0027,0.0
r0027_c0028,44.44
r0027_c0029,0.0
r0027_c0030,44.44
r0027_c0031,44.44
r0027_c0032,222.22
r0027_c0033,133.33
r0027_c0034,133.33
r0027_c0035,88.89
r0027_c0036,0.0
r0027_c0037,44.44
r0027_c0038,44.44
r0027_c0039,0.0
r0028_c0020,0.0
r0028_c0021,0.0
r0028_c0022,0.0
r0028_c0023,44.44
r0028_c0024,44.44
r0028_c0025,0.0
r0028_c0026,0.0
r0028_c0027,0.0
r0028_c0028,0.0
r0028_c0029,177.78
r0028_c0030,177.78
r0028_c0031,133.33
r0028_c0032,44.44
r0028_c0033,0.0
r0028_c0034,44.44
r0028_c0035,177.78
r0028_c0036,44.44
r0028_c0037,0.0
r0028_c0038,133.33
r0028_c0039,0.0
r0029_c0020,44.44
r0029_c0021,0.0
r0029_c0022,0.0
r0029_c0023,88.89
r0029_c0024,0.0
r0029_c0025,0.0
r0029_c0026,0.0
r0029_c0027,177.78
r0029_c0028,177.78
r0029_c0029,133.33
r0029_c0030,133.33
r0029_c0031,311.11
r0029_c0032,44.44
r0029_c0033,133.33
r0029_c0034,222.22
r0029_c0035,444.44
r0029_c0037,0.0
r0029_c0038,222.22
r0029_c0040,0.0
r0030_c0021,0.0
r0030_c0022,0.0
r0030_c0023,0.0
r0030_c0024,0.0
r0030_c0025,44.44
r0030_c0026,133.33
r0030_c0028,0.0
r0030_c0029,44.44
r0030_c0030,133.33
r0030_c0031,88.89
r0030_c0032,311.11
r0030_c0033,133.33
r0030_c0034,488.89
r0030_c0035,266.67
r0030_c0036,44.44
r0030_c0037,88.89
r0030_c0038,0.0
r0030_c0039,0.0
r0031_c0020,0.0
r0031_c0021,0.0
r0031_c0022,0.0
r0031_c0023,133.33
r0031_c0024,0.0
r0031_c0025,44.44
r0031_c0026,444.44
r0031_c0027,0.0
r0031_c0028,0.0
r0031_c0029,0.0
r0031_c0030,177.78
r0031_c0031,44.44
r0031_c0032,266.67
r0031_c0033,177.78
r0031_c0034,177.78
