osm_id,lat,lon,amenity_label,street_width_m,plot_area_m2,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,residential_ratio,commercial_ratio,median_income
4151778390,40.7642433,-73.9881105,food_drink,7.0,175.4,117.4,108.1,186.4,327.7,0.0762,0.0,
4151778391,40.763547,-73.9865301,food_drink,3.5,175.0,107.3,108.3,89.3,332.6,0.1181,0.0278,
4187349115,40.7544147,-73.9766932,food_drink,7.0,1578.0,99.7,402.4,449.1,114.1,0.0,0.2903,
4188132390,40.7616147,-73.9868436,food_drink,14.0,1268.6,17.3,273.1,137.4,211.5,0.1871,0.0719,
4189597549,40.768984,-73.9826863,leisure_entertainment,7.0,1317.0,61.4,139.7,61.5,61.1,0.3421,0.0263,
4190039995,40.7537677,-73.9779905,food_drink,7.0,3942.4,15.4,280.4,360.9,94.1,0.0,0.3556,
4193555491,40.7501714,-73.9863439,food_drink,7.0,395.6,74.7,87.6,82.8,105.1,0.0148,0.1259,
4198113799,40.7515794,-73.9858142,food_drink,10.5,224.1,66.8,76.7,215.1,140.0,0.0179,0.0655,
4213578591,40.7593488,-73.9885067,food_drink,7.0,916.0,30.6,293.3,196.5,237.3,0.1173,0.0494,
4216237581,40.7593617,-73.9924919,food_drink,7.0,190.9,78.4,149.3,115.6,110.4,0.0784,0.0049,
4217644287,40.751705,-73.97489,office_professional,7.0,243.3,68.3,321.1,222.2,136.3,0.0545,0.1818,
4230588256,40.7552587,-73.9945988,food_drink,7.0,206.3,158.4,383.7,462.6,94.4,0.0667,0.0733,
4231956390,40.7575116,-73.9893437,food_drink,7.0,2930.7,69.3,207.0,167.6,178.4,0.0125,0.0875,
4232157900,40.7592504,-73.9792398,personal_care,7.0,9056.2,85.8,408.5,361.1,121.3,0.0278,0.3056,
4243439483,40.7583844,-73.9832932,food_drink,7.0,282.0,120.4,274.4,279.1,152.0,0.0,0.2273,
4243439484,40.7584738,-73.9832127,hospitality,7.0,282.0,118.9,280.6,290.8,141.0,0.0,0.2024,
4257973595,40.7566724,-73.9802211,retail,7.0,161.7,110.5,150.0,293.1,115.3,0.0078,0.1628,
4257985392,40.7600158,-73.9829482,hospitality,7.0,654.1,94.9,437.8,459.9,32.8,0.0208,0.2917,
4258004389,40.7625601,-73.9725989,retail,14.0,462.0,46.0,179.4,334.5,118.7,0.0923,0.1538,
4260666889,40.7552093,-73.9793633,leisure_entertainment,7.0,1125.1,41.5,214.2,249.5,249.4,0.0,0.1889,
4278330892,40.7628531,-73.9838317,food_drink,7.0,126.3,59.9,313.7,177.7,227.0,0.1429,0.1571,
4281354990,40.7606178,-73.9819075,retail,7.0,4543.8,125.6,495.2,369.4,50.1,0.0278,0.3889,
4283625389,40.762113,-73.9749459,retail,7.0,1688.3,20.6,371.3,249.9,65.6,0.0256,0.0342,
4283635689,40.7601563,-73.9763019,retail,7.0,806.6,25.8,565.0,111.9,105.4,0.0274,0.1507,
4291285989,40.7575773,-73.973264,food_drink,7.0,5269.4,127.0,287.1,117.8,111.1,0.0667,0.3,
4299951695,40.7503277,-73.9907937,food_drink,7.0,111.7,34.5,316.0,185.0,83.1,0.0,0.1739,
4300001394,40.7513742,-73.9878729,food_drink,7.0,9.9,93.8,149.7,197.4,37.5,0.0202,0.0808,
4300059790,40.7629874,-73.9765793,food_drink,3.5,136.2,126.0,442.2,257.8,233.7,0.0614,0.0614,
4301475089,40.766105,-73.9866537,food_drink,7.0,263.7,40.5,180.8,222.0,171.3,0.1243,0.0,
4307308992,40.7567609,-73.9945607,retail,7.0,115.9,204.5,293.2,354.9,73.5,0.0965,0.0702,
4307324291,40.7540719,-73.9878743,personal_care,7.0,3249.9,60.3,93.2,152.4,44.6,0.0,0.0698,
4307338192,40.7535483,-73.9904933,retail,7.0,1046.3,122.9,309.5,236.6,261.5,0.0,0.0364,
4311338891,40.7565246,-73.9798908,food_drink,7.0,80.7,78.2,171.5,296.8,144.3,0.0077,0.1538,
4311338893,40.763523,-73.98853,food_drink,7.0,197.1,59.3,136.7,151.7,240.6,0.0655,0.0131,
4311478189,40.7538216,-73.9787121,finance,7.0,2977.8,48.5,260.1,300.4,116.7,0.0,0.3443,
4311478190,40.764055,-73.9880983,food_drink,7.0,232.7,107.1,114.2,185.9,308.2,0.0751,0.0047,
4315323189,40.7641033,-73.9868151,personal_care,7.0,185.9,163.0,42.9,77.8,340.0,0.1156,0.0058,
4316345593,40.7565134,-73.9857687,food_drink,10.5,431.0,89.4,315.9,115.2,195.7,0.0,0.3167,
4316376191,40.7627204,-73.9759478,food_drink,7.0,204.1,126.1,426.4,316.3,173.6,0.0351,0.0439,
4316479494,40.7610894,-73.9730309,retail,7.0,612.0,47.8,272.4,216.4,46.9,0.0933,0.12,
4317887892,40.7636131,-73.9849057,food_drink,7.0,1892.6,9.4,191.7,105.6,213.6,0.1102,0.0508,
4320266594,40.756458,-73.9777303,food_drink,7.0,239.6,96.8,350.2,433.3,209.5,0.0109,0.1087,
4320917144,40.7643419,-73.9826989,hospitality,7.0,842.3,111.2,215.2,92.1,48.8,0.1392,0.1266,
4327582289,40.7565959,-73.994199,retail,7.0,108.2,174.4,279.3,339.6,104.2,0.0984,0.0738,
4330787300,40.7608908,-73.9889333,food_drink,7.0,192.6,168.2,213.5,53.0,71.1,0.2328,0.0382,
4333671794,40.7608186,-73.9875915,retail,7.0,451.4,67.0,277.8,70.4,163.5,0.1828,0.0645,
4338609364,40.7684026,-73.9828296,retail,7.0,13615.7,77.7,146.2,122.2,66.2,0.25,0.0455,
4350615592,40.7643365,-73.9880327,food_drink,7.0,162.7,128.9,99.5,180.4,339.6,0.0755,0.0,
4350615593,40.758643,-73.978443,food_drink,7.0,1311.3,69.1,399.1,318.0,27.1,0.0167,0.2,
4353113390,40.7574738,-73.9782348,retail,7.0,312.7,8.5,339.1,379.0,104.7,0.0109,0.087,
4353153856,40.761975,-73.9771432,retail,7.0,116.8,123.3,490.7,261.9,143.5,0.0495,0.099,
4385240481,40.758744,-73.986415,food_drink,7.0,6455.3,159.9,443.9,308.8,106.9,0.0139,0.0694,
4392484891,40.7548521,-73.9884015,retail,7.0,208.5,33.0,177.3,55.6,128.0,0.0,0.0805,
4394357390,40.7532402,-73.9845838,food_drink,7.0,449.9,53.8,163.0,58.1,28.5,0.0179,0.0536,
4398603532,40.7666639,-73.9795237,retail,7.0,2467.9,73.7,160.6,359.1,238.5,0.2619,0.1429,
4402180596,40.7626458,-73.9834959,health,7.0,1918.2,23.5,350.1,202.2,235.1,0.1143,0.1857,
4402180605,40.7636783,-73.9823708,food_drink,7.0,1786.4,44.8,248.9,146.7,127.6,0.1,0.1286,
4406663997,40.7651488,-73.9797261,leisure_entertainment,7.0,2689.2,47.3,87.0,191.0,268.5,0.1519,0.1392,
4406663998,40.7652057,-73.9798857,leisure_entertainment,7.0,2691.1,34.8,72.2,198.6,256.4,0.1538,0.1538,
4406663999,40.7649416,-73.9801619,leisure_entertainment,7.0,2691.1,24.2,74.3,174.5,229.2,0.1447,0.1579,
4418672239,40.7538183,-73.9810974,office_professional,7.0,1898.2,26.3,181.5,116.9,39.6,0.0,0.254,
4420510490,40.7644404,-73.9875805,food_drink,7.0,69.5,166.5,60.2,144.3,364.3,0.0798,0.0,
4422266664,40.7672083,-73.9814833,food_drink,7.0,2219.0,63.5,194.3,283.2,80.5,0.2927,0.122,
4422266665,40.7672906,-73.9814579,food_drink,7.0,2219.0,57.1,196.1,276.0,73.2,0.2857,0.119,
4423853595,40.7563569,-73.9749477,food_drink,7.0,1795.6,119.7,455.9,222.6,105.8,0.0244,0.2683,
4432455491,40.75841,-73.9775314,retail,7.0,1300.6,50.7,442.6,265.7,17.6,0.0137,0.1644,
4432512289,40.7684746,-73.9830601,retail,7.0,13615.7,94.4,143.7,114.1,86.2,0.2667,0.0444,
4434875689,40.7640637,-73.9828113,hospitality,7.0,699.2,81.2,242.0,92.4,77.7,0.1282,0.1026,
4435477389,40.7643224,-73.9873646,food_drink,7.0,182.0,175.6,45.6,124.3,360.5,0.0846,0.0,
4443479889,40.7607731,-73.9808203,food_drink,3.5,5810.8,100.0,520.1,313.8,140.5,0.0526,0.6316,
4447034701,40.7568784,-73.9853179,food_drink,7.0,189.9,139.5,301.0,112.2,209.7,0.0,0.2836,
4453170540,40.7530904,-73.9924263,personal_care,7.0,1651.4,32.9,190.2,183.9,140.4,0.0093,0.1111,
4454392489,40.7590854,-73.9898663,food_drink,7.0,709.5,108.6,179.2,118.6,119.8,0.1613,0.043,
4455392287,40.7545392,-73.9896037,food_drink,7.0,377.5,106.3,247.9,103.7,155.3,0.0,0.0396,
4455832292,40.7607583,-73.9911633,food_drink,7.0,159.3,8.6,247.6,190.4,150.2,0.1203,0.0115,
4462060089,40.7600564,-73.9834861,retail,7.0,945.7,77.6,453.7,424.8,60.5,0.0156,0.2188,
4462440249,40.7492685,-73.9814652,leisure_entertainment,7.0,1295.9,102.7,151.7,201.2,126.5,0.0172,0.0172,
4467486201,40.758735,-73.9744607,personal_care,7.0,1038.2,97.2,401.8,134.6,55.4,0.0508,0.1864,
4469660893,40.758016,-73.9769452,retail,7.0,3855.0,38.8,463.1,261.4,77.2,0.0119,0.1548,
4470028190,40.7624058,-73.9769664,food_drink,7.0,141.1,110.3,463.2,248.3,188.9,0.0459,0.0826,
4472637172,40.7576139,-73.9802272,retail,7.0,221.4,134.3,212.5,384.1,154.0,0.0099,0.099,
4478903689,40.766407,-73.9825371,retail,7.0,1914.6,33.0,145.1,241.5,49.6,0.1463,0.0854,
4479613391,40.765985,-73.9836701,food_drink,7.0,114.2,139.3,147.1,170.8,58.1,0.1215,0.0561,
4479721389,40.7643286,-73.984836,food_drink,7.0,2290.7,72.1,172.1,89.8,172.2,0.0878,0.027,
4480955094,40.7617229,-73.9745921,retail,7.0,1694.9,24.0,368.6,209.7,19.2,0.02,0.04,
4483086991,40.7594345,-73.9868675,food_drink,7.0,705.5,108.1,424.7,223.6,154.0,0.0816,0.0408,
4494829289,40.7622096,-73.9874605,food_drink,7.0,227.4,54.6,200.4,126.0,179.9,0.1882,0.0412,
4503855910,40.7547044,-73.9828698,office_professional,7.0,3929.4,58.1,107.5,63.8,60.3,0.0,0.2642,
4503912490,40.7579319,-73.9821357,food_drink,7.0,2372.7,12.2,197.8,290.5,145.5,0.0,0.2059,
4507025555,40.7532049,-73.9829323,food_drink,7.0,527.6,100.6,252.1,95.2,5.3,0.0127,0.1266,
4528982090,40.756744,-73.9973095,retail,3.5,3023.8,286.7,394.5,511.7,158.5,0.0769,0.0308,
4532901890,40.7516899,-73.9860342,food_drink,10.5,283.4,55.0,83.3,220.6,121.2,0.0185,0.0741,
4545901093,40.7605917,-73.975447,retail,7.0,424.3,45.7,483.0,88.0,41.8,0.0444,0.1,
4549080327,40.7563465,-73.9814238,retail,7.0,203.2,115.6,42.7,216.0,40.7,0.0,0.1593,
4549080331,40.760528,-73.9738448,retail,7.0,149.2,23.1,355.2,124.0,105.6,0.0513,0.1154,
4554035532,40.7610777,-73.9840413,leisure_entertainment,7.0,232.5,26.5,447.7,361.5,59.6,0.0556,0.1528,
4554205691,40.7601144,-73.9757906,food_drink,7.0,806.6,48.3,525.2,69.8,65.5,0.0353,0.1059,
4555837496,40.7516202,-73.974679,food_drink,7.0,3018.7,64.1,301.3,202.3,136.3,0.0566,0.1887,
4557782565,40.752013,-73.975055,food_drink,7.0,2567.5,75.4,353.8,248.3,101.0,0.0192,0.1731,
4559873390,40.7577041,-73.9775447,retail,7.0,232.4,52.7,402.6,320.4,73.1,0.013,0.1169,
4562952595,40.7641941,-73.9764545,food_drink,7.0,434.7,62.5,382.0,276.7,230.2,0.0784,0.0882,
4573328358,40.7666586,-73.9794844,health,7.0,2467.9,74.2,162.1,358.6,241.6,0.2558,0.1395,
4585519689,40.7632437,-73.9771564,food_drink,3.5,81.2,72.5,386.6,205.5,261.2,0.069,0.0862,
4589454992,40.7565537,-73.9721358,food_drink,7.0,599.9,20.4,234.1,30.5,221.3,0.0426,0.1277,
4593432890,40.7491539,-73.9866612,retail,14.0,220.5,82.9,203.7,71.0,136.8,0.0174,0.1826,
4602446190,40.7656693,-73.9834058,hospitality,7.0,107.3,141.6,184.7,139.1,62.4,0.0909,0.0606,
4623422789,40.7540996,-73.9808569,retail,7.0,1131.2,58.2,162.9,118.6,76.3,0.0,0.2698,
4630476061,40.7570392,-73.9746573,finance,7.0,2925.6,83.0,411.7,195.8,28.7,0.0244,0.2439,
4652798789,40.7606163,-73.9908082,food_drink,7.0,183.1,26.2,249.3,196.7,154.1,0.1446,0.012,
4661316591,40.7572001,-73.983437,food_drink,3.5,361.9,92.9,175.1,157.2,165.6,0.0,0.2604,
4665546812,40.7545055,-73.9732109,retail,7.0,113.8,67.6,329.2,261.6,206.7,0.0781,0.2031,
4665840837,40.7546279,-73.9845292,retail,7.0,2760.0,30.2,206.4,159.1,44.4,0.0208,0.2292,
4676427566,40.7529319,-73.9775953,finance,7.0,12372.7,39.1,231.0,422.2,34.0,0.0,0.3939,
4676427583,40.7529532,-73.9776453,finance,7.0,12372.7,38.8,229.3,417.4,30.0,0.0,0.3824,
4676427789,40.75294,-73.9776144,finance,7.0,12372.7,38.9,230.3,420.4,32.5,0.0,0.3939,
4676427791,40.7529563,-73.9776537,finance,7.0,12372.7,38.9,229.0,416.6,29.3,0.0,0.3714,
4676427814,40.7529286,-73.9775863,finance,7.0,12372.7,38.9,231.4,423.1,34.8,0.0,0.3939,
4676427826,40.7529497,-73.9776379,finance,7.0,12372.7,38.8,229.5,418.2,30.6,0.0,0.3824,
4676427832,40.7529359,-73.9776047,finance,7.0,12372.7,39.0,230.7,421.3,33.2,0.0,0.3939,
4676427852,40.7529448,-73.9776265,finance,7.0,12372.7,38.9,229.9,419.3,31.5,0.0,0.3824,
4678198503,40.7514391,-73.9890354,retail,7.0,474.4,94.2,246.0,253.0,130.6,0.0,0.1237,
4686173789,40.7619597,-73.9772624,food_drink,7.0,188.7,116.6,486.1,255.2,135.2,0.051,0.102,
4687113395,40.7602363,-73.9873789,food_drink,14.0,737.9,112.7,339.7,126.2,212.5,0.1234,0.0584,
4687114892,40.7564367,-73.971716,food_drink,7.0,773.1,30.6,215.0,65.7,187.9,0.029,0.087,
4687187091,40.7546935,-73.9918631,food_drink,7.0,226.6,82.8,363.4,265.0,227.1,0.0152,0.0833,
4691611733,40.7546713,-73.9745591,food_drink,7.0,5770.0,54.0,444.3,297.7,93.1,0.0851,0.1915,
4699192689,40.7492986,-73.9861558,retail,7.0,629.9,78.1,183.6,91.3,160.1,0.0167,0.1583,
4699675791,40.7562997,-73.9902122,food_drink,7.0,165.4,19.6,241.6,166.6,58.1,0.0,0.1149,
4708888896,40.7607941,-73.9886943,food_drink,7.0,177.2,151.4,230.7,46.6,91.2,0.2271,0.0398,
4708892892,40.7615967,-73.9938286,food_drink,7.0,124.9,12.1,264.4,150.8,94.8,0.0041,0.0,
4708892893,40.7571061,-73.9890903,food_drink,7.0,47.3,88.4,245.6,208.0,140.8,0.0,0.1029,
4708892894,40.7617708,-73.9850779,food_drink,7.0,600.6,75.8,337.6,278.0,130.7,0.1333,0.1,
4709047192,40.7559182,-73.9804278,food_drink,7.0,197.4,86.8,124.6,216.3,130.2,0.0,0.177,
4709047193,40.7560383,-73.980752,retail,7.0,808.6,117.2,95.2,209.6,101.1,0.0,0.1743,
4711391870,40.7526386,-73.9845169,food_drink,7.0,185.7,84.3,192.0,54.9,85.6,0.0154,0.0615,
4711391880,40.7526965,-73.9846551,food_drink,7.0,185.7,71.6,178.7,61.1,83.5,0.0152,0.053,
4720357294,40.7552614,-73.9984356,food_drink,7.0,207.3,112.5,535.0,574.6,64.9,0.0694,0.0417,
4746747125,40.762941,-73.9763126,retail,7.0,176.1,149.0,451.3,280.9,212.9,0.0364,0.0455,
4754291326,40.7606609,-73.9912341,food_drink,7.0,67.4,17.8,259.9,181.4,150.6,0.1195,0.0117,
4755575513,40.7635006,-73.9817213,food_drink,7.0,1086.5,35.2,239.8,180.2,170.4,0.1186,0.1525,
4755575514,40.7584335,-73.9831005,food_drink,7.0,272.0,108.5,272.8,290.5,144.1,0.0,0.2262,
4755575515,40.7579715,-73.9852247,health,7.0,3564.8,168.2,346.7,220.3,87.9,0.0,0.1591,
4755575516,40.7633892,-73.9818081,food_drink,7.0,1086.5,49.5,254.0,187.4,176.9,0.1094,0.1562,
4757137103,40.7583293,-73.9886792,food_drink,7.0,424.3,30.2,249.3,191.3,230.8,0.0288,0.0577,
4760672500,40.7545627,-73.9839414,food_drink,7.0,12.9,18.6,192.1,149.6,13.4,0.0213,0.2553,
4762031974,40.7534774,-73.9842882,food_drink,7.0,13.1,55.6,185.1,63.2,0.5,0.011,0.0879,
4770624017,40.7533736,-73.9869019,food_drink,7.0,10.8,53.3,38.2,248.1,57.7,0.022,0.044,
4775572069,40.765008,-73.9909984,food_drink,7.0,124.1,66.9,276.5,144.7,153.8,0.0506,0.0112,
4788723927,40.7527836,-73.9836193,food_drink,7.0,261.0,149.5,254.6,37.7,31.5,0.02,0.06,
4788735121,40.7528179,-73.9799233,retail,17.5,3891.0,33.0,135.8,265.0,127.2,0.0,0.2308,
4794092321,40.7613487,-73.9822791,food_drink,7.0,2391.2,100.3,481.4,324.6,110.0,0.027,0.3784,
4799733303,40.7592111,-73.9804982,food_drink,7.0,140.2,22.9,358.0,466.3,205.0,0.0,0.2444,
4811335821,40.7607891,-73.9888957,office_professional,7.0,215.8,167.8,225.2,59.4,82.6,0.2319,0.038,
4811957922,40.7536272,-73.9803942,retail,7.0,1187.3,54.1,228.2,177.4,74.0,0.0,0.2727,
4815674629,40.7599089,-73.9786653,retail,7.0,3338.7,118.9,496.2,306.2,132.9,0.0385,0.5385,
4825110721,40.7607362,-73.9832448,retail,7.0,4311.0,13.6,516.8,415.5,82.5,0.0189,0.2642,
4840395322,40.7657503,-73.9833487,food_drink,7.0,201.0,131.9,176.8,149.0,52.2,0.0874,0.068,
4842467840,40.7536984,-73.9921149,food_drink,7.0,2744.9,27.7,258.9,252.9,212.9,0.0083,0.0826,
4843833624,40.7646909,-73.9915481,food_drink,7.0,124.0,10.4,267.5,152.5,192.4,0.0256,0.0103,
4843851221,40.7647616,-73.9915059,food_drink,14.0,124.0,19.0,272.1,156.0,184.0,0.0265,0.0106,
4846658821,40.7520894,-73.9900673,food_drink,7.0,200.9,43.6,329.8,211.9,141.6,0.0,0.0762,
4848258121,40.7606384,-73.9903951,food_drink,7.0,83.1,57.6,236.7,164.2,126.2,0.1713,0.0156,
4852149821,40.760907,-73.9910634,health,7.0,162.0,17.1,229.0,204.1,150.9,0.1362,0.0116,
4867303121,40.7502806,-73.9904398,food_drink,3.5,235.4,62.8,344.2,211.3,110.9,0.0,0.1944,
4871172823,40.7524714,-73.9876344,retail,7.0,1619.0,58.3,150.7,309.8,90.5,0.0222,0.0556,
4871184822,40.7531955,-73.9869781,retail,7.0,1078.4,72.0,54.3,251.5,73.4,0.0202,0.0404,
4871184823,40.7546742,-73.9869625,retail,7.0,357.7,47.5,99.0,167.7,47.0,0.0,0.1486,
4871188321,40.7521306,-73.987719,retail,7.0,282.2,45.5,184.1,275.5,55.6,0.0208,0.0625,
4875073021,40.7576352,-73.9818383,food_drink,7.0,140.1,30.7,163.6,287.2,107.2,0.0,0.1833,
4890331921,40.7620617,-73.9743838,retail,7.0,1694.9,37.0,333.0,250.1,37.9,0.0288,0.0481,
4893055722,40.7581221,-73.9804241,food_drink,7.0,200.6,89.3,249.5,415.7,187.1,0.0115,0.1264,
4893309822,40.750751,-73.9832148,retail,7.0,2257.2,35.4,251.3,250.8,213.5,0.0071,0.0571,
4909127621,40.7621257,-73.9901556,food_drink,7.0,159.6,108.2,73.5,144.9,101.6,0.1342,0.0096,
4909127622,40.7632227,-73.9893814,retail,7.0,345.0,18.0,64.9,94.1,197.3,0.056,0.0075,
4909127623,40.7621602,-73.9901271,food_drink,7.0,159.6,103.9,68.9,144.7,102.9,0.1355,0.0065,
4909127624,40.7620698,-73.9901894,food_drink,7.0,214.1,114.5,80.3,144.6,99.1,0.1379,0.0125,
4909127625,40.762045,-73.9902183,food_drink,7.0,156.1,118.2,83.9,145.7,99.0,0.1406,0.0125,
4909127626,40.7620084,-73.9902397,food_drink,7.0,156.1,122.3,88.3,145.7,97.7,0.1393,0.0093,
4909127627,40.761217,-73.987191,food_drink,10.5,206.1,17.8,271.8,96.9,183.3,0.1895,0.0588,
4913377711,40.7555903,-73.9907507,food_drink,7.0,173.7,22.8,298.2,168.4,94.8,0.0101,0.1212,
4913377712,40.7555276,-73.9908011,finance,7.0,182.0,29.9,304.0,171.1,101.6,0.0098,0.1176,
4913377713,40.7556773,-73.9906841,personal_care,7.0,336.1,14.8,290.3,165.4,86.0,0.0104,0.1146,
4913377714,40.7556568,-73.9906985,personal_care,7.0,336.1,16.4,292.2,166.0,87.9,0.0102,0.1122,
4913377715,40.7557005,-73.9906662,food_drink,7.0,336.1,13.4,288.3,164.8,83.8,0.0104,0.1146,
4913377716,40.7557498,-73.9906377,retail,7.0,165.4,11.8,283.7,164.3,79.9,0.0104,0.1146,
4913377717,40.7557859,-73.9906226,retail,7.0,165.4,12.0,280.3,164.5,77.7,0.0106,0.117,
4913377718,40.7551314,-73.9910921,retail,7.0,78.7,7.2,342.9,193.2,145.9,0.0091,0.0909,
4922311228,40.7612491,-73.9903504,food_drink,7.0,166.8,81.4,170.1,142.0,87.5,0.1608,0.0117,
4947157021,40.7588461,-73.9888398,food_drink,7.0,903.1,20.7,246.4,184.3,206.2,0.0563,0.0634,
4947760421,40.7523558,-73.9835488,food_drink,7.0,195.7,125.5,271.7,76.6,73.7,0.0179,0.0536,
4947762721,40.7498696,-73.9777147,food_drink,3.5,167.6,29.4,217.7,369.3,128.2,0.0446,0.0318,
4949167923,40.7550139,-73.9916444,food_drink,7.0,868.4,47.5,352.9,240.7,191.6,0.0084,0.1176,
4957074132,40.7684196,-73.9851251,food_drink,7.0,5.2,62.4,146.5,218.4,102.6,0.2468,0.013,
4973968932,40.7516845,-73.9885296,retail,7.0,112.3,119.5,213.6,251.5,88.6,0.0109,0.0761,
4987523721,40.7671416,-73.9827823,food_drink,7.0,892.0,62.8,86.5,262.4,112.3,0.194,0.0746,
4995849478,40.7623579,-73.9739804,food_drink,7.0,1761.9,76.7,286.9,290.8,77.8,0.0435,0.087,
4995849479,40.7623774,-73.9739888,food_drink,7.0,1761.9,76.5,286.4,292.7,79.5,0.0435,0.087,
4995849480,40.7624477,-73.9738979,food_drink,7.0,1761.9,66.8,275.9,302.5,89.8,0.0455,0.0909,
4995849481,40.7624366,-73.9739908,food_drink,7.0,1761.9,74.6,283.3,298.9,85.5,0.033,0.0879,
5007572821,40.7638883,-73.9882214,food_drink,7.0,186.2,90.0,132.0,178.0,287.3,0.0711,0.0044,
5009311521,40.7617087,-73.9941785,food_drink,7.0,172.8,26.5,249.0,122.0,126.5,0.0046,0.0,
5011118921,40.7620414,-73.9832079,retail,7.0,3074.8,50.8,411.1,272.3,187.3,0.05,0.2333,
5017258825,40.7548184,-73.9875946,food_drink,14.0,317.9,44.6,131.2,112.5,74.7,0.0,0.1125,
5019124421,40.7584571,-73.9782662,food_drink,7.0,1311.3,43.7,396.4,314.4,12.3,0.0156,0.1562,
5023063721,40.7630541,-73.9778787,finance,9.0,1030.9,26.1,358.3,149.7,223.0,0.0583,0.0777,
5026582327,40.7605173,-73.9900277,food_drink,3.5,125.2,90.9,244.9,145.4,118.5,0.1913,0.0235,
5026600021,40.7605821,-73.9901543,food_drink,3.5,100.6,78.7,239.0,149.9,118.0,0.1806,0.0194,
5032403221,40.7590021,-73.9882743,food_drink,7.0,1845.6,38.8,297.1,234.6,253.3,0.0569,0.0813,
5040718557,40.7616338,-73.9778136,leisure_entertainment,7.0,3809.4,120.2,491.7,249.6,77.3,0.0465,0.1279,
5041140405,40.7582063,-73.987028,retail,7.0,930.0,140.0,387.9,317.7,170.0,0.0137,0.0959,
5057079090,40.759988,-73.9917263,food_drink,7.0,84.7,15.9,200.4,134.7,118.2,0.1232,0.0145,
5061206121,40.7609089,-73.985336,food_drink,3.5,298.6,102.2,418.3,253.4,74.2,0.0632,0.0947,
5067159524,40.7557139,-73.9794915,finance,7.0,492.2,16.5,206.5,263.5,207.4,0.0,0.1034,
5067188222,40.7524534,-73.9814036,retail,7.0,1250.0,34.0,171.0,226.4,36.9,0.0,0.1585,
5077756421,40.762529,-73.9898663,food_drink,7.0,187.1,58.7,22.4,134.0,127.9,0.0782,0.0136,
5083429924,40.7596799,-73.9845482,retail,7.0,1284.0,31.7,451.3,356.3,44.6,0.0225,0.1124,
5083430022,40.7564587,-73.9884226,retail,7.0,21.3,62.4,325.6,138.4,124.0,0.0,0.1493,
5086527123,40.7609688,-73.9910398,food_drink,7.0,158.5,24.1,222.1,203.7,150.5,0.1395,0.0116,
5087640509,40.7513643,-73.9939478,leisure_entertainment,7.0,71.2,15.2,53.0,128.0,30.9,0.0196,0.1176,
5087643578,40.7538643,-73.9919513,food_drink,7.0,2744.9,12.0,282.0,273.0,235.0,0.008,0.096,
5090752551,40.7543705,-73.973706,food_drink,7.0,108.5,26.1,368.9,289.7,172.4,0.0656,0.1967,
5090753899,40.7499785,-73.9772998,food_drink,7.0,155.1,19.7,204.0,371.2,115.3,0.0368,0.0368,
5116592334,40.7537317,-73.9789949,leisure_entertainment,7.0,2977.8,39.4,243.7,280.2,123.1,0.0,0.375,
5124295521,40.7491347,-73.9838247,hospitality,7.0,204.0,88.1,250.1,70.2,187.2,0.0202,0.0808,
5137895928,40.7600605,-73.9874205,retail,14.0,737.9,100.9,353.7,139.8,209.2,0.106,0.053,
5137895929,40.7640814,-73.9920158,retail,14.0,107.6,17.6,244.5,149.6,131.6,0.0088,0.0044,
5137895930,40.7651552,-73.9879518,food_drink,7.0,167.4,163.0,117.7,175.5,299.4,0.0791,0.0,
5137895931,40.765282,-73.9841609,retail,7.0,1478.2,189.7,227.2,97.8,123.0,0.0811,0.027,
5142544476,40.7522319,-73.9841646,food_drink,7.0,201.8,128.7,222.1,80.8,107.6,0.0147,0.0515,
5146338606,40.7551842,-73.9921496,retail,7.0,1484.3,85.9,336.8,281.9,220.9,0.0362,0.1159,
5148293761,40.7674512,-73.9814437,retail,7.0,2219.0,50.5,198.0,260.8,58.7,0.2619,0.0952,
5166456460,40.7688263,-73.9882865,personal_care,7.0,177.5,17.3,150.3,97.6,243.9,0.2804,0.0093,
5167135150,40.7538513,-73.9854117,leisure_entertainment,7.0,2498.2,38.2,98.1,154.9,69.2,0.0119,0.119,
5172045822,40.7575599,-73.9868366,food_drink,7.0,3690.3,144.7,410.0,255.5,195.1,0.0,0.1343,
5181120222,40.760714,-73.9879098,food_drink,3.5,233.3,95.4,270.5,56.8,145.9,0.197,0.0542,
5189146499,40.7483977,-73.9855536,food_drink,7.0,7692.5,56.2,167.8,161.8,185.0,0.0407,0.1463,
5190413290,40.7488461,-73.9859864,office_professional,7.0,7692.5,49.5,213.8,133.5,186.7,0.0177,0.1858,
5190422779,40.748323,-73.9855181,office_professional,7.0,7692.5,63.8,160.4,159.8,177.9,0.0417,0.15,
5190646501,40.7483489,-73.9855516,office_professional,7.0,7692.5,61.4,162.6,162.2,181.8,0.041,0.1475,
5190698777,40.7492164,-73.9868101,retail,14.0,220.5,68.7,199.8,58.9,127.6,0.0175,0.193,
5190720806,40.7485816,-73.9863247,food_drink,7.0,424.4,85.0,186.7,140.4,159.2,0.0268,0.1607,
5190738089,40.7482802,-73.986539,food_drink,7.0,1135.5,107.4,158.2,164.6,138.7,0.0288,0.2019,
5190742036,40.7482195,-73.9864149,food_drink,7.0,1135.5,113.3,148.8,174.3,148.7,0.0364,0.1909,
