cell_id,transit_stop_density
r0068_c0058,0.0
r0068_c0059,0.0
r0068_c0060,0.0
r0068_c0061,0.0
r0068_c0064,0.0
r0068_c0065,0.0
r0068_c0067,0.0
r0068_c0068,0.0
r0068_c0069,0.0
r0068_c0070,0.0
r0068_c0071,0.0
r0068_c0072,88.89
r0068_c0074,88.89
r0068_c0075,0.0
r0068_c0076,0.0
r0068_c0078,0.0
r0068_c0079,0.0
r0068_c0080,44.44
r0068_c0081,0.0
r0068_c0082,88.89
r0068_c0091,0.0
r0068_c0092,0.0
r0068_c0093,88.89
r0068_c0098,88.89
r0068_c0099,0.0
r0068_c0100,177.78
r0068_c0101,0.0
r0068_c0102,88.89
r0068_c0104,88.89
r0068_c0105,0.0
r0068_c0106,0.0
r0068_c0107,133.33
r0068_c0108,0.0
r0068_c0109,0.0
r0068_c0110,0.0
r0068_c0111,0.0
r0068_c0112,44.44
r0068_c0113,0.0
r0069_c0050,0.0
r0069_c0051,0.0
r0069_c0052,0.0
r0069_c0053,0.0
r0069_c0054,0.0
r0069_c0055,0.0
r0069_c0056,88.89
r0069_c0057,266.67
r0069_c0058,0.0
r0069_c0059,88.89
r0069_c0060,0.0
r0069_c0061,0.0
r0069_c0062,0.0
r0069_c0066,0.0
r0069_c0067,0.0
r0069_c0068,0.0
r0069_c0069,0.0
r0069_c0071,0.0
r0069_c0072,400.0
r0069_c0074,0.0
r0069_c0075,0.0
r0069_c0076,0.0
r0069_c0077,0.0
r0069_c0079,0.0
r0069_c0080,44.44
r0069_c0081,0.0
r0069_c0082,44.44
r0069_c0083,0.0
r0069_c0085,0.0
r0069_c0086,0.0
r0069_c0092,0.0
r0069_c0093,0.0
r0069_c0094,88.89
r0069_c0097,88.89
r0069_c0098,0.0
r0069_c0099,0.0
r0069_c0100,0.0
r0069_c0101,0.0
r0069_c0102,0.0
r0069_c0103,133.33
r0069_c0104,0.0
r0069_c0105,0.0
r0069_c0106,0.0
r0069_c0108,0.0
r0069_c0109,0.0
r0069_c0110,0.0
r0069_c0111,0.0
r0069_c0112,44.44
r0069_c0113,0.0
r0069_c0114,0.0
r0069_c0115,177.78
r0070_c0035,355.56
r0070_c0041,0.0
r0070_c0042,44.44
r0070_c0050,0.0
r0070_c0051,0.0
r0070_c0052,0.0
r0070_c0053,88.89
r0070_c0054,0.0
r0070_c0055,0.0
r0070_c0056,88.89
r0070_c0057,488.89
r0070_c0058,44.44
r0070_c0059,88.89
r0070_c0060,88.89
r0070_c0061,133.33
r0070_c0064,0.0
r0070_c0066,222.22
r0070_c0067,0.0
r0070_c0068,0.0
r0070_c0070,88.89
r0070_c0071,0.0
r0070_c0072,0.0
r0070_c0073,0.0
r0070_c0074,0.0
r0070_c0075,0.0
r0070_c0079,44.44
r0070_c0080,88.89
r0070_c0081,88.89
r0070_c0082,177.78
r0070_c0083,0.0
r0070_c0084,0.0
r0070_c0086,0.0
r0070_c0092,0.0
r0070_c0093,0.0
r0070_c0094,0.0
r0070_c0095,88.89
r0070_c0097,0.0
r0070_c0098,0.0
r0070_c0099,88.89
r0070_c0100,0.0
r0070_c0102,0.0
r0070_c0103,88.89
r0070_c0104,88.89
r0070_c0105,0.0
r0070_c0106,44.44
r0070_c0107,0.0
r0070_c0108,0.0
r0070_c0109,0.0
r0070_c0110,44.44
r0070_c0111,0.0
r0070_c0112,0.0
r0070_c0113,0.0
r0070_c0114,0.0
r0070_c0115,0.0
r0070_c0116,88.89
r0071_c0041,0.0
r0071_c0042,0.0
r0071_c0045,0.0
r0071_c0050,0.0
r0071_c0051,133.33
r0071_c0052,0.0
r0071_c0053,88.89
r0071_c0054,0.0
r0071_c0055,44.44
r0071_c0056,0.0
r0071_c0057,222.22
r0071_c0058,88.89
r0071_c0059,133.33
r0071_c0060,44.44
r0071_c0061,44.44
r0071_c0068,88.89
r0071_c0069,44.44
r0071_c0070,0.0
r0071_c0071,0.0
r0071_c0072,88.89
r0071_c0073,0.0
r0071_c0074,0.0
r0071_c0075,0.0
r0071_c0076,0.0
r0071_c0077,0.0
r0071_c0081,0.0
r0071_c0082,88.89
r0071_c0083,0.0
r0071_c0084,0.0
r0071_c0085,0.0
r0071_c0093,0.0
r0071_c0094,0.0
r0071_c0095,88.89
r0071_c0096,88.89
r0071_c0097,0.0
r0071_c0098,0.0
r0071_c0099,0.0
r0071_c0100,0.0
r0071_c0106,44.44
r0071_c0107,0.0
r0071_c0108,0.0
r0071_c0109,0.0
r0071_c0110,0.0
r0071_c0111,44.44
r0071_c0112,44.44
r0071_c0113,0.0
r0071_c0114,0.0
r0071_c0115,0.0
r0071_c0116,0.0
r0072_c0041,0.0
r0072_c0042,0.0
r0072_c0043,0.0
r0072_c0044,0.0
r0072_c0045,0.0
r0072_c0046,0.0
r0072_c0047,0.0
r0072_c0048,0.0
r0072_c0049,0.0
r0072_c0050,0.0
r0072_c0051,44.44
r0072_c0052,0.0
r0072_c0053,266.67
r0072_c0054,44.44
r0072_c0056,88.89
r0072_c0063,88.89
r0072_c0064,88.89
r0072_c0065,44.44
r0072_c0066,88.89
r0072_c0067,0.0
r0072_c0069,0.0
r0072_c0070,0.0
r0072_c0071,0.0
r0072_c0072,0.0
r0072_c0073,0.0
r0072_c0075,44.44
r0072_c0076,44.44
r0072_c0077,0.0
r0072_c0078,88.89
r0072_c0079,0.0
r0072_c0081,0.0
r0072_c0082,177.78
r0072_c0083,0.0
r0072_c0084,0.0
r0072_c0085,0.0
r0072_c0086,0.0
r0072_c0093,0.0
r0072_c0094,0.0
r0072_c0095,0.0
r0072_c0097,266.67
r0072_c0103,0.0
r0072_c0104,44.44
r0072_c0105,44.44
r0072_c0106,0.0
r0072_c0107,0.0
r0072_c0108,0.0
r0072_c0109,0.0
r0072_c0110,0.0
r0072_c0111,0.0
r0072_c0112,0.0
r0072_c0113,0.0
r0072_c0114,0.0
r0072_c0115,0.0
r0072_c0116,0.0
r0072_c0117,0.0
r0073_c0039,0.0
r0073_c0040,0.0
r0073_c0041,0.0
r0073_c0042,0.0
r0073_c0043,0.0
r0073_c0044,0.0
r0073_c0045,0.0
r0073_c0046,0.0
r0073_c0047,0.0
r0073_c0048,0.0
r0073_c0049,0.0
r0073_c0050,0.0
r0073_c0051,0.0
r0073_c0052,0.0
r0073_c0053,44.44
r0073_c0054,0.0
r0073_c0055,0.0
r0073_c0056,0.0
r0073_c0057,0.0
r0073_c0058,0.0
r0073_c0059,0.0
r0073_c0060,0.0
r0073_c0061,0.0
r0073_c0063,0.0
r0073_c0065,0.0
r0073_c0066,0.0
r0073_c0067,44.44
r0073_c0069,44.44
r0073_c0070,0.0
r0073_c0071,0.0
r0073_c0072,88.89
r0073_c0073,0.0
r0073_c0074,44.44
r0073_c0076,44.44
r0073_c0078,0.0
r0073_c0079,88.89
r0073_c0081,88.89
r0073_c0082,44.44
r0073_c0083,0.0
r0073_c0084,0.0
r0073_c0085,0.0
r0073_c0086,0.0
r0073_c0087,0.0
r0073_c0092,0.0
r0073_c0093,0.0
r0073_c0094,0.0
r0073_c0095,0.0
r0073_c0096,88.89
r0073_c0099,88.89
r0073_c0101,133.33
r0073_c0102,88.89
r0073_c0104,266.67
r0073_c0106,177.78
r0073_c0107,88.89
r0073_c0108,44.44
r0073_c0109,44.44
r0073_c0110,177.78
r0073_c0111,88.89
r0073_c0112,88.89
r0073_c0113,0.0
r0073_c0114,88.89
r0073_c0115,88.89
r0073_c0116,88.89
r0073_c0118,311.11
r0074_c0040,0.0
r0074_c0041,0.0
r0074_c0042,0.0
r0074_c0043,0.0
r0074_c0044,0.0
r0074_c0045,0.0
r0074_c0046,0.0
r0074_c0047,0.0
r0074_c0048,0.0
r0074_c0049,0.0
r0074_c0050,0.0
r0074_c0059,88.89
r0074_c0060,44.44
r0074_c0061,0.0
r0074_c0062,44.44
r0074_c0063,0.0
r0074_c0065,44.44
r0074_c0066,44.44
r0074_c0068,0.0
r0074_c0069,0.0
r0074_c0070,0.0
r0074_c0071,0.0
r0074_c0072,44.44
r0074_c0073,0.0
r0074_c0074,0.0
r0074_c0075,44.44
r0074_c0076,0.0
r0074_c0077,0.0
r0074_c0078,44.44
r0074_c0079,0.0
r0074_c0080,0.0
r0074_c0081,0.0
r0074_c0083,0.0
r0074_c0084,44.44
r0074_c0085,0.0
r0074_c0086,0.0
r0074_c0087,0.0
r0074_c0092,44.44
r0074_c0093,44.44
r0074_c0094,44.44
r0074_c0095,0.0
r0074_c0096,44.44
r0074_c0097,133.33
r0074_c0098,0.0
r0074_c0099,0.0
r0074_c0100,0.0
r0074_c0101,0.0
r0074_c0102,0.0
r0074_c0103,0.0
r0074_c0104,177.78
r0074_c0106,177.78
r0074_c0107,0.0
r0074_c0108,0.0
r0074_c0109,0.0
r0074_c0110,88.89
r0074_c0111,0.0
r0074_c0112,0.0
r0074_c0113,0.0
r0074_c0114,0.0
r0074_c0115,0.0
r0074_c0116,0.0
r0074_c0119,222.22
r0075_c0040,0.0
r0075_c0041,44.44
r0075_c0042,88.89
r0075_c0043,44.44
r0075_c0044,88.89
r0075_c0045,88.89
r0075_c0047,0.0
r0075_c0048,0.0
r0075_c0049,44.44
r0075_c0050,44.44
r0075_c0051,177.78
r0075_c0052,44.44
r0075_c0053,0.0
r0075_c0054,222.22
r0075_c0055,44.44
r0075_c0056,88.89
r0075_c0057,133.33
r0075_c0058,133.33
r0075_c0061,133.33
r0075_c0062,44.44
r0075_c0063,0.0
r0075_c0064,0.0
r0075_c0065,44.44
r0075_c0069,0.0
r0075_c0070,0.0
r0075_c0071,44.44
r0075_c0072,88.89
r0075_c0073,0.0
r0075_c0074,0.0
r0075_c0075,0.0
r0075_c0076,0.0
r0075_c0077,0.0
r0075_c0078,0.0
r0075_c0079,44.44
r0075_c0080,0.0
r0075_c0083,44.44
r0075_c0084,0.0
r0075_c0085,0.0
r0075_c0086,0.0
r0075_c0087,0.0
r0075_c0092,88.89
r0075_c0093,0.0
r0075_c0094,88.89
r0075_c0095,0.0
r0075_c0096,0.0
r0075_c0101,0.0
r0075_c0102,44.44
r0075_c0103,44.44
r0075_c0104,0.0
r0075_c0105,0.0
r0075_c0106,0.0
r0075_c0107,0.0
r0075_c0108,0.0
r0075_c0110,0.0
r0075_c0111,88.89
r0075_c0114,0.0
r0075_c0115,0.0
r0075_c0116,0.0
r0075_c0117,0.0
r0075_c0118,0.0
r0075_c0119,0.0
r0075_c0120,0.0
r0075_c0121,88.89
r0076_c0039,0.0
r0076_c0040,0.0
r0076_c0041,0.0
r0076_c0042,0.0
r0076_c0043,0.0
r0076_c0044,222.22
r0076_c0047,0.0
r0076_c0050,0.0
r0076_c0051,0.0
r0076_c0052,0.0
r0076_c0053,355.56
r0076_c0054,222.22
r0076_c0055,88.89
r0076_c0056,533.33
r0076_c0058,0.0
r0076_c0063,44.44
r0076_c0064,0.0
r0076_c0065,0.0
r0076_c0067,44.44
r0076_c0068,88.89
r0076_c0070,88.89
r0076_c0071,0.0
r0076_c0072,133.33
r0076_c0073,44.44
r0076_c0074,44.44
r0076_c0075,0.0
r0076_c0076,44.44
r0076_c0077,44.44
r0076_c0078,0.0
r0076_c0079,88.89
r0076_c0081,88.89
r0076_c0082,88.89
r0076_c0083,0.0
r0076_c0086,0.0
r0076_c0087,0.0
r0076_c0092,0.0
r0076_c0093,44.44
r0076_c0094,88.89
r0076_c0095,0.0
r0076_c0096,0.0
r0076_c0098,133.33
r0076_c0099,133.33
r0076_c0100,88.89
r0076_c0101,44.44
r0076_c0102,44.44
r0076_c0103,0.0
r0076_c0104,0.0
r0076_c0105,0.0
r0076_c0106,0.0
r0076_c0107,0.0
r0076_c0110,88.89
r0076_c0111,88.89
r0076_c0112,0.0
r0076_c0113,0.0
r0076_c0115,0.0
r0076_c0116,0.0
r0076_c0117,0.0
r0076_c0118,0.0
r0076_c0119,0.0
r0076_c0120,355.56
r0077_c0038,44.44
r0077_c0039,0.0
r0077_c0040,0.0
r0077_c0041,0.0
r0077_c0042,177.78
r0077_c0046,88.89
r0077_c0047,0.0
r0077_c0048,0.0
r0077_c0049,0.0
r0077_c0050,0.0
r0077_c0051,88.89
r0077_c0052,0.0
r0077_c0053,88.89
r0077_c0057,0.0
r0077_c0058,44.44
r0077_c0063,0.0
r0077_c0064,88.89
r0077_c0065,0.0
r0077_c0066,0.0
r0077_c0070,0.0
r0077_c0071,88.89
r0077_c0072,222.22
r0077_c0074,88.89
r0077_c0075,0.0
r0077_c0076,44.44
r0077_c0077,0.0
r0077_c0078,88.89
r0077_c0079,133.33
r0077_c0081,44.44
r0077_c0082,0.0
r0077_c0083,0.0
r0077_c0084,0.0
r0077_c0085,0.0
r0077_c0086,0.0
r0077_c0087,0.0
r0077_c0093,0.0
r0077_c0094,0.0
r0077_c0095,0.0
r0077_c0096,0.0
r0077_c0100,44.44
r0077_c0102,0.0
r0077_c0103,0.0
r0077_c0104,0.0
r0077_c0105,0.0
r0077_c0106,0.0
r0077_c0107,0.0
r0077_c0110,44.44
r0077_c0111,44.44
r0077_c0112,0.0
r0077_c0113,0.0
r0077_c0115,0.0
r0077_c0116,0.0
r0077_c0117,88.89
r0077_c0118,44.44
r0078_c0039,44.44
r0078_c0044,88.89
r0078_c0046,0.0
r0078_c0048,0.0
r0078_c0049,0.0
r0078_c0050,88.89
r0078_c0053,133.33
r0078_c0054,177.78
r0078_c0055,0.0
r0078_c0056,133.33
r0078_c0057,311.11
r0078_c0060,400.0
r0078_c0061,88.89
r0078_c0063,88.89
r0078_c0064,222.22
r0078_c0065,266.67
r0078_c0067,88.89
r0078_c0068,0.0
r0078_c0069,0.0
r0078_c0070,0.0
r0078_c0071,0.0
r0078_c0072,44.44
r0078_c0073,0.0
r0078_c0074,88.89
r0078_c0075,0.0
r0078_c0078,0.0
r0078_c0079,44.44
r0078_c0081,0.0
r0078_c0082,0.0
r0078_c0083,0.0
r0078_c0084,0.0
r0078_c0085,0.0
r0078_c0086,0.0
r0078_c0087,0.0
r0078_c0093,44.44
r0078_c0094,177.78
r0078_c0095,0.0
r0078_c0097,0.0
r0078_c0100,88.89
r0078_c0102,0.0
r0078_c0103,0.0
r0078_c0104,0.0
r0078_c0105,0.0
r0078_c0106,0.0
r0078_c0107,0.0
r0078_c0108,0.0
r0078_c0109,0.0
r0078_c0110,44.44
r0078_c0111,0.0
r0078_c0112,88.89
r0078_c0113,0.0
r0078_c0114,0.0
r0078_c0115,0.0
r0078_c0116,0.0
r0078_c0117,44.44
r0079_c0040,88.89
r0079_c0041,133.33
r0079_c0042,44.44
r0079_c0045,177.78
r0079_c0046,0.0
r0079_c0048,0.0
r0079_c0049,0.0
r0079_c0051,88.89
r0079_c0052,222.22
r0079_c0053,577.78
r0079_c0054,177.78
r0079_c0055,88.89
r0079_c0058,0.0
r0079_c0062,88.89
r0079_c0066,311.11
r0079_c0067,0.0
r0079_c0068,0.0
r0079_c0069,0.0
r0079_c0070,0.0
r0079_c0071,0.0
r0079_c0072,88.89
r0079_c0073,0.0
r0079_c0074,0.0
r0079_c0075,0.0
r0079_c0078,44.44
r0079_c0079,44.44
r0079_c0080,0.0
r0079_c0081,0.0
r0079_c0082,0.0
r0079_c0083,0.0
r0079_c0084,0.0
r0079_c0085,0.0
r0079_c0086,44.44
r0079_c0087,44.44
r0079_c0088,0.0
r0079_c0093,44.44
r0079_c0094,0.0
r0079_c0095,0.0
r0079_c0096,0.0
r0079_c0097,0.0
r0079_c0101,0.0
r0079_c0102,0.0
r0079_c0103,0.0
r0079_c0104,0.0
r0079_c0105,0.0
r0079_c0106,0.0
r0079_c0107,0.0
r0079_c0108,0.0
r0079_c0109,44.44
r0079_c0110,0.0
r0079_c0114,44.44
r0079_c0115,0.0
r0079_c0116,44.44
r0079_c0117,133.33
r0080_c0043,0.0
r0080_c0046,44.44
r0080_c0048,0.0
r0080_c0049,44.44
r0080_c0051,88.89
r0080_c0052,266.67
r0080_c0054,177.78
r0080_c0055,88.89
r0080_c0056,44.44
r0080_c0057,444.44
r0080_c0058,0.0
r0080_c0059,88.89
r0080_c0060,0.0
r0080_c0063,88.89
r0080_c0065,222.22
r0080_c0066,666.67
r0080_c0067,133.33
r0080_c0068,0.0
r0080_c0069,0.0
r0080_c0070,0.0
r0080_c0071,0.0
r0080_c0073,0.0
r0080_c0074,0.0
r0080_c0075,0.0
r0080_c0076,88.89
r0080_c0077,88.89
r0080_c0079,44.44
r0080_c0080,0.0
r0080_c0083,88.89
r0080_c0084,88.89
r0080_c0085,0.0
r0080_c0088,0.0
r0080_c0093,0.0
r0080_c0096,0.0
r0080_c0098,44.44
r0080_c0100,711.11
r0080_c0101,177.78
r0080_c0102,44.44
r0080_c0103,0.0
r0080_c0104,44.44
r0080_c0105,0.0
r0080_c0107,44.44
r0080_c0108,88.89
r0080_c0110,0.0
r0080_c0111,0.0
r0080_c0112,177.78
r0080_c0113,0.0
r0080_c0114,44.44
r0080_c0115,0.0
r0081_c0039,44.44
r0081_c0040,444.44
r0081_c0042,0.0
r0081_c0044,133.33
r0081_c0045,44.44
r0081_c0046,44.44
r0081_c0047,44.44
r0081_c0048,44.44
r0081_c0049,177.78
r0081_c0050,444.44
r0081_c0052,311.11
r0081_c0053,133.33
r0081_c0056,44.44
r0081_c0057,133.33
r0081_c0058,266.67
r0081_c0060,0.0
r0081_c0061,177.78
r0081_c0063,44.44
r0081_c0064,266.67
r0081_c0065,0.0
r0081_c0066,133.33
r0081_c0068,44.44
r0081_c0069,44.44
r0081_c0070,88.89
r0081_c0071,0.0
r0081_c0072,177.78
r0081_c0073,0.0
r0081_c0075,88.89
r0081_c0077,222.22
r0081_c0079,133.33
r0081_c0080,177.78
r0081_c0081,44.44
r0081_c0082,44.44
r0081_c0083,0.0
r0081_c0084,0.0
r0081_c0088,0.0
r0081_c0093,0.0
r0081_c0095,0.0
r0081_c0097,44.44
r0081_c0098,0.0
r0081_c0100,44.44
r0081_c0105,133.33
r0081_c0106,44.44
r0081_c0107,0.0
r0081_c0108,0.0
r0081_c0110,0.0
r0081_c0111,0.0
r0081_c0112,44.44
r0081_c0113,44.44
r0081_c0114,0.0
r0082_c0034,0.0
r0082_c0035,0.0
r0082_c0037,0.0
r0082_c0039,0.0
r0082_c0042,222.22
r0082_c0045,266.67
r0082_c0046,222.22
r0082_c0047,177.78
r0082_c0053,88.89
r0082_c0054,88.89
r0082_c0057,266.67
r0082_c0060,88.89
r0082_c0061,44.44
r0082_c0062,0.0
r0082_c0063,0.0
r0082_c0064,177.78
r0082_c0065,0.0
r0082_c0066,44.44
r0082_c0068,88.89
r0082_c0069,0.0
r0082_c0070,0.0
r0082_c0071,0.0
r0082_c0072,88.89
r0082_c0073,0.0
r0082_c0074,0.0
r0082_c0075,0.0
r0082_c0077,88.89
r0082_c0078,0.0
r0082_c0079,44.44
r0082_c0080,44.44
r0082_c0081,44.44
r0082_c0082,88.89
r0082_c0083,0.0
r0082_c0084,0.0
r0082_c0085,0.0
r0082_c0088,0.0
r0082_c0091,0.0
r0082_c0097,0.0
r0082_c0100,44.44
r0082_c0105,88.89
r0082_c0106,0.0
r0082_c0107,0.0
r0082_c0108,0.0
r0082_c0110,0.0
r0082_c0111,0.0
r0082_c0112,0.0
r0082_c0113,88.89
r0082_c0114,0.0
r0083_c0032,0.0
r0083_c0036,0.0
r0083_c0038,0.0
r0083_c0039,133.33
r0083_c0043,133.33
r0083_c0044,177.78
r0083_c0045,88.89
r0083_c0047,311.11
r0083_c0048,133.33
r0083_c0049,177.78
r0083_c0050,0.0
r0083_c0051,355.56
r0083_c0053,88.89
r0083_c0055,88.89
r0083_c0056,0.0
r0083_c0062,133.33
r0083_c0063,0.0
r0083_c0066,44.44
r0083_c0067,44.44
r0083_c0069,88.89
r0083_c0070,88.89
r0083_c0071,0.0
r0083_c0072,88.89
r0083_c0073,44.44
r0083_c0074,0.0
r0083_c0075,133.33
r0083_c0076,44.44
r0083_c0077,44.44
r0083_c0078,0.0
r0083_c0079,0.0
r0083_c0080,44.44
r0083_c0081,0.0
r0083_c0082,0.0
r0083_c0083,88.89
r0083_c0084,44.44
r0083_c0085,0.0
r0083_c0087,0.0
r0083_c0088,0.0
r0083_c0089,0.0
r0083_c0098,44.44
r0083_c0099,0.0
r0083_c0100,44.44
r0083_c0101,88.89
r0083_c0102,88.89
r0083_c0103,177.78
r0083_c0106,88.89
r0083_c0107,88.89
r0083_c0108,88.89
r0083_c0110,88.89
r0083_c0111,0.0
r0083_c0112,88.89
r0083_c0113,177.78
r0084_c0029,0.0
r0084_c0031,44.44
r0084_c0032,44.44
r0084_c0033,88.89
r0084_c0034,0.0
r0084_c0035,0.0
r0084_c0036,88.89
r0084_c0038,88.89
r0084_c0040,0.0
r0084_c0041,44.44
r0084_c0042,177.78
r0084_c0043,44.44
r0084_c0044,0.0
r0084_c0046,133.33
r0084_c0048,0.0
r0084_c0049,0.0
r0084_c0050,0.0
r0084_c0051,0.0
r0084_c0052,0.0
r0084_c0053,133.33
r0084_c0057,133.33
r0084_c0061,88.89
r0084_c0062,0.0
r0084_c0063,0.0
r0084_c0064,88.89
r0084_c0065,0.0
r0084_c0066,0.0
r0084_c0067,0.0
r0084_c0068,0.0
r0084_c0069,0.0
r0084_c0070,0.0
r0084_c0071,0.0
r0084_c0072,133.33
r0084_c0074,0.0
r0084_c0075,0.0
r0084_c0076,44.44
r0084_c0077,0.0
r0084_c0078,44.44
r0084_c0079,0.0
r0084_c0080,0.0
r0084_c0081,0.0
r0084_c0082,0.0
r0084_c0083,0.0
r0084_c0084,44.44
r0084_c0085,133.33
r0084_c0087,0.0
r0084_c0088,0.0
r0084_c0089,0.0
r0084_c0092,0.0
r0084_c0098,44.44
r0084_c0099,44.44
r0084_c0100,44.44
r0084_c0101,0.0
r0084_c0102,0.0
r0084_c0103,88.89
r0084_c0104,0.0
r0084_c0106,0.0
r0084_c0107,0.0
r0084_c0108,0.0
r0084_c0110,0.0
r0084_c0111,0.0
r0084_c0112,133.33
r0085_c0021,0.0
r0085_c0031,44.44
r0085_c0032,0.0
r0085_c0033,44.44
r0085_c0034,44.44
r0085_c0038,44.44
r0085_c0039,0.0
r0085_c0040,0.0
r0085_c0041,0.0
r0085_c0043,133.33
r0085_c0044,44.44
r0085_c0046,133.33
r0085_c0048,88.89
r0085_c0049,88.89
r0085_c0052,0.0
r0085_c0053,0.0
r0085_c0054,88.89
r0085_c0055,0.0
r0085_c0057,355.56
r0085_c0058,0.0
r0085_c0059,0.0
r0085_c0060,0.0
r0085_c0061,133.33
r0085_c0062,0.0
r0085_c0063,0.0
r0085_c0065,0.0
r0085_c0066,0.0
r0085_c0067,88.89
r0085_c0068,0.0
r0085_c0069,0.0
r0085_c0070,0.0
r0085_c0071,44.44
r0085_c0073,0.0
r0085_c0075,0.0
r0085_c0076,44.44
r0085_c0077,0.0
r0085_c0078,0.0
r0085_c0079,0.0
r0085_c0080,0.0
r0085_c0081,88.89
r0085_c0082,0.0
r0085_c0083,0.0
r0085_c0084,0.0
r0085_c0085,44.44
r0085_c0097,133.33
r0085_c0098,88.89
r0085_c0100,0.0
r0085_c0101,0.0
r0085_c0102,0.0
r0085_c0103,0.0
r0085_c0104,88.89
r0085_c0105,0.0
r0085_c0106,0.0
r0085_c0107,0.0
r0085_c0108,0.0
r0085_c0110,0.0
r0085_c0111,88.89
r0086_c0019,0.0
r0086_c0020,0.0
r0086_c0021,0.0
r0086_c0022,88.89
r0086_c0023,0.0
r0086_c0028,44.44
r0086_c0029,44.44
r0086_c0030,44.44
r0086_c0031,0.0
r0086_c0033,44.44
r0086_c0034,0.0
r0086_c0035,0.0
r0086_c0036,0.0
r0086_c0037,0.0
r0086_c0039,0.0
r0086_c0041,0.0
r0086_c0042,0.0
r0086_c0043,177.78
r0086_c0045,88.89
r0086_c0046,0.0
r0086_c0047,44.44
r0086_c0048,0.0
r0086_c0049,44.44
r0086_c0051,88.89
r0086_c0052,0.0
r0086_c0053,0.0
r0086_c0054,88.89
r0086_c0055,0.0
r0086_c0056,0.0
r0086_c0057,88.89
r0086_c0058,0.0
r0086_c0059,0.0
r0086_c0060,88.89
r0086_c0061,0.0
r0086_c0062,0.0
r0086_c0063,0.0
r0086_c0064,133.33
r0086_c0065,0.0
r0086_c0067,88.89
r0086_c0068,88.89
r0086_c0069,133.33
r0086_c0074,0.0
r0086_c0076,0.0
r0086_c0077,44.44
r0086_c0078,0.0
r0086_c0079,44.44
r0086_c0080,0.0
r0086_c0081,0.0
r0086_c0082,88.89
r0086_c0100,0.0
r0086_c0101,0.0
r0086_c0102,0.0
r0086_c0103,0.0
r0086_c0104,44.44
r0086_c0105,0.0
r0086_c0107,400.0
r0086_c0109,0.0
r0086_c0110,0.0
r0087_c0018,0.0
r0087_c0019,44.44
r0087_c0020,88.89
r0087_c0021,88.89
r0087_c0022,44.44
r0087_c0023,0.0
r0087_c0025,222.22
r0087_c0028,0.0
r0087_c0029,0.0
r0087_c0030,0.0
r0087_c0031,0.0
r0087_c0032,44.44
r0087_c0033,0.0
r0087_c0034,0.0
r0087_c0035,0.0
r0087_c0036,0.0
r0087_c0037,0.0
r0087_c0041,44.44
r0087_c0042,44.44
r0087_c0044,133.33
r0087_c0045,88.89
r0087_c0046,0.0
r0087_c0047,44.44
r0087_c0048,44.44
r0087_c0049,0.0
r0087_c0051,44.44
r0087_c0052,0.0
r0087_c0053,0.0
r0087_c0054,0.0
r0087_c0055,0.0
r0087_c0056,0.0
r0087_c0057,0.0
r0087_c0058,0.0
r0087_c0059,0.0
r0087_c0060,44.44
r0087_c0061,0.0
r0087_c0062,0.0
r0087_c0063,0.0
r0087_c0064,0.0
r0087_c0068,88.89
r0087_c0070,0.0
r0087_c0071,0.0
r0087_c0073,44.44
r0087_c0074,44.44
r0087_c0076,44.44
r0087_c0077,0.0
r0087_c0078,0.0
r0087_c0079,44.44
r0087_c0080,0.0
r0087_c0081,0.0
r0087_c0082,0.0
r0087_c0087,0.0
r0087_c0088,0.0
r0087_c0091,0.0
r0087_c0092,0.0
r0087_c0100,0.0
r0087_c0101,0.0
r0087_c0102,0.0
r0087_c0104,0.0
r0087_c0105,0.0
r0087_c0106,266.67
r0087_c0108,88.89
r0087_c0109,222.22
r0088_c0018,88.89
r0088_c0021,0.0
r0088_c0022,0.0
r0088_c0023,0.0
r0088_c0029,0.0
r0088_c0032,44.44
r0088_c0033,44.44
r0088_c0034,44.44
r0088_c0035,44.44
r0088_c0036,44.44
r0088_c0037,44.44
r0088_c0038,0.0
r0088_c0039,0.0
r0088_c0044,222.22
r0088_c0045,133.33
r0088_c0046,0.0
r0088_c0047,88.89
r0088_c0049,177.78
r0088_c0050,0.0
r0088_c0051,311.11
r0088_c0053,88.89
r0088_c0054,222.22
r0088_c0055,88.89
r0088_c0056,44.44
r0088_c0057,177.78
r0088_c0058,88.89
r0088_c0059,0.0
r0088_c0060,177.78
r0088_c0061,0.0
r0088_c0062,0.0
r0088_c0063,0.0
r0088_c0064,266.67
r0088_c0068,0.0
r0088_c0070,0.0
r0088_c0071,0.0
r0088_c0074,0.0
r0088_c0076,0.0
r0088_c0077,88.89
r0088_c0078,88.89
r0088_c0079,0.0
r0088_c0080,0.0
r0088_c0081,0.0
r0088_c0082,0.0
r0088_c0087,0.0
r0088_c0088,0.0
r0088_c0101,0.0
r0088_c0104,0.0
r0088_c0107,0.0
r0088_c0108,88.89
r0089_c0019,0.0
r0089_c0020,0.0
r0089_c0021,133.33
r0089_c0022,0.0
r0089_c0023,0.0
r0089_c0024,88.89
r0089_c0025,0.0
r0089_c0026,44.44
r0089_c0028,0.0
r0089_c0029,133.33
r0089_c0032,177.78
r0089_c0034,0.0
r0089_c0035,44.44
r0089_c0036,44.44
r0089_c0037,0.0
r0089_c0038,44.44
r0089_c0039,88.89
