cell_id,cell_lat,cell_lon,zone_type,cell_lot_count,amenity_density,amenity_ratio_food_drink,avg_floors,avg_yearbuilt,total_bldg_area,building_count,landuse_entropy,tourism_density,shop_density_km2,shop_type_entropy,brand_ratio
r0060_c0054,40.768008,-73.9494391,Institutional,3,533.33,0.0,22.0,1978.0,352994.0,3,0.9678,0.0,0.0,0.0,0.0
r0061_c0029,40.7693594,-73.9940489,Commercial,5,1644.44,0.0,6.0,1921.0,567977.0,5,0.1473,133.33,88.89,-0.0,1.0
r0061_c0030,40.7693594,-73.9922645,Commercial,7,177.78,0.0,9.3,1945.0,844092.0,9,0.5958,0.0,44.44,-0.0,1.0
r0061_c0031,40.7693594,-73.9904801,Commercial,3,266.67,0.0,8.7,1942.0,775428.0,3,0.9769,0.0,0.0,0.0,0.0
r0061_c0032,40.7693594,-73.9886957,Commercial,25,977.78,0.5,4.9,1925.0,986930.0,28,1.3476,0.0,444.44,3.1219,0.1
r0061_c0033,40.7693594,-73.9869113,Institutional,13,355.56,0.0,8.8,1935.0,1799917.0,13,1.4286,0.0,44.44,-0.0,0.0
r0061_c0034,40.7693594,-73.9851269,Institutional,5,488.89,0.1818,20.2,1931.0,1225299.0,5,0.9964,44.44,88.89,1.0,0.5
r0061_c0035,40.7693594,-73.9833425,Residential,9,2444.44,0.0545,17.0,1949.0,1786462.0,11,1.3986,177.78,311.11,2.8074,0.2857
r0061_c0043,40.7693594,-73.9690674,Residential,17,933.33,0.0,8.9,1909.0,1011376.0,19,1.0145,444.44,0.0,0.0,0.0
r0061_c0044,40.7693594,-73.967283,Mixed-Use,50,577.78,0.1538,5.9,1889.0,798159.0,51,1.9159,44.44,400.0,1.4466,0.5556
r0061_c0045,40.7693594,-73.9654986,Residential,30,222.22,0.0,6.2,1908.0,727109.0,31,2.0733,0.0,0.0,0.0,0.0
r0061_c0046,40.7693594,-73.9637142,Residential,58,1022.22,0.1739,5.7,1896.0,720994.0,59,2.2386,44.44,444.44,2.9219,0.0
r0061_c0047,40.7693594,-73.9619298,Residential,50,444.44,0.0,6.0,1892.0,1134903.0,50,1.9303,0.0,177.78,2.0,0.25
r0061_c0048,40.7693594,-73.9601454,Residential,28,577.78,0.0,6.8,1922.0,1134675.0,31,2.1348,0.0,177.78,2.0,0.5
r0061_c0049,40.7693594,-73.958361,Mixed-Use,23,1244.44,0.3929,9.7,1932.0,1162197.0,24,1.4206,0.0,222.22,2.3219,0.2
r0061_c0050,40.7693594,-73.9565766,Residential,31,533.33,0.0833,7.6,1921.0,1403870.0,32,1.8805,0.0,222.22,2.3219,0.0
r0061_c0051,40.7693594,-73.9547922,Mixed-Use,30,1555.56,0.3714,6.2,1917.0,824293.0,31,1.4077,0.0,711.11,3.4528,0.0625
r0061_c0052,40.7693594,-73.9530078,Residential,45,622.22,0.3571,6.1,1925.0,951054.0,46,2.1777,0.0,222.22,2.3219,0.0
r0061_c0053,40.7693594,-73.9512235,Residential,14,400.0,0.5556,9.8,1947.0,1436583.0,15,1.4774,0.0,88.89,1.0,0.0
r0061_c0055,40.7693594,-73.9476547,Residential,3,1333.33,0.0,7.0,1910.0,75854.0,1,0.9559,44.44,0.0,0.0,0.0
r0062_c0030,40.7707107,-73.9922645,Mixed-Use,4,1022.22,0.2174,23.8,1993.0,1895213.0,4,0.7204,44.44,177.78,1.5,0.0
r0062_c0031,40.7707107,-73.9904801,Institutional,3,444.44,0.1,17.0,2010.0,1656042.0,3,0.9816,88.89,44.44,-0.0,1.0
r0062_c0032,40.7707107,-73.9886957,Institutional,4,800.0,0.0,12.5,1966.0,832187.0,4,0.765,0.0,0.0,0.0,0.0
r0062_c0033,40.7707107,-73.9869113,Institutional,5,577.78,0.0769,23.5,1969.0,1010238.0,4,1.4789,0.0,0.0,0.0,0.0
r0062_c0034,40.7707107,-73.9851269,Institutional,3,1688.89,0.0,25.0,1968.0,1740457.0,5,0.4008,133.33,44.44,-0.0,0.0
r0062_c0035,40.7707107,-73.9833425,Mixed-Use,7,1377.78,0.0645,23.1,1963.0,1365038.0,7,1.2641,355.56,177.78,2.0,0.75
r0062_c0036,40.7707107,-73.9815581,Mixed-Use,5,2711.11,0.0328,23.2,1948.0,1333908.0,5,0.3882,88.89,177.78,2.0,0.25
r0062_c0044,40.7707107,-73.967283,Residential,20,355.56,0.0,8.4,1922.0,1130573.0,20,1.9997,88.89,44.44,-0.0,0.0
r0062_c0045,40.7707107,-73.9654986,Residential,24,266.67,0.1667,8.9,1921.0,1445065.0,24,2.1083,44.44,133.33,0.9183,0.3333
r0062_c0046,40.7707107,-73.9637142,Residential,22,44.44,0.0,9.4,1910.0,1002609.0,23,1.6794,0.0,0.0,0.0,0.0
r0062_c0047,40.7707107,-73.9619298,Residential,37,844.44,0.2105,7.2,1896.0,1205351.0,37,1.5691,0.0,266.67,1.0,0.0
r0062_c0048,40.7707107,-73.9601454,Residential,32,666.67,0.4667,6.9,1914.0,1253982.0,35,2.0097,0.0,266.67,2.585,0.5
r0062_c0049,40.7707107,-73.958361,Residential,43,355.56,0.375,6.5,1924.0,1030762.0,47,1.6265,0.0,44.44,-0.0,0.0
r0062_c0050,40.7707107,-73.9565766,Mixed-Use,25,1600.0,0.2778,7.2,1923.0,1168819.0,23,1.5236,0.0,400.0,3.1699,0.1111
r0062_c0051,40.7707107,-73.9547922,Residential,36,666.67,0.3333,5.8,1916.0,1096751.0,38,1.8661,0.0,355.56,3.0,0.125
r0062_c0052,40.7707107,-73.9530078,Residential,46,1022.22,0.3478,5.5,1928.0,817392.0,45,2.3153,0.0,311.11,2.2359,0.0
r0062_c0053,40.7707107,-73.9512235,Mixed-Use,29,800.0,0.3333,5.5,1923.0,679714.0,32,1.8795,0.0,222.22,2.3219,0.0
r0062_c0054,40.7707107,-73.9494391,Residential,15,88.89,0.0,8.7,1928.0,1122571.0,17,0.8419,0.0,0.0,0.0,0.0
r0062_c0055,40.7707107,-73.9476547,Residential,5,0.0,0.0,13.0,1927.0,638355.0,5,0.7068,0.0,0.0,0.0,0.0
r0063_c0030,40.7720621,-73.9922645,Mixed-Use,3,755.56,0.0,38.0,1978.0,927996.0,3,0.9999,0.0,0.0,0.0,0.0
r0063_c0031,40.7720621,-73.9904801,Mixed-Use,3,1333.33,0.1,43.0,2011.0,1618910.0,3,-0.0,0.0,88.89,1.0,0.5
r0063_c0032,40.7720621,-73.9886957,Mixed-Use,8,1066.67,0.0,14.1,1978.0,1104106.0,8,1.0763,0.0,88.89,1.0,0.0
r0063_c0033,40.7720621,-73.9869113,Institutional,4,1422.22,0.0312,21.7,1971.0,667634.0,4,0.982,0.0,0.0,0.0,0.0
r0063_c0035,40.7720621,-73.9833425,Commercial,3,2177.78,0.102,5.5,1964.0,524873.0,4,0.139,488.89,0.0,0.0,0.0
r0063_c0036,40.7720621,-73.9815581,Mixed-Use,13,1111.11,0.2,11.1,1930.0,1697351.0,13,1.1081,44.44,44.44,-0.0,0.0
r0063_c0037,40.7720621,-73.9797737,Residential,14,933.33,0.0476,13.1,1941.0,1580206.0,14,1.31,44.44,0.0,0.0,0.0
r0063_c0044,40.7720621,-73.967283,Residential,7,1422.22,0.0,13.7,1931.0,773662.0,7,0.3683,533.33,0.0,0.0,0.0
r0063_c0045,40.7720621,-73.9654986,Residential,38,355.56,0.125,5.6,1901.0,702004.0,39,2.1678,0.0,177.78,0.8113,0.0
r0063_c0046,40.7720621,-73.9637142,Residential,31,88.89,0.0,8.1,1902.0,1164143.0,34,1.947,44.44,0.0,0.0,0.0
r0063_c0047,40.7720621,-73.9619298,Residential,37,622.22,0.1429,6.4,1904.0,987040.0,38,2.0772,0.0,177.78,2.0,0.0
r0063_c0048,40.7720621,-73.9601454,Mixed-Use,39,622.22,0.3571,6.7,1913.0,1045969.0,42,2.1056,0.0,177.78,2.0,0.25
r0063_c0049,40.7720621,-73.958361,Institutional,30,933.33,0.2381,5.8,1928.0,868604.0,31,1.6855,0.0,400.0,2.9477,0.1111
r0063_c0050,40.7720621,-73.9565766,Mixed-Use,39,1688.89,0.3158,8.0,1928.0,1415638.0,38,1.455,0.0,577.78,3.2389,0.0
r0063_c0051,40.7720621,-73.9547922,Residential,53,1200.0,0.4815,5.0,1914.0,703934.0,55,1.7293,0.0,400.0,2.5033,0.0
r0063_c0052,40.7720621,-73.9530078,Residential,27,888.89,0.4,9.6,1930.0,1120707.0,29,1.9227,0.0,355.56,3.0,0.0
r0063_c0053,40.7720621,-73.9512235,Residential,16,177.78,0.0,9.4,1934.0,1451502.0,19,1.8914,0.0,44.44,-0.0,0.0
r0063_c0054,40.7720621,-73.9494391,Mixed-Use,22,311.11,0.2857,8.6,1934.0,1205195.0,24,1.2776,0.0,133.33,1.585,0.3333
r0063_c0055,40.7720621,-73.9476547,Residential,27,133.33,0.0,8.2,1931.0,990808.0,32,1.5783,0.0,88.89,1.0,0.0
r0063_c0056,40.7720621,-73.9458703,Residential,8,977.78,0.0,14.7,1949.0,1041670.0,6,1.1139,0.0,0.0,0.0,0.0
r0064_c0030,40.7734134,-73.9922645,Mixed-Use,3,1422.22,0.0,38.5,2016.0,1250140.0,2,-0.0,0.0,44.44,-0.0,0.0
r0064_c0031,40.7734134,-73.9904801,Mixed-Use,7,1466.67,0.1818,22.3,2012.0,940625.0,3,1.4486,0.0,177.78,2.0,0.25
r0064_c0033,40.7734134,-73.9869113,Residential,5,222.22,0.0,9.2,1917.0,904950.0,16,0.3689,0.0,0.0,0.0,0.0
r0064_c0036,40.7734134,-73.9815581,Commercial,9,1333.33,0.1333,12.9,1949.0,691761.0,8,1.7004,133.33,44.44,-0.0,1.0
r0064_c0037,40.7734134,-73.9797737,Commercial,13,622.22,0.0714,10.8,1928.0,1214939.0,16,1.4823,0.0,0.0,0.0,0.0
r0064_c0038,40.7734134,-73.9779893,Residential,11,977.78,0.0455,10.5,1913.0,912277.0,13,1.0193,133.33,44.44,-0.0,0.0
r0064_c0045,40.7734134,-73.9654986,Residential,38,488.89,0.1818,7.0,1890.0,1102744.0,38,2.0451,44.44,44.44,-0.0,0.0
r0064_c0046,40.7734134,-73.9637142,Residential,42,800.0,0.0556,5.8,1900.0,1073924.0,44,2.3668,88.89,444.44,2.8464,0.3
r0064_c0047,40.7734134,-73.9619298,Residential,17,133.33,0.0,8.4,1927.0,701360.0,17,1.593,0.0,0.0,0.0,0.0
r0064_c0048,40.7734134,-73.9601454,Institutional,15,1111.11,0.28,8.9,1940.0,1516029.0,24,1.488,0.0,177.78,2.0,0.25
r0064_c0049,40.7734134,-73.958361,Residential,26,666.67,0.3333,8.4,1933.0,1237222.0,28,1.8169,44.44,266.67,2.585,0.3333
r0064_c0050,40.7734134,-73.9565766,Residential,42,400.0,0.2222,6.1,1912.0,1000808.0,45,2.1893,0.0,44.44,-0.0,0.0
r0064_c0051,40.7734134,-73.9547922,Residential,16,755.56,0.0588,9.1,1945.0,1226087.0,16,1.9054,44.44,88.89,-0.0,0.0
r0064_c0052,40.7734134,-73.9530078,Residential,20,266.67,0.0,8.2,1933.0,1307672.0,25,1.4653,0.0,133.33,1.585,0.0
r0064_c0053,40.7734134,-73.9512235,Residential,29,933.33,0.1429,7.3,1936.0,1121135.0,30,2.0003,44.44,222.22,2.3219,0.2
r0064_c0054,40.7734134,-73.9494391,Residential,27,133.33,0.3333,7.4,1921.0,1263596.0,30,1.4203,0.0,88.89,1.0,0.0
r0064_c0055,40.7734134,-73.9476547,Residential,50,44.44,0.0,6.2,1916.0,1209758.0,50,1.3467,0.0,0.0,0.0,0.0
r0064_c0056,40.7734134,-73.9458703,Residential,15,755.56,0.0,10.4,1937.0,1155337.0,18,1.5729,0.0,0.0,0.0,0.0
r0065_c0030,40.7747648,-73.9922645,Open Space,3,266.67,0.0,,,0.0,0,0.4756,44.44,0.0,0.0,0.0
r0065_c0031,40.7747648,-73.9904801,Mixed-Use,5,222.22,0.0,35.3,2008.0,1226095.0,3,1.4942,0.0,44.44,-0.0,0.0
r0065_c0032,40.7747648,-73.9886957,Mixed-Use,7,400.0,0.1111,20.0,1956.0,792570.0,3,1.9477,0.0,133.33,1.585,0.0
r0065_c0033,40.7747648,-73.9869113,Mixed-Use,5,488.89,0.0,16.0,1944.0,707198.0,5,1.5563,0.0,44.44,-0.0,0.0
r0065_c0034,40.7747648,-73.9851269,Institutional,4,1155.56,0.0,25.2,1988.0,1634795.0,4,1.1615,44.44,44.44,-0.0,1.0
r0065_c0035,40.7747648,-73.9833425,Mixed-Use,11,1866.67,0.0952,12.5,1952.0,1276324.0,11,1.9314,44.44,311.11,2.2359,0.7143
r0065_c0036,40.7747648,-73.9815581,Mixed-Use,9,1555.56,0.2286,9.7,1914.0,801459.0,9,0.3906,88.89,266.67,0.9183,0.5
r0065_c0037,40.7747648,-73.9797737,Residential,57,933.33,0.2381,5.5,1900.0,1009612.0,60,1.9531,0.0,311.11,2.2359,0.1429
r0065_c0038,40.7747648,-73.9779893,Residential,44,222.22,0.0,5.4,1901.0,860772.0,44,2.0636,133.33,0.0,0.0,0.0
r0065_c0045,40.7747648,-73.9654986,Residential,11,1955.56,0.0,10.6,1920.0,552427.0,11,1.4949,266.67,0.0,0.0,0.0
r0065_c0046,40.7747648,-73.9637142,Residential,38,800.0,0.2778,7.5,1901.0,1287591.0,38,2.2481,222.22,222.22,1.371,0.4
r0065_c0047,40.7747648,-73.9619298,Residential,23,133.33,0.0,8.7,1911.0,1171948.0,23,1.3643,0.0,44.44,-0.0,0.0
r0065_c0048,40.7747648,-73.9601454,Residential,32,400.0,0.2222,7.4,1898.0,1125843.0,38,1.8424,0.0,133.33,1.585,0.3333
r0065_c0049,40.7747648,-73.958361,Residential,34,977.78,0.2273,8.4,1923.0,1174559.0,36,1.8644,0.0,177.78,1.5,0.25
r0065_c0050,40.7747648,-73.9565766,Residential,23,1155.56,0.4231,8.8,1930.0,1324142.0,26,1.8745,0.0,355.56,3.0,0.25
r0065_c0051,40.7747648,-73.9547922,Mixed-Use,50,1422.22,0.4688,5.8,1923.0,966661.0,51,1.6833,0.0,488.89,3.0958,0.0
r0065_c0052,40.7747648,-73.9530078,Residential,57,755.56,0.4118,5.0,1922.0,696143.0,60,1.6201,0.0,311.11,2.2359,0.1429
r0065_c0053,40.7747648,-73.9512235,Mixed-Use,39,1288.89,0.4828,5.7,1923.0,845385.0,39,1.3979,0.0,444.44,2.9219,0.1
r0065_c0054,40.7747648,-73.9494391,Residential,64,0.0,0.0,5.4,1918.0,866080.0,67,1.9301,0.0,0.0,0.0,0.0
r0065_c0055,40.7747648,-73.9476547,Residential,47,622.22,0.2857,5.3,1913.0,736156.0,48,1.8983,0.0,222.22,2.3219,0.2
r0065_c0056,40.7747648,-73.9458703,Residential,25,0.0,0.0,7.6,1920.0,973710.0,28,1.1082,0.0,0.0,0.0,0.0
r0065_c0057,40.7747648,-73.9440859,Open Space,10,2311.11,0.0,3.0,1874.0,35073.0,13,0.1033,44.44,0.0,0.0,0.0
r0066_c0032,40.7761161,-73.9886957,Mixed-Use,5,711.11,0.0625,18.3,2000.0,1093645.0,4,1.5695,0.0,0.0,0.0,0.0
r0066_c0034,40.7761161,-73.9851269,Mixed-Use,3,177.78,0.0,29.0,1964.0,1456418.0,3,-0.0,0.0,0.0,0.0,0.0
r0066_c0035,40.7761161,-73.9833425,Mixed-Use,8,1244.44,0.0714,16.2,1976.0,1616332.0,9,1.6251,0.0,444.44,2.9219,0.2
r0066_c0036,40.7761161,-73.9815581,Residential,36,622.22,0.2143,5.6,1893.0,836634.0,38,2.1626,0.0,88.89,1.0,0.5
r0066_c0037,40.7761161,-73.9797737,Residential,50,1377.78,0.4516,4.6,1892.0,604928.0,53,1.7712,44.44,711.11,3.3278,0.25
r0066_c0038,40.7761161,-73.9779893,Residential,70,266.67,0.3333,5.4,1896.0,1065117.0,74,1.8722,44.44,0.0,0.0,0.0
r0066_c0046,40.7761161,-73.9637142,Residential,41,400.0,0.0,5.7,1895.0,714890.0,39,2.2476,0.0,44.44,-0.0,0.0
r0066_c0047,40.7761161,-73.9619298,Residential,39,533.33,0.3333,7.7,1915.0,1076607.0,41,2.1552,0.0,177.78,0.8113,0.5
r0066_c0048,40.7761161,-73.9601454,Residential,24,88.89,0.0,10.3,1926.0,1178325.0,25,1.4555,0.0,0.0,0.0,0.0
r0066_c0049,40.7761161,-73.958361,Residential,41,622.22,0.0,5.9,1911.0,896834.0,45,1.9657,0.0,177.78,2.0,0.25
r0066_c0050,40.7761161,-73.9565766,Residential,44,755.56,0.2941,7.0,1922.0,1130498.0,46,1.9176,44.44,355.56,3.0,0.25
r0066_c0051,40.7761161,-73.9547922,Residential,53,444.44,0.2,5.2,1922.0,770827.0,57,2.3096,0.0,266.67,2.585,0.1667
r0066_c0052,40.7761161,-73.9530078,Residential,44,1422.22,0.5625,6.2,1933.0,976933.0,44,1.8718,0.0,577.78,3.5466,0.1538
r0066_c0053,40.7761161,-73.9512235,Residential,52,622.22,0.3571,5.2,1917.0,846338.0,59,1.8545,0.0,222.22,1.9219,0.2
r0066_c0054,40.7761161,-73.9494391,Residential,23,222.22,0.2,7.1,1925.0,789346.0,23,1.9788,0.0,88.89,1.0,0.5
r0066_c0055,40.7761161,-73.9476547,Residential,26,44.44,1.0,9.2,1930.0,1391444.0,26,1.703,0.0,0.0,0.0,0.0
r0066_c0056,40.7761161,-73.9458703,Residential,48,88.89,0.0,6.3,1914.0,1420426.0,52,1.7908,0.0,88.89,1.0,0.0
r0066_c0057,40.7761161,-73.9440859,Residential,21,1422.22,0.0,5.3,1901.0,777442.0,21,1.7503,0.0,0.0,0.0,0.0
r0067_c0032,40.7774675,-73.9886957,Mixed-Use,5,1244.44,0.0,29.5,2000.0,892252.0,2,1.4924,0.0,88.89,1.0,0.0
r0067_c0034,40.7774675,-73.9851269,Mixed-Use,3,400.0,0.0,19.7,1978.0,836184.0,4,0.9991,0.0,88.89,1.0,0.0
r0067_c0035,40.7774675,-73.9833425,Mixed-Use,17,1244.44,0.2143,12.8,1924.0,1419661.0,17,1.3259,0.0,311.11,2.5216,0.2857
r0067_c0036,40.7774675,-73.9815581,Residential,19,888.89,0.2,7.5,1905.0,901338.0,19,1.8584,0.0,177.78,2.0,1.0
r0067_c0037,40.7774675,-73.9797737,Mixed-Use,45,1688.89,0.2632,6.4,1902.0,913001.0,58,1.9004,0.0,800.0,2.6688,0.3333
r0067_c0038,40.7774675,-73.9779893,Mixed-Use,37,1466.67,0.4242,6.4,1898.0,925165.0,38,1.4162,88.89,444.44,2.8464,0.1
r0067_c0039,40.7774675,-73.9762049,Residential,29,711.11,0.0,6.7,1905.0,1479970.0,30,1.5457,44.44,0.0,0.0,0.0
r0067_c0046,40.7774675,-73.9637142,Residential,6,2000.0,0.0667,16.2,1939.0,430024.0,6,0.8546,266.67,0.0,0.0,0.0
r0067_c0047,40.7774675,-73.9619298,Residential,48,266.67,0.3333,6.7,1904.0,925500.0,48,2.1547,0.0,44.44,-0.0,0.0
r0067_c0048,40.7774675,-73.9601454,Residential,36,44.44,0.0,6.5,1916.0,743093.0,36,2.0527,0.0,0.0,0.0,0.0
r0067_c0049,40.7774675,-73.958361,Residential,32,133.33,0.0,6.8,1927.0,1024290.0,32,1.7596,0.0,0.0,0.0,0.0
r0067_c0050,40.7774675,-73.9565766,Residential,36,1022.22,0.3913,5.7,1923.0,847730.0,36,2.0534,0.0,266.67,2.2516,0.0
r0067_c0051,40.7774675,-73.9547922,Mixed-Use,34,1555.56,0.3714,7.0,1929.0,1147455.0,37,2.0133,0.0,488.89,3.2776,0.1818
r0067_c0052,40.7774675,-73.9530078,Mixed-Use,36,1466.67,0.3636,6.7,1925.0,959710.0,37,2.1125,0.0,577.78,3.1808,0.1538
r0067_c0053,40.7774675,-73.9512235,Mixed-Use,28,1155.56,0.5,8.1,1938.0,1466444.0,34,1.1946,0.0,355.56,2.75,0.0
r0067_c0054,40.7774675,-73.9494391,Mixed-Use,34,844.44,0.3684,7.6,1930.0,983800.0,34,1.968,0.0,577.78,3.5466,0.1538
r0067_c0055,40.7774675,-73.9476547,Residential,50,444.44,0.3,4.6,1920.0,539528.0,52,2.3347,0.0,133.33,1.585,0.0
r0067_c0056,40.7774675,-73.9458703,Mixed-Use,28,400.0,0.1111,5.8,1923.0,786973.0,31,1.5786,0.0,222.22,1.371,0.0
r0067_c0057,40.7774675,-73.9440859,Residential,18,533.33,0.0,5.3,1919.0,680565.0,18,0.7532,0.0,0.0,0.0,0.0
r0068_c0033,40.7788188,-73.9869113,Mixed-Use,15,133.33,0.0,9.1,1918.0,1534306.0,15,1.3055,0.0,0.0,0.0,0.0
r0068_c0034,40.7788188,-73.9851269,Residential,36,44.44,0.0,5.7,1898.0,789776.0,37,1.8517,0.0,0.0,0.0,0.0
r0068_c0035,40.7788188,-73.9833425,Mixed-Use,52,1511.11,0.2059,6.0,1903.0,1032571.0,53,1.8424,0.0,755.56,3.5725,0.0588
r0068_c0036,40.7788188,-73.9815581,Mixed-Use,15,2266.67,0.3137,6.8,1913.0,590891.0,14,1.3158,44.44,844.44,3.6819,0.2632
r0068_c0037,40.7788188,-73.9797737,Residential,60,222.22,0.2,5.0,1895.0,863169.0,64,2.2157,0.0,44.44,-0.0,0.0
r0068_c0038,40.7788188,-73.9779893,Residential,45,2266.67,0.1961,4.8,1892.0,689289.0,47,1.7061,88.89,933.33,3.8442,0.2381
r0068_c0039,40.7788188,-73.9762049,Residential,79,44.44,0.0,4.4,1894.0,754817.0,80,1.4948,0.0,0.0,0.0,0.0
r0068_c0040,40.7788188,-73.9744206,Institutional,15,2177.78,0.0204,6.1,1898.0,402056.0,15,1.5304,133.33,0.0,0.0,0.0
r0068_c0047,40.7788188,-73.9619298,Residential,28,177.78,0.25,6.9,1900.0,849409.0,28,1.9623,0.0,0.0,0.0,0.0
r0068_c0048,40.7788188,-73.9601454,Residential,33,666.67,0.2667,6.8,1920.0,1156027.0,33,2.1475,0.0,355.56,1.5488,0.125
r0068_c0049,40.7788188,-73.958361,Residential,12,400.0,0.0,11.2,1929.0,948558.0,13,1.0508,0.0,0.0,0.0,0.0
r0068_c0050,40.7788188,-73.9565766,Residential,29,1244.44,0.3571,8.2,1934.0,1209265.0,29,1.6929,0.0,311.11,2.8074,0.2857
r0068_c0051,40.7788188,-73.9547922,Mixed-Use,19,1155.56,0.1538,8.7,1936.0,1665314.0,20,1.5502,0.0,577.78,2.6235,0.8462
r0068_c0052,40.7788188,-73.9530078,Mixed-Use,20,1377.78,0.2581,9.6,1944.0,1155939.0,23,1.8089,0.0,444.44,3.1219,0.3
r0068_c0053,40.7788188,-73.9512235,Residential,21,888.89,0.35,9.3,1935.0,1245436.0,21,1.0818,0.0,88.89,1.0,0.5
r0068_c0054,40.7788188,-73.9494391,Residential,42,222.22,0.0,4.9,1920.0,621245.0,45,2.1363,0.0,0.0,0.0,0.0
r0068_c0055,40.7788188,-73.9476547,Mixed-Use,24,844.44,0.3684,9.6,1932.0,1211273.0,24,1.2239,0.0,400.0,2.9477,0.1111
r0068_c0056,40.7788188,-73.9458703,Residential,19,355.56,0.125,8.9,1948.0,1199691.0,20,2.4079,0.0,0.0,0.0,0.0
r0069_c0032,40.7801702,-73.9886957,Open Space,3,1955.56,0.0227,,,0.0,0,0.7407,44.44,0.0,0.0,0.0
r0069_c0033,40.7801702,-73.9869113,Mixed-Use,16,355.56,0.0,10.7,1915.0,1329723.0,16,2.045,0.0,0.0,0.0,0.0
r0069_c0034,40.7801702,-73.9851269,Residential,32,533.33,0.0833,7.9,1909.0,1182735.0,31,1.3807,0.0,44.44,-0.0,0.0
r0069_c0035,40.7801702,-73.9833425,Residential,45,311.11,0.2857,6.2,1899.0,1068825.0,46,1.8187,0.0,222.22,1.9219,0.0
r0069_c0036,40.7801702,-73.9815581,Mixed-Use,10,1244.44,0.1071,8.8,1915.0,1058964.0,10,1.3745,222.22,311.11,2.8074,0.1429
r0069_c0037,40.7801702,-73.9797737,Residential,54,1244.44,0.4643,4.8,1896.0,820046.0,54,1.6927,0.0,577.78,3.1808,0.0
r0069_c0038,40.7801702,-73.9779893,Institutional,53,933.33,0.2381,4.3,1894.0,581120.0,53,1.5998,44.44,133.33,1.585,0.0
r0069_c0039,40.7801702,-73.9762049,Residential,29,2577.78,0.0862,5.6,1893.0,665178.0,29,1.9264,88.89,133.33,0.9183,0.3333
r0069_c0040,40.7801702,-73.9744206,Residential,5,2444.44,0.0,8.8,1912.0,280579.0,5,0.6365,88.89,0.0,0.0,0.0
r0069_c0047,40.7801702,-73.9619298,Institutional,4,2044.44,0.0435,8.0,1908.0,113527.0,4,0.9568,88.89,0.0,0.0,0.0
r0069_c0048,40.7801702,-73.9601454,Residential,23,488.89,0.1818,8.9,1920.0,1715565.0,24,1.4594,133.33,222.22,0.971,0.4
r0069_c0049,40.7801702,-73.958361,Residential,12,266.67,0.0,12.8,1945.0,1081147.0,12,1.1386,0.0,88.89,1.0,0.0
r0069_c0050,40.7801702,-73.9565766,Mixed-Use,15,177.78,0.0,10.8,1935.0,1116750.0,15,1.5512,0.0,44.44,-0.0,0.0
r0069_c0051,40.7801702,-73.9547922,Mixed-Use,23,1111.11,0.2,8.7,1934.0,1324970.0,23,1.5297,44.44,400.0,2.7255,0.6667
r0069_c0052,40.7801702,-73.9530078,Mixed-Use,35,1511.11,0.3529,7.5,1926.0,1248023.0,35,1.7841,0.0,533.33,3.4183,0.3333
r0069_c0053,40.7801702,-73.9512235,Residential,53,711.11,0.4375,5.0,1921.0,634477.0,65,1.1715,0.0,355.56,2.5,0.0
r0069_c0054,40.7801702,-73.9494391,Residential,47,1511.11,0.3235,5.2,1924.0,569638.0,50,1.5147,0.0,711.11,3.3278,0.0625
r0069_c0055,40.7801702,-73.9476547,Residential,37,800.0,0.3333,6.5,1928.0,978332.0,40,1.9791,0.0,355.56,2.4056,0.125
r0069_c0056,40.7801702,-73.9458703,Mixed-Use,20,400.0,0.4444,7.1,1942.0,1045466.0,21,1.7524,44.44,88.89,1.0,0.0
r0070_c0034,40.7815215,-73.9851269,Residential,13,444.44,0.0,6.7,1903.0,807941.0,13,0.6871,0.0,0.0,0.0,0.0
r0070_c0035,40.7815215,-73.9833425,Residential,21,88.89,0.0,8.3,1921.0,1047030.0,21,1.1685,44.44,0.0,0.0,0.0
r0070_c0036,40.7815215,-73.9815581,Mixed-Use,22,1600.0,0.0833,7.5,1911.0,957627.0,22,1.918,266.67,488.89,3.0272,0.1818
r0070_c0037,40.7815215,-73.9797737,Mixed-Use,21,1200.0,0.4074,9.3,1923.0,1503984.0,21,1.9296,88.89,133.33,1.585,0.3333
r0070_c0038,40.7815215,-73.9779893,Residential,44,311.11,0.0,4.0,1892.0,396127.0,44,2.1246,0.0,44.44,-0.0,0.0
r0070_c0039,40.7815215,-73.9762049,Residential,40,2355.56,0.0943,4.9,1896.0,573833.0,41,1.9058,44.44,44.44,-0.0,0.0
r0070_c0048,40.7815215,-73.9601454,Residential,10,755.56,0.0588,14.0,1936.0,991450.0,10,1.4451,44.44,0.0,0.0,0.0
r0070_c0049,40.7815215,-73.958361,Residential,14,355.56,0.0,11.2,1933.0,1323576.0,14,1.0121,0.0,133.33,1.585,0.6667
r0070_c0050,40.7815215,-73.9565766,Residential,12,88.89,0.0,13.5,1927.0,1291224.0,13,0.7232,0.0,0.0,0.0,0.0
r0070_c0051,40.7815215,-73.9547922,Residential,28,666.67,0.2,6.6,1915.0,1070118.0,30,1.9293,0.0,400.0,2.9477,0.1111
r0070_c0052,40.7815215,-73.9530078,Residential,40,888.89,0.25,6.0,1922.0,961286.0,41,1.7849,0.0,444.44,3.1219,0.1
r0070_c0053,40.7815215,-73.9512235,Residential,6,444.44,0.1,17.0,1937.0,1774198.0,10,0.4492,0.0,88.89,1.0,0.0
