cell_id,shop_density_km2
r0270_c0279,0.0
r0270_c0280,0.0
r0270_c0281,0.0
r0270_c0289,0.0
r0270_c0290,0.0
r0270_c0291,0.0
r0270_c0292,311.11
r0271_c0134,0.0
r0271_c0135,0.0
r0271_c0136,0.0
r0271_c0137,0.0
r0271_c0138,0.0
r0271_c0139,0.0
r0271_c0140,0.0
r0271_c0141,0.0
r0271_c0142,0.0
r0271_c0143,0.0
r0271_c0144,0.0
r0271_c0145,0.0
r0271_c0146,0.0
r0271_c0147,0.0
r0271_c0148,0.0
r0271_c0149,0.0
r0271_c0150,0.0
r0271_c0151,0.0
r0271_c0152,0.0
r0271_c0153,0.0
r0271_c0154,0.0
r0271_c0155,0.0
r0271_c0156,0.0
r0271_c0157,88.89
r0271_c0158,133.33
r0271_c0159,0.0
r0271_c0160,88.89
r0271_c0161,0.0
r0271_c0162,0.0
r0271_c0163,0.0
r0271_c0164,0.0
r0271_c0165,0.0
r0271_c0166,44.44
r0271_c0167,355.56
r0271_c0168,755.56
r0271_c0180,0.0
r0271_c0181,44.44
r0271_c0182,44.44
r0271_c0183,0.0
r0271_c0184,0.0
r0271_c0185,0.0
r0271_c0188,0.0
r0271_c0189,0.0
r0271_c0190,44.44
r0271_c0191,0.0
r0271_c0192,44.44
r0271_c0199,44.44
r0271_c0200,44.44
r0271_c0201,0.0
r0271_c0202,0.0
r0271_c0203,0.0
r0271_c0204,0.0
r0271_c0206,0.0
r0271_c0207,44.44
r0271_c0208,0.0
r0271_c0209,0.0
r0271_c0210,0.0
r0271_c0211,0.0
r0271_c0212,0.0
r0271_c0213,0.0
r0271_c0214,0.0
r0271_c0215,0.0
r0271_c0217,0.0
r0271_c0218,0.0
r0271_c0219,0.0
r0271_c0220,0.0
r0271_c0221,44.44
r0271_c0222,0.0
r0271_c0223,0.0
r0271_c0224,0.0
r0271_c0225,0.0
r0271_c0226,0.0
r0271_c0227,0.0
r0271_c0228,0.0
r0271_c0229,0.0
r0271_c0230,0.0
r0271_c0231,0.0
r0271_c0239,88.89
r0271_c0240,0.0
r0271_c0252,0.0
r0271_c0253,0.0
r0271_c0254,0.0
r0271_c0255,133.33
r0271_c0265,0.0
r0271_c0272,0.0
r0271_c0274,44.44
r0271_c0275,0.0
r0271_c0276,0.0
r0271_c0277,0.0
r0271_c0278,0.0
r0271_c0279,0.0
r0271_c0280,0.0
r0271_c0290,0.0
r0271_c0291,0.0
r0271_c0292,44.44
r0272_c0134,0.0
r0272_c0135,0.0
r0272_c0136,0.0
r0272_c0137,0.0
r0272_c0138,0.0
r0272_c0139,0.0
r0272_c0140,0.0
r0272_c0141,0.0
r0272_c0142,0.0
r0272_c0143,0.0
r0272_c0144,44.44
r0272_c0145,133.33
r0272_c0146,133.33
r0272_c0147,44.44
r0272_c0148,222.22
r0272_c0149,0.0
r0272_c0151,0.0
r0272_c0152,0.0
r0272_c0153,0.0
r0272_c0154,0.0
r0272_c0155,0.0
r0272_c0156,0.0
r0272_c0157,88.89
r0272_c0158,0.0
r0272_c0159,88.89
r0272_c0160,44.44
r0272_c0161,0.0
r0272_c0162,0.0
r0272_c0163,0.0
r0272_c0164,0.0
r0272_c0165,0.0
r0272_c0166,0.0
r0272_c0167,0.0
r0272_c0168,44.44
r0272_c0169,222.22
r0272_c0179,44.44
r0272_c0180,88.89
r0272_c0181,0.0
r0272_c0182,88.89
r0272_c0183,44.44
r0272_c0184,0.0
r0272_c0185,0.0
r0272_c0187,44.44
r0272_c0188,0.0
r0272_c0189,0.0
r0272_c0194,88.89
r0272_c0195,133.33
r0272_c0196,0.0
r0272_c0197,0.0
r0272_c0198,0.0
r0272_c0199,44.44
r0272_c0200,0.0
r0272_c0201,0.0
r0272_c0202,0.0
r0272_c0203,0.0
r0272_c0204,0.0
r0272_c0205,0.0
r0272_c0206,0.0
r0272_c0207,0.0
r0272_c0208,0.0
r0272_c0209,0.0
r0272_c0210,0.0
r0272_c0211,0.0
r0272_c0212,0.0
r0272_c0213,0.0
r0272_c0214,0.0
r0272_c0215,0.0
r0272_c0216,0.0
r0272_c0217,0.0
r0272_c0218,0.0
r0272_c0219,0.0
r0272_c0220,0.0
r0272_c0221,44.44
r0272_c0222,0.0
r0272_c0223,0.0
r0272_c0224,0.0
r0272_c0225,0.0
r0272_c0226,0.0
r0272_c0227,0.0
r0272_c0228,0.0
r0272_c0229,0.0
r0272_c0230,0.0
r0272_c0232,0.0
r0272_c0233,0.0
r0272_c0234,311.11
r0272_c0238,0.0
r0272_c0239,0.0
r0272_c0240,44.44
r0272_c0241,44.44
r0272_c0252,0.0
r0272_c0253,88.89
r0272_c0265,133.33
r0272_c0266,0.0
r0272_c0267,0.0
r0272_c0271,44.44
r0272_c0275,0.0
r0272_c0276,0.0
r0272_c0277,0.0
r0272_c0278,0.0
r0272_c0288,0.0
r0272_c0289,0.0
r0272_c0290,44.44
r0273_c0133,222.22
r0273_c0134,0.0
r0273_c0135,0.0
r0273_c0136,0.0
r0273_c0137,0.0
r0273_c0138,133.33
r0273_c0139,0.0
r0273_c0140,0.0
r0273_c0142,0.0
r0273_c0143,0.0
r0273_c0145,0.0
r0273_c0146,0.0
r0273_c0147,311.11
r0273_c0148,133.33
r0273_c0149,0.0
r0273_c0150,0.0
r0273_c0151,0.0
r0273_c0152,0.0
r0273_c0153,0.0
r0273_c0154,0.0
r0273_c0155,0.0
r0273_c0156,0.0
r0273_c0157,177.78
r0273_c0158,0.0
r0273_c0159,177.78
r0273_c0160,0.0
r0273_c0161,0.0
r0273_c0162,0.0
r0273_c0163,0.0
r0273_c0164,0.0
r0273_c0165,0.0
r0273_c0166,0.0
r0273_c0167,0.0
r0273_c0168,44.44
r0273_c0169,133.33
r0273_c0170,355.56
r0273_c0180,88.89
r0273_c0181,0.0
r0273_c0182,88.89
r0273_c0183,0.0
r0273_c0184,0.0
r0273_c0185,0.0
r0273_c0186,0.0
r0273_c0187,0.0
r0273_c0188,0.0
r0273_c0189,0.0
r0273_c0194,0.0
r0273_c0195,0.0
r0273_c0196,0.0
r0273_c0197,0.0
r0273_c0198,0.0
r0273_c0199,0.0
r0273_c0200,0.0
r0273_c0201,0.0
r0273_c0202,0.0
r0273_c0203,0.0
r0273_c0204,44.44
r0273_c0205,0.0
r0273_c0206,0.0
r0273_c0207,0.0
r0273_c0208,0.0
r0273_c0209,0.0
r0273_c0210,0.0
r0273_c0211,0.0
r0273_c0212,0.0
r0273_c0213,0.0
r0273_c0214,0.0
r0273_c0215,0.0
r0273_c0216,0.0
r0273_c0217,0.0
r0273_c0218,0.0
r0273_c0219,0.0
r0273_c0220,0.0
r0273_c0221,0.0
r0273_c0222,0.0
r0273_c0223,0.0
r0273_c0224,0.0
r0273_c0225,0.0
r0273_c0226,0.0
r0273_c0227,0.0
r0273_c0228,0.0
r0273_c0229,0.0
r0273_c0230,0.0
r0273_c0231,88.89
r0273_c0232,44.44
r0273_c0236,133.33
r0273_c0237,0.0
r0273_c0238,0.0
r0273_c0239,0.0
r0273_c0240,0.0
r0273_c0241,133.33
r0273_c0252,44.44
r0273_c0267,0.0
r0273_c0271,44.44
r0273_c0276,88.89
r0273_c0287,133.33
r0273_c0288,44.44
r0274_c0131,888.89
r0274_c0132,44.44
r0274_c0133,177.78
r0274_c0134,88.89
r0274_c0135,44.44
r0274_c0136,0.0
r0274_c0137,0.0
r0274_c0138,44.44
r0274_c0139,133.33
r0274_c0140,0.0
r0274_c0141,0.0
r0274_c0142,0.0
r0274_c0144,0.0
r0274_c0145,0.0
r0274_c0146,0.0
r0274_c0147,0.0
r0274_c0148,0.0
r0274_c0149,0.0
r0274_c0150,0.0
r0274_c0151,0.0
r0274_c0152,0.0
r0274_c0153,0.0
r0274_c0154,0.0
r0274_c0155,0.0
r0274_c0156,0.0
r0274_c0157,88.89
r0274_c0158,666.67
r0274_c0159,177.78
r0274_c0160,44.44
r0274_c0161,0.0
r0274_c0162,0.0
r0274_c0163,88.89
r0274_c0164,0.0
r0274_c0165,0.0
r0274_c0166,0.0
r0274_c0167,0.0
r0274_c0170,44.44
r0274_c0171,177.78
r0274_c0172,755.56
r0274_c0180,0.0
r0274_c0181,44.44
r0274_c0182,44.44
r0274_c0183,0.0
r0274_c0184,0.0
r0274_c0185,0.0
r0274_c0186,0.0
r0274_c0187,0.0
r0274_c0188,0.0
r0274_c0189,0.0
r0274_c0194,0.0
r0274_c0195,0.0
r0274_c0196,0.0
r0274_c0197,0.0
r0274_c0198,0.0
r0274_c0199,0.0
r0274_c0200,0.0
r0274_c0201,0.0
r0274_c0202,0.0
r0274_c0203,0.0
r0274_c0204,44.44
r0274_c0205,0.0
r0274_c0206,0.0
r0274_c0207,0.0
r0274_c0208,0.0
r0274_c0209,0.0
r0274_c0210,0.0
r0274_c0211,0.0
r0274_c0212,0.0
r0274_c0213,0.0
r0274_c0214,0.0
r0274_c0215,0.0
r0274_c0216,0.0
r0274_c0217,0.0
r0274_c0218,0.0
r0274_c0219,0.0
r0274_c0220,0.0
r0274_c0221,0.0
r0274_c0222,0.0
r0274_c0223,0.0
r0274_c0224,0.0
r0274_c0225,0.0
r0274_c0226,0.0
r0274_c0227,0.0
r0274_c0228,0.0
r0274_c0229,0.0
r0274_c0230,0.0
r0274_c0231,133.33
r0274_c0232,44.44
r0274_c0236,0.0
r0274_c0237,0.0
r0274_c0238,0.0
r0274_c0239,0.0
r0274_c0240,0.0
r0274_c0241,44.44
r0274_c0245,0.0
r0274_c0251,44.44
r0274_c0252,0.0
r0274_c0253,0.0
r0274_c0271,44.44
r0274_c0285,0.0
r0275_c0130,44.44
r0275_c0131,0.0
r0275_c0132,0.0
r0275_c0133,0.0
r0275_c0134,0.0
r0275_c0135,177.78
r0275_c0136,400.0
r0275_c0137,0.0
r0275_c0138,0.0
r0275_c0139,0.0
r0275_c0140,0.0
r0275_c0141,0.0
r0275_c0142,0.0
r0275_c0143,0.0
r0275_c0144,0.0
r0275_c0145,0.0
r0275_c0146,0.0
r0275_c0147,0.0
r0275_c0148,0.0
r0275_c0149,0.0
r0275_c0150,0.0
r0275_c0151,0.0
r0275_c0152,177.78
r0275_c0153,0.0
r0275_c0154,0.0
r0275_c0155,266.67
r0275_c0156,0.0
r0275_c0157,0.0
r0275_c0158,88.89
r0275_c0160,0.0
r0275_c0161,0.0
r0275_c0162,0.0
r0275_c0163,44.44
r0275_c0164,177.78
r0275_c0165,0.0
r0275_c0166,0.0
r0275_c0167,0.0
r0275_c0168,0.0
r0275_c0169,0.0
r0275_c0171,44.44
r0275_c0172,44.44
r0275_c0173,177.78
r0275_c0174,222.22
r0275_c0175,444.44
r0275_c0183,0.0
r0275_c0184,0.0
r0275_c0185,0.0
r0275_c0186,0.0
r0275_c0187,0.0
r0275_c0188,0.0
r0275_c0189,0.0
r0275_c0190,0.0
r0275_c0195,0.0
r0275_c0196,0.0
r0275_c0197,0.0
r0275_c0198,0.0
r0275_c0199,0.0
r0275_c0200,0.0
r0275_c0201,0.0
r0275_c0202,0.0
r0275_c0203,0.0
r0275_c0204,0.0
r0275_c0205,44.44
r0275_c0206,0.0
r0275_c0207,0.0
r0275_c0212,0.0
r0275_c0213,0.0
r0275_c0214,0.0
r0275_c0215,0.0
r0275_c0216,0.0
r0275_c0217,0.0
r0275_c0218,0.0
r0275_c0219,0.0
r0275_c0220,0.0
r0275_c0221,0.0
r0275_c0222,0.0
r0275_c0223,0.0
r0275_c0225,0.0
r0275_c0226,0.0
r0275_c0227,0.0
r0275_c0228,0.0
r0275_c0229,0.0
r0275_c0230,0.0
r0275_c0231,88.89
r0275_c0237,0.0
r0275_c0238,0.0
r0275_c0239,0.0
r0275_c0240,0.0
r0275_c0241,0.0
r0275_c0245,44.44
r0275_c0249,0.0
r0275_c0250,44.44
r0275_c0251,0.0
r0275_c0252,0.0
r0275_c0253,0.0
r0275_c0271,0.0
r0275_c0284,0.0
r0275_c0285,0.0
r0275_c0286,0.0
r0275_c0287,0.0
r0275_c0288,0.0
r0276_c0129,88.89
r0276_c0130,0.0
r0276_c0131,0.0
r0276_c0132,44.44
r0276_c0133,44.44
r0276_c0134,0.0
r0276_c0135,0.0
r0276_c0136,133.33
r0276_c0137,355.56
r0276_c0138,44.44
r0276_c0139,0.0
r0276_c0140,0.0
r0276_c0141,0.0
r0276_c0142,44.44
r0276_c0145,0.0
r0276_c0146,0.0
r0276_c0147,0.0
r0276_c0148,0.0
r0276_c0149,0.0
r0276_c0150,0.0
r0276_c0151,0.0
r0276_c0152,0.0
r0276_c0153,0.0
r0276_c0156,0.0
r0276_c0157,0.0
r0276_c0158,0.0
r0276_c0160,0.0
r0276_c0161,0.0
r0276_c0162,0.0
r0276_c0163,0.0
r0276_c0164,0.0
r0276_c0165,88.89
r0276_c0166,0.0
r0276_c0167,0.0
r0276_c0168,0.0
r0276_c0169,0.0
r0276_c0170,177.78
r0276_c0172,0.0
r0276_c0173,0.0
r0276_c0174,0.0
r0276_c0175,44.44
r0276_c0176,133.33
r0276_c0177,44.44
r0276_c0178,177.78
r0276_c0183,88.89
r0276_c0184,44.44
r0276_c0185,44.44
r0276_c0186,88.89
r0276_c0187,0.0
r0276_c0188,311.11
r0276_c0189,222.22
r0276_c0190,177.78
r0276_c0195,88.89
r0276_c0196,0.0
r0276_c0197,0.0
r0276_c0198,0.0
r0276_c0199,0.0
r0276_c0200,0.0
r0276_c0201,0.0
r0276_c0202,0.0
r0276_c0203,44.44
r0276_c0204,0.0
r0276_c0216,0.0
r0276_c0217,0.0
r0276_c0218,0.0
r0276_c0226,0.0
r0276_c0227,0.0
r0276_c0228,0.0
r0276_c0229,44.44
r0276_c0230,0.0
r0276_c0232,44.44
r0276_c0239,0.0
r0276_c0240,44.44
r0276_c0245,0.0
r0276_c0249,44.44
r0276_c0250,0.0
r0276_c0251,44.44
r0276_c0252,0.0
r0276_c0253,0.0
r0276_c0254,0.0
r0276_c0284,0.0
r0276_c0285,0.0
r0276_c0286,0.0
r0276_c0287,0.0
r0276_c0288,0.0
r0277_c0091,0.0
r0277_c0129,0.0
r0277_c0130,0.0
r0277_c0131,44.44
r0277_c0132,177.78
r0277_c0133,0.0
r0277_c0134,88.89
r0277_c0135,133.33
r0277_c0136,0.0
r0277_c0137,0.0
r0277_c0138,355.56
r0277_c0139,177.78
r0277_c0140,0.0
r0277_c0141,0.0
r0277_c0142,0.0
r0277_c0143,0.0
r0277_c0144,0.0
r0277_c0145,0.0
r0277_c0146,0.0
r0277_c0147,0.0
r0277_c0148,0.0
r0277_c0149,0.0
r0277_c0150,0.0
r0277_c0151,0.0
r0277_c0152,0.0
r0277_c0153,0.0
r0277_c0155,0.0
r0277_c0156,0.0
r0277_c0157,0.0
r0277_c0158,0.0
r0277_c0159,0.0
r0277_c0160,0.0
r0277_c0161,0.0
r0277_c0162,0.0
r0277_c0163,0.0
r0277_c0164,0.0
r0277_c0165,0.0
r0277_c0166,0.0
r0277_c0167,0.0
r0277_c0168,0.0
r0277_c0169,0.0
r0277_c0172,0.0
r0277_c0173,0.0
r0277_c0174,0.0
r0277_c0175,0.0
r0277_c0176,222.22
r0277_c0177,44.44
r0277_c0178,88.89
r0277_c0179,44.44
r0277_c0180,444.44
r0277_c0184,0.0
r0277_c0185,0.0
r0277_c0186,44.44
r0277_c0187,0.0
r0277_c0188,133.33
r0277_c0189,44.44
r0277_c0190,44.44
r0277_c0195,44.44
r0277_c0196,0.0
r0277_c0216,0.0
r0277_c0223,0.0
r0277_c0224,0.0
r0277_c0225,0.0
r0277_c0231,88.89
r0277_c0238,44.44
r0277_c0248,44.44
r0277_c0249,133.33
r0277_c0250,0.0
r0277_c0251,0.0
r0277_c0252,0.0
r0277_c0253,0.0
r0277_c0254,44.44
r0277_c0262,0.0
r0277_c0263,0.0
r0277_c0264,0.0
r0277_c0269,0.0
r0277_c0270,0.0
r0277_c0284,0.0
r0277_c0285,0.0
r0277_c0286,0.0
r0277_c0287,0.0
r0277_c0288,0.0
r0277_c0289,88.89
r0278_c0087,0.0
r0278_c0094,0.0
r0278_c0095,0.0
r0278_c0127,0.0
r0278_c0128,0.0
r0278_c0129,0.0
r0278_c0130,0.0
r0278_c0131,44.44
r0278_c0132,0.0
r0278_c0133,0.0
r0278_c0134,0.0
r0278_c0135,88.89
r0278_c0136,44.44
r0278_c0137,222.22
r0278_c0138,133.33
r0278_c0139,88.89
r0278_c0140,44.44
r0278_c0141,133.33
r0278_c0144,44.44
r0278_c0145,0.0
r0278_c0146,0.0
r0278_c0147,0.0
r0278_c0148,0.0
r0278_c0149,0.0
r0278_c0150,0.0
r0278_c0151,0.0
r0278_c0152,0.0
r0278_c0153,0.0
r0278_c0154,0.0
r0278_c0155,0.0
r0278_c0156,0.0
r0278_c0157,0.0
r0278_c0158,0.0
r0278_c0159,0.0
r0278_c0160,0.0
r0278_c0161,0.0
r0278_c0162,0.0
r0278_c0163,0.0
r0278_c0164,0.0
r0278_c0165,0.0
r0278_c0166,0.0
r0278_c0167,0.0
r0278_c0168,0.0
r0278_c0169,0.0
r0278_c0172,88.89
r0278_c0173,0.0
r0278_c0174,0.0
r0278_c0175,0.0
r0278_c0176,0.0
r0278_c0177,0.0
r0278_c0178,133.33
r0278_c0179,133.33
r0278_c0180,0.0
r0278_c0181,0.0
r0278_c0182,88.89
r0278_c0184,88.89
r0278_c0185,0.0
r0278_c0187,0.0
r0278_c0188,0.0
r0278_c0190,0.0
r0278_c0191,0.0
r0278_c0192,44.44
r0278_c0195,0.0
r0278_c0196,88.89
r0278_c0197,0.0
r0278_c0198,0.0
r0278_c0199,0.0
r0278_c0200,0.0
r0278_c0201,0.0
r0278_c0202,0.0
r0278_c0216,0.0
r0278_c0217,0.0
r0278_c0218,0.0
r0278_c0223,0.0
r0278_c0224,0.0
r0278_c0225,0.0
r0278_c0226,0.0
r0278_c0235,0.0
r0278_c0244,222.22
r0278_c0247,44.44
r0278_c0248,133.33
r0278_c0249,0.0
r0278_c0250,0.0
r0278_c0251,0.0
r0278_c0252,0.0
r0278_c0253,0.0
r0278_c0254,0.0
r0278_c0255,88.89
r0278_c0262,88.89
r0278_c0263,0.0
r0278_c0264,0.0
r0278_c0265,0.0
r0278_c0266,0.0
r0278_c0267,0.0
r0278_c0268,44.44
r0278_c0269,44.44
r0278_c0270,0.0
r0278_c0285,0.0
r0278_c0286,0.0
r0278_c0287,0.0
r0278_c0288,0.0
r0278_c0289,0.0
r0279_c0084,0.0
r0279_c0085,0.0
r0279_c0086,0.0
r0279_c0087,0.0
r0279_c0088,0.0
r0279_c0094,0.0
r0279_c0095,0.0
r0279_c0096,0.0
r0279_c0126,44.44
r0279_c0127,0.0
r0279_c0128,0.0
r0279_c0129,44.44
r0279_c0130,0.0
r0279_c0131,0.0
r0279_c0132,0.0
r0279_c0133,0.0
r0279_c0134,0.0
r0279_c0135,0.0
r0279_c0136,44.44
r0279_c0137,88.89
r0279_c0138,44.44
r0279_c0139,44.44
r0279_c0140,133.33
r0279_c0141,133.33
r0279_c0142,266.67
r0279_c0143,44.44
r0279_c0144,44.44
r0279_c0145,0.0
r0279_c0146,0.0
r0279_c0147,0.0
r0279_c0148,0.0
r0279_c0149,0.0
r0279_c0150,0.0
r0279_c0151,0.0
r0279_c0152,0.0
r0279_c0153,44.44
r0279_c0154,0.0
r0279_c0155,0.0
r0279_c0156,0.0
r0279_c0157,0.0
r0279_c0158,0.0
r0279_c0159,0.0
r0279_c0160,0.0
r0279_c0161,0.0
r0279_c0162,0.0
r0279_c0163,0.0
r0279_c0164,0.0
r0279_c0165,0.0
r0279_c0166,0.0
r0279_c0167,0.0
r0279_c0168,0.0
r0279_c0169,0.0
r0279_c0170,0.0
r0279_c0171,133.33
r0279_c0172,311.11
r0279_c0173,0.0
r0279_c0174,0.0
r0279_c0175,0.0
r0279_c0176,0.0
r0279_c0177,0.0
r0279_c0178,133.33
r0279_c0180,0.0
r0279_c0184,44.44
r0279_c0185,0.0
r0279_c0186,0.0
r0279_c0187,0.0
r0279_c0188,0.0
r0279_c0191,0.0
r0279_c0192,0.0
r0279_c0197,0.0
r0279_c0198,0.0
r0279_c0199,0.0
r0279_c0200,0.0
r0279_c0201,0.0
r0279_c0202,0.0
r0279_c0203,0.0
r0279_c0204,0.0
r0279_c0205,44.44
r0279_c0206,0.0
r0279_c0207,0.0
r0279_c0208,0.0
r0279_c0209,0.0
r0279_c0210,0.0
r0279_c0211,0.0
r0279_c0212,0.0
r0279_c0213,0.0
r0279_c0215,0.0
r0279_c0216,0.0
r0279_c0217,0.0
r0279_c0218,0.0
r0279_c0220,0.0
r0279_c0223,0.0
r0279_c0224,0.0
r0279_c0225,0.0
r0279_c0226,0.0
r0279_c0246,0.0
r0279_c0247,0.0
r0279_c0248,0.0
r0279_c0249,0.0
r0279_c0250,0.0
r0279_c0251,0.0
r0279_c0252,0.0
r0279_c0253,0.0
r0279_c0254,0.0
r0279_c0255,0.0
r0279_c0256,88.89
r0279_c0262,44.44
r0279_c0263,44.44
r0279_c0264,0.0
r0279_c0265,0.0
r0279_c0267,0.0
r0279_c0268,44.44
r0279_c0269,0.0
r0279_c0270,0.0
r0279_c0281,44.44
r0279_c0285,0.0
r0279_c0286,0.0
r0279_c0287,44.44
r0279_c0288,0.0
r0279_c0289,0.0
r0279_c0290,0.0
r0280_c0080,0.0
r0280_c0081,0.0
r0280_c0082,0.0
r0280_c0084,0.0
r0280_c0085,0.0
r0280_c0086,0.0
r0280_c0087,0.0
r0280_c0088,0.0
r0280_c0095,0.0
r0280_c0096,0.0
r0280_c0125,0.0
r0280_c0126,0.0
r0280_c0127,0.0
r0280_c0128,0.0
r0280_c0129,0.0
r0280_c0130,0.0
r0280_c0131,0.0
r0280_c0132,0.0
r0280_c0133,0.0
r0280_c0134,0.0
r0280_c0135,0.0
r0280_c0136,0.0
r0280_c0137,0.0
r0280_c0138,44.44
r0280_c0139,44.44
r0280_c0140,133.33
r0280_c0144,266.67
r0280_c0145,44.44
r0280_c0146,0.0
r0280_c0147,0.0
r0280_c0148,0.0
r0280_c0149,0.0
r0280_c0150,0.0
r0280_c0151,0.0
r0280_c0152,0.0
r0280_c0153,0.0
r0280_c0154,0.0
r0280_c0155,0.0
r0280_c0156,0.0
r0280_c0157,0.0
r0280_c0158,0.0
r0280_c0159,0.0
r0280_c0160,0.0
r0280_c0161,0.0
r0280_c0162,0.0
r0280_c0163,0.0
r0280_c0164,0.0
r0280_c0165,0.0
r0280_c0166,0.0
r0280_c0167,0.0
r0280_c0168,0.0
r0280_c0169,0.0
r0280_c0170,0.0
r0280_c0171,0.0
r0280_c0172,222.22
r0280_c0173,0.0
r0280_c0174,0.0
r0280_c0175,0.0
r0280_c0176,0.0
r0280_c0177,0.0
r0280_c0178,0.0
r0280_c0179,177.78
r0280_c0180,44.44
r0280_c0183,0.0
r0280_c0184,0.0
r0280_c0185,0.0
r0280_c0186,0.0
r0280_c0187,0.0
r0280_c0188,0.0
r0280_c0189,0.0
r0280_c0191,0.0
r0280_c0192,0.0
r0280_c0193,0.0
r0280_c0197,0.0
r0280_c0198,0.0
r0280_c0199,0.0
r0280_c0200,0.0
r0280_c0201,0.0
r0280_c0202,0.0
r0280_c0203,0.0
r0280_c0204,0.0
r0280_c0205,0.0
r0280_c0206,0.0
r0280_c0207,0.0
r0280_c0208,0.0
r0280_c0209,0.0
r0280_c0210,0.0
r0280_c0211,0.0
r0280_c0212,0.0
r0280_c0213,0.0
r0280_c0217,0.0
r0280_c0218,0.0
r0280_c0219,0.0
r0280_c0220,0.0
r0280_c0221,0.0
r0280_c0222,0.0
r0280_c0226,0.0
r0280_c0236,0.0
r0280_c0241,0.0
r0280_c0245,44.44
r0280_c0246,44.44
r0280_c0247,0.0
r0280_c0248,0.0
r0280_c0249,0.0
r0280_c0250,0.0
r0280_c0251,0.0
r0280_c0252,44.44
r0280_c0253,0.0
r0280_c0254,88.89
r0280_c0255,0.0
r0280_c0256,0.0
r0280_c0268,133.33
r0280_c0271,0.0
r0280_c0272,0.0
r0280_c0273,44.44
r0280_c0281,88.89
r0280_c0285,0.0
r0280_c0286,0.0
r0280_c0287,0.0
r0280_c0288,0.0
r0280_c0289,0.0
r0280_c0290,0.0
r0281_c0069,44.44
r0281_c0070,0.0
r0281_c0071,0.0
r0281_c0078,0.0
r0281_c0079,0.0
r0281_c0080,0.0
r0281_c0081,0.0
r0281_c0082,0.0
r0281_c0084,0.0
r0281_c0085,0.0
r0281_c0086,0.0
r0281_c0087,0.0
r0281_c0088,0.0
r0281_c0096,0.0
r0281_c0124,444.44
r0281_c0125,0.0
r0281_c0126,0.0
r0281_c0127,0.0
r0281_c0128,0.0
r0281_c0129,0.0
r0281_c0130,0.0
r0281_c0131,0.0
r0281_c0133,0.0
r0281_c0134,0.0
r0281_c0135,0.0
r0281_c0136,0.0
r0281_c0137,0.0
r0281_c0138,0.0
r0281_c0139,355.56
r0281_c0140,222.22
r0281_c0143,355.56
r0281_c0144,44.44
r0281_c0145,88.89
r0281_c0146,488.89
r0281_c0147,0.0
r0281_c0148,0.0
r0281_c0149,0.0
r0281_c0150,0.0
r0281_c0151,0.0
r0281_c0152,0.0
r0281_c0153,0.0
r0281_c0154,0.0
r0281_c0155,0.0
r0281_c0156,0.0
r0281_c0157,0.0
r0281_c0158,0.0
r0281_c0159,0.0
r0281_c0160,0.0
r0281_c0161,0.0
r0281_c0162,0.0
r0281_c0163,0.0
r0281_c0164,0.0
r0281_c0165,0.0
r0281_c0166,0.0
r0281_c0167,0.0
r0281_c0168,0.0
r0281_c0169,0.0
r0281_c0170,0.0
r0281_c0171,0.0
r0281_c0172,311.11
r0281_c0173,0.0
r0281_c0174,0.0
r0281_c0175,0.0
r0281_c0176,0.0
r0281_c0177,0.0
r0281_c0178,0.0
r0281_c0184,0.0
r0281_c0185,0.0
r0281_c0191,0.0
r0281_c0192,0.0
r0281_c0193,0.0
r0281_c0202,0.0
r0281_c0203,0.0
r0281_c0204,0.0
r0281_c0205,0.0
r0281_c0206,0.0
r0281_c0207,0.0
r0281_c0208,0.0
r0281_c0209,0.0
r0281_c0210,0.0
r0281_c0211,0.0
r0281_c0212,0.0
r0281_c0213,0.0
r0281_c0217,0.0
r0281_c0218,0.0
r0281_c0219,0.0
r0281_c0220,0.0
r0281_c0243,0.0
r0281_c0244,0.0
r0281_c0245,0.0
r0281_c0246,0.0
r0281_c0247,0.0
r0281_c0248,177.78
r0281_c0249,0.0
r0281_c0250,0.0
r0281_c0251,0.0
r0281_c0252,0.0
r0281_c0253,0.0
r0281_c0254,0.0
r0281_c0255,0.0
r0281_c0256,0.0
r0281_c0271,0.0
r0281_c0274,88.89
r0281_c0286,0.0
r0281_c0287,0.0
r0281_c0288,0.0
r0281_c0289,0.0
r0281_c0290,0.0
r0281_c0291,88.89
r0282_c0067,0.0
r0282_c0068,0.0
r0282_c0069,0.0
r0282_c0070,44.44
r0282_c0071,0.0
r0282_c0072,0.0
r0282_c0073,0.0
r0282_c0075,0.0
r0282_c0077,0.0
r0282_c0079,0.0
r0282_c0080,0.0
r0282_c0081,0.0
r0282_c0082,0.0
r0282_c0084,0.0
r0282_c0085,0.0
r0282_c0086,0.0
r0282_c0087,0.0
r0282_c0089,0.0
r0282_c0090,0.0
r0282_c0096,0.0
r0282_c0123,177.78
r0282_c0124,0.0
r0282_c0125,222.22
r0282_c0126,133.33
r0282_c0127,44.44
r0282_c0128,0.0
r0282_c0129,0.0
r0282_c0130,0.0
r0282_c0131,0.0
r0282_c0132,0.0
r0282_c0133,0.0
r0282_c0134,0.0
r0282_c0135,0.0
r0282_c0136,0.0
r0282_c0137,0.0
r0282_c0138,133.33
r0282_c0139,266.67
r0282_c0142,444.44
r0282_c0143,0.0
r0282_c0144,0.0
r0282_c0145,0.0
